"Step","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_331figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_331figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_331figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_331figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_331figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_331figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_331figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_331figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_331figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure3 - episode_return__MAX"
"407","-249","-249","-249","-241.5","-241.5","-241.5","-274.1","-274.1","-274.1","-319.5","-319.5","-319.5"
"408","-275.7","-275.7","-275.7","-229.8","-229.8","-229.8","-254.3","-254.3","-254.3","-255.2","-255.2","-255.2"
"409","-230.6","-230.6","-230.6","-313.6","-313.6","-313.6","-245","-245","-245","-293.8","-293.8","-293.8"
"410","-250.4","-250.4","-250.4","-255.1","-255.1","-255.1","-224.7","-224.7","-224.7","-333.1","-333.1","-333.1"
"411","-256","-256","-256","-209","-209","-209","-222.3","-222.3","-222.3","-277.1","-277.1","-277.1"
"412","-280.9","-280.9","-280.9","-253.6","-253.6","-253.6","-217.4","-217.4","-217.4","-308.2","-308.2","-308.2"
"413","-237.6","-237.6","-237.6","-245.6","-245.6","-245.6","-242.8","-242.8","-242.8","-337.8","-337.8","-337.8"
"414","-246.4","-246.4","-246.4","-225.5","-225.5","-225.5","-234.7","-234.7","-234.7","-277.8","-277.8","-277.8"
"415","-249.8","-249.8","-249.8","-231.1","-231.1","-231.1","-270","-270","-270","-315","-315","-315"
"416","-272.7","-272.7","-272.7","-235.3","-235.3","-235.3","-270.4","-270.4","-270.4","-263.7","-263.7","-263.7"
"417","-258.4","-258.4","-258.4","-236.3","-236.3","-236.3","-248.9","-248.9","-248.9","-331.2","-331.2","-331.2"
"418","-249.2","-249.2","-249.2","-248.9","-248.9","-248.9","-226.3","-226.3","-226.3","-304.6","-304.6","-304.6"
"419","-237.1","-237.1","-237.1","-231.4","-231.4","-231.4","-249.8","-249.8","-249.8","-305.7","-305.7","-305.7"
"420","-286.4","-286.4","-286.4","-213.3","-213.3","-213.3","-250.4","-250.4","-250.4","-317.2","-317.2","-317.2"
"421","-228.4","-228.4","-228.4","-239","-239","-239","-243.5","-243.5","-243.5","-294.7","-294.7","-294.7"
"422","-322.9","-322.9","-322.9","-220.2","-220.2","-220.2","-257","-257","-257","-358.3","-358.3","-358.3"
"423","-270","-270","-270","-255.8","-255.8","-255.8","-233.4","-233.4","-233.4","-283.4","-283.4","-283.4"
"424","-255.3","-255.3","-255.3","-235.2","-235.2","-235.2","-226","-226","-226","-312.7","-312.7","-312.7"
"425","-271.9","-271.9","-271.9","-260.8","-260.8","-260.8","-253.5","-253.5","-253.5","-270.5","-270.5","-270.5"
"426","-237.2","-237.2","-237.2","-208.4","-208.4","-208.4","-236.9","-236.9","-236.9","-324","-324","-324"
"427","-257","-257","-257","-228.4","-228.4","-228.4","-200.2","-200.2","-200.2","-297.7","-297.7","-297.7"
"428","-274","-274","-274","-233.4","-233.4","-233.4","-254.3","-254.3","-254.3","-362.8","-362.8","-362.8"
"429","-277.4","-277.4","-277.4","-235.2","-235.2","-235.2","-240.1","-240.1","-240.1","-378.7","-378.7","-378.7"
"430","-285.3","-285.3","-285.3","-263.1","-263.1","-263.1","-227.2","-227.2","-227.2","-267.1","-267.1","-267.1"
"431","-283.7","-283.7","-283.7","-243.1","-243.1","-243.1","-255.2","-255.2","-255.2","-350.7","-350.7","-350.7"
"432","-254.4","-254.4","-254.4","-233.2","-233.2","-233.2","-249.3","-249.3","-249.3","-354.1","-354.1","-354.1"
"433","-270.4","-270.4","-270.4","-206.7","-206.7","-206.7","-213","-213","-213","-270.7","-270.7","-270.7"
"434","-242.5","-242.5","-242.5","-252.7","-252.7","-252.7","-211.9","-211.9","-211.9","-284.4","-284.4","-284.4"
"435","-242.8","-242.8","-242.8","-243.3","-243.3","-243.3","-195.8","-195.8","-195.8","-340.7","-340.7","-340.7"
"436","-276.5","-276.5","-276.5","-275.2","-275.2","-275.2","-212","-212","-212","-333.4","-333.4","-333.4"
"437","-235.4","-235.4","-235.4","-268.5","-268.5","-268.5","-232.8","-232.8","-232.8","-334.1","-334.1","-334.1"
"438","-242.3","-242.3","-242.3","-227.2","-227.2","-227.2","-210.4","-210.4","-210.4","-266.3","-266.3","-266.3"
"439","-231.1","-231.1","-231.1","-245","-245","-245","-245","-245","-245","-271.9","-271.9","-271.9"
"440","-280.2","-280.2","-280.2","-214.8","-214.8","-214.8","-224.3","-224.3","-224.3","-353.6","-353.6","-353.6"
"441","-268","-268","-268","-248","-248","-248","-282.7","-282.7","-282.7","-272.8","-272.8","-272.8"
"442","-235.6","-235.6","-235.6","-201","-201","-201","-232.8","-232.8","-232.8","-268.3","-268.3","-268.3"
"443","-263.6","-263.6","-263.6","-233.6","-233.6","-233.6","-259.1","-259.1","-259.1","-310.8","-310.8","-310.8"
"444","-247.5","-247.5","-247.5","-235.8","-235.8","-235.8","-233.2","-233.2","-233.2","-345.5","-345.5","-345.5"
"445","-268","-268","-268","-266.7","-266.7","-266.7","-243.3","-243.3","-243.3","-297.1","-297.1","-297.1"
"446","-239.1","-239.1","-239.1","-218.7","-218.7","-218.7","-241","-241","-241","-277.2","-277.2","-277.2"
"447","-259.3","-259.3","-259.3","-282","-282","-282","-199.3","-199.3","-199.3","-349","-349","-349"
"448","-233.1","-233.1","-233.1","-225.7","-225.7","-225.7","-257.2","-257.2","-257.2","-299.5","-299.5","-299.5"
"449","-282.2","-282.2","-282.2","-263.7","-263.7","-263.7","-224.7","-224.7","-224.7","-305.6","-305.6","-305.6"
"450","-255.8","-255.8","-255.8","-241.6","-241.6","-241.6","-210.4","-210.4","-210.4","-296.9","-296.9","-296.9"
"451","-250.6","-250.6","-250.6","-257.5","-257.5","-257.5","-231.7","-231.7","-231.7","-249.9","-249.9","-249.9"
"452","-258.3","-258.3","-258.3","-231.4","-231.4","-231.4","-211.9","-211.9","-211.9","-275.1","-275.1","-275.1"
"453","-240.8","-240.8","-240.8","-197.2","-197.2","-197.2","-237.9","-237.9","-237.9","-265.7","-265.7","-265.7"
"454","-257.8","-257.8","-257.8","-239.6","-239.6","-239.6","-208.2","-208.2","-208.2","-266.7","-266.7","-266.7"
"455","-237","-237","-237","-216.2","-216.2","-216.2","-249.9","-249.9","-249.9","-288.8","-288.8","-288.8"
"456","-257.2","-257.2","-257.2","-220.2","-220.2","-220.2","-229.8","-229.8","-229.8","-296.7","-296.7","-296.7"
"457","-238.7","-238.7","-238.7","-224.5","-224.5","-224.5","-198.3","-198.3","-198.3","-279.5","-279.5","-279.5"
"458","-254","-254","-254","-215.3","-215.3","-215.3","-263.6","-263.6","-263.6","-302.6","-302.6","-302.6"
"459","-260.5","-260.5","-260.5","-209.2","-209.2","-209.2","-188.3","-188.3","-188.3","-242.6","-242.6","-242.6"
"460","-235.7","-235.7","-235.7","-219.6","-219.6","-219.6","-233.7","-233.7","-233.7","-294.8","-294.8","-294.8"
"461","-243.2","-243.2","-243.2","-242.8","-242.8","-242.8","-254.6","-254.6","-254.6","-317.2","-317.2","-317.2"
"462","-266.7","-266.7","-266.7","-220.7","-220.7","-220.7","-222.7","-222.7","-222.7","-268.8","-268.8","-268.8"
"463","-247.4","-247.4","-247.4","-229.9","-229.9","-229.9","-196.3","-196.3","-196.3","-253.5","-253.5","-253.5"
"464","-248","-248","-248","-230.6","-230.6","-230.6","-219.1","-219.1","-219.1","-262.8","-262.8","-262.8"
"465","-239.1","-239.1","-239.1","-197.6","-197.6","-197.6","-237","-237","-237","-248.4","-248.4","-248.4"
"466","-243.3","-243.3","-243.3","-242.5","-242.5","-242.5","-234.6","-234.6","-234.6","-280.3","-280.3","-280.3"
"467","-241.7","-241.7","-241.7","-242.2","-242.2","-242.2","-243","-243","-243","-293.3","-293.3","-293.3"
"468","-251.6","-251.6","-251.6","-221.6","-221.6","-221.6","-233.7","-233.7","-233.7","-237.7","-237.7","-237.7"
"469","-240.9","-240.9","-240.9","-264.3","-264.3","-264.3","-245.2","-245.2","-245.2","-271.7","-271.7","-271.7"
"470","-238.5","-238.5","-238.5","-261.9","-261.9","-261.9","-225.5","-225.5","-225.5","-259","-259","-259"
"471","-284.8","-284.8","-284.8","-242.2","-242.2","-242.2","-230.5","-230.5","-230.5","-253.3","-253.3","-253.3"
"472","-237.7","-237.7","-237.7","-229.2","-229.2","-229.2","-195.3","-195.3","-195.3","-331.1","-331.1","-331.1"
"473","-246.1","-246.1","-246.1","-220.3","-220.3","-220.3","-250","-250","-250","-262.9","-262.9","-262.9"
"474","-244.1","-244.1","-244.1","-262.2","-262.2","-262.2","-228.5","-228.5","-228.5","-256.3","-256.3","-256.3"
"475","-231.9","-231.9","-231.9","-215.6","-215.6","-215.6","-201.7","-201.7","-201.7","-231.7","-231.7","-231.7"
"476","-210.7","-210.7","-210.7","-205.6","-205.6","-205.6","-217.2","-217.2","-217.2","-295.6","-295.6","-295.6"
"477","-262.3","-262.3","-262.3","-220","-220","-220","-210.7","-210.7","-210.7","-230","-230","-230"
"478","-217.6","-217.6","-217.6","-217.9","-217.9","-217.9","-201.8","-201.8","-201.8","-264.1","-264.1","-264.1"
"479","-237.3","-237.3","-237.3","-235.7","-235.7","-235.7","-195.2","-195.2","-195.2","-221.4","-221.4","-221.4"
"480","-209.4","-209.4","-209.4","-227.9","-227.9","-227.9","-207.1","-207.1","-207.1","-257.5","-257.5","-257.5"
"481","-240.1","-240.1","-240.1","-233.1","-233.1","-233.1","-274.6","-274.6","-274.6","-218.4","-218.4","-218.4"
"482","-236.3","-236.3","-236.3","-213.4","-213.4","-213.4","-231.8","-231.8","-231.8","-285.9","-285.9","-285.9"
"483","-278.1","-278.1","-278.1","-263.9","-263.9","-263.9","-194.3","-194.3","-194.3","-261","-261","-261"
"484","-221.9","-221.9","-221.9","-200.2","-200.2","-200.2","-216.8","-216.8","-216.8","-246.9","-246.9","-246.9"
"485","-244.4","-244.4","-244.4","-269.5","-269.5","-269.5","-242.5","-242.5","-242.5","-289","-289","-289"
"486","-252.1","-252.1","-252.1","-217.1","-217.1","-217.1","-201.6","-201.6","-201.6","-265.3","-265.3","-265.3"
"487","-202.7","-202.7","-202.7","-230.8","-230.8","-230.8","-254.3","-254.3","-254.3","-302.4","-302.4","-302.4"
"488","-231.6","-231.6","-231.6","-193","-193","-193","-258.1","-258.1","-258.1","-236.8","-236.8","-236.8"
"489","-242.7","-242.7","-242.7","-235.5","-235.5","-235.5","-243.5","-243.5","-243.5","-262.3","-262.3","-262.3"
"490","-295.5","-295.5","-295.5","-246","-246","-246","-248.2","-248.2","-248.2","-283","-283","-283"
"491","-238.1","-238.1","-238.1","-232.3","-232.3","-232.3","-213.6","-213.6","-213.6","-253.9","-253.9","-253.9"
"492","-231.5","-231.5","-231.5","-249.6","-249.6","-249.6","-233","-233","-233","-210.1","-210.1","-210.1"
"493","-249","-249","-249","-235.8","-235.8","-235.8","-198.3","-198.3","-198.3","-266.8","-266.8","-266.8"
"494","-216.2","-216.2","-216.2","-225.2","-225.2","-225.2","-199.8","-199.8","-199.8","-274.2","-274.2","-274.2"
"495","-209.4","-209.4","-209.4","-243.6","-243.6","-243.6","-243.7","-243.7","-243.7","-230.7","-230.7","-230.7"
"496","-220","-220","-220","-237.7","-237.7","-237.7","-232.7","-232.7","-232.7","-248.8","-248.8","-248.8"
"497","-249.6","-249.6","-249.6","-243.2","-243.2","-243.2","-240.9","-240.9","-240.9","-259.2","-259.2","-259.2"
"498","-242.7","-242.7","-242.7","-239.1","-239.1","-239.1","-196.6","-196.6","-196.6","-262.7","-262.7","-262.7"
"499","-238.8","-238.8","-238.8","-210.9","-210.9","-210.9","-209.6","-209.6","-209.6","-228.3","-228.3","-228.3"
"500","-197","-197","-197","-228.2","-228.2","-228.2","-222","-222","-222","-262.5","-262.5","-262.5"
"501","-250.3","-250.3","-250.3","-218.4","-218.4","-218.4","-211.2","-211.2","-211.2","-266.5","-266.5","-266.5"
"502","-286.7","-286.7","-286.7","-222.8","-222.8","-222.8","-223.9","-223.9","-223.9","-231.4","-231.4","-231.4"
"503","-261.2","-261.2","-261.2","-269.5","-269.5","-269.5","-202.8","-202.8","-202.8","-250.9","-250.9","-250.9"
"504","-229.9","-229.9","-229.9","-254.3","-254.3","-254.3","-237.1","-237.1","-237.1","-221.5","-221.5","-221.5"
"505","-242.2","-242.2","-242.2","-226","-226","-226","-213.6","-213.6","-213.6","-301.3","-301.3","-301.3"
"506","-208.9","-208.9","-208.9","-196.8","-196.8","-196.8","-223.9","-223.9","-223.9","-264.6","-264.6","-264.6"
"507","-243.9","-243.9","-243.9","-207.7","-207.7","-207.7","-263.8","-263.8","-263.8","-261.4","-261.4","-261.4"
"508","-231","-231","-231","-241.8","-241.8","-241.8","-249.6","-249.6","-249.6","-223.1","-223.1","-223.1"
"509","-216.8","-216.8","-216.8","-231.7","-231.7","-231.7","-205.2","-205.2","-205.2","-274.1","-274.1","-274.1"
"510","-265.6","-265.6","-265.6","-214.2","-214.2","-214.2","-221.4","-221.4","-221.4","-250.4","-250.4","-250.4"
"511","-197.2","-197.2","-197.2","-222.7","-222.7","-222.7","-235.2","-235.2","-235.2","-242.9","-242.9","-242.9"
"512","-223.5","-223.5","-223.5","-235.5","-235.5","-235.5","-248.3","-248.3","-248.3","-273.4","-273.4","-273.4"
"513","-245.3","-245.3","-245.3","-250","-250","-250","-201.1","-201.1","-201.1","-253.3","-253.3","-253.3"
"514","-239.3","-239.3","-239.3","-259.9","-259.9","-259.9","-185.2","-185.2","-185.2","-222.4","-222.4","-222.4"
"515","-227.5","-227.5","-227.5","-244","-244","-244","-229.6","-229.6","-229.6","-245.6","-245.6","-245.6"
"516","-251.4","-251.4","-251.4","-200.3","-200.3","-200.3","-225.7","-225.7","-225.7","-239.8","-239.8","-239.8"
"517","-214.3","-214.3","-214.3","-237.5","-237.5","-237.5","-217.6","-217.6","-217.6","-212.8","-212.8","-212.8"
"518","-250.9","-250.9","-250.9","-207.3","-207.3","-207.3","-193.4","-193.4","-193.4","-216.6","-216.6","-216.6"
"519","-261.2","-261.2","-261.2","-240.3","-240.3","-240.3","-204.8","-204.8","-204.8","-253.4","-253.4","-253.4"
"520","-252.7","-252.7","-252.7","-220.5","-220.5","-220.5","-218.2","-218.2","-218.2","-271.1","-271.1","-271.1"
"521","-231.5","-231.5","-231.5","-196.9","-196.9","-196.9","-208.5","-208.5","-208.5","-238","-238","-238"
"522","-223.7","-223.7","-223.7","-216.4","-216.4","-216.4","-204.5","-204.5","-204.5","-243.1","-243.1","-243.1"
"523","-241.5","-241.5","-241.5","-226.2","-226.2","-226.2","-222.8","-222.8","-222.8","-275.1","-275.1","-275.1"
"524","-222.4","-222.4","-222.4","-264.8","-264.8","-264.8","-223.9","-223.9","-223.9","-219.8","-219.8","-219.8"
"525","-239.9","-239.9","-239.9","-192.8","-192.8","-192.8","-198.3","-198.3","-198.3","-258.5","-258.5","-258.5"
"526","-253.4","-253.4","-253.4","-190.5","-190.5","-190.5","-228.3","-228.3","-228.3","-218.3","-218.3","-218.3"
"527","-248.2","-248.2","-248.2","-247","-247","-247","-209.6","-209.6","-209.6","-234.8","-234.8","-234.8"
"528","-203.8","-203.8","-203.8","-173.5","-173.5","-173.5","-193.1","-193.1","-193.1","-257.2","-257.2","-257.2"
"529","-188.1","-188.1","-188.1","-198.2","-198.2","-198.2","-210.2","-210.2","-210.2","-234.5","-234.5","-234.5"
"530","-221.5","-221.5","-221.5","-235.3","-235.3","-235.3","-240.4","-240.4","-240.4","-217.7","-217.7","-217.7"
"531","-231.2","-231.2","-231.2","-264.1","-264.1","-264.1","-221.9","-221.9","-221.9","-226","-226","-226"
"532","-192.3","-192.3","-192.3","-254.7","-254.7","-254.7","-203.6","-203.6","-203.6","-230.4","-230.4","-230.4"
"533","-233.5","-233.5","-233.5","-224.2","-224.2","-224.2","-211.2","-211.2","-211.2","-220.4","-220.4","-220.4"
"534","-219.8","-219.8","-219.8","-226","-226","-226","-214.3","-214.3","-214.3","-194.7","-194.7","-194.7"
"535","-252.5","-252.5","-252.5","-225.5","-225.5","-225.5","-231.6","-231.6","-231.6","-245.7","-245.7","-245.7"
"536","-238","-238","-238","-176.9","-176.9","-176.9","-184.6","-184.6","-184.6","-218.2","-218.2","-218.2"
"537","-241.5","-241.5","-241.5","-195.5","-195.5","-195.5","-193","-193","-193","-230.8","-230.8","-230.8"
"538","-219.3","-219.3","-219.3","-175.6","-175.6","-175.6","-248.7","-248.7","-248.7","-225.5","-225.5","-225.5"
"539","-217.5","-217.5","-217.5","-190.3","-190.3","-190.3","-242.4","-242.4","-242.4","-284.4","-284.4","-284.4"
"540","-223.5","-223.5","-223.5","-214.4","-214.4","-214.4","-226","-226","-226","-207.7","-207.7","-207.7"
"541","-248.5","-248.5","-248.5","-220.2","-220.2","-220.2","-217.2","-217.2","-217.2","-279.8","-279.8","-279.8"
"542","-225","-225","-225","-207.7","-207.7","-207.7","-191.5","-191.5","-191.5","-236.4","-236.4","-236.4"
"543","-222.5","-222.5","-222.5","-227.2","-227.2","-227.2","-217.5","-217.5","-217.5","-249.9","-249.9","-249.9"
"544","-223.6","-223.6","-223.6","-208.1","-208.1","-208.1","-223.6","-223.6","-223.6","-234.1","-234.1","-234.1"
"545","-241.4","-241.4","-241.4","-195.3","-195.3","-195.3","-224.3","-224.3","-224.3","-224.4","-224.4","-224.4"
"546","-298.4","-298.4","-298.4","-226.7","-226.7","-226.7","-239.2","-239.2","-239.2","-257.1","-257.1","-257.1"
"547","-218.7","-218.7","-218.7","-244.3","-244.3","-244.3","-194.3","-194.3","-194.3","-228","-228","-228"
"548","-243.2","-243.2","-243.2","-225.4","-225.4","-225.4","-215.2","-215.2","-215.2","-238.1","-238.1","-238.1"
"549","-224.6","-224.6","-224.6","-221.4","-221.4","-221.4","-181.4","-181.4","-181.4","-259.3","-259.3","-259.3"
"550","-258.2","-258.2","-258.2","-226.7","-226.7","-226.7","-186.1","-186.1","-186.1","-201","-201","-201"
"551","-204.8","-204.8","-204.8","-214.1","-214.1","-214.1","-224.3","-224.3","-224.3","-233.8","-233.8","-233.8"
"552","-209","-209","-209","-196.7","-196.7","-196.7","-203.7","-203.7","-203.7","-244","-244","-244"
"553","-244.1","-244.1","-244.1","-189.1","-189.1","-189.1","-248.8","-248.8","-248.8","-251.3","-251.3","-251.3"
"554","-263.7","-263.7","-263.7","-255.7","-255.7","-255.7","-210.7","-210.7","-210.7","-198.6","-198.6","-198.6"
"555","-242.8","-242.8","-242.8","-211","-211","-211","-245.3","-245.3","-245.3","-237.3","-237.3","-237.3"
"556","-236.5","-236.5","-236.5","-240.4","-240.4","-240.4","-198.7","-198.7","-198.7","-251.9","-251.9","-251.9"
"557","-229.4","-229.4","-229.4","-227.6","-227.6","-227.6","-222","-222","-222","-213.8","-213.8","-213.8"
"558","-244.5","-244.5","-244.5","-240.3","-240.3","-240.3","-207.9","-207.9","-207.9","-246.8","-246.8","-246.8"
"559","-252.5","-252.5","-252.5","-233.7","-233.7","-233.7","-220.5","-220.5","-220.5","-245.6","-245.6","-245.6"
"560","-189.6","-189.6","-189.6","-207.6","-207.6","-207.6","-206.5","-206.5","-206.5","-252","-252","-252"
"561","-234.2","-234.2","-234.2","-221.6","-221.6","-221.6","-230.5","-230.5","-230.5","-230.7","-230.7","-230.7"
"562","-228.2","-228.2","-228.2","-220.8","-220.8","-220.8","-211.4","-211.4","-211.4","-244.8","-244.8","-244.8"
"563","-225.4","-225.4","-225.4","-232.9","-232.9","-232.9","-211.1","-211.1","-211.1","-232","-232","-232"
"564","-237.5","-237.5","-237.5","-235.1","-235.1","-235.1","-209.7","-209.7","-209.7","-253.2","-253.2","-253.2"
"565","-239.2","-239.2","-239.2","-186.9","-186.9","-186.9","-213.2","-213.2","-213.2","-275.1","-275.1","-275.1"
"566","-204.8","-204.8","-204.8","-205.2","-205.2","-205.2","-195.5","-195.5","-195.5","-200.1","-200.1","-200.1"
"567","-228.3","-228.3","-228.3","-192.1","-192.1","-192.1","-241","-241","-241","-234.3","-234.3","-234.3"
"568","-267.4","-267.4","-267.4","-199.3","-199.3","-199.3","-223.2","-223.2","-223.2","-271.6","-271.6","-271.6"
"569","-230.6","-230.6","-230.6","-229.5","-229.5","-229.5","-292.3","-292.3","-292.3","-261.1","-261.1","-261.1"
"570","-225.1","-225.1","-225.1","-243.2","-243.2","-243.2","-205.4","-205.4","-205.4","-225.2","-225.2","-225.2"
"571","-220.5","-220.5","-220.5","-227.9","-227.9","-227.9","-213.9","-213.9","-213.9","-230.3","-230.3","-230.3"
"572","-239.1","-239.1","-239.1","-254.2","-254.2","-254.2","-199.4","-199.4","-199.4","-221.8","-221.8","-221.8"
"573","-268.1","-268.1","-268.1","-238.7","-238.7","-238.7","-217.5","-217.5","-217.5","-226.9","-226.9","-226.9"
"574","-236.6","-236.6","-236.6","-206.2","-206.2","-206.2","-197.4","-197.4","-197.4","-194.8","-194.8","-194.8"
"575","-218.3","-218.3","-218.3","-263.3","-263.3","-263.3","-212.7","-212.7","-212.7","-218.8","-218.8","-218.8"
"576","-248","-248","-248","-199.7","-199.7","-199.7","-202.8","-202.8","-202.8","-213.6","-213.6","-213.6"
"577","-207.8","-207.8","-207.8","-217.1","-217.1","-217.1","-214.2","-214.2","-214.2","-230.3","-230.3","-230.3"
"578","-210.5","-210.5","-210.5","-224.8","-224.8","-224.8","-228.3","-228.3","-228.3","-191.8","-191.8","-191.8"
"579","-234.8","-234.8","-234.8","-198.5","-198.5","-198.5","-171.2","-171.2","-171.2","-232.5","-232.5","-232.5"
"580","-212.6","-212.6","-212.6","-194.7","-194.7","-194.7","-200.8","-200.8","-200.8","-237.4","-237.4","-237.4"
"581","-252.2","-252.2","-252.2","-216.5","-216.5","-216.5","-191.2","-191.2","-191.2","-240.3","-240.3","-240.3"
"582","-223.3","-223.3","-223.3","-239.5","-239.5","-239.5","-226.3","-226.3","-226.3","-210.4","-210.4","-210.4"
"583","-218.1","-218.1","-218.1","-195.4","-195.4","-195.4","-197.3","-197.3","-197.3","-216.6","-216.6","-216.6"
"584","-224.7","-224.7","-224.7","-228.4","-228.4","-228.4","-237.1","-237.1","-237.1","-248.3","-248.3","-248.3"
"585","-199.7","-199.7","-199.7","-202.6","-202.6","-202.6","-183.8","-183.8","-183.8","-239","-239","-239"
"586","-239","-239","-239","-237.3","-237.3","-237.3","-252.6","-252.6","-252.6","-225.4","-225.4","-225.4"
"587","-230.2","-230.2","-230.2","-219.7","-219.7","-219.7","-228.6","-228.6","-228.6","-213.1","-213.1","-213.1"
"588","-217.2","-217.2","-217.2","-223.2","-223.2","-223.2","-203.3","-203.3","-203.3","-225","-225","-225"
"589","-213.2","-213.2","-213.2","-245.4","-245.4","-245.4","-201.4","-201.4","-201.4","-193.9","-193.9","-193.9"
"590","-229","-229","-229","-217.2","-217.2","-217.2","-209.3","-209.3","-209.3","-224.7","-224.7","-224.7"
"591","-180.5","-180.5","-180.5","-255","-255","-255","-239.1","-239.1","-239.1","-199.1","-199.1","-199.1"
"592","-205.4","-205.4","-205.4","-256.5","-256.5","-256.5","-185.3","-185.3","-185.3","-244.9","-244.9","-244.9"
"593","-227.1","-227.1","-227.1","-188.8","-188.8","-188.8","-188.9","-188.9","-188.9","-238.8","-238.8","-238.8"
"594","-228.6","-228.6","-228.6","-223.5","-223.5","-223.5","-191","-191","-191","-219.6","-219.6","-219.6"
"595","-226.7","-226.7","-226.7","-180.4","-180.4","-180.4","-218.1","-218.1","-218.1","-239.9","-239.9","-239.9"
"596","-234.7","-234.7","-234.7","-190.5","-190.5","-190.5","-215.1","-215.1","-215.1","-214.3","-214.3","-214.3"
"597","-189.2","-189.2","-189.2","-228.1","-228.1","-228.1","-214.4","-214.4","-214.4","-236","-236","-236"
"598","-238.1","-238.1","-238.1","-216.8","-216.8","-216.8","-213.3","-213.3","-213.3","-207.6","-207.6","-207.6"
"599","-205.5","-205.5","-205.5","-230.5","-230.5","-230.5","-204.8","-204.8","-204.8","-230.6","-230.6","-230.6"
"600","-245.6","-245.6","-245.6","-198.1","-198.1","-198.1","-177","-177","-177","-206.9","-206.9","-206.9"
"601","-237.6","-237.6","-237.6","-209","-209","-209","-230.4","-230.4","-230.4","-194.6","-194.6","-194.6"
"602","-225.2","-225.2","-225.2","-227.8","-227.8","-227.8","-211.1","-211.1","-211.1","-224.3","-224.3","-224.3"
"603","-244","-244","-244","-227.3","-227.3","-227.3","-179","-179","-179","-227.6","-227.6","-227.6"
"604","-232.6","-232.6","-232.6","-200.3","-200.3","-200.3","-244.7","-244.7","-244.7","-257.5","-257.5","-257.5"
"605","-205.2","-205.2","-205.2","-215.2","-215.2","-215.2","-225.9","-225.9","-225.9","-226.3","-226.3","-226.3"
"606","-198.9","-198.9","-198.9","-218.1","-218.1","-218.1","-203.6","-203.6","-203.6","-256.9","-256.9","-256.9"
"607","-217.9","-217.9","-217.9","-210.8","-210.8","-210.8","-186.3","-186.3","-186.3","-238.6","-238.6","-238.6"
"608","-222.6","-222.6","-222.6","-217.5","-217.5","-217.5","-192.6","-192.6","-192.6","-257.2","-257.2","-257.2"
"609","-242","-242","-242","-212.5","-212.5","-212.5","-221.4","-221.4","-221.4","-248","-248","-248"
"610","-203.1","-203.1","-203.1","-200.3","-200.3","-200.3","-220.1","-220.1","-220.1","-229.4","-229.4","-229.4"
"611","-267.6","-267.6","-267.6","-263.8","-263.8","-263.8","-186.1","-186.1","-186.1","-229.5","-229.5","-229.5"
"612","-223.1","-223.1","-223.1","-210.3","-210.3","-210.3","-210.1","-210.1","-210.1","-225.3","-225.3","-225.3"
"613","-219.1","-219.1","-219.1","-213.6","-213.6","-213.6","-207.9","-207.9","-207.9","-187.6","-187.6","-187.6"
"614","-227.2","-227.2","-227.2","-217.9","-217.9","-217.9","-185.9","-185.9","-185.9","-235.7","-235.7","-235.7"
"615","-224.1","-224.1","-224.1","-189.1","-189.1","-189.1","-194.2","-194.2","-194.2","-247.2","-247.2","-247.2"
"616","-191.1","-191.1","-191.1","-219.3","-219.3","-219.3","-206.2","-206.2","-206.2","-223.6","-223.6","-223.6"
"617","-197.6","-197.6","-197.6","-252.2","-252.2","-252.2","-175.8","-175.8","-175.8","-253","-253","-253"
"618","-217.6","-217.6","-217.6","-213.1","-213.1","-213.1","-218.1","-218.1","-218.1","-218.7","-218.7","-218.7"
"619","-189.5","-189.5","-189.5","-206.6","-206.6","-206.6","-220.3","-220.3","-220.3","-253.2","-253.2","-253.2"
"620","-234.8","-234.8","-234.8","-221.1","-221.1","-221.1","-196.7","-196.7","-196.7","-225","-225","-225"
"621","-242.4","-242.4","-242.4","-200.5","-200.5","-200.5","-174.5","-174.5","-174.5","-241.8","-241.8","-241.8"
"622","-223.9","-223.9","-223.9","-207","-207","-207","-224.9","-224.9","-224.9","-249.7","-249.7","-249.7"
"623","-172.9","-172.9","-172.9","-204.7","-204.7","-204.7","-197.8","-197.8","-197.8","-240.8","-240.8","-240.8"
