"Step","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_331figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_331figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_331figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_331figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_331figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_331figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_331figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_331figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_331figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure3 - episode_return__MAX"
"190","-369.6","-369.6","-369.6","-345.7","-345.7","-345.7","-327.7","-327.7","-327.7","-304.2","-304.2","-304.2"
"191","-459","-459","-459","-326.8","-326.8","-326.8","-351.8","-351.8","-351.8","-417.2","-417.2","-417.2"
"192","-365.3","-365.3","-365.3","-334.3","-334.3","-334.3","-335","-335","-335","-388.8","-388.8","-388.8"
"193","-405.4","-405.4","-405.4","-360.8","-360.8","-360.8","-304.5","-304.5","-304.5","-367","-367","-367"
"194","-390.5","-390.5","-390.5","-334","-334","-334","-359","-359","-359","-391.8","-391.8","-391.8"
"195","-393.3","-393.3","-393.3","-387.7","-387.7","-387.7","-333.4","-333.4","-333.4","-374.4","-374.4","-374.4"
"196","-412.5","-412.5","-412.5","-343.9","-343.9","-343.9","-342.7","-342.7","-342.7","-381.3","-381.3","-381.3"
"197","-426.8","-426.8","-426.8","-324.1","-324.1","-324.1","-323.3","-323.3","-323.3","-362.7","-362.7","-362.7"
"198","-360.3","-360.3","-360.3","-369.8","-369.8","-369.8","-343.1","-343.1","-343.1","-391","-391","-391"
"199","-434.1","-434.1","-434.1","-363.1","-363.1","-363.1","-328.3","-328.3","-328.3","-352.3","-352.3","-352.3"
"200","-339.6","-339.6","-339.6","-345.5","-345.5","-345.5","-321.6","-321.6","-321.6","-412","-412","-412"
"201","-377.3","-377.3","-377.3","-410.6","-410.6","-410.6","-305","-305","-305","-330.3","-330.3","-330.3"
"202","-384.5","-384.5","-384.5","-320","-320","-320","-314.9","-314.9","-314.9","-396.6","-396.6","-396.6"
"203","-391.5","-391.5","-391.5","-376.4","-376.4","-376.4","-312.3","-312.3","-312.3","-419.7","-419.7","-419.7"
"204","-350.9","-350.9","-350.9","-372.8","-372.8","-372.8","-295","-295","-295","-425.9","-425.9","-425.9"
"205","-400.9","-400.9","-400.9","-380.4","-380.4","-380.4","-337.9","-337.9","-337.9","-365.5","-365.5","-365.5"
"206","-403.4","-403.4","-403.4","-397.9","-397.9","-397.9","-301.9","-301.9","-301.9","-372.4","-372.4","-372.4"
"207","-433.3","-433.3","-433.3","-356.8","-356.8","-356.8","-290.9","-290.9","-290.9","-319.9","-319.9","-319.9"
"208","-367.2","-367.2","-367.2","-368.7","-368.7","-368.7","-358.9","-358.9","-358.9","-386.1","-386.1","-386.1"
"209","-416.1","-416.1","-416.1","-311.1","-311.1","-311.1","-322.1","-322.1","-322.1","-365.6","-365.6","-365.6"
"210","-377.6","-377.6","-377.6","-346.2","-346.2","-346.2","-358.8","-358.8","-358.8","-405.6","-405.6","-405.6"
"211","-448.9","-448.9","-448.9","-369.4","-369.4","-369.4","-314","-314","-314","-398.8","-398.8","-398.8"
"212","-336.6","-336.6","-336.6","-315","-315","-315","-310.6","-310.6","-310.6","-396.5","-396.5","-396.5"
"213","-358.9","-358.9","-358.9","-361.4","-361.4","-361.4","-269.8","-269.8","-269.8","-342.4","-342.4","-342.4"
"214","-390.5","-390.5","-390.5","-342","-342","-342","-321.7","-321.7","-321.7","-381.4","-381.4","-381.4"
"215","-406.6","-406.6","-406.6","-367.7","-367.7","-367.7","-306.8","-306.8","-306.8","-382.9","-382.9","-382.9"
"216","-387.4","-387.4","-387.4","-303.8","-303.8","-303.8","-318.9","-318.9","-318.9","-377.7","-377.7","-377.7"
"217","-378.1","-378.1","-378.1","-406","-406","-406","-264.1","-264.1","-264.1","-331","-331","-331"
"218","-402.9","-402.9","-402.9","-343.5","-343.5","-343.5","-331.5","-331.5","-331.5","-341.2","-341.2","-341.2"
"219","-355","-355","-355","-299.5","-299.5","-299.5","-271.2","-271.2","-271.2","-360.6","-360.6","-360.6"
"220","-396.2","-396.2","-396.2","-318.7","-318.7","-318.7","-323.6","-323.6","-323.6","-369.3","-369.3","-369.3"
"221","-383.4","-383.4","-383.4","-350.5","-350.5","-350.5","-338.3","-338.3","-338.3","-323.2","-323.2","-323.2"
"222","-401.5","-401.5","-401.5","-339.7","-339.7","-339.7","-348.3","-348.3","-348.3","-318.2","-318.2","-318.2"
"223","-392.1","-392.1","-392.1","-368.8","-368.8","-368.8","-294","-294","-294","-384.9","-384.9","-384.9"
"224","-388.4","-388.4","-388.4","-360.5","-360.5","-360.5","-265.1","-265.1","-265.1","-338.7","-338.7","-338.7"
"225","-426.6","-426.6","-426.6","-310.6","-310.6","-310.6","-263.8","-263.8","-263.8","-376.6","-376.6","-376.6"
"226","-389.1","-389.1","-389.1","-365.8","-365.8","-365.8","-307.1","-307.1","-307.1","-390.5","-390.5","-390.5"
"227","-416.3","-416.3","-416.3","-312.1","-312.1","-312.1","-275.7","-275.7","-275.7","-381.7","-381.7","-381.7"
"228","-390","-390","-390","-368.6","-368.6","-368.6","-273.8","-273.8","-273.8","-332.1","-332.1","-332.1"
"229","-388.3","-388.3","-388.3","-343.5","-343.5","-343.5","-295.9","-295.9","-295.9","-374","-374","-374"
"230","-424.1","-424.1","-424.1","-367.1","-367.1","-367.1","-290.8","-290.8","-290.8","-369.2","-369.2","-369.2"
"231","-391.4","-391.4","-391.4","-322.6","-322.6","-322.6","-258.7","-258.7","-258.7","-398.7","-398.7","-398.7"
"232","-388.9","-388.9","-388.9","-320.1","-320.1","-320.1","-282.4","-282.4","-282.4","-349.5","-349.5","-349.5"
"233","-436.9","-436.9","-436.9","-362.6","-362.6","-362.6","-316.3","-316.3","-316.3","-345.5","-345.5","-345.5"
"234","-405.1","-405.1","-405.1","-304","-304","-304","-307.9","-307.9","-307.9","-312.3","-312.3","-312.3"
"235","-388.9","-388.9","-388.9","-353","-353","-353","-280.3","-280.3","-280.3","-349.2","-349.2","-349.2"
"236","-441.7","-441.7","-441.7","-330.3","-330.3","-330.3","-309.3","-309.3","-309.3","-328.6","-328.6","-328.6"
"237","-423.2","-423.2","-423.2","-281.1","-281.1","-281.1","-319.6","-319.6","-319.6","-344.7","-344.7","-344.7"
"238","-407.1","-407.1","-407.1","-352.5","-352.5","-352.5","-328.2","-328.2","-328.2","-376.5","-376.5","-376.5"
"239","-374.2","-374.2","-374.2","-317.3","-317.3","-317.3","-283.4","-283.4","-283.4","-310.7","-310.7","-310.7"
"240","-435.3","-435.3","-435.3","-323","-323","-323","-312.2","-312.2","-312.2","-356.2","-356.2","-356.2"
"241","-389.1","-389.1","-389.1","-289.7","-289.7","-289.7","-324.8","-324.8","-324.8","-320.7","-320.7","-320.7"
"242","-399.7","-399.7","-399.7","-376.6","-376.6","-376.6","-272.6","-272.6","-272.6","-403.6","-403.6","-403.6"
"243","-350.5","-350.5","-350.5","-338.8","-338.8","-338.8","-265.9","-265.9","-265.9","-349.8","-349.8","-349.8"
"244","-369.8","-369.8","-369.8","-348.9","-348.9","-348.9","-271.3","-271.3","-271.3","-327.9","-327.9","-327.9"
"245","-395.7","-395.7","-395.7","-301.8","-301.8","-301.8","-274.5","-274.5","-274.5","-348.5","-348.5","-348.5"
"246","-447.3","-447.3","-447.3","-337.3","-337.3","-337.3","-258.6","-258.6","-258.6","-365.5","-365.5","-365.5"
"247","-346.4","-346.4","-346.4","-312.8","-312.8","-312.8","-271.1","-271.1","-271.1","-365.9","-365.9","-365.9"
"248","-357.9","-357.9","-357.9","-361.3","-361.3","-361.3","-294.8","-294.8","-294.8","-343.7","-343.7","-343.7"
"249","-367.4","-367.4","-367.4","-319.7","-319.7","-319.7","-347.4","-347.4","-347.4","-328.1","-328.1","-328.1"
"250","-364.1","-364.1","-364.1","-294.2","-294.2","-294.2","-296.7","-296.7","-296.7","-318.4","-318.4","-318.4"
"251","-374.2","-374.2","-374.2","-315.9","-315.9","-315.9","-288.6","-288.6","-288.6","-335.1","-335.1","-335.1"
"252","-354.3","-354.3","-354.3","-316.2","-316.2","-316.2","-274.7","-274.7","-274.7","-331.6","-331.6","-331.6"
"253","-352.6","-352.6","-352.6","-355.6","-355.6","-355.6","-280.7","-280.7","-280.7","-332.4","-332.4","-332.4"
"254","-370.5","-370.5","-370.5","-263.4","-263.4","-263.4","-265.6","-265.6","-265.6","-345.2","-345.2","-345.2"
"255","-409.1","-409.1","-409.1","-322.3","-322.3","-322.3","-287.5","-287.5","-287.5","-376","-376","-376"
"256","-378.8","-378.8","-378.8","-359.3","-359.3","-359.3","-300.3","-300.3","-300.3","-333.9","-333.9","-333.9"
"257","-376.1","-376.1","-376.1","-313.5","-313.5","-313.5","-296.7","-296.7","-296.7","-313","-313","-313"
"258","-347.1","-347.1","-347.1","-350.3","-350.3","-350.3","-300.4","-300.4","-300.4","-347.2","-347.2","-347.2"
"259","-352.4","-352.4","-352.4","-350.2","-350.2","-350.2","-270.2","-270.2","-270.2","-314.4","-314.4","-314.4"
"260","-363.8","-363.8","-363.8","-343.5","-343.5","-343.5","-287","-287","-287","-388.6","-388.6","-388.6"
"261","-308.6","-308.6","-308.6","-274.3","-274.3","-274.3","-276.5","-276.5","-276.5","-304.6","-304.6","-304.6"
"262","-377.8","-377.8","-377.8","-321","-321","-321","-276.2","-276.2","-276.2","-343.7","-343.7","-343.7"
"263","-404.1","-404.1","-404.1","-369.8","-369.8","-369.8","-301.5","-301.5","-301.5","-373.7","-373.7","-373.7"
"264","-340","-340","-340","-349.4","-349.4","-349.4","-294.9","-294.9","-294.9","-353.3","-353.3","-353.3"
"265","-364.1","-364.1","-364.1","-332.4","-332.4","-332.4","-285.7","-285.7","-285.7","-302.2","-302.2","-302.2"
"266","-335.7","-335.7","-335.7","-323.8","-323.8","-323.8","-271.8","-271.8","-271.8","-345","-345","-345"
"267","-379.1","-379.1","-379.1","-349.3","-349.3","-349.3","-284.7","-284.7","-284.7","-279.7","-279.7","-279.7"
"268","-387.8","-387.8","-387.8","-346.4","-346.4","-346.4","-262.5","-262.5","-262.5","-358.4","-358.4","-358.4"
"269","-392.9","-392.9","-392.9","-301.7","-301.7","-301.7","-288.1","-288.1","-288.1","-368.1","-368.1","-368.1"
"270","-319.2","-319.2","-319.2","-320.7","-320.7","-320.7","-261.2","-261.2","-261.2","-364.5","-364.5","-364.5"
"271","-389","-389","-389","-312","-312","-312","-278.6","-278.6","-278.6","-372.5","-372.5","-372.5"
"272","-412.6","-412.6","-412.6","-325.3","-325.3","-325.3","-256.6","-256.6","-256.6","-330","-330","-330"
"273","-369.8","-369.8","-369.8","-344.9","-344.9","-344.9","-282.1","-282.1","-282.1","-340.7","-340.7","-340.7"
"274","-400.9","-400.9","-400.9","-358.9","-358.9","-358.9","-264.2","-264.2","-264.2","-316.7","-316.7","-316.7"
"275","-414.8","-414.8","-414.8","-329.7","-329.7","-329.7","-239.3","-239.3","-239.3","-269.8","-269.8","-269.8"
"276","-326.7","-326.7","-326.7","-361.3","-361.3","-361.3","-260.9","-260.9","-260.9","-307.2","-307.2","-307.2"
"277","-362.4","-362.4","-362.4","-276.4","-276.4","-276.4","-257.6","-257.6","-257.6","-287.1","-287.1","-287.1"
"278","-418.1","-418.1","-418.1","-373.9","-373.9","-373.9","-273.3","-273.3","-273.3","-309.9","-309.9","-309.9"
"279","-360.9","-360.9","-360.9","-345.6","-345.6","-345.6","-291.8","-291.8","-291.8","-321.7","-321.7","-321.7"
"280","-410","-410","-410","-332.5","-332.5","-332.5","-274.5","-274.5","-274.5","-342.1","-342.1","-342.1"
"281","-345.6","-345.6","-345.6","-313.3","-313.3","-313.3","-259.5","-259.5","-259.5","-342.8","-342.8","-342.8"
"282","-393.4","-393.4","-393.4","-321.6","-321.6","-321.6","-271.4","-271.4","-271.4","-329.9","-329.9","-329.9"
"283","-399.4","-399.4","-399.4","-296.9","-296.9","-296.9","-281.1","-281.1","-281.1","-344.5","-344.5","-344.5"
"284","-363.7","-363.7","-363.7","-391.8","-391.8","-391.8","-320.2","-320.2","-320.2","-257.6","-257.6","-257.6"
"285","-353.6","-353.6","-353.6","-289.3","-289.3","-289.3","-261","-261","-261","-320.6","-320.6","-320.6"
"286","-316.7","-316.7","-316.7","-325.2","-325.2","-325.2","-261.2","-261.2","-261.2","-367.7","-367.7","-367.7"
"287","-407.1","-407.1","-407.1","-308.2","-308.2","-308.2","-260.2","-260.2","-260.2","-292.9","-292.9","-292.9"
"288","-381.3","-381.3","-381.3","-283.5","-283.5","-283.5","-301.1","-301.1","-301.1","-275.6","-275.6","-275.6"
"289","-392.5","-392.5","-392.5","-272.5","-272.5","-272.5","-260","-260","-260","-351.1","-351.1","-351.1"
"290","-332.3","-332.3","-332.3","-290.9","-290.9","-290.9","-259.8","-259.8","-259.8","-358.3","-358.3","-358.3"
"291","-377.5","-377.5","-377.5","-334.6","-334.6","-334.6","-272","-272","-272","-330.1","-330.1","-330.1"
"292","-352.2","-352.2","-352.2","-329.5","-329.5","-329.5","-270.2","-270.2","-270.2","-338.3","-338.3","-338.3"
"293","-346","-346","-346","-340.2","-340.2","-340.2","-278.7","-278.7","-278.7","-325.1","-325.1","-325.1"
"294","-343.7","-343.7","-343.7","-352.9","-352.9","-352.9","-287.4","-287.4","-287.4","-342.5","-342.5","-342.5"
"295","-382.1","-382.1","-382.1","-288.6","-288.6","-288.6","-256.1","-256.1","-256.1","-327","-327","-327"
"296","-353.2","-353.2","-353.2","-327.4","-327.4","-327.4","-251.8","-251.8","-251.8","-319.1","-319.1","-319.1"
"297","-335.3","-335.3","-335.3","-296.4","-296.4","-296.4","-284.9","-284.9","-284.9","-337.7","-337.7","-337.7"
"298","-322.2","-322.2","-322.2","-291.3","-291.3","-291.3","-265.9","-265.9","-265.9","-309.1","-309.1","-309.1"
"299","-315","-315","-315","-280.5","-280.5","-280.5","-294.2","-294.2","-294.2","-343.3","-343.3","-343.3"
"300","-317.3","-317.3","-317.3","-309.2","-309.2","-309.2","-291","-291","-291","-329.6","-329.6","-329.6"
"301","-315","-315","-315","-309.3","-309.3","-309.3","-304.1","-304.1","-304.1","-326.3","-326.3","-326.3"
"302","-321.6","-321.6","-321.6","-282","-282","-282","-284.2","-284.2","-284.2","-352.4","-352.4","-352.4"
"303","-336.9","-336.9","-336.9","-254.9","-254.9","-254.9","-281.8","-281.8","-281.8","-329.5","-329.5","-329.5"
"304","-339.6","-339.6","-339.6","-359.1","-359.1","-359.1","-262.4","-262.4","-262.4","-328.1","-328.1","-328.1"
"305","-331.7","-331.7","-331.7","-318.2","-318.2","-318.2","-286","-286","-286","-321.5","-321.5","-321.5"
"306","-345","-345","-345","-305.3","-305.3","-305.3","-288.5","-288.5","-288.5","-323.2","-323.2","-323.2"
"307","-388.2","-388.2","-388.2","-286.2","-286.2","-286.2","-237","-237","-237","-299.8","-299.8","-299.8"
"308","-285.1","-285.1","-285.1","-342.7","-342.7","-342.7","-305.3","-305.3","-305.3","-314.9","-314.9","-314.9"
"309","-300.6","-300.6","-300.6","-303.5","-303.5","-303.5","-273.7","-273.7","-273.7","-342.4","-342.4","-342.4"
"310","-309.4","-309.4","-309.4","-289.1","-289.1","-289.1","-265.7","-265.7","-265.7","-304.9","-304.9","-304.9"
"311","-321.7","-321.7","-321.7","-250.7","-250.7","-250.7","-281.1","-281.1","-281.1","-321.9","-321.9","-321.9"
"312","-307.3","-307.3","-307.3","-297.8","-297.8","-297.8","-298.8","-298.8","-298.8","-313.9","-313.9","-313.9"
"313","-321.5","-321.5","-321.5","-308.9","-308.9","-308.9","-255.9","-255.9","-255.9","-300.5","-300.5","-300.5"
"314","-299.4","-299.4","-299.4","-295.4","-295.4","-295.4","-280.3","-280.3","-280.3","-317.8","-317.8","-317.8"
"315","-295.8","-295.8","-295.8","-292.3","-292.3","-292.3","-281.5","-281.5","-281.5","-338.9","-338.9","-338.9"
"316","-286.1","-286.1","-286.1","-291.1","-291.1","-291.1","-268.9","-268.9","-268.9","-295.8","-295.8","-295.8"
"317","-298.9","-298.9","-298.9","-270.1","-270.1","-270.1","-263.3","-263.3","-263.3","-326.6","-326.6","-326.6"
"318","-273.1","-273.1","-273.1","-281.4","-281.4","-281.4","-279.4","-279.4","-279.4","-294.8","-294.8","-294.8"
"319","-330.7","-330.7","-330.7","-310.6","-310.6","-310.6","-279.8","-279.8","-279.8","-326.3","-326.3","-326.3"
"320","-293.3","-293.3","-293.3","-276.6","-276.6","-276.6","-267.6","-267.6","-267.6","-318.8","-318.8","-318.8"
"321","-298.4","-298.4","-298.4","-303.2","-303.2","-303.2","-270.8","-270.8","-270.8","-329.5","-329.5","-329.5"
"322","-290.2","-290.2","-290.2","-262.5","-262.5","-262.5","-245.8","-245.8","-245.8","-358.4","-358.4","-358.4"
"323","-325.7","-325.7","-325.7","-257.4","-257.4","-257.4","-267.9","-267.9","-267.9","-301.6","-301.6","-301.6"
"324","-289.1","-289.1","-289.1","-269.5","-269.5","-269.5","-265.5","-265.5","-265.5","-350.5","-350.5","-350.5"
"325","-299.8","-299.8","-299.8","-262.8","-262.8","-262.8","-289.9","-289.9","-289.9","-320.8","-320.8","-320.8"
"326","-306.7","-306.7","-306.7","-298.7","-298.7","-298.7","-270","-270","-270","-354.4","-354.4","-354.4"
"327","-348.8","-348.8","-348.8","-255.9","-255.9","-255.9","-244.5","-244.5","-244.5","-345.6","-345.6","-345.6"
"328","-271","-271","-271","-335.1","-335.1","-335.1","-280.8","-280.8","-280.8","-364.7","-364.7","-364.7"
"329","-355.4","-355.4","-355.4","-314.2","-314.2","-314.2","-260.8","-260.8","-260.8","-337.1","-337.1","-337.1"
"330","-317.5","-317.5","-317.5","-252.6","-252.6","-252.6","-239.7","-239.7","-239.7","-339.1","-339.1","-339.1"
"331","-265.8","-265.8","-265.8","-295.4","-295.4","-295.4","-263.3","-263.3","-263.3","-303.8","-303.8","-303.8"
"332","-284.6","-284.6","-284.6","-293","-293","-293","-270.4","-270.4","-270.4","-310.8","-310.8","-310.8"
"333","-316.8","-316.8","-316.8","-271.2","-271.2","-271.2","-276.8","-276.8","-276.8","-295.8","-295.8","-295.8"
"334","-325","-325","-325","-281.3","-281.3","-281.3","-266.4","-266.4","-266.4","-346.9","-346.9","-346.9"
"335","-300.3","-300.3","-300.3","-310.7","-310.7","-310.7","-258.3","-258.3","-258.3","-337.6","-337.6","-337.6"
"336","-286.2","-286.2","-286.2","-287.7","-287.7","-287.7","-255.9","-255.9","-255.9","-335","-335","-335"
"337","-335","-335","-335","-304.8","-304.8","-304.8","-257.9","-257.9","-257.9","-330.2","-330.2","-330.2"
"338","-281.1","-281.1","-281.1","-272.2","-272.2","-272.2","-276.2","-276.2","-276.2","-283.5","-283.5","-283.5"
"339","-337.6","-337.6","-337.6","-235.8","-235.8","-235.8","-238.2","-238.2","-238.2","-356.6","-356.6","-356.6"
"340","-266.9","-266.9","-266.9","-278","-278","-278","-278.7","-278.7","-278.7","-312","-312","-312"
"341","-283.9","-283.9","-283.9","-271.7","-271.7","-271.7","-237.5","-237.5","-237.5","-293.7","-293.7","-293.7"
"342","-242.5","-242.5","-242.5","-295.7","-295.7","-295.7","-248.4","-248.4","-248.4","-325.8","-325.8","-325.8"
"343","-328.7","-328.7","-328.7","-289.7","-289.7","-289.7","-260.6","-260.6","-260.6","-272.9","-272.9","-272.9"
"344","-307.1","-307.1","-307.1","-274.5","-274.5","-274.5","-239","-239","-239","-360","-360","-360"
"345","-286.5","-286.5","-286.5","-256.9","-256.9","-256.9","-248.4","-248.4","-248.4","-288.4","-288.4","-288.4"
"346","-306","-306","-306","-238.5","-238.5","-238.5","-229.5","-229.5","-229.5","-365.7","-365.7","-365.7"
"347","-279.3","-279.3","-279.3","-288.4","-288.4","-288.4","-265.9","-265.9","-265.9","-312.3","-312.3","-312.3"
"348","-293.3","-293.3","-293.3","-292.3","-292.3","-292.3","-253.7","-253.7","-253.7","-348.4","-348.4","-348.4"
"349","-257.4","-257.4","-257.4","-251.4","-251.4","-251.4","-280.5","-280.5","-280.5","-360.1","-360.1","-360.1"
"350","-288.8","-288.8","-288.8","-313.3","-313.3","-313.3","-269.9","-269.9","-269.9","-322.9","-322.9","-322.9"
"351","-270.3","-270.3","-270.3","-248.6","-248.6","-248.6","-236.5","-236.5","-236.5","-303","-303","-303"
"352","-278.9","-278.9","-278.9","-231.8","-231.8","-231.8","-242.7","-242.7","-242.7","-353.8","-353.8","-353.8"
"353","-323.3","-323.3","-323.3","-297.1","-297.1","-297.1","-260.9","-260.9","-260.9","-293.2","-293.2","-293.2"
"354","-265.8","-265.8","-265.8","-282.5","-282.5","-282.5","-255.5","-255.5","-255.5","-302.5","-302.5","-302.5"
"355","-340.3","-340.3","-340.3","-253.3","-253.3","-253.3","-239.1","-239.1","-239.1","-323.1","-323.1","-323.1"
"356","-269.6","-269.6","-269.6","-272.8","-272.8","-272.8","-244","-244","-244","-287.6","-287.6","-287.6"
"357","-263.1","-263.1","-263.1","-238.1","-238.1","-238.1","-263.7","-263.7","-263.7","-343.8","-343.8","-343.8"
"358","-256.1","-256.1","-256.1","-248","-248","-248","-236.7","-236.7","-236.7","-359.8","-359.8","-359.8"
"359","-301.5","-301.5","-301.5","-256.8","-256.8","-256.8","-253.9","-253.9","-253.9","-282","-282","-282"
"360","-264","-264","-264","-244.9","-244.9","-244.9","-239.2","-239.2","-239.2","-314","-314","-314"
"361","-289.4","-289.4","-289.4","-239.6","-239.6","-239.6","-251.1","-251.1","-251.1","-298.5","-298.5","-298.5"
"362","-306","-306","-306","-232.3","-232.3","-232.3","-218.4","-218.4","-218.4","-306.8","-306.8","-306.8"
"363","-252.9","-252.9","-252.9","-267.2","-267.2","-267.2","-251.5","-251.5","-251.5","-367","-367","-367"
"364","-322.1","-322.1","-322.1","-264.9","-264.9","-264.9","-236.1","-236.1","-236.1","-281.4","-281.4","-281.4"
"365","-247.6","-247.6","-247.6","-278.8","-278.8","-278.8","-232.7","-232.7","-232.7","-311","-311","-311"
"366","-268.5","-268.5","-268.5","-227.6","-227.6","-227.6","-232","-232","-232","-311.4","-311.4","-311.4"
"367","-294","-294","-294","-260.1","-260.1","-260.1","-280.4","-280.4","-280.4","-294","-294","-294"
"368","-285.2","-285.2","-285.2","-206.9","-206.9","-206.9","-249.8","-249.8","-249.8","-334.6","-334.6","-334.6"
"369","-262.4","-262.4","-262.4","-236.2","-236.2","-236.2","-228.4","-228.4","-228.4","-315.1","-315.1","-315.1"
"370","-277.8","-277.8","-277.8","-261.5","-261.5","-261.5","-249.4","-249.4","-249.4","-386.6","-386.6","-386.6"
"371","-290.6","-290.6","-290.6","-260.8","-260.8","-260.8","-232.4","-232.4","-232.4","-326.7","-326.7","-326.7"
"372","-255.4","-255.4","-255.4","-293.3","-293.3","-293.3","-248.4","-248.4","-248.4","-354.6","-354.6","-354.6"
"373","-291.3","-291.3","-291.3","-270.9","-270.9","-270.9","-265.2","-265.2","-265.2","-310.2","-310.2","-310.2"
"374","-276.8","-276.8","-276.8","-276.3","-276.3","-276.3","-238.3","-238.3","-238.3","-335","-335","-335"
"375","-257.1","-257.1","-257.1","-304.2","-304.2","-304.2","-229.5","-229.5","-229.5","-376.7","-376.7","-376.7"
"376","-295.5","-295.5","-295.5","-278.2","-278.2","-278.2","-241.3","-241.3","-241.3","-329.1","-329.1","-329.1"
"377","-261.4","-261.4","-261.4","-242.1","-242.1","-242.1","-246.8","-246.8","-246.8","-305.1","-305.1","-305.1"
"378","-241.7","-241.7","-241.7","-271.6","-271.6","-271.6","-207.7","-207.7","-207.7","-330","-330","-330"
"379","-258.1","-258.1","-258.1","-245.8","-245.8","-245.8","-234.1","-234.1","-234.1","-285.3","-285.3","-285.3"
"380","-255.1","-255.1","-255.1","-247.9","-247.9","-247.9","-253.3","-253.3","-253.3","-276.6","-276.6","-276.6"
"381","-275.8","-275.8","-275.8","-281.8","-281.8","-281.8","-271.3","-271.3","-271.3","-397.7","-397.7","-397.7"
"382","-305","-305","-305","-264.9","-264.9","-264.9","-244.6","-244.6","-244.6","-297.5","-297.5","-297.5"
"383","-264.4","-264.4","-264.4","-243.2","-243.2","-243.2","-244.3","-244.3","-244.3","-247.2","-247.2","-247.2"
"384","-250.6","-250.6","-250.6","-306.4","-306.4","-306.4","-273","-273","-273","-305.4","-305.4","-305.4"
"385","-267.7","-267.7","-267.7","-267.4","-267.4","-267.4","-233.7","-233.7","-233.7","-304.3","-304.3","-304.3"
"386","-296.7","-296.7","-296.7","-242","-242","-242","-286.3","-286.3","-286.3","-322.9","-322.9","-322.9"
"387","-290.6","-290.6","-290.6","-231.7","-231.7","-231.7","-274.9","-274.9","-274.9","-340.2","-340.2","-340.2"
"388","-282.4","-282.4","-282.4","-230.1","-230.1","-230.1","-226.8","-226.8","-226.8","-284.8","-284.8","-284.8"
"389","-292.5","-292.5","-292.5","-209.7","-209.7","-209.7","-247.7","-247.7","-247.7","-306.2","-306.2","-306.2"
"390","-279.7","-279.7","-279.7","-231.2","-231.2","-231.2","-224.7","-224.7","-224.7","-307.8","-307.8","-307.8"
"391","-269.1","-269.1","-269.1","-236.6","-236.6","-236.6","-269.1","-269.1","-269.1","-256.2","-256.2","-256.2"
"392","-268.5","-268.5","-268.5","-248.3","-248.3","-248.3","-226.3","-226.3","-226.3","-304.5","-304.5","-304.5"
"393","-274","-274","-274","-223.9","-223.9","-223.9","-223.1","-223.1","-223.1","-331.4","-331.4","-331.4"
"394","-263.2","-263.2","-263.2","-257.5","-257.5","-257.5","-232.5","-232.5","-232.5","-330","-330","-330"
"395","-279.9","-279.9","-279.9","-214.4","-214.4","-214.4","-244.2","-244.2","-244.2","-305.6","-305.6","-305.6"
"396","-270.9","-270.9","-270.9","-269.4","-269.4","-269.4","-249.7","-249.7","-249.7","-281","-281","-281"
"397","-276.6","-276.6","-276.6","-265.2","-265.2","-265.2","-240","-240","-240","-358.6","-358.6","-358.6"
"398","-250.2","-250.2","-250.2","-225.4","-225.4","-225.4","-254.8","-254.8","-254.8","-329.8","-329.8","-329.8"
"399","-276.9","-276.9","-276.9","-215.7","-215.7","-215.7","-216.1","-216.1","-216.1","-294.1","-294.1","-294.1"
"400","-266.3","-266.3","-266.3","-234.1","-234.1","-234.1","-275.9","-275.9","-275.9","-308.3","-308.3","-308.3"
"401","-274.7","-274.7","-274.7","-282.6","-282.6","-282.6","-229.9","-229.9","-229.9","-323.2","-323.2","-323.2"
"402","-280.5","-280.5","-280.5","-225.8","-225.8","-225.8","-263.2","-263.2","-263.2","-322.3","-322.3","-322.3"
"403","-251.5","-251.5","-251.5","-253.8","-253.8","-253.8","-222","-222","-222","-349.9","-349.9","-349.9"
"404","-272.6","-272.6","-272.6","-262.3","-262.3","-262.3","-258.3","-258.3","-258.3","-298.8","-298.8","-298.8"
"405","-279.8","-279.8","-279.8","-239.8","-239.8","-239.8","-216.8","-216.8","-216.8","-313.3","-313.3","-313.3"
"406","-258.2","-258.2","-258.2","-248.1","-248.1","-248.1","-273.2","-273.2","-273.2","-352.2","-352.2","-352.2"
