"Step","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_justentity - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_justentity - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_justentity - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return__MAX"
"367","-572.7","-572.7","-572.7","-686.7","-686.7","-686.7"
"368","-466.1","-466.1","-466.1","-613.4","-613.4","-613.4"
"369","-554.7","-554.7","-554.7","-671.6","-671.6","-671.6"
"370","-542.4","-542.4","-542.4","-735.8","-735.8","-735.8"
"371","-528.3","-528.3","-528.3","-704.5","-704.5","-704.5"
"372","-551.8","-551.8","-551.8","-676.8","-676.8","-676.8"
"373","-600.9","-600.9","-600.9","-734","-734","-734"
"374","-521.2","-521.2","-521.2","-779.8","-779.8","-779.8"
"375","-555.7","-555.7","-555.7","-743.2","-743.2","-743.2"
"376","-539.2","-539.2","-539.2","-713.6","-713.6","-713.6"
"377","-540.9","-540.9","-540.9","-627.5","-627.5","-627.5"
"378","-497.4","-497.4","-497.4","-740.1","-740.1","-740.1"
"379","-612.2","-612.2","-612.2","-722.9","-722.9","-722.9"
"380","-522.9","-522.9","-522.9","-634.8","-634.8","-634.8"
"381","-596.2","-596.2","-596.2","-660.4","-660.4","-660.4"
"382","-429.3","-429.3","-429.3","-623.6","-623.6","-623.6"
"383","-547.7","-547.7","-547.7","-667.5","-667.5","-667.5"
"384","-511","-511","-511","-659.8","-659.8","-659.8"
"385","-565.4","-565.4","-565.4","-684.3","-684.3","-684.3"
"386","-537","-537","-537","-658.8","-658.8","-658.8"
"387","-571.9","-571.9","-571.9","-696.3","-696.3","-696.3"
"388","-600.3","-600.3","-600.3","-709.8","-709.8","-709.8"
"389","-520.6","-520.6","-520.6","-841","-841","-841"
"390","-585","-585","-585","-695.7","-695.7","-695.7"
"391","-492.4","-492.4","-492.4","-624.8","-624.8","-624.8"
"392","-559.7","-559.7","-559.7","-636.7","-636.7","-636.7"
"393","-624.8","-624.8","-624.8","-751.8","-751.8","-751.8"
"394","-541.3","-541.3","-541.3","-784.6","-784.6","-784.6"
"395","-599.3","-599.3","-599.3","-648.3","-648.3","-648.3"
"396","-504.8","-504.8","-504.8","-712.7","-712.7","-712.7"
"397","-471.3","-471.3","-471.3","-754.5","-754.5","-754.5"
"398","-520.2","-520.2","-520.2","-698","-698","-698"
"399","-525.9","-525.9","-525.9","-680.3","-680.3","-680.3"
"400","-580.1","-580.1","-580.1","-695.3","-695.3","-695.3"
"401","-560.1","-560.1","-560.1","-674.2","-674.2","-674.2"
"402","-480.3","-480.3","-480.3","-736.2","-736.2","-736.2"
"403","-593.9","-593.9","-593.9","-657.7","-657.7","-657.7"
"404","-562.9","-562.9","-562.9","-744.7","-744.7","-744.7"
"405","-530.1","-530.1","-530.1","-673.7","-673.7","-673.7"
"406","-536.7","-536.7","-536.7","-662.5","-662.5","-662.5"
"407","-465.7","-465.7","-465.7","-655.5","-655.5","-655.5"
"408","-540.8","-540.8","-540.8","-646","-646","-646"
"409","-514.8","-514.8","-514.8","-636.1","-636.1","-636.1"
"410","-540.9","-540.9","-540.9","-687","-687","-687"
"411","-554","-554","-554","-711.6","-711.6","-711.6"
"412","-581.6","-581.6","-581.6","-736.2","-736.2","-736.2"
"413","-514.4","-514.4","-514.4","-692.5","-692.5","-692.5"
"414","-566.7","-566.7","-566.7","-662.1","-662.1","-662.1"
"415","-633.7","-633.7","-633.7","-741.1","-741.1","-741.1"
"416","-527","-527","-527","-621.8","-621.8","-621.8"
"417","-608.8","-608.8","-608.8","-650","-650","-650"
"418","-510","-510","-510","-719.1","-719.1","-719.1"
"419","-552","-552","-552","-702","-702","-702"
"420","-555.8","-555.8","-555.8","-712.3","-712.3","-712.3"
"421","-512.7","-512.7","-512.7","-729.9","-729.9","-729.9"
"422","-546.3","-546.3","-546.3","-596.4","-596.4","-596.4"
"423","-562.4","-562.4","-562.4","-655.6","-655.6","-655.6"
"424","-534.5","-534.5","-534.5","-715","-715","-715"
"425","-508.5","-508.5","-508.5","-766.8","-766.8","-766.8"
"426","-589.5","-589.5","-589.5","-647.3","-647.3","-647.3"
"427","-552.8","-552.8","-552.8","-743.1","-743.1","-743.1"
"428","-524.8","-524.8","-524.8","-678.1","-678.1","-678.1"
"429","-522.4","-522.4","-522.4","-643.7","-643.7","-643.7"
"430","-550.9","-550.9","-550.9","-730.3","-730.3","-730.3"
"431","-530.2","-530.2","-530.2","-680","-680","-680"
"432","-531.6","-531.6","-531.6","-712.6","-712.6","-712.6"
"433","-546.9","-546.9","-546.9","-759.1","-759.1","-759.1"
"434","-548.6","-548.6","-548.6","-704","-704","-704"
"435","-569.9","-569.9","-569.9","-731.4","-731.4","-731.4"
"436","-544.7","-544.7","-544.7","-702.3","-702.3","-702.3"
"437","-567.6","-567.6","-567.6","-629","-629","-629"
"438","-516.6","-516.6","-516.6","-641","-641","-641"
"439","-498.4","-498.4","-498.4","-660.7","-660.7","-660.7"
"440","-449.4","-449.4","-449.4","-664.7","-664.7","-664.7"
"441","-528.3","-528.3","-528.3","-696.1","-696.1","-696.1"
"442","-565","-565","-565","-677.5","-677.5","-677.5"
"443","-519.5","-519.5","-519.5","-765.9","-765.9","-765.9"
"444","-501","-501","-501","-635.6","-635.6","-635.6"
"445","-515.3","-515.3","-515.3","-717.7","-717.7","-717.7"
"446","-547.3","-547.3","-547.3","-745.9","-745.9","-745.9"
"447","-538.4","-538.4","-538.4","-763","-763","-763"
"448","-553.2","-553.2","-553.2","-705.2","-705.2","-705.2"
"449","-624.6","-624.6","-624.6","-637.7","-637.7","-637.7"
"450","-488.3","-488.3","-488.3","-713.7","-713.7","-713.7"
"451","-523.7","-523.7","-523.7","-735.2","-735.2","-735.2"
"452","-508.8","-508.8","-508.8","-767.4","-767.4","-767.4"
"453","-516.5","-516.5","-516.5","-648.9","-648.9","-648.9"
"454","-502.7","-502.7","-502.7","-729.7","-729.7","-729.7"
"455","-559.6","-559.6","-559.6","-695.3","-695.3","-695.3"
"456","-525.6","-525.6","-525.6","-757.7","-757.7","-757.7"
"457","-483.5","-483.5","-483.5","-682.3","-682.3","-682.3"
"458","-562.8","-562.8","-562.8","-735","-735","-735"
"459","-483.1","-483.1","-483.1","-711","-711","-711"
"460","-514.1","-514.1","-514.1","-636.7","-636.7","-636.7"
"461","-532.6","-532.6","-532.6","-698.7","-698.7","-698.7"
"462","-440.3","-440.3","-440.3","-665","-665","-665"
"463","-576","-576","-576","-753","-753","-753"
"464","-515.1","-515.1","-515.1","-674.7","-674.7","-674.7"
"465","-539.4","-539.4","-539.4","-740.9","-740.9","-740.9"
"466","-472.7","-472.7","-472.7","-644.7","-644.7","-644.7"
"467","-556.3","-556.3","-556.3","-673.2","-673.2","-673.2"
"468","-487.6","-487.6","-487.6","-705.9","-705.9","-705.9"
"469","-565.6","-565.6","-565.6","-628.3","-628.3","-628.3"
"470","-588","-588","-588","-684.4","-684.4","-684.4"
"471","-544","-544","-544","-723.5","-723.5","-723.5"
"472","-484.2","-484.2","-484.2","-618.4","-618.4","-618.4"
"473","-501.6","-501.6","-501.6","-665.3","-665.3","-665.3"
"474","-601.8","-601.8","-601.8","-619.3","-619.3","-619.3"
"475","-541.2","-541.2","-541.2","-669","-669","-669"
"476","-528.7","-528.7","-528.7","-719.4","-719.4","-719.4"
"477","-515.7","-515.7","-515.7","-759.3","-759.3","-759.3"
"478","-517","-517","-517","-691","-691","-691"
"479","-513.2","-513.2","-513.2","-587.9","-587.9","-587.9"
"480","-483.1","-483.1","-483.1","-714.5","-714.5","-714.5"
"481","-544.6","-544.6","-544.6","-744.6","-744.6","-744.6"
"482","-526.8","-526.8","-526.8","-701.9","-701.9","-701.9"
"483","-488.3","-488.3","-488.3","-739.9","-739.9","-739.9"
"484","-497.9","-497.9","-497.9","-726.9","-726.9","-726.9"
"485","-528.9","-528.9","-528.9","-737.6","-737.6","-737.6"
"486","-546.7","-546.7","-546.7","-662.2","-662.2","-662.2"
"487","-524.2","-524.2","-524.2","-757.7","-757.7","-757.7"
"488","-580","-580","-580","-754.6","-754.6","-754.6"
"489","-555","-555","-555","-661.7","-661.7","-661.7"
"490","-545.6","-545.6","-545.6","-730.1","-730.1","-730.1"
"491","-475.1","-475.1","-475.1","-722.4","-722.4","-722.4"
"492","-503.5","-503.5","-503.5","-668.5","-668.5","-668.5"
"493","-570.2","-570.2","-570.2","-756.3","-756.3","-756.3"
"494","-625.5","-625.5","-625.5","-708.8","-708.8","-708.8"
"495","-560","-560","-560","-685.5","-685.5","-685.5"
"496","-530.6","-530.6","-530.6","-689.7","-689.7","-689.7"
"497","-470.1","-470.1","-470.1","-757.2","-757.2","-757.2"
"498","-484.8","-484.8","-484.8","-713.6","-713.6","-713.6"
"499","-541.9","-541.9","-541.9","-676","-676","-676"
"500","-485.3","-485.3","-485.3","-714.7","-714.7","-714.7"
"501","-606.6","-606.6","-606.6","-659.7","-659.7","-659.7"
"502","-486.8","-486.8","-486.8","-740.6","-740.6","-740.6"
"503","-519.1","-519.1","-519.1","-720.9","-720.9","-720.9"
"504","-502.1","-502.1","-502.1","-680.4","-680.4","-680.4"
"505","-526.5","-526.5","-526.5","-656","-656","-656"
"506","-592.3","-592.3","-592.3","-711","-711","-711"
"507","-466.4","-466.4","-466.4","-816.1","-816.1","-816.1"
"508","-471.7","-471.7","-471.7","-683.5","-683.5","-683.5"
"509","-576.8","-576.8","-576.8","-625.7","-625.7","-625.7"
"510","-559.9","-559.9","-559.9","-679.6","-679.6","-679.6"
"511","-507.9","-507.9","-507.9","-695.6","-695.6","-695.6"
"512","-525.4","-525.4","-525.4","-630.5","-630.5","-630.5"
"513","-530.5","-530.5","-530.5","-649","-649","-649"
"514","-625.1","-625.1","-625.1","-722.3","-722.3","-722.3"
"515","-519","-519","-519","-751.9","-751.9","-751.9"
"516","-519.7","-519.7","-519.7","-750","-750","-750"
"517","-550.1","-550.1","-550.1","-680.5","-680.5","-680.5"
"518","-481.3","-481.3","-481.3","-709.9","-709.9","-709.9"
"519","-483.2","-483.2","-483.2","-579.4","-579.4","-579.4"
"520","-458.4","-458.4","-458.4","-722","-722","-722"
"521","-523.3","-523.3","-523.3","-758.2","-758.2","-758.2"
"522","-547","-547","-547","-686.2","-686.2","-686.2"
"523","-469.7","-469.7","-469.7","-638.6","-638.6","-638.6"
"524","-499.8","-499.8","-499.8","-708.2","-708.2","-708.2"
"525","-515.5","-515.5","-515.5","-732.8","-732.8","-732.8"
"526","-490.2","-490.2","-490.2","-667","-667","-667"
"527","-468.3","-468.3","-468.3","-734.7","-734.7","-734.7"
"528","-441.5","-441.5","-441.5","-704.3","-704.3","-704.3"
"529","-447","-447","-447","-678.7","-678.7","-678.7"
"530","-482.4","-482.4","-482.4","-663.9","-663.9","-663.9"
"531","-484.8","-484.8","-484.8","-735.7","-735.7","-735.7"
"532","-585.3","-585.3","-585.3","-686.5","-686.5","-686.5"
"533","-571.1","-571.1","-571.1","-763.7","-763.7","-763.7"
"534","-531.9","-531.9","-531.9","-660.2","-660.2","-660.2"
"535","-519.1","-519.1","-519.1","-703.2","-703.2","-703.2"
"536","-496.6","-496.6","-496.6","-704","-704","-704"
"537","-525","-525","-525","-741.2","-741.2","-741.2"
"538","-574.9","-574.9","-574.9","-751.5","-751.5","-751.5"
"539","-491.3","-491.3","-491.3","-674.2","-674.2","-674.2"
"540","-430.7","-430.7","-430.7","-767.6","-767.6","-767.6"
"541","-513","-513","-513","-603.1","-603.1","-603.1"
"542","-598","-598","-598","-685.2","-685.2","-685.2"
"543","-536.4","-536.4","-536.4","-672.6","-672.6","-672.6"
"544","-550.6","-550.6","-550.6","-726.8","-726.8","-726.8"
"545","-533.3","-533.3","-533.3","-769.4","-769.4","-769.4"
"546","-507.8","-507.8","-507.8","-644","-644","-644"
"547","-526","-526","-526","-691.9","-691.9","-691.9"
"548","-507.3","-507.3","-507.3","-715.8","-715.8","-715.8"
"549","-461.1","-461.1","-461.1","-658.8","-658.8","-658.8"
"550","-485.3","-485.3","-485.3","-728.8","-728.8","-728.8"
"551","-510.9","-510.9","-510.9","-612.5","-612.5","-612.5"
"552","-524","-524","-524","-619.3","-619.3","-619.3"
"553","-574.8","-574.8","-574.8","-566.2","-566.2","-566.2"
"554","-542.4","-542.4","-542.4","-746.1","-746.1","-746.1"
"555","-454.6","-454.6","-454.6","-735","-735","-735"
"556","-493.3","-493.3","-493.3","-786.5","-786.5","-786.5"
"557","-490","-490","-490","-615.2","-615.2","-615.2"
"558","-534.2","-534.2","-534.2","-762.9","-762.9","-762.9"
"559","-495","-495","-495","-733.5","-733.5","-733.5"
"560","-564.5","-564.5","-564.5","-689.6","-689.6","-689.6"
"561","-516.1","-516.1","-516.1","-633.6","-633.6","-633.6"
"562","-523.7","-523.7","-523.7","-642.6","-642.6","-642.6"
"563","-469.3","-469.3","-469.3","-690.2","-690.2","-690.2"
"564","-504.2","-504.2","-504.2","-704.1","-704.1","-704.1"
"565","-537.9","-537.9","-537.9","-697.6","-697.6","-697.6"
"566","-441.8","-441.8","-441.8","-707.9","-707.9","-707.9"
"567","-519.3","-519.3","-519.3","-807","-807","-807"
"568","-490.3","-490.3","-490.3","-626.5","-626.5","-626.5"
"569","-483.5","-483.5","-483.5","-708.6","-708.6","-708.6"
"570","-514.6","-514.6","-514.6","-704","-704","-704"
"571","-554.9","-554.9","-554.9","-634.7","-634.7","-634.7"
"572","-516.1","-516.1","-516.1","-726.8","-726.8","-726.8"
"573","-536","-536","-536","-688.9","-688.9","-688.9"
"574","-527.7","-527.7","-527.7","-650.4","-650.4","-650.4"
"575","-565.1","-565.1","-565.1","-741.5","-741.5","-741.5"
"576","-548.3","-548.3","-548.3","-723.6","-723.6","-723.6"
"577","-513.1","-513.1","-513.1","-568.3","-568.3","-568.3"
"578","-478.9","-478.9","-478.9","-659.5","-659.5","-659.5"
"579","-503.9","-503.9","-503.9","-687.2","-687.2","-687.2"
"580","-475.4","-475.4","-475.4","-768.3","-768.3","-768.3"
"581","-538.3","-538.3","-538.3","-741","-741","-741"
"582","-511.4","-511.4","-511.4","-684.7","-684.7","-684.7"
"583","-485.7","-485.7","-485.7","-691.9","-691.9","-691.9"
"584","-543.6","-543.6","-543.6","-758.1","-758.1","-758.1"
"585","-484.4","-484.4","-484.4","-766.3","-766.3","-766.3"
"586","-521.7","-521.7","-521.7","-651.3","-651.3","-651.3"
"587","-549.7","-549.7","-549.7","-729.9","-729.9","-729.9"
"588","-454.7","-454.7","-454.7","-631.6","-631.6","-631.6"
"589","-512.6","-512.6","-512.6","-700.9","-700.9","-700.9"
"590","-437.8","-437.8","-437.8","-632.9","-632.9","-632.9"
"591","-544.3","-544.3","-544.3","-773.4","-773.4","-773.4"
"592","-507.5","-507.5","-507.5","-725.9","-725.9","-725.9"
"593","-467.5","-467.5","-467.5","-763.2","-763.2","-763.2"
"594","-462.6","-462.6","-462.6","-730.9","-730.9","-730.9"
"595","-566.2","-566.2","-566.2","-709.6","-709.6","-709.6"
"596","-469.3","-469.3","-469.3","-694.8","-694.8","-694.8"
"597","-493.2","-493.2","-493.2","-681.9","-681.9","-681.9"
"598","-574.5","-574.5","-574.5","-686.8","-686.8","-686.8"
"599","-502","-502","-502","-661.1","-661.1","-661.1"
"600","-478.7","-478.7","-478.7","-673.4","-673.4","-673.4"
"601","-473.4","-473.4","-473.4","-694","-694","-694"
"602","-526.1","-526.1","-526.1","-772.5","-772.5","-772.5"
"603","-491.8","-491.8","-491.8","-719.9","-719.9","-719.9"
"604","-491.2","-491.2","-491.2","-758.1","-758.1","-758.1"
"605","-513.3","-513.3","-513.3","-644.1","-644.1","-644.1"
"606","-584","-584","-584","-636.3","-636.3","-636.3"
"607","-503.3","-503.3","-503.3","-747.5","-747.5","-747.5"
"608","-524.6","-524.6","-524.6","-689.2","-689.2","-689.2"
"609","-503.5","-503.5","-503.5","-636.1","-636.1","-636.1"
"610","-511","-511","-511","-719.5","-719.5","-719.5"
"611","-497.2","-497.2","-497.2","-657.8","-657.8","-657.8"
"612","-498.2","-498.2","-498.2","-727.9","-727.9","-727.9"
"613","-535.2","-535.2","-535.2","-639.9","-639.9","-639.9"
"614","-493.9","-493.9","-493.9","-643","-643","-643"
"615","-529","-529","-529","-710.8","-710.8","-710.8"
"616","-479.1","-479.1","-479.1","-696.2","-696.2","-696.2"
"617","-427","-427","-427","-728","-728","-728"
"618","-468.2","-468.2","-468.2","-790.8","-790.8","-790.8"
"619","-523.5","-523.5","-523.5","-737.9","-737.9","-737.9"
"620","-511.7","-511.7","-511.7","-760.6","-760.6","-760.6"
"621","-574.6","-574.6","-574.6","-754.9","-754.9","-754.9"
"622","-464.8","-464.8","-464.8","-617.2","-617.2","-617.2"
"623","-509","-509","-509","-738.7","-738.7","-738.7"
"624","-522","-522","-522","-626","-626","-626"
"625","-571.5","-571.5","-571.5","-719","-719","-719"
"626","-511.2","-511.2","-511.2","-666.3","-666.3","-666.3"
"627","-551.1","-551.1","-551.1","-678.8","-678.8","-678.8"
"628","-543.6","-543.6","-543.6","-776.2","-776.2","-776.2"
"629","-536.3","-536.3","-536.3","-680.5","-680.5","-680.5"
"630","-546.4","-546.4","-546.4","-739.7","-739.7","-739.7"
"631","-530.6","-530.6","-530.6","-757.3","-757.3","-757.3"
"632","-519.7","-519.7","-519.7","-628.5","-628.5","-628.5"
"633","-491","-491","-491","-703.4","-703.4","-703.4"
"634","-542.7","-542.7","-542.7","-707.1","-707.1","-707.1"
"635","-564.5","-564.5","-564.5","-668.7","-668.7","-668.7"
"636","-454.6","-454.6","-454.6","-664.7","-664.7","-664.7"
"637","-469.3","-469.3","-469.3","-683.2","-683.2","-683.2"
"638","-504.4","-504.4","-504.4","-731.9","-731.9","-731.9"
"639","-562.7","-562.7","-562.7","-568.5","-568.5","-568.5"
"640","-537.6","-537.6","-537.6","-698.4","-698.4","-698.4"
"641","-480.6","-480.6","-480.6","-752.4","-752.4","-752.4"
"642","-475.9","-475.9","-475.9","-677.6","-677.6","-677.6"
"643","-563.1","-563.1","-563.1","-692.1","-692.1","-692.1"
"644","-480.4","-480.4","-480.4","-708.4","-708.4","-708.4"
"645","-517.5","-517.5","-517.5","-750.7","-750.7","-750.7"
"646","-470.1","-470.1","-470.1","-771.5","-771.5","-771.5"
"647","-528.4","-528.4","-528.4","-719.1","-719.1","-719.1"
"648","-594.9","-594.9","-594.9","-765.7","-765.7","-765.7"
"649","-471.2","-471.2","-471.2","-615.1","-615.1","-615.1"
"650","-480","-480","-480","-723.8","-723.8","-723.8"
"651","-514.9","-514.9","-514.9","-693.4","-693.4","-693.4"
"652","-462.8","-462.8","-462.8","-657","-657","-657"
"653","-510.6","-510.6","-510.6","-637","-637","-637"
"654","-483.4","-483.4","-483.4","-736","-736","-736"
"655","-516.2","-516.2","-516.2","-700.2","-700.2","-700.2"
"656","-461.1","-461.1","-461.1","-691","-691","-691"
"657","-579.3","-579.3","-579.3","-656.8","-656.8","-656.8"
"658","-532.2","-532.2","-532.2","-553.4","-553.4","-553.4"
"659","-415.4","-415.4","-415.4","-708.5","-708.5","-708.5"
"660","-533.3","-533.3","-533.3","-737.2","-737.2","-737.2"
"661","-476.9","-476.9","-476.9","-726.9","-726.9","-726.9"
"662","-505.2","-505.2","-505.2","-712.4","-712.4","-712.4"
"663","-542.1","-542.1","-542.1","-624.9","-624.9","-624.9"
"664","-484.3","-484.3","-484.3","-680","-680","-680"
"665","-522.6","-522.6","-522.6","-655.3","-655.3","-655.3"
"666","-628","-628","-628","-623","-623","-623"
"667","-445","-445","-445","-643.7","-643.7","-643.7"
"668","-520.7","-520.7","-520.7","-683.9","-683.9","-683.9"
"669","-495.8","-495.8","-495.8","-705.8","-705.8","-705.8"
"670","-521.8","-521.8","-521.8","-735.8","-735.8","-735.8"
"671","-544.7","-544.7","-544.7","-707.3","-707.3","-707.3"
"672","-479.6","-479.6","-479.6","-653.6","-653.6","-653.6"
"673","-432.5","-432.5","-432.5","-701.9","-701.9","-701.9"
"674","-524.1","-524.1","-524.1","-707.9","-707.9","-707.9"
"675","-486.6","-486.6","-486.6","-663.6","-663.6","-663.6"
"676","-541.5","-541.5","-541.5","-633.8","-633.8","-633.8"
"677","-481","-481","-481","-724.6","-724.6","-724.6"
"678","-524.5","-524.5","-524.5","-747.8","-747.8","-747.8"
"679","-431.8","-431.8","-431.8","-683.7","-683.7","-683.7"
"680","-517.5","-517.5","-517.5","-691.6","-691.6","-691.6"
"681","-519.9","-519.9","-519.9","-739.2","-739.2","-739.2"
"682","-521.9","-521.9","-521.9","-677.2","-677.2","-677.2"
"683","-526.6","-526.6","-526.6","-680.7","-680.7","-680.7"
"684","-539","-539","-539","-751.6","-751.6","-751.6"
"685","-607","-607","-607","-711.5","-711.5","-711.5"
"686","-554.9","-554.9","-554.9","-799.9","-799.9","-799.9"
"687","-514.9","-514.9","-514.9","-679.6","-679.6","-679.6"
"688","-552.7","-552.7","-552.7","-719.5","-719.5","-719.5"
"689","-469.9","-469.9","-469.9","-647.3","-647.3","-647.3"
"690","-443.5","-443.5","-443.5","-689.2","-689.2","-689.2"
"691","-542.4","-542.4","-542.4","-596.2","-596.2","-596.2"
"692","-522.6","-522.6","-522.6","-638.9","-638.9","-638.9"
"693","-532.2","-532.2","-532.2","-604.5","-604.5","-604.5"
"694","-525.8","-525.8","-525.8","-696.7","-696.7","-696.7"
"695","-573.1","-573.1","-573.1","-729","-729","-729"
"696","-423.5","-423.5","-423.5","-719.3","-719.3","-719.3"
"697","-510.2","-510.2","-510.2","-685.4","-685.4","-685.4"
"698","-497.5","-497.5","-497.5","-620.7","-620.7","-620.7"
"699","-537.8","-537.8","-537.8","-630.1","-630.1","-630.1"
"700","-491.8","-491.8","-491.8","-752.3","-752.3","-752.3"
"701","-499.5","-499.5","-499.5","-746.3","-746.3","-746.3"
"702","-465.8","-465.8","-465.8","-707.6","-707.6","-707.6"
"703","-572.5","-572.5","-572.5","-688.3","-688.3","-688.3"
"704","-512.4","-512.4","-512.4","-709","-709","-709"
"705","-495.2","-495.2","-495.2","-656.8","-656.8","-656.8"
"706","-489.9","-489.9","-489.9","-695","-695","-695"
"707","-474","-474","-474","-752.6","-752.6","-752.6"
"708","-520.5","-520.5","-520.5","-665.1","-665.1","-665.1"
"709","-551.3","-551.3","-551.3","-587.1","-587.1","-587.1"
"710","-525.8","-525.8","-525.8","-680.8","-680.8","-680.8"
"711","-548.3","-548.3","-548.3","-684","-684","-684"
"712","-430.3","-430.3","-430.3","-700.6","-700.6","-700.6"
"713","-511.1","-511.1","-511.1","-686.5","-686.5","-686.5"
"714","-480.2","-480.2","-480.2","-650.4","-650.4","-650.4"
"715","-545.8","-545.8","-545.8","-799","-799","-799"
"716","-556.9","-556.9","-556.9","-707.3","-707.3","-707.3"
"717","-523.4","-523.4","-523.4","-726.6","-726.6","-726.6"
"718","-452.2","-452.2","-452.2","-684","-684","-684"
"719","-510.3","-510.3","-510.3","-732.8","-732.8","-732.8"
"720","-435.7","-435.7","-435.7","-671.3","-671.3","-671.3"
"721","-555.4","-555.4","-555.4","-706.6","-706.6","-706.6"
"722","-460","-460","-460","-643.3","-643.3","-643.3"
"723","-506.8","-506.8","-506.8","-629.7","-629.7","-629.7"
"724","-563.4","-563.4","-563.4","-705.1","-705.1","-705.1"
"725","-543","-543","-543","-602.3","-602.3","-602.3"
"726","-519.6","-519.6","-519.6","-645.3","-645.3","-645.3"
"727","-516.1","-516.1","-516.1","-658.1","-658.1","-658.1"
"728","-519","-519","-519","-675.4","-675.4","-675.4"
"729","-486","-486","-486","-654.2","-654.2","-654.2"
"730","-515.4","-515.4","-515.4","-720.8","-720.8","-720.8"
"731","-500.8","-500.8","-500.8","-693.3","-693.3","-693.3"
"732","-484.6","-484.6","-484.6","-644.8","-644.8","-644.8"
"733","-570.2","-570.2","-570.2","-633.7","-633.7","-633.7"
"734","-509.1","-509.1","-509.1","-655.2","-655.2","-655.2"
"735","-427.9","-427.9","-427.9","-702.6","-702.6","-702.6"
"736","-506","-506","-506","-751.2","-751.2","-751.2"
"737","-519.9","-519.9","-519.9","-709.8","-709.8","-709.8"
"738","-515.1","-515.1","-515.1","-691.2","-691.2","-691.2"
"739","-487.7","-487.7","-487.7","-596.8","-596.8","-596.8"
"740","-485.2","-485.2","-485.2","-717.5","-717.5","-717.5"
"741","-558.4","-558.4","-558.4","-622.1","-622.1","-622.1"
"742","-500.4","-500.4","-500.4","-666.6","-666.6","-666.6"
"743","-519.8","-519.8","-519.8","-681.5","-681.5","-681.5"
"744","-518.6","-518.6","-518.6","-683.3","-683.3","-683.3"
"745","-535.7","-535.7","-535.7","-644.9","-644.9","-644.9"
"746","-549.5","-549.5","-549.5","-639.7","-639.7","-639.7"
"747","-438","-438","-438","-697.2","-697.2","-697.2"
"748","-424.9","-424.9","-424.9","-650.4","-650.4","-650.4"
"749","-553.8","-553.8","-553.8","-621.8","-621.8","-621.8"
"750","-535.8","-535.8","-535.8","-742.5","-742.5","-742.5"
"751","-483.9","-483.9","-483.9","-667.1","-667.1","-667.1"
"752","-552.3","-552.3","-552.3","-680.1","-680.1","-680.1"
"753","-510.7","-510.7","-510.7","-745.4","-745.4","-745.4"
"754","-513.5","-513.5","-513.5","-758","-758","-758"
"755","-512.2","-512.2","-512.2","-603.9","-603.9","-603.9"
"756","-520.8","-520.8","-520.8","-714.2","-714.2","-714.2"
"757","-518.3","-518.3","-518.3","-678.9","-678.9","-678.9"
"758","-467.1","-467.1","-467.1","-670.7","-670.7","-670.7"
"759","-532.2","-532.2","-532.2","-672.7","-672.7","-672.7"
"760","-507.3","-507.3","-507.3","-603.2","-603.2","-603.2"
"761","-560.8","-560.8","-560.8","-605.6","-605.6","-605.6"
"762","-487.7","-487.7","-487.7","-699.7","-699.7","-699.7"
"763","-490.3","-490.3","-490.3","-624.8","-624.8","-624.8"
"764","-533.1","-533.1","-533.1","-658.1","-658.1","-658.1"
"765","-543.3","-543.3","-543.3","-726.9","-726.9","-726.9"
"766","-542.8","-542.8","-542.8","-760.7","-760.7","-760.7"
"767","-502.6","-502.6","-502.6","-656.4","-656.4","-656.4"
"768","-563.4","-563.4","-563.4","-621.7","-621.7","-621.7"
"769","-509.8","-509.8","-509.8","-650.5","-650.5","-650.5"
"770","-524.6","-524.6","-524.6","-717.8","-717.8","-717.8"
"771","-571.5","-571.5","-571.5","-589.7","-589.7","-589.7"
"772","-520.4","-520.4","-520.4","-660.2","-660.2","-660.2"
"773","-519.2","-519.2","-519.2","-676.6","-676.6","-676.6"
"774","-574.1","-574.1","-574.1","-631.8","-631.8","-631.8"
"775","-535.2","-535.2","-535.2","-687","-687","-687"
"776","-499.3","-499.3","-499.3","-641.9","-641.9","-641.9"
"777","-494.3","-494.3","-494.3","-650","-650","-650"
"778","-460.9","-460.9","-460.9","-719.4","-719.4","-719.4"
"779","-554.8","-554.8","-554.8","-649.9","-649.9","-649.9"
"780","-474.8","-474.8","-474.8","-587.4","-587.4","-587.4"
"781","-483.2","-483.2","-483.2","-653.4","-653.4","-653.4"
"782","-528.9","-528.9","-528.9","-631.8","-631.8","-631.8"
"783","-544.5","-544.5","-544.5","-618.8","-618.8","-618.8"
"784","-533.8","-533.8","-533.8","-736.7","-736.7","-736.7"
"785","-520.1","-520.1","-520.1","-632.4","-632.4","-632.4"
"786","-554.3","-554.3","-554.3","-680.9","-680.9","-680.9"
"787","-478.4","-478.4","-478.4","-587.5","-587.5","-587.5"
