epoch,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return__MAX
733,-652,-652,-652,-614.8,-614.8,-614.8,-451.2,-451.2,-451.2,-689.5,-689.5,-689.5,-411.4,-411.4,-411.4,-617.4,-617.4,-617.4
734,-605.8,-605.8,-605.8,-543.1,-543.1,-543.1,-418.6,-418.6,-418.6,-673.1,-673.1,-673.1,-364.4,-364.4,-364.4,-713,-713,-713
735,-610.5,-610.5,-610.5,-574.6,-574.6,-574.6,-416.9,-416.9,-416.9,-618,-618,-618,-451.1,-451.1,-451.1,-758.1,-758.1,-758.1
736,-662.1,-662.1,-662.1,-612.1,-612.1,-612.1,-479,-479,-479,-699.4,-699.4,-699.4,-371.4,-371.4,-371.4,-730,-730,-730
737,-597.7,-597.7,-597.7,-590.9,-590.9,-590.9,-499.9,-499.9,-499.9,-717.7,-717.7,-717.7,-388.9,-388.9,-388.9,-740.3,-740.3,-740.3
738,-612.6,-612.6,-612.6,-618.5,-618.5,-618.5,-475.1,-475.1,-475.1,-684.4,-684.4,-684.4,-414.5,-414.5,-414.5,-795.1,-795.1,-795.1
739,-638.8,-638.8,-638.8,-587.1,-587.1,-587.1,-460.5,-460.5,-460.5,-641.1,-641.1,-641.1,-416.5,-416.5,-416.5,-671.8,-671.8,-671.8
740,-654.1,-654.1,-654.1,-645.4,-645.4,-645.4,-485.5,-485.5,-485.5,-693,-693,-693,-461.6,-461.6,-461.6,-634,-634,-634
741,-576.4,-576.4,-576.4,-545.6,-545.6,-545.6,-503.3,-503.3,-503.3,-635,-635,-635,-440.2,-440.2,-440.2,-712.6,-712.6,-712.6
742,-661.1,-661.1,-661.1,-586.8,-586.8,-586.8,-414,-414,-414,-680.8,-680.8,-680.8,-456.2,-456.2,-456.2,-688.9,-688.9,-688.9
743,-632.6,-632.6,-632.6,-538.6,-538.6,-538.6,-430.9,-430.9,-430.9,-750.9,-750.9,-750.9,-457.5,-457.5,-457.5,-700.2,-700.2,-700.2
744,-573.3,-573.3,-573.3,-697,-697,-697,-461.7,-461.7,-461.7,-660.9,-660.9,-660.9,-478.6,-478.6,-478.6,-710.9,-710.9,-710.9
745,-684.9,-684.9,-684.9,-597.7,-597.7,-597.7,-537.7,-537.7,-537.7,-697.3,-697.3,-697.3,-462.2,-462.2,-462.2,-780,-780,-780
746,-583.6,-583.6,-583.6,-573.3,-573.3,-573.3,-408.9,-408.9,-408.9,-657.5,-657.5,-657.5,-424.4,-424.4,-424.4,-711,-711,-711
747,-580.3,-580.3,-580.3,-620.9,-620.9,-620.9,-546.2,-546.2,-546.2,-721.2,-721.2,-721.2,-433.4,-433.4,-433.4,-624.8,-624.8,-624.8
748,-564.4,-564.4,-564.4,-715.9,-715.9,-715.9,-499.9,-499.9,-499.9,-679.7,-679.7,-679.7,-357.1,-357.1,-357.1,-703.5,-703.5,-703.5
749,-657.6,-657.6,-657.6,-617.5,-617.5,-617.5,-454.2,-454.2,-454.2,-713.7,-713.7,-713.7,-407.7,-407.7,-407.7,-656.8,-656.8,-656.8
750,-649.4,-649.4,-649.4,-609,-609,-609,-372.5,-372.5,-372.5,-717.6,-717.6,-717.6,-387.8,-387.8,-387.8,-627.9,-627.9,-627.9
751,-605.3,-605.3,-605.3,-581.5,-581.5,-581.5,-440.6,-440.6,-440.6,-700.4,-700.4,-700.4,-420.7,-420.7,-420.7,-691.9,-691.9,-691.9
752,-581.3,-581.3,-581.3,-680,-680,-680,-415.5,-415.5,-415.5,-732.2,-732.2,-732.2,-419.2,-419.2,-419.2,-735.7,-735.7,-735.7
753,-646.9,-646.9,-646.9,-533.3,-533.3,-533.3,-502.8,-502.8,-502.8,-736.3,-736.3,-736.3,-407.2,-407.2,-407.2,-675.7,-675.7,-675.7
754,-521.3,-521.3,-521.3,-634.7,-634.7,-634.7,-490.3,-490.3,-490.3,-720.3,-720.3,-720.3,-350.5,-350.5,-350.5,-750,-750,-750
755,-614.6,-614.6,-614.6,-448,-448,-448,-505.7,-505.7,-505.7,-627.1,-627.1,-627.1,-370.7,-370.7,-370.7,-649,-649,-649
756,-634.4,-634.4,-634.4,-624.7,-624.7,-624.7,-496.3,-496.3,-496.3,-708.1,-708.1,-708.1,-449.2,-449.2,-449.2,-700,-700,-700
757,-656.6,-656.6,-656.6,-548.5,-548.5,-548.5,-473.2,-473.2,-473.2,-714,-714,-714,-404.6,-404.6,-404.6,-710,-710,-710
758,-611.3,-611.3,-611.3,-714.9,-714.9,-714.9,-482.6,-482.6,-482.6,-716.4,-716.4,-716.4,-410.3,-410.3,-410.3,-721.4,-721.4,-721.4
759,-621.6,-621.6,-621.6,-520.9,-520.9,-520.9,-486,-486,-486,-737.8,-737.8,-737.8,-390.6,-390.6,-390.6,-690,-690,-690
760,-620.8,-620.8,-620.8,-579.6,-579.6,-579.6,-426.4,-426.4,-426.4,-715.1,-715.1,-715.1,-462.7,-462.7,-462.7,-700,-700,-700
761,-592,-592,-592,-507.9,-507.9,-507.9,-541.6,-541.6,-541.6,-728.9,-728.9,-728.9,-384.5,-384.5,-384.5,-715,-715,-715
762,-575.1,-575.1,-575.1,-629.9,-629.9,-629.9,-460.7,-460.7,-460.7,-575.7,-575.7,-575.7,-386.5,-386.5,-386.5,-705,-705,-705
763,-639.8,-639.8,-639.8,-557.5,-557.5,-557.5,-424.4,-424.4,-424.4,-729.9,-729.9,-729.9,-455.8,-455.8,-455.8,-630,-630,-630
764,-591.7,-591.7,-591.7,-644.9,-644.9,-644.9,-456.2,-456.2,-456.2,-640.8,-640.8,-640.8,-566.2,-566.2,-566.2,-645,-645,-645
765,-664.9,-664.9,-664.9,-579.2,-579.2,-579.2,-479.3,-479.3,-479.3,-699,-699,-699,-441.8,-441.8,-441.8,-670,-670,-670
766,-652.8,-652.8,-652.8,-697.9,-697.9,-697.9,-473,-473,-473,-749.1,-749.1,-749.1,-420,-420,-420,-655,-655,-655
767,-613.8,-613.8,-613.8,-637.2,-637.2,-637.2,-455.7,-455.7,-455.7,-640.8,-640.8,-640.8,-413,-413,-413,-720,-720,-720
768,-680.6,-680.6,-680.6,-576.3,-576.3,-576.3,-492.1,-492.1,-492.1,-789.6,-789.6,-789.6,-451.4,-451.4,-451.4,-710,-710,-710
769,-617.9,-617.9,-617.9,-566.6,-566.6,-566.6,-448.1,-448.1,-448.1,-619.5,-619.5,-619.5,-366.6,-366.6,-366.6,-685,-685,-685
770,-623.8,-623.8,-623.8,-736.2,-736.2,-736.2,-429.4,-429.4,-429.4,-675.8,-675.8,-675.8,-420.3,-420.3,-420.3,-675,-675,-675
771,-659.2,-659.2,-659.2,-530.5,-530.5,-530.5,-407.7,-407.7,-407.7,-675.5,-675.5,-675.5,-335.8,-335.8,-335.8,-655,-655,-655
772,-569.5,-569.5,-569.5,-562.8,-562.8,-562.8,-481.4,-481.4,-481.4,-702.5,-702.5,-702.5,-374.6,-374.6,-374.6,-669.3,-669.3,-669.3
773,-541,-541,-541,-583.2,-583.2,-583.2,-381.6,-381.6,-381.6,-755,-755,-755,-458.2,-458.2,-458.2,-790,-790,-790
774,-536.5,-536.5,-536.5,-611.6,-611.6,-611.6,-428.7,-428.7,-428.7,-663.1,-663.1,-663.1,-437.3,-437.3,-437.3,-760,-760,-760
775,-664.3,-664.3,-664.3,-591,-591,-591,-446.5,-446.5,-446.5,-746,-746,-746,-364.9,-364.9,-364.9,-715,-715,-715
776,-716.1,-716.1,-716.1,-563.8,-563.8,-563.8,-510.9,-510.9,-510.9,-677.2,-677.2,-677.2,-397.6,-397.6,-397.6,-770,-770,-770
777,-521,-521,-521,-561.4,-561.4,-561.4,-427.6,-427.6,-427.6,-728.8,-728.8,-728.8,-427.7,-427.7,-427.7,-635,-635,-635
778,-551.2,-551.2,-551.2,-545.6,-545.6,-545.6,-545.1,-545.1,-545.1,-747.1,-747.1,-747.1,-454.7,-454.7,-454.7,-700,-700,-700
779,-692.1,-692.1,-692.1,-665,-665,-665,-403.7,-403.7,-403.7,-796.6,-796.6,-796.6,-384.7,-384.7,-384.7,-640,-640,-640
780,-601.8,-601.8,-601.8,-562.4,-562.4,-562.4,-427,-427,-427,-714.2,-714.2,-714.2,-412.9,-412.9,-412.9,-684.4,-684.4,-684.4
781,-614.9,-614.9,-614.9,-526.7,-526.7,-526.7,-437.1,-437.1,-437.1,-675.4,-675.4,-675.4,-401.3,-401.3,-401.3,-755,-755,-755
782,-566.9,-566.9,-566.9,-564.7,-564.7,-564.7,-496.2,-496.2,-496.2,-673.1,-673.1,-673.1,-332.9,-332.9,-332.9,-700,-700,-700
783,-595.5,-595.5,-595.5,-583.4,-583.4,-583.4,-519.6,-519.6,-519.6,-694.6,-694.6,-694.6,-494,-494,-494,-695,-695,-695
784,-687.9,-687.9,-687.9,-638,-638,-638,-516.7,-516.7,-516.7,-736.6,-736.6,-736.6,-420.4,-420.4,-420.4,-737.5,-737.5,-737.5
785,-575.2,-575.2,-575.2,-748.9,-748.9,-748.9,-418.1,-418.1,-418.1,-580.6,-580.6,-580.6,-424.1,-424.1,-424.1,-630,-630,-630
786,-605.2,-605.2,-605.2,-591.9,-591.9,-591.9,-501.6,-501.6,-501.6,-697.8,-697.8,-697.8,-412.3,-412.3,-412.3,-675,-675,-675
787,-618.1,-618.1,-618.1,-505.6,-505.6,-505.6,-490,-490,-490,-662.4,-662.4,-662.4,-337.8,-337.8,-337.8,-700,-700,-700
788,-568.7,-568.7,-568.7,-649.1,-649.1,-649.1,-630.1,-630.1,-630.1,-670.2,-670.2,-670.2,-404.6,-404.6,-404.6,-710.7,-710.7,-710.7
789,-556.9,-556.9,-556.9,-611,-611,-611,-480.1,-480.1,-480.1,-729.1,-729.1,-729.1,-325.7,-325.7,-325.7,-710,-710,-710
790,-653.4,-653.4,-653.4,-636.4,-636.4,-636.4,-508.1,-508.1,-508.1,-631.3,-631.3,-631.3,-329.4,-329.4,-329.4,-675,-675,-675
791,-603.5,-603.5,-603.5,-676.2,-676.2,-676.2,-476.2,-476.2,-476.2,-730.7,-730.7,-730.7,-387.3,-387.3,-387.3,-695,-695,-695
792,-585.6,-585.6,-585.6,-514.3,-514.3,-514.3,-484.9,-484.9,-484.9,-716,-716,-716,-346.1,-346.1,-346.1,-620,-620,-620
793,-635.7,-635.7,-635.7,-641.8,-641.8,-641.8,-485.3,-485.3,-485.3,-720.7,-720.7,-720.7,-383.2,-383.2,-383.2,-665,-665,-665
794,-506.2,-506.2,-506.2,-648.1,-648.1,-648.1,-435.9,-435.9,-435.9,-613.9,-613.9,-613.9,-424.6,-424.6,-424.6,-720,-720,-720
795,-589.9,-589.9,-589.9,-646.4,-646.4,-646.4,-401.1,-401.1,-401.1,-733,-733,-733,-411.1,-411.1,-411.1,-655,-655,-655
796,-581.2,-581.2,-581.2,-650,-650,-650,-495.8,-495.8,-495.8,-599.1,-599.1,-599.1,-347,-347,-347,-650,-650,-650
797,-671.4,-671.4,-671.4,-569.4,-569.4,-569.4,-382,-382,-382,-772.3,-772.3,-772.3,-311.7,-311.7,-311.7,-703.5,-703.5,-703.5
798,-652.9,-652.9,-652.9,-469.8,-469.8,-469.8,-465.4,-465.4,-465.4,-706.3,-706.3,-706.3,-392.2,-392.2,-392.2,-652.6,-652.6,-652.6
799,-629.6,-629.6,-629.6,-587.3,-587.3,-587.3,-440.6,-440.6,-440.6,-693.9,-693.9,-693.9,-380.8,-380.8,-380.8,-740,-740,-740
800,-614.1,-614.1,-614.1,-636.5,-636.5,-636.5,-474.5,-474.5,-474.5,-739.1,-739.1,-739.1,-352.2,-352.2,-352.2,-719.7,-719.7,-719.7
801,-580.2,-580.2,-580.2,-567.3,-567.3,-567.3,-445.1,-445.1,-445.1,-697.5,-697.5,-697.5,-406,-406,-406,-670,-670,-670
802,-564.7,-564.7,-564.7,-721.9,-721.9,-721.9,-415.5,-415.5,-415.5,-630,-630,-630,-384.3,-384.3,-384.3,-695,-695,-695
803,-483.1,-483.1,-483.1,-560,-560,-560,-550.1,-550.1,-550.1,-684.4,-684.4,-684.4,-345.7,-345.7,-345.7,-685,-685,-685
804,-613.5,-613.5,-613.5,-654.4,-654.4,-654.4,-401.6,-401.6,-401.6,-702.3,-702.3,-702.3,-455.2,-455.2,-455.2,-638.8,-638.8,-638.8
805,-663,-663,-663,-488.4,-488.4,-488.4,-411.9,-411.9,-411.9,-807.2,-807.2,-807.2,-408.9,-408.9,-408.9,-655,-655,-655
806,-637.1,-637.1,-637.1,-717.2,-717.2,-717.2,-336.4,-336.4,-336.4,-642.5,-642.5,-642.5,-345.1,-345.1,-345.1,-635,-635,-635
807,-608.1,-608.1,-608.1,-561.1,-561.1,-561.1,-439.8,-439.8,-439.8,-668.6,-668.6,-668.6,-350.1,-350.1,-350.1,-710,-710,-710
808,-517.1,-517.1,-517.1,-574.5,-574.5,-574.5,-481.2,-481.2,-481.2,-749.7,-749.7,-749.7,-353,-353,-353,-705,-705,-705
809,-644.4,-644.4,-644.4,-614.6,-614.6,-614.6,-353.1,-353.1,-353.1,-706.4,-706.4,-706.4,-403.9,-403.9,-403.9,-670,-670,-670
810,-531.2,-531.2,-531.2,-656.2,-656.2,-656.2,-477.3,-477.3,-477.3,-751.4,-751.4,-751.4,-363.7,-363.7,-363.7,-750,-750,-750
811,-647.1,-647.1,-647.1,-556.7,-556.7,-556.7,-492.2,-492.2,-492.2,-738.7,-738.7,-738.7,-433.3,-433.3,-433.3,-715,-715,-715
812,-672.9,-672.9,-672.9,-589.6,-589.6,-589.6,-469.3,-469.3,-469.3,-605.2,-605.2,-605.2,-333.7,-333.7,-333.7,-720,-720,-720
813,-630.1,-630.1,-630.1,-619.6,-619.6,-619.6,-414.5,-414.5,-414.5,-613.5,-613.5,-613.5,-378.4,-378.4,-378.4,-694.5,-694.5,-694.5
814,-494.7,-494.7,-494.7,-614.1,-614.1,-614.1,-491.7,-491.7,-491.7,-787.3,-787.3,-787.3,-339.9,-339.9,-339.9,-690,-690,-690
815,-589.3,-589.3,-589.3,-639.9,-639.9,-639.9,-475.9,-475.9,-475.9,-668.2,-668.2,-668.2,-404.4,-404.4,-404.4,-675,-675,-675
816,-582.7,-582.7,-582.7,-608,-608,-608,-454.4,-454.4,-454.4,-660.5,-660.5,-660.5,-334.2,-334.2,-334.2,-700,-700,-700
817,-654.3,-654.3,-654.3,-541.1,-541.1,-541.1,-486.4,-486.4,-486.4,-699.3,-699.3,-699.3,-368.5,-368.5,-368.5,-740,-740,-740
818,-612.3,-612.3,-612.3,-543,-543,-543,-462.1,-462.1,-462.1,-776.5,-776.5,-776.5,-422.2,-422.2,-422.2,-805,-805,-805
819,-593.3,-593.3,-593.3,-641.9,-641.9,-641.9,-373.3,-373.3,-373.3,-747.4,-747.4,-747.4,-312,-312,-312,-695,-695,-695
820,-568.4,-568.4,-568.4,-557.4,-557.4,-557.4,-553.5,-553.5,-553.5,-561.8,-561.8,-561.8,-387.4,-387.4,-387.4,-685,-685,-685
821,-614,-614,-614,-662.9,-662.9,-662.9,-411.2,-411.2,-411.2,-660.5,-660.5,-660.5,-335,-335,-335,-715,-715,-715
822,-528.4,-528.4,-528.4,-560.3,-560.3,-560.3,-472.7,-472.7,-472.7,-815.7,-815.7,-815.7,-411.5,-411.5,-411.5,-660,-660,-660
823,-622.8,-622.8,-622.8,-515.6,-515.6,-515.6,-483.4,-483.4,-483.4,-695.3,-695.3,-695.3,-453.9,-453.9,-453.9,-665,-665,-665
824,-636.5,-636.5,-636.5,-607,-607,-607,-525.9,-525.9,-525.9,-687.4,-687.4,-687.4,-403.1,-403.1,-403.1,-710,-710,-710
825,-702,-702,-702,-747.1,-747.1,-747.1,-431,-431,-431,-735.3,-735.3,-735.3,-407.5,-407.5,-407.5,-750,-750,-750
826,-620.3,-620.3,-620.3,-552.3,-552.3,-552.3,-401.5,-401.5,-401.5,-612.1,-612.1,-612.1,-366,-366,-366,-710,-710,-710
827,-537.1,-537.1,-537.1,-592.7,-592.7,-592.7,-387.9,-387.9,-387.9,-675.8,-675.8,-675.8,-373.5,-373.5,-373.5,-675.1,-675.1,-675.1
828,-566.1,-566.1,-566.1,-639.4,-639.4,-639.4,-391.2,-391.2,-391.2,-670.7,-670.7,-670.7,-406.5,-406.5,-406.5,-625,-625,-625
829,-600.3,-600.3,-600.3,-555.5,-555.5,-555.5,-325,-325,-325,-771,-771,-771,-408.4,-408.4,-408.4,-805,-805,-805
830,-572.4,-572.4,-572.4,-560.6,-560.6,-560.6,-401.5,-401.5,-401.5,-665.2,-665.2,-665.2,-347.1,-347.1,-347.1,-750,-750,-750
831,-623.4,-623.4,-623.4,-587.9,-587.9,-587.9,-387.2,-387.2,-387.2,-774.3,-774.3,-774.3,-343.9,-343.9,-343.9,-720,-720,-720
832,-599.8,-599.8,-599.8,-489,-489,-489,-420.8,-420.8,-420.8,-647,-647,-647,-380.3,-380.3,-380.3,-680,-680,-680
833,-475.2,-475.2,-475.2,-569.9,-569.9,-569.9,-440.7,-440.7,-440.7,-763.8,-763.8,-763.8,-371.3,-371.3,-371.3,-755,-755,-755
834,-544.2,-544.2,-544.2,-609.3,-609.3,-609.3,-433.3,-433.3,-433.3,-700.9,-700.9,-700.9,-383.9,-383.9,-383.9,-750,-750,-750
835,-546.6,-546.6,-546.6,-619.3,-619.3,-619.3,-405.8,-405.8,-405.8,-686,-686,-686,-311.3,-311.3,-311.3,-660,-660,-660
836,-620.9,-620.9,-620.9,-606.9,-606.9,-606.9,-509.1,-509.1,-509.1,-779.2,-779.2,-779.2,-404.2,-404.2,-404.2,-710.5,-710.5,-710.5
837,-540.5,-540.5,-540.5,-450.7,-450.7,-450.7,-387.3,-387.3,-387.3,-800.6,-800.6,-800.6,-390.4,-390.4,-390.4,-740,-740,-740
838,-523.4,-523.4,-523.4,-511.7,-511.7,-511.7,-452,-452,-452,-741.9,-741.9,-741.9,-379.2,-379.2,-379.2,-740,-740,-740
839,-605,-605,-605,-560.6,-560.6,-560.6,-479.5,-479.5,-479.5,-677.2,-677.2,-677.2,-400.7,-400.7,-400.7,-690,-690,-690
840,-639.8,-639.8,-639.8,-608.8,-608.8,-608.8,-464.9,-464.9,-464.9,-696.2,-696.2,-696.2,-378.9,-378.9,-378.9,-720,-720,-720
841,-587.4,-587.4,-587.4,-601.3,-601.3,-601.3,-429,-429,-429,-680.9,-680.9,-680.9,-355.5,-355.5,-355.5,-705,-705,-705
842,-613.5,-613.5,-613.5,-647.6,-647.6,-647.6,-449.8,-449.8,-449.8,-671.3,-671.3,-671.3,-386.8,-386.8,-386.8,-685,-685,-685
843,-537.3,-537.3,-537.3,-517.9,-517.9,-517.9,-455.2,-455.2,-455.2,-689.9,-689.9,-689.9,-386.2,-386.2,-386.2,-700,-700,-700
844,-681.4,-681.4,-681.4,-597.2,-597.2,-597.2,-461.9,-461.9,-461.9,-679.5,-679.5,-679.5,-362.4,-362.4,-362.4,-795,-795,-795
845,-612.7,-612.7,-612.7,-576.2,-576.2,-576.2,-419.9,-419.9,-419.9,-750.2,-750.2,-750.2,-328.2,-328.2,-328.2,-693.4,-693.4,-693.4
846,-614.4,-614.4,-614.4,-515.4,-515.4,-515.4,-462.4,-462.4,-462.4,-602.8,-602.8,-602.8,-367,-367,-367,-715.3,-715.3,-715.3
847,-555,-555,-555,-671.7,-671.7,-671.7,-410.4,-410.4,-410.4,-638.6,-638.6,-638.6,-517.5,-517.5,-517.5,-780,-780,-780
848,-622,-622,-622,-625.7,-625.7,-625.7,-410.2,-410.2,-410.2,-674.5,-674.5,-674.5,-352.3,-352.3,-352.3,-700,-700,-700
849,-644.2,-644.2,-644.2,-749.6,-749.6,-749.6,-468.9,-468.9,-468.9,-633.4,-633.4,-633.4,-383.5,-383.5,-383.5,-587.9,-587.9,-587.9
850,-800.5,-800.5,-800.5,-478.1,-478.1,-478.1,-500,-500,-500,-662.8,-662.8,-662.8,-359.2,-359.2,-359.2,-690,-690,-690
851,-560,-560,-560,-524,-524,-524,-486.7,-486.7,-486.7,-629,-629,-629,-383.7,-383.7,-383.7,-595,-595,-595
852,-631.5,-631.5,-631.5,-566.9,-566.9,-566.9,-398.2,-398.2,-398.2,-715.7,-715.7,-715.7,-382.1,-382.1,-382.1,-713.7,-713.7,-713.7
853,-594.6,-594.6,-594.6,-593.6,-593.6,-593.6,-443.7,-443.7,-443.7,-685.8,-685.8,-685.8,-356.3,-356.3,-356.3,-675,-675,-675
854,-627.1,-627.1,-627.1,-615.8,-615.8,-615.8,-484.7,-484.7,-484.7,-699.8,-699.8,-699.8,-353.1,-353.1,-353.1,-695,-695,-695
855,-663.9,-663.9,-663.9,-605.8,-605.8,-605.8,-494.4,-494.4,-494.4,-744.9,-744.9,-744.9,-410.9,-410.9,-410.9,-648,-648,-648
856,-616.9,-616.9,-616.9,-679.1,-679.1,-679.1,-406.1,-406.1,-406.1,-624.9,-624.9,-624.9,-365.7,-365.7,-365.7,-665.4,-665.4,-665.4
857,-555.4,-555.4,-555.4,-650.3,-650.3,-650.3,-361.7,-361.7,-361.7,-684.6,-684.6,-684.6,-355.1,-355.1,-355.1,-720,-720,-720
858,-639.7,-639.7,-639.7,-656.5,-656.5,-656.5,-430.8,-430.8,-430.8,-571.7,-571.7,-571.7,-415.7,-415.7,-415.7,-656.7,-656.7,-656.7
859,-677.3,-677.3,-677.3,-655.6,-655.6,-655.6,-377.3,-377.3,-377.3,-641.5,-641.5,-641.5,-400.5,-400.5,-400.5,-697.6,-697.6,-697.6
860,-649.7,-649.7,-649.7,-552.6,-552.6,-552.6,-503.1,-503.1,-503.1,-689.5,-689.5,-689.5,-376.9,-376.9,-376.9,-810.3,-810.3,-810.3
861,-556.6,-556.6,-556.6,-537.9,-537.9,-537.9,-456.5,-456.5,-456.5,-600.6,-600.6,-600.6,-430.5,-430.5,-430.5,-671.8,-671.8,-671.8
862,-582.9,-582.9,-582.9,-676.4,-676.4,-676.4,-414.6,-414.6,-414.6,-700.9,-700.9,-700.9,-431.6,-431.6,-431.6,-655,-655,-655
863,-550.5,-550.5,-550.5,-677.2,-677.2,-677.2,-397.9,-397.9,-397.9,-699.9,-699.9,-699.9,-373.7,-373.7,-373.7,-655,-655,-655
864,-566.8,-566.8,-566.8,-594.9,-594.9,-594.9,-430.4,-430.4,-430.4,-734,-734,-734,-384.4,-384.4,-384.4,-620.3,-620.3,-620.3
865,-593.3,-593.3,-593.3,-575.2,-575.2,-575.2,-507.3,-507.3,-507.3,-612.1,-612.1,-612.1,-320.5,-320.5,-320.5,-762.7,-762.7,-762.7
866,-583.9,-583.9,-583.9,-467.1,-467.1,-467.1,-413.3,-413.3,-413.3,-672.8,-672.8,-672.8,-360.9,-360.9,-360.9,-696.3,-696.3,-696.3
867,-560.8,-560.8,-560.8,-755.5,-755.5,-755.5,-394.5,-394.5,-394.5,-591.3,-591.3,-591.3,-412.9,-412.9,-412.9,-720,-720,-720
868,-591.3,-591.3,-591.3,-574.1,-574.1,-574.1,-394.8,-394.8,-394.8,-637.5,-637.5,-637.5,-390.2,-390.2,-390.2,-655,-655,-655
869,-624,-624,-624,-574.3,-574.3,-574.3,-378,-378,-378,-655.1,-655.1,-655.1,-366.5,-366.5,-366.5,-690,-690,-690
870,-625.1,-625.1,-625.1,-661,-661,-661,-413.6,-413.6,-413.6,-716.5,-716.5,-716.5,-419.6,-419.6,-419.6,-683,-683,-683
871,-602.6,-602.6,-602.6,-567.2,-567.2,-567.2,-440.2,-440.2,-440.2,-773.6,-773.6,-773.6,-406,-406,-406,-698.6,-698.6,-698.6
872,-612.5,-612.5,-612.5,-562,-562,-562,-475,-475,-475,-706.9,-706.9,-706.9,-409.5,-409.5,-409.5,-735,-735,-735
873,-635.6,-635.6,-635.6,-654.3,-654.3,-654.3,-430.6,-430.6,-430.6,-652.1,-652.1,-652.1,-380.9,-380.9,-380.9,-741.5,-741.5,-741.5
874,-593.4,-593.4,-593.4,-622.7,-622.7,-622.7,-505.9,-505.9,-505.9,-744,-744,-744,-375.3,-375.3,-375.3,-733.8,-733.8,-733.8
875,-704.5,-704.5,-704.5,-522.3,-522.3,-522.3,-413.6,-413.6,-413.6,-685.2,-685.2,-685.2,-359.3,-359.3,-359.3,-675,-675,-675
876,-594.4,-594.4,-594.4,-509.9,-509.9,-509.9,-476.9,-476.9,-476.9,-727.2,-727.2,-727.2,-370.6,-370.6,-370.6,-745,-745,-745
877,-559.2,-559.2,-559.2,-485.3,-485.3,-485.3,-413.2,-413.2,-413.2,-641.6,-641.6,-641.6,-452.2,-452.2,-452.2,-637.6,-637.6,-637.6
878,-590,-590,-590,-542.8,-542.8,-542.8,-503.7,-503.7,-503.7,-717.2,-717.2,-717.2,-347.7,-347.7,-347.7,-671.6,-671.6,-671.6
879,-546.6,-546.6,-546.6,-638.4,-638.4,-638.4,-418.4,-418.4,-418.4,-734.5,-734.5,-734.5,-408.3,-408.3,-408.3,-615,-615,-615
880,-680.9,-680.9,-680.9,-575.5,-575.5,-575.5,-463.2,-463.2,-463.2,-742.3,-742.3,-742.3,-383.8,-383.8,-383.8,-720,-720,-720
881,-520.9,-520.9,-520.9,-519.2,-519.2,-519.2,-435.8,-435.8,-435.8,-692.3,-692.3,-692.3,-356.2,-356.2,-356.2,-675,-675,-675
882,-484.7,-484.7,-484.7,-495.2,-495.2,-495.2,-460,-460,-460,-701.3,-701.3,-701.3,-393.1,-393.1,-393.1,-595,-595,-595
883,-560.1,-560.1,-560.1,-577.7,-577.7,-577.7,-480.7,-480.7,-480.7,-735.6,-735.6,-735.6,-438.4,-438.4,-438.4,-735,-735,-735
884,-609.7,-609.7,-609.7,-486.1,-486.1,-486.1,-547.3,-547.3,-547.3,-676.2,-676.2,-676.2,-380.9,-380.9,-380.9,-707.3,-707.3,-707.3
885,-615.2,-615.2,-615.2,-657.5,-657.5,-657.5,-434.6,-434.6,-434.6,-659.6,-659.6,-659.6,-401.3,-401.3,-401.3,-660.3,-660.3,-660.3
886,-547.7,-547.7,-547.7,-547.4,-547.4,-547.4,-392.5,-392.5,-392.5,-723.6,-723.6,-723.6,-422.8,-422.8,-422.8,-695.9,-695.9,-695.9
887,-589.8,-589.8,-589.8,-551,-551,-551,-459.5,-459.5,-459.5,-676.5,-676.5,-676.5,-393,-393,-393,-665.4,-665.4,-665.4
888,-572.1,-572.1,-572.1,-514.6,-514.6,-514.6,-413.7,-413.7,-413.7,-719.6,-719.6,-719.6,-294.5,-294.5,-294.5,-696.7,-696.7,-696.7
