"Step","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_allhave - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_allhave - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_allhave - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_justentity - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_justentity - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_justentity - episode_return__MAX"
"395","-630.6","-630.6","-630.6","-555","-555","-555"
"396","-773.5","-773.5","-773.5","-595.2","-595.2","-595.2"
"397","-737.8","-737.8","-737.8","-547","-547","-547"
"398","-660.4","-660.4","-660.4","-532.9","-532.9","-532.9"
"399","-618.2","-618.2","-618.2","-642.1","-642.1","-642.1"
"400","-713.5","-713.5","-713.5","-692.2","-692.2","-692.2"
"401","-698.8","-698.8","-698.8","-667.8","-667.8","-667.8"
"402","-677.3","-677.3","-677.3","-638.1","-638.1","-638.1"
"403","-721.4","-721.4","-721.4","-570.3","-570.3","-570.3"
"404","-720","-720","-720","-568.1","-568.1","-568.1"
"405","-640","-640","-640","-624.8","-624.8","-624.8"
"406","-720.6","-720.6","-720.6","-662","-662","-662"
"407","-680.9","-680.9","-680.9","-696.1","-696.1","-696.1"
"408","-661.6","-661.6","-661.6","-573.5","-573.5","-573.5"
"409","-729","-729","-729","-658.6","-658.6","-658.6"
"410","-666.6","-666.6","-666.6","-532.2","-532.2","-532.2"
"411","-714","-714","-714","-637.3","-637.3","-637.3"
"412","-707.8","-707.8","-707.8","-615.6","-615.6","-615.6"
"413","-724.7","-724.7","-724.7","-586.6","-586.6","-586.6"
"414","-662.2","-662.2","-662.2","-592","-592","-592"
"415","-668.6","-668.6","-668.6","-702.9","-702.9","-702.9"
"416","-775.4","-775.4","-775.4","-602.9","-602.9","-602.9"
"417","-667.8","-667.8","-667.8","-581.7","-581.7","-581.7"
"418","-725.3","-725.3","-725.3","-678.6","-678.6","-678.6"
"419","-600.4","-600.4","-600.4","-539.7","-539.7","-539.7"
"420","-730.6","-730.6","-730.6","-547.5","-547.5","-547.5"
"421","-718.8","-718.8","-718.8","-584.5","-584.5","-584.5"
"422","-775.3","-775.3","-775.3","-606.6","-606.6","-606.6"
"423","-699.8","-699.8","-699.8","-673.6","-673.6","-673.6"
"424","-692.6","-692.6","-692.6","-627.2","-627.2","-627.2"
"425","-663.3","-663.3","-663.3","-684.5","-684.5","-684.5"
"426","-717.6","-717.6","-717.6","-603.9","-603.9","-603.9"
"427","-791","-791","-791","-653.6","-653.6","-653.6"
"428","-718.4","-718.4","-718.4","-581.6","-581.6","-581.6"
"429","-610.8","-610.8","-610.8","-671.7","-671.7","-671.7"
"430","-676.2","-676.2","-676.2","-608.3","-608.3","-608.3"
"431","-630.2","-630.2","-630.2","-612","-612","-612"
"432","-747.6","-747.6","-747.6","-607.5","-607.5","-607.5"
"433","-758.1","-758.1","-758.1","-617.8","-617.8","-617.8"
"434","-734.2","-734.2","-734.2","-665.3","-665.3","-665.3"
"435","-696.1","-696.1","-696.1","-572.3","-572.3","-572.3"
"436","-731","-731","-731","-607.8","-607.8","-607.8"
"437","-618.9","-618.9","-618.9","-688.5","-688.5","-688.5"
"438","-672.7","-672.7","-672.7","-653.9","-653.9","-653.9"
"439","-745.1","-745.1","-745.1","-580.5","-580.5","-580.5"
"440","-745.4","-745.4","-745.4","-598","-598","-598"
"441","-665.7","-665.7","-665.7","-641","-641","-641"
"442","-678.3","-678.3","-678.3","-582.3","-582.3","-582.3"
"443","-675.4","-675.4","-675.4","-603.9","-603.9","-603.9"
"444","-629","-629","-629","-620","-620","-620"
"445","-708.5","-708.5","-708.5","-584.8","-584.8","-584.8"
"446","-745.3","-745.3","-745.3","-532.7","-532.7","-532.7"
"447","-663.1","-663.1","-663.1","-591","-591","-591"
"448","-688.9","-688.9","-688.9","-638.7","-638.7","-638.7"
"449","-745.2","-745.2","-745.2","-557.8","-557.8","-557.8"
"450","-625.7","-625.7","-625.7","-653.9","-653.9","-653.9"
"451","-720.2","-720.2","-720.2","-637.9","-637.9","-637.9"
"452","-705.2","-705.2","-705.2","-646.1","-646.1","-646.1"
"453","-700","-700","-700","-699.5","-699.5","-699.5"
"454","-756.3","-756.3","-756.3","-567.8","-567.8","-567.8"
"455","-578.4","-578.4","-578.4","-631.6","-631.6","-631.6"
"456","-676.2","-676.2","-676.2","-639.4","-639.4","-639.4"
"457","-693.4","-693.4","-693.4","-645.2","-645.2","-645.2"
"458","-635.2","-635.2","-635.2","-645.7","-645.7","-645.7"
"459","-661.8","-661.8","-661.8","-614.2","-614.2","-614.2"
"460","-696.1","-696.1","-696.1","-569.8","-569.8","-569.8"
"461","-758.4","-758.4","-758.4","-596.7","-596.7","-596.7"
"462","-660.8","-660.8","-660.8","-684.6","-684.6","-684.6"
"463","-619.7","-619.7","-619.7","-626.6","-626.6","-626.6"
"464","-674.5","-674.5","-674.5","-637.8","-637.8","-637.8"
"465","-703.5","-703.5","-703.5","-581.1","-581.1","-581.1"
"466","-654.3","-654.3","-654.3","-530.1","-530.1","-530.1"
"467","-678.7","-678.7","-678.7","-516.9","-516.9","-516.9"
"468","-715.8","-715.8","-715.8","-634","-634","-634"
"469","-717.1","-717.1","-717.1","-632.5","-632.5","-632.5"
"470","-754.1","-754.1","-754.1","-582.3","-582.3","-582.3"
"471","-674.1","-674.1","-674.1","-486.6","-486.6","-486.6"
"472","-667.7","-667.7","-667.7","-513.1","-513.1","-513.1"
"473","-801.6","-801.6","-801.6","-515.9","-515.9","-515.9"
"474","-737.7","-737.7","-737.7","-552.9","-552.9","-552.9"
"475","-722.1","-722.1","-722.1","-584.9","-584.9","-584.9"
"476","-665.1","-665.1","-665.1","-568","-568","-568"
"477","-756.1","-756.1","-756.1","-549.9","-549.9","-549.9"
"478","-660.7","-660.7","-660.7","-663.5","-663.5","-663.5"
"479","-703.8","-703.8","-703.8","-609.1","-609.1","-609.1"
"480","-779","-779","-779","-622","-622","-622"
"481","-677.6","-677.6","-677.6","-611.1","-611.1","-611.1"
"482","-674.5","-674.5","-674.5","-594.1","-594.1","-594.1"
"483","-625.7","-625.7","-625.7","-572.8","-572.8","-572.8"
"484","-624.6","-624.6","-624.6","-678.8","-678.8","-678.8"
"485","-606.6","-606.6","-606.6","-594.8","-594.8","-594.8"
"486","-672.1","-672.1","-672.1","-531.9","-531.9","-531.9"
"487","-675.1","-675.1","-675.1","-638","-638","-638"
"488","-686.1","-686.1","-686.1","-649","-649","-649"
"489","-760.7","-760.7","-760.7","-593.9","-593.9","-593.9"
"490","-769.2","-769.2","-769.2","-605.1","-605.1","-605.1"
"491","-674.6","-674.6","-674.6","-552.3","-552.3","-552.3"
"492","-633.7","-633.7","-633.7","-660","-660","-660"
"493","-723.7","-723.7","-723.7","-655.9","-655.9","-655.9"
"494","-641.5","-641.5","-641.5","-622.1","-622.1","-622.1"
"495","-628.9","-628.9","-628.9","-567.6","-567.6","-567.6"
"496","-695.4","-695.4","-695.4","-528","-528","-528"
"497","-686.8","-686.8","-686.8","-591.4","-591.4","-591.4"
"498","-690","-690","-690","-581.3","-581.3","-581.3"
"499","-691.4","-691.4","-691.4","-561.5","-561.5","-561.5"
"500","-614.1","-614.1","-614.1","-561","-561","-561"
"501","-672.1","-672.1","-672.1","-586.8","-586.8","-586.8"
"502","-688.8","-688.8","-688.8","-560.9","-560.9","-560.9"
"503","-720.1","-720.1","-720.1","-634.7","-634.7","-634.7"
"504","-666.7","-666.7","-666.7","-569.6","-569.6","-569.6"
"505","-687.4","-687.4","-687.4","-593","-593","-593"
"506","-660.7","-660.7","-660.7","-514.5","-514.5","-514.5"
"507","-622.6","-622.6","-622.6","-634.6","-634.6","-634.6"
"508","-750.2","-750.2","-750.2","-662.8","-662.8","-662.8"
"509","-597.9","-597.9","-597.9","-571.4","-571.4","-571.4"
"510","-686.4","-686.4","-686.4","-563.8","-563.8","-563.8"
"511","-594.8","-594.8","-594.8","-644.3","-644.3","-644.3"
"512","-702","-702","-702","-591.6","-591.6","-591.6"
"513","-755","-755","-755","-620.1","-620.1","-620.1"
"514","-606.9","-606.9","-606.9","-531.6","-531.6","-531.6"
"515","-716.2","-716.2","-716.2","-673.4","-673.4","-673.4"
"516","-669.5","-669.5","-669.5","-541.5","-541.5","-541.5"
"517","-663.2","-663.2","-663.2","-730.2","-730.2","-730.2"
"518","-689.5","-689.5","-689.5","-658.9","-658.9","-658.9"
"519","-707.3","-707.3","-707.3","-574.6","-574.6","-574.6"
"520","-680","-680","-680","-563.1","-563.1","-563.1"
"521","-641.4","-641.4","-641.4","-631","-631","-631"
"522","-698.8","-698.8","-698.8","-656.9","-656.9","-656.9"
"523","-608.2","-608.2","-608.2","-642.8","-642.8","-642.8"
"524","-697","-697","-697","-657.6","-657.6","-657.6"
"525","-683.4","-683.4","-683.4","-531.7","-531.7","-531.7"
"526","-746.8","-746.8","-746.8","-542.7","-542.7","-542.7"
"527","-688.5","-688.5","-688.5","-610.6","-610.6","-610.6"
"528","-644.2","-644.2","-644.2","-566","-566","-566"
"529","-635.7","-635.7","-635.7","-568.7","-568.7","-568.7"
"530","-652.9","-652.9","-652.9","-564.7","-564.7","-564.7"
"531","-713.8","-713.8","-713.8","-595.3","-595.3","-595.3"
"532","-639.5","-639.5","-639.5","-593","-593","-593"
"533","-647.4","-647.4","-647.4","-567.3","-567.3","-567.3"
"534","-706.6","-706.6","-706.6","-683.1","-683.1","-683.1"
"535","-609.4","-609.4","-609.4","-622","-622","-622"
"536","-638.2","-638.2","-638.2","-598.6","-598.6","-598.6"
"537","-656.9","-656.9","-656.9","-592.9","-592.9","-592.9"
"538","-705","-705","-705","-612","-612","-612"
"539","-640.2","-640.2","-640.2","-574.9","-574.9","-574.9"
"540","-732.7","-732.7","-732.7","-579.7","-579.7","-579.7"
"541","-675","-675","-675","-560.6","-560.6","-560.6"
"542","-672.3","-672.3","-672.3","-621.9","-621.9","-621.9"
"543","-813.6","-813.6","-813.6","-489.3","-489.3","-489.3"
"544","-733.8","-733.8","-733.8","-595.3","-595.3","-595.3"
"545","-641.1","-641.1","-641.1","-548.5","-548.5","-548.5"
"546","-734.4","-734.4","-734.4","-574.9","-574.9","-574.9"
"547","-592.6","-592.6","-592.6","-586","-586","-586"
"548","-761.1","-761.1","-761.1","-596.9","-596.9","-596.9"
"549","-619.9","-619.9","-619.9","-604.4","-604.4","-604.4"
"550","-640","-640","-640","-618.1","-618.1","-618.1"
"551","-658.8","-658.8","-658.8","-595.8","-595.8","-595.8"
"552","-653.2","-653.2","-653.2","-593.6","-593.6","-593.6"
"553","-608.6","-608.6","-608.6","-588.9","-588.9","-588.9"
"554","-662.8","-662.8","-662.8","-563.1","-563.1","-563.1"
"555","-543.1","-543.1","-543.1","-492.6","-492.6","-492.6"
"556","-749.3","-749.3","-749.3","-555.8","-555.8","-555.8"
"557","-627.7","-627.7","-627.7","-626.9","-626.9","-626.9"
"558","-697.7","-697.7","-697.7","-561.1","-561.1","-561.1"
"559","-570.6","-570.6","-570.6","-633.2","-633.2","-633.2"
"560","-666.8","-666.8","-666.8","-609.2","-609.2","-609.2"
"561","-643.6","-643.6","-643.6","-572.3","-572.3","-572.3"
"562","-629","-629","-629","-599.1","-599.1","-599.1"
"563","-729.6","-729.6","-729.6","-596.9","-596.9","-596.9"
"564","-622.9","-622.9","-622.9","-634.3","-634.3","-634.3"
"565","-735","-735","-735","-558.2","-558.2","-558.2"
"566","-592.4","-592.4","-592.4","-635.9","-635.9","-635.9"
"567","-648.3","-648.3","-648.3","-575.8","-575.8","-575.8"
"568","-491.3","-491.3","-491.3","-651","-651","-651"
"569","-641.3","-641.3","-641.3","-564.9","-564.9","-564.9"
"570","-679.2","-679.2","-679.2","-627.5","-627.5","-627.5"
"571","-658.8","-658.8","-658.8","-537.1","-537.1","-537.1"
"572","-615.3","-615.3","-615.3","-527","-527","-527"
"573","-623","-623","-623","-560.9","-560.9","-560.9"
"574","-585.4","-585.4","-585.4","-647.1","-647.1","-647.1"
"575","-723.6","-723.6","-723.6","-528","-528","-528"
"576","-713.2","-713.2","-713.2","-652","-652","-652"
"577","-654.4","-654.4","-654.4","-589","-589","-589"
"578","-655.1","-655.1","-655.1","-654.5","-654.5","-654.5"
"579","-632.5","-632.5","-632.5","-596.2","-596.2","-596.2"
"580","-644.7","-644.7","-644.7","-657.5","-657.5","-657.5"
"581","-657.1","-657.1","-657.1","-609","-609","-609"
"582","-611.6","-611.6","-611.6","-598.7","-598.7","-598.7"
"583","-708.3","-708.3","-708.3","-591.2","-591.2","-591.2"
"584","-618.1","-618.1","-618.1","-509.1","-509.1","-509.1"
"585","-710.5","-710.5","-710.5","-555.5","-555.5","-555.5"
"586","-611.9","-611.9","-611.9","-553","-553","-553"
"587","-702","-702","-702","-582.5","-582.5","-582.5"
"588","-646.3","-646.3","-646.3","-577.9","-577.9","-577.9"
"589","-592.6","-592.6","-592.6","-592.2","-592.2","-592.2"
"590","-551","-551","-551","-540.3","-540.3","-540.3"
"591","-642.5","-642.5","-642.5","-595.1","-595.1","-595.1"
"592","-604.9","-604.9","-604.9","-561.5","-561.5","-561.5"
"593","-580.9","-580.9","-580.9","-610.1","-610.1","-610.1"
"594","-675.5","-675.5","-675.5","-572.6","-572.6","-572.6"
"595","-687.9","-687.9","-687.9","-616.8","-616.8","-616.8"
"596","-586","-586","-586","-590.6","-590.6","-590.6"
"597","-654.1","-654.1","-654.1","-569.6","-569.6","-569.6"
"598","-685.1","-685.1","-685.1","-521.4","-521.4","-521.4"
"599","-686","-686","-686","-604.3","-604.3","-604.3"
"600","-530.2","-530.2","-530.2","-563.1","-563.1","-563.1"
"601","-605.3","-605.3","-605.3","-533.9","-533.9","-533.9"
"602","-605.3","-605.3","-605.3","-611.8","-611.8","-611.8"
"603","-682.4","-682.4","-682.4","-614.4","-614.4","-614.4"
"604","-637.3","-637.3","-637.3","-678.9","-678.9","-678.9"
"605","-626.3","-626.3","-626.3","-524.7","-524.7","-524.7"
"606","-674.2","-674.2","-674.2","-577.2","-577.2","-577.2"
"607","-658.3","-658.3","-658.3","-644.6","-644.6","-644.6"
"608","-596.4","-596.4","-596.4","-579.7","-579.7","-579.7"
"609","-709.4","-709.4","-709.4","-664","-664","-664"
"610","-537.5","-537.5","-537.5","-585.1","-585.1","-585.1"
"611","-508","-508","-508","-621.9","-621.9","-621.9"
"612","-659.8","-659.8","-659.8","-633.8","-633.8","-633.8"
"613","-652.3","-652.3","-652.3","-539.1","-539.1","-539.1"
"614","-648.2","-648.2","-648.2","-591.3","-591.3","-591.3"
"615","-619.8","-619.8","-619.8","-586.1","-586.1","-586.1"
"616","-619.4","-619.4","-619.4","-661.5","-661.5","-661.5"
"617","-578.3","-578.3","-578.3","-630.7","-630.7","-630.7"
"618","-642.9","-642.9","-642.9","-603.7","-603.7","-603.7"
"619","-652.8","-652.8","-652.8","-548.4","-548.4","-548.4"
"620","-547.3","-547.3","-547.3","-488.9","-488.9","-488.9"
"621","-665.4","-665.4","-665.4","-643.3","-643.3","-643.3"
"622","-747.6","-747.6","-747.6","-583.3","-583.3","-583.3"
"623","-609.2","-609.2","-609.2","-561.7","-561.7","-561.7"
"624","-538.9","-538.9","-538.9","-558.7","-558.7","-558.7"
"625","-594.8","-594.8","-594.8","-569.4","-569.4","-569.4"
"626","-611.2","-611.2","-611.2","-578.9","-578.9","-578.9"
"627","-499.6","-499.6","-499.6","-574.5","-574.5","-574.5"
"628","-778.5","-778.5","-778.5","-561.8","-561.8","-561.8"
"629","-722.5","-722.5","-722.5","-494.8","-494.8","-494.8"
"630","-590","-590","-590","-620.6","-620.6","-620.6"
"631","-609.9","-609.9","-609.9","-487.3","-487.3","-487.3"
"632","-556.9","-556.9","-556.9","-516.7","-516.7","-516.7"
"633","-625.9","-625.9","-625.9","-489.4","-489.4","-489.4"
"634","-623","-623","-623","-562.5","-562.5","-562.5"
"635","-714.8","-714.8","-714.8","-570.8","-570.8","-570.8"
"636","-734.9","-734.9","-734.9","-667.5","-667.5","-667.5"
"637","-658.3","-658.3","-658.3","-505.7","-505.7","-505.7"
"638","-645.7","-645.7","-645.7","-503.1","-503.1","-503.1"
"639","-599.8","-599.8","-599.8","-550.5","-550.5","-550.5"
"640","-630.7","-630.7","-630.7","-564.1","-564.1","-564.1"
"641","-595.3","-595.3","-595.3","-565.9","-565.9","-565.9"
"642","-677.9","-677.9","-677.9","-573.1","-573.1","-573.1"
"643","-603.2","-603.2","-603.2","-642.2","-642.2","-642.2"
"644","-579.3","-579.3","-579.3","-570","-570","-570"
"645","-550.6","-550.6","-550.6","-547.6","-547.6","-547.6"
"646","-625.2","-625.2","-625.2","-612.6","-612.6","-612.6"
"647","-706.7","-706.7","-706.7","-546.5","-546.5","-546.5"
"648","-618","-618","-618","-570.5","-570.5","-570.5"
"649","-595.7","-595.7","-595.7","-574.3","-574.3","-574.3"
"650","-682.8","-682.8","-682.8","-551.8","-551.8","-551.8"
"651","-585.7","-585.7","-585.7","-588.3","-588.3","-588.3"
"652","-611.7","-611.7","-611.7","-526.6","-526.6","-526.6"
"653","-612.5","-612.5","-612.5","-586","-586","-586"
"654","-565","-565","-565","-603.2","-603.2","-603.2"
"655","-595","-595","-595","-511.5","-511.5","-511.5"
"656","-765.3","-765.3","-765.3","-555.3","-555.3","-555.3"
"657","-560.4","-560.4","-560.4","-539.6","-539.6","-539.6"
"658","-613.7","-613.7","-613.7","-584","-584","-584"
"659","-637.4","-637.4","-637.4","-515.8","-515.8","-515.8"
"660","-581.8","-581.8","-581.8","-627.5","-627.5","-627.5"
"661","-638.7","-638.7","-638.7","-535.1","-535.1","-535.1"
"662","-655.4","-655.4","-655.4","-549.7","-549.7","-549.7"
"663","-648","-648","-648","-519.2","-519.2","-519.2"
"664","-566.7","-566.7","-566.7","-645.8","-645.8","-645.8"
"665","-751.5","-751.5","-751.5","-598.9","-598.9","-598.9"
"666","-697.4","-697.4","-697.4","-564.9","-564.9","-564.9"
"667","-682.7","-682.7","-682.7","-584.2","-584.2","-584.2"
"668","-633.5","-633.5","-633.5","-563.6","-563.6","-563.6"
"669","-577.7","-577.7","-577.7","-547.5","-547.5","-547.5"
"670","-670.4","-670.4","-670.4","-586.3","-586.3","-586.3"
"671","-633.7","-633.7","-633.7","-538.1","-538.1","-538.1"
"672","-603.4","-603.4","-603.4","-584.3","-584.3","-584.3"
"673","-630.7","-630.7","-630.7","-585.1","-585.1","-585.1"
"674","-650.4","-650.4","-650.4","-592.2","-592.2","-592.2"
"675","-690.9","-690.9","-690.9","-593.2","-593.2","-593.2"
"676","-532.6","-532.6","-532.6","-595.9","-595.9","-595.9"
"677","-577.7","-577.7","-577.7","-621.3","-621.3","-621.3"
"678","-644.1","-644.1","-644.1","-566.1","-566.1","-566.1"
"679","-577","-577","-577","-615.1","-615.1","-615.1"
"680","-600","-600","-600","-560.7","-560.7","-560.7"
"681","-618","-618","-618","-625.8","-625.8","-625.8"
"682","-517.3","-517.3","-517.3","-611.1","-611.1","-611.1"
"683","-648.9","-648.9","-648.9","-480","-480","-480"
"684","-573.7","-573.7","-573.7","-476.8","-476.8","-476.8"
"685","-602.3","-602.3","-602.3","-511.6","-511.6","-511.6"
"686","-636.4","-636.4","-636.4","-500.9","-500.9","-500.9"
"687","-650","-650","-650","-484.7","-484.7","-484.7"
"688","-641","-641","-641","-523.9","-523.9","-523.9"
"689","-566","-566","-566","-526.9","-526.9","-526.9"
"690","-598.7","-598.7","-598.7","-624.8","-624.8","-624.8"
"691","-701.9","-701.9","-701.9","-574.8","-574.8","-574.8"
"692","-659.4","-659.4","-659.4","-485.2","-485.2","-485.2"
"693","-631.7","-631.7","-631.7","-618.9","-618.9","-618.9"
"694","-605.7","-605.7","-605.7","-578.4","-578.4","-578.4"
"695","-557.7","-557.7","-557.7","-541","-541","-541"
"696","-600.6","-600.6","-600.6","-545.6","-545.6","-545.6"
"697","-748.8","-748.8","-748.8","-512.4","-512.4","-512.4"
"698","-632.2","-632.2","-632.2","-582.6","-582.6","-582.6"
"699","-649.1","-649.1","-649.1","-574.6","-574.6","-574.6"
"700","-701.1","-701.1","-701.1","-556.1","-556.1","-556.1"
"701","-607","-607","-607","-594.5","-594.5","-594.5"
"702","-632.8","-632.8","-632.8","-640.2","-640.2","-640.2"
"703","-544.9","-544.9","-544.9","-526.4","-526.4","-526.4"
"704","-610.8","-610.8","-610.8","-652.7","-652.7","-652.7"
"705","-724.3","-724.3","-724.3","-485.4","-485.4","-485.4"
"706","-502.7","-502.7","-502.7","-624","-624","-624"
"707","-632","-632","-632","-567","-567","-567"
"708","-546.2","-546.2","-546.2","-589","-589","-589"
"709","-604.2","-604.2","-604.2","-610.1","-610.1","-610.1"
"710","-649.9","-649.9","-649.9","-638.9","-638.9","-638.9"
"711","-662.5","-662.5","-662.5","-625.3","-625.3","-625.3"
"712","-628.1","-628.1","-628.1","-606.7","-606.7","-606.7"
"713","-596.4","-596.4","-596.4","-573.3","-573.3","-573.3"
"714","-541.3","-541.3","-541.3","-518.1","-518.1","-518.1"
"715","-698.2","-698.2","-698.2","-485.1","-485.1","-485.1"
"716","-540.3","-540.3","-540.3","-556","-556","-556"
"717","-697.7","-697.7","-697.7","-587.8","-587.8","-587.8"
"718","-653.3","-653.3","-653.3","-549","-549","-549"
"719","-604","-604","-604","-595.6","-595.6","-595.6"
"720","-516.9","-516.9","-516.9","-664.3","-664.3","-664.3"
"721","-593.3","-593.3","-593.3","-488.7","-488.7","-488.7"
"722","-593","-593","-593","-602.1","-602.1","-602.1"
"723","-685.2","-685.2","-685.2","-599.8","-599.8","-599.8"
"724","-541.3","-541.3","-541.3","-480.6","-480.6","-480.6"
"725","-520.8","-520.8","-520.8","-572.7","-572.7","-572.7"
"726","-525.5","-525.5","-525.5","-596.7","-596.7","-596.7"
"727","-630.1","-630.1","-630.1","-509.9","-509.9","-509.9"
"728","-610","-610","-610","-578.1","-578.1","-578.1"
"729","-621.2","-621.2","-621.2","-575.4","-575.4","-575.4"
"730","-676.4","-676.4","-676.4","-594.7","-594.7","-594.7"
"731","-632.8","-632.8","-632.8","-694.2","-694.2","-694.2"
"732","-595.9","-595.9","-595.9","-609.3","-609.3","-609.3"
"733","-610.1","-610.1","-610.1","-610.8","-610.8","-610.8"
"734","-710.5","-710.5","-710.5","-486","-486","-486"
"735","-639.3","-639.3","-639.3","-608.1","-608.1","-608.1"
"736","-567.3","-567.3","-567.3","-599.1","-599.1","-599.1"
"737","-657.7","-657.7","-657.7","-575","-575","-575"
"738","-618.8","-618.8","-618.8","-619.3","-619.3","-619.3"
"739","-624.4","-624.4","-624.4","-631.8","-631.8","-631.8"
"740","-597.1","-597.1","-597.1","-552.4","-552.4","-552.4"
"741","-636.6","-636.6","-636.6","-517.6","-517.6","-517.6"
"742","-538.8","-538.8","-538.8","-588.4","-588.4","-588.4"
"743","-635.6","-635.6","-635.6","-564.4","-564.4","-564.4"
"744","-647.2","-647.2","-647.2","-492.2","-492.2","-492.2"
"745","-589.7","-589.7","-589.7","-579.8","-579.8","-579.8"
"746","-546.3","-546.3","-546.3","-572.4","-572.4","-572.4"
"747","-633.2","-633.2","-633.2","-556.2","-556.2","-556.2"
"748","-614.1","-614.1","-614.1","-666.8","-666.8","-666.8"
"749","-618.3","-618.3","-618.3","-515.8","-515.8","-515.8"
"750","-664.1","-664.1","-664.1","-642.6","-642.6","-642.6"
"751","-487.8","-487.8","-487.8","-616","-616","-616"
"752","-549.4","-549.4","-549.4","-532.3","-532.3","-532.3"
"753","-550.8","-550.8","-550.8","-488.2","-488.2","-488.2"
"754","-610.2","-610.2","-610.2","-581.3","-581.3","-581.3"
"755","-550.8","-550.8","-550.8","-525.3","-525.3","-525.3"
"756","-617.2","-617.2","-617.2","-594.6","-594.6","-594.6"
"757","-695.7","-695.7","-695.7","-633.6","-633.6","-633.6"
"758","-673","-673","-673","-574.2","-574.2","-574.2"
"759","-478.5","-478.5","-478.5","-563.9","-563.9","-563.9"
"760","-609.1","-609.1","-609.1","-535.7","-535.7","-535.7"
"761","-476.2","-476.2","-476.2","-581.6","-581.6","-581.6"
"762","-568.4","-568.4","-568.4","-607.5","-607.5","-607.5"
"763","-570.6","-570.6","-570.6","-719.5","-719.5","-719.5"
"764","-601.4","-601.4","-601.4","-616.5","-616.5","-616.5"
"765","-634.6","-634.6","-634.6","-550.1","-550.1","-550.1"
"766","-591.6","-591.6","-591.6","-571.9","-571.9","-571.9"
"767","-586.4","-586.4","-586.4","-594.4","-594.4","-594.4"
"768","-587.9","-587.9","-587.9","-603.5","-603.5","-603.5"
"769","-572.4","-572.4","-572.4","-567.5","-567.5","-567.5"
"770","-604.3","-604.3","-604.3","-613.1","-613.1","-613.1"
"771","-605.4","-605.4","-605.4","-610.3","-610.3","-610.3"
"772","-565.8","-565.8","-565.8","-601.2","-601.2","-601.2"
"773","-551.4","-551.4","-551.4","-575.8","-575.8","-575.8"
"774","-460.5","-460.5","-460.5","-532.4","-532.4","-532.4"
"775","-622.1","-622.1","-622.1","-510.2","-510.2","-510.2"
"776","-528.1","-528.1","-528.1","-610.9","-610.9","-610.9"
"777","-686.5","-686.5","-686.5","-492","-492","-492"
"778","-600.6","-600.6","-600.6","-544.8","-544.8","-544.8"
"779","-675.5","-675.5","-675.5","-600.4","-600.4","-600.4"
"780","-589.6","-589.6","-589.6","-597.1","-597.1","-597.1"
"781","-677.4","-677.4","-677.4","-607.8","-607.8","-607.8"
"782","-551.4","-551.4","-551.4","-578.1","-578.1","-578.1"
"783","-659.4","-659.4","-659.4","-530.1","-530.1","-530.1"
"784","-526","-526","-526","-624.2","-624.2","-624.2"
"785","-655.9","-655.9","-655.9","-534.4","-534.4","-534.4"
"786","-623.8","-623.8","-623.8","-538.1","-538.1","-538.1"
"787","-556.4","-556.4","-556.4","-571.9","-571.9","-571.9"
"788","-549.9","-549.9","-549.9","-594.5","-594.5","-594.5"
"789","-486.7","-486.7","-486.7","-530.1","-530.1","-530.1"
"790","-646.3","-646.3","-646.3","-646.9","-646.9","-646.9"
"791","-570.9","-570.9","-570.9","-560","-560","-560"
"792","-669.5","-669.5","-669.5","-522.1","-522.1","-522.1"
"793","-677.4","-677.4","-677.4","-558.3","-558.3","-558.3"
"794","-575.6","-575.6","-575.6","-637.8","-637.8","-637.8"
"795","-566.2","-566.2","-566.2","-534.1","-534.1","-534.1"
"796","-622.9","-622.9","-622.9","-481.2","-481.2","-481.2"
"797","-622.9","-622.9","-622.9","-553.4","-553.4","-553.4"
"798","-636.6","-636.6","-636.6","-572.8","-572.8","-572.8"
"799","-559.2","-559.2","-559.2","-546.1","-546.1","-546.1"
"800","-585","-585","-585","-536.8","-536.8","-536.8"
"801","-580.9","-580.9","-580.9","-590.8","-590.8","-590.8"
"802","-589.9","-589.9","-589.9","-591","-591","-591"
"803","-574.5","-574.5","-574.5","-553.9","-553.9","-553.9"
"804","-583","-583","-583","-593.1","-593.1","-593.1"
"805","-575","-575","-575","-567.2","-567.2","-567.2"
"806","-582.7","-582.7","-582.7","-465.3","-465.3","-465.3"
"807","-600.3","-600.3","-600.3","-598.5","-598.5","-598.5"
"808","-529.6","-529.6","-529.6","-581.1","-581.1","-581.1"
"809","-539","-539","-539","-572.9","-572.9","-572.9"
"810","-532.1","-532.1","-532.1","-556.2","-556.2","-556.2"
"811","-635.4","-635.4","-635.4","-487.1","-487.1","-487.1"
"812","-586.7","-586.7","-586.7","-562.7","-562.7","-562.7"
"813","-619.5","-619.5","-619.5","-597.8","-597.8","-597.8"
"814","-556.1","-556.1","-556.1","-565.2","-565.2","-565.2"
"815","-632.4","-632.4","-632.4","-576.3","-576.3","-576.3"
