"Step","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_333figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_333figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_333figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_333figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_333figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_333figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_333figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_333figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_333figure3 - episode_return__MAX"
"426","-296.1","-296.1","-296.1","-329.8","-329.8","-329.8","-322.1","-322.1","-322.1","-345.8","-345.8","-345.8"
"427","-318.4","-318.4","-318.4","-350.4","-350.4","-350.4","-362.2","-362.2","-362.2","-367.9","-367.9","-367.9"
"428","-359.8","-359.8","-359.8","-318.5","-318.5","-318.5","-358","-358","-358","-342.3","-342.3","-342.3"
"429","-342.3","-342.3","-342.3","-313.1","-313.1","-313.1","-377.6","-377.6","-377.6","-386.6","-386.6","-386.6"
"430","-306.8","-306.8","-306.8","-373.9","-373.9","-373.9","-353.9","-353.9","-353.9","-344.4","-344.4","-344.4"
"431","-370.3","-370.3","-370.3","-347.8","-347.8","-347.8","-378.9","-378.9","-378.9","-354.2","-354.2","-354.2"
"432","-331.2","-331.2","-331.2","-339.8","-339.8","-339.8","-353.5","-353.5","-353.5","-381.7","-381.7","-381.7"
"433","-332.7","-332.7","-332.7","-336.8","-336.8","-336.8","-337.7","-337.7","-337.7","-366.6","-366.6","-366.6"
"434","-314","-314","-314","-352.4","-352.4","-352.4","-379.1","-379.1","-379.1","-372.8","-372.8","-372.8"
"435","-331","-331","-331","-354.6","-354.6","-354.6","-336.7","-336.7","-336.7","-338.5","-338.5","-338.5"
"436","-324.7","-324.7","-324.7","-332.1","-332.1","-332.1","-309.8","-309.8","-309.8","-325.1","-325.1","-325.1"
"437","-386.9","-386.9","-386.9","-387.9","-387.9","-387.9","-310.5","-310.5","-310.5","-341.1","-341.1","-341.1"
"438","-378.9","-378.9","-378.9","-327.5","-327.5","-327.5","-325.7","-325.7","-325.7","-392.4","-392.4","-392.4"
"439","-367.7","-367.7","-367.7","-367","-367","-367","-341.4","-341.4","-341.4","-388.6","-388.6","-388.6"
"440","-352.5","-352.5","-352.5","-262.7","-262.7","-262.7","-325.8","-325.8","-325.8","-335.3","-335.3","-335.3"
"441","-368.5","-368.5","-368.5","-404.7","-404.7","-404.7","-301.9","-301.9","-301.9","-368.1","-368.1","-368.1"
"442","-332.7","-332.7","-332.7","-331.7","-331.7","-331.7","-349.2","-349.2","-349.2","-293.8","-293.8","-293.8"
"443","-331.1","-331.1","-331.1","-286.8","-286.8","-286.8","-356.2","-356.2","-356.2","-358.9","-358.9","-358.9"
"444","-323.1","-323.1","-323.1","-353.9","-353.9","-353.9","-330.5","-330.5","-330.5","-338.2","-338.2","-338.2"
"445","-337.1","-337.1","-337.1","-325.9","-325.9","-325.9","-349.5","-349.5","-349.5","-348.3","-348.3","-348.3"
"446","-309.9","-309.9","-309.9","-299.3","-299.3","-299.3","-376.2","-376.2","-376.2","-323","-323","-323"
"447","-364.7","-364.7","-364.7","-353.8","-353.8","-353.8","-310.1","-310.1","-310.1","-315.9","-315.9","-315.9"
"448","-341.3","-341.3","-341.3","-344","-344","-344","-366.2","-366.2","-366.2","-348.2","-348.2","-348.2"
"449","-290.4","-290.4","-290.4","-339.5","-339.5","-339.5","-379.1","-379.1","-379.1","-342.3","-342.3","-342.3"
"450","-307.2","-307.2","-307.2","-333.5","-333.5","-333.5","-330.6","-330.6","-330.6","-356","-356","-356"
"451","-330.7","-330.7","-330.7","-348.5","-348.5","-348.5","-314.3","-314.3","-314.3","-361.3","-361.3","-361.3"
"452","-318.7","-318.7","-318.7","-262.6","-262.6","-262.6","-309.4","-309.4","-309.4","-314.9","-314.9","-314.9"
"453","-297.6","-297.6","-297.6","-326.8","-326.8","-326.8","-341.6","-341.6","-341.6","-356.2","-356.2","-356.2"
"454","-338.8","-338.8","-338.8","-357.3","-357.3","-357.3","-297.2","-297.2","-297.2","-350.6","-350.6","-350.6"
"455","-343.5","-343.5","-343.5","-333.3","-333.3","-333.3","-327.5","-327.5","-327.5","-354.1","-354.1","-354.1"
"456","-294.6","-294.6","-294.6","-313.4","-313.4","-313.4","-326.9","-326.9","-326.9","-319.9","-319.9","-319.9"
"457","-302.9","-302.9","-302.9","-323","-323","-323","-295","-295","-295","-310.2","-310.2","-310.2"
"458","-346","-346","-346","-354.6","-354.6","-354.6","-304.4","-304.4","-304.4","-332.9","-332.9","-332.9"
"459","-303","-303","-303","-388.6","-388.6","-388.6","-313.7","-313.7","-313.7","-355.5","-355.5","-355.5"
"460","-342.4","-342.4","-342.4","-371.9","-371.9","-371.9","-290.3","-290.3","-290.3","-336.5","-336.5","-336.5"
"461","-299.7","-299.7","-299.7","-365.3","-365.3","-365.3","-326.6","-326.6","-326.6","-319.1","-319.1","-319.1"
"462","-330.4","-330.4","-330.4","-360.8","-360.8","-360.8","-353.8","-353.8","-353.8","-337.7","-337.7","-337.7"
"463","-311","-311","-311","-322.9","-322.9","-322.9","-348.7","-348.7","-348.7","-374.4","-374.4","-374.4"
"464","-318.9","-318.9","-318.9","-344.1","-344.1","-344.1","-348.3","-348.3","-348.3","-324","-324","-324"
"465","-260.3","-260.3","-260.3","-375.7","-375.7","-375.7","-332.7","-332.7","-332.7","-314.5","-314.5","-314.5"
"466","-307.3","-307.3","-307.3","-331.8","-331.8","-331.8","-317.7","-317.7","-317.7","-371.7","-371.7","-371.7"
"467","-321.7","-321.7","-321.7","-314.7","-314.7","-314.7","-321.6","-321.6","-321.6","-313.2","-313.2","-313.2"
"468","-340.5","-340.5","-340.5","-363.6","-363.6","-363.6","-345","-345","-345","-310.2","-310.2","-310.2"
"469","-333.7","-333.7","-333.7","-301.5","-301.5","-301.5","-318.3","-318.3","-318.3","-348.1","-348.1","-348.1"
"470","-342.4","-342.4","-342.4","-318.5","-318.5","-318.5","-336.1","-336.1","-336.1","-380.4","-380.4","-380.4"
"471","-286.7","-286.7","-286.7","-333.1","-333.1","-333.1","-352.2","-352.2","-352.2","-304.4","-304.4","-304.4"
"472","-311.6","-311.6","-311.6","-307.6","-307.6","-307.6","-292.6","-292.6","-292.6","-333.6","-333.6","-333.6"
"473","-336.6","-336.6","-336.6","-354.3","-354.3","-354.3","-336","-336","-336","-325.2","-325.2","-325.2"
"474","-293.2","-293.2","-293.2","-330.6","-330.6","-330.6","-324","-324","-324","-307.3","-307.3","-307.3"
"475","-330.9","-330.9","-330.9","-357.2","-357.2","-357.2","-356.1","-356.1","-356.1","-325.4","-325.4","-325.4"
"476","-307.7","-307.7","-307.7","-311","-311","-311","-345.9","-345.9","-345.9","-311.5","-311.5","-311.5"
"477","-328.1","-328.1","-328.1","-306.7","-306.7","-306.7","-367.3","-367.3","-367.3","-352.5","-352.5","-352.5"
"478","-277.5","-277.5","-277.5","-294.3","-294.3","-294.3","-326","-326","-326","-333.9","-333.9","-333.9"
"479","-321","-321","-321","-332.7","-332.7","-332.7","-345.8","-345.8","-345.8","-350.5","-350.5","-350.5"
"480","-320.3","-320.3","-320.3","-354","-354","-354","-326.2","-326.2","-326.2","-328.9","-328.9","-328.9"
"481","-312.4","-312.4","-312.4","-328.1","-328.1","-328.1","-344.9","-344.9","-344.9","-322.1","-322.1","-322.1"
"482","-328.9","-328.9","-328.9","-370.9","-370.9","-370.9","-349.6","-349.6","-349.6","-372.7","-372.7","-372.7"
"483","-298.3","-298.3","-298.3","-369.7","-369.7","-369.7","-396.3","-396.3","-396.3","-341.2","-341.2","-341.2"
"484","-287.8","-287.8","-287.8","-372.1","-372.1","-372.1","-345.5","-345.5","-345.5","-327.7","-327.7","-327.7"
"485","-316.5","-316.5","-316.5","-305.3","-305.3","-305.3","-336.2","-336.2","-336.2","-334.9","-334.9","-334.9"
"486","-359.7","-359.7","-359.7","-352.1","-352.1","-352.1","-318.4","-318.4","-318.4","-354","-354","-354"
"487","-342.1","-342.1","-342.1","-340","-340","-340","-310.8","-310.8","-310.8","-339.2","-339.2","-339.2"
"488","-313","-313","-313","-352","-352","-352","-398.1","-398.1","-398.1","-336.5","-336.5","-336.5"
"489","-312.1","-312.1","-312.1","-304.9","-304.9","-304.9","-384.7","-384.7","-384.7","-281.9","-281.9","-281.9"
"490","-305.9","-305.9","-305.9","-355","-355","-355","-321.2","-321.2","-321.2","-358.5","-358.5","-358.5"
"491","-312.5","-312.5","-312.5","-355.9","-355.9","-355.9","-334.9","-334.9","-334.9","-327.2","-327.2","-327.2"
"492","-329.9","-329.9","-329.9","-310.9","-310.9","-310.9","-338.1","-338.1","-338.1","-361","-361","-361"
"493","-294.2","-294.2","-294.2","-314.5","-314.5","-314.5","-341.2","-341.2","-341.2","-335.6","-335.6","-335.6"
"494","-330.9","-330.9","-330.9","-321.9","-321.9","-321.9","-375.1","-375.1","-375.1","-315.8","-315.8","-315.8"
"495","-316.6","-316.6","-316.6","-349.5","-349.5","-349.5","-341.6","-341.6","-341.6","-336.8","-336.8","-336.8"
"496","-313.1","-313.1","-313.1","-289.4","-289.4","-289.4","-342.9","-342.9","-342.9","-355.7","-355.7","-355.7"
"497","-348.8","-348.8","-348.8","-340.2","-340.2","-340.2","-293.6","-293.6","-293.6","-341.9","-341.9","-341.9"
"498","-319.6","-319.6","-319.6","-342","-342","-342","-387.1","-387.1","-387.1","-352.4","-352.4","-352.4"
"499","-330","-330","-330","-299.8","-299.8","-299.8","-342.8","-342.8","-342.8","-295","-295","-295"
"500","-281","-281","-281","-306.3","-306.3","-306.3","-332.4","-332.4","-332.4","-355.1","-355.1","-355.1"
"501","-341.9","-341.9","-341.9","-335.3","-335.3","-335.3","-317.3","-317.3","-317.3","-287.7","-287.7","-287.7"
"502","-319.1","-319.1","-319.1","-354.7","-354.7","-354.7","-320.1","-320.1","-320.1","-353","-353","-353"
"503","-267.4","-267.4","-267.4","-322.9","-322.9","-322.9","-354.6","-354.6","-354.6","-326.4","-326.4","-326.4"
"504","-349.6","-349.6","-349.6","-335.3","-335.3","-335.3","-330.8","-330.8","-330.8","-313.1","-313.1","-313.1"
"505","-355.8","-355.8","-355.8","-289.7","-289.7","-289.7","-369.6","-369.6","-369.6","-347.2","-347.2","-347.2"
"506","-368.6","-368.6","-368.6","-301.3","-301.3","-301.3","-319.8","-319.8","-319.8","-345.4","-345.4","-345.4"
"507","-306","-306","-306","-330.3","-330.3","-330.3","-311.5","-311.5","-311.5","-366.4","-366.4","-366.4"
"508","-362.7","-362.7","-362.7","-352.5","-352.5","-352.5","-349","-349","-349","-317.2","-317.2","-317.2"
"509","-348.1","-348.1","-348.1","-279.5","-279.5","-279.5","-331","-331","-331","-299.8","-299.8","-299.8"
"510","-345.7","-345.7","-345.7","-319.6","-319.6","-319.6","-334.2","-334.2","-334.2","-333.9","-333.9","-333.9"
"511","-307.8","-307.8","-307.8","-293.6","-293.6","-293.6","-346.8","-346.8","-346.8","-281.5","-281.5","-281.5"
"512","-297.7","-297.7","-297.7","-315.1","-315.1","-315.1","-321.8","-321.8","-321.8","-373.2","-373.2","-373.2"
"513","-340.9","-340.9","-340.9","-315.2","-315.2","-315.2","-365.2","-365.2","-365.2","-288.2","-288.2","-288.2"
"514","-317.1","-317.1","-317.1","-315.7","-315.7","-315.7","-317.5","-317.5","-317.5","-327.8","-327.8","-327.8"
"515","-329.2","-329.2","-329.2","-344.9","-344.9","-344.9","-343.7","-343.7","-343.7","-290.9","-290.9","-290.9"
"516","-322.6","-322.6","-322.6","-380.1","-380.1","-380.1","-316","-316","-316","-313.7","-313.7","-313.7"
"517","-298.4","-298.4","-298.4","-365.3","-365.3","-365.3","-339.7","-339.7","-339.7","-344.2","-344.2","-344.2"
"518","-341.4","-341.4","-341.4","-353.3","-353.3","-353.3","-287.5","-287.5","-287.5","-308.9","-308.9","-308.9"
"519","-339.7","-339.7","-339.7","-352.6","-352.6","-352.6","-295.4","-295.4","-295.4","-309.9","-309.9","-309.9"
"520","-334.1","-334.1","-334.1","-349.7","-349.7","-349.7","-322.7","-322.7","-322.7","-301.4","-301.4","-301.4"
"521","-337.5","-337.5","-337.5","-271.5","-271.5","-271.5","-330","-330","-330","-288.5","-288.5","-288.5"
"522","-351.9","-351.9","-351.9","-276.4","-276.4","-276.4","-340","-340","-340","-326.3","-326.3","-326.3"
"523","-300","-300","-300","-261.8","-261.8","-261.8","-294.5","-294.5","-294.5","-270.4","-270.4","-270.4"
"524","-286.4","-286.4","-286.4","-334.7","-334.7","-334.7","-305.8","-305.8","-305.8","-326.8","-326.8","-326.8"
"525","-304.5","-304.5","-304.5","-320.5","-320.5","-320.5","-313.8","-313.8","-313.8","-358.9","-358.9","-358.9"
"526","-307.2","-307.2","-307.2","-346.1","-346.1","-346.1","-329.9","-329.9","-329.9","-405.4","-405.4","-405.4"
"527","-317.6","-317.6","-317.6","-341.3","-341.3","-341.3","-343.2","-343.2","-343.2","-326.2","-326.2","-326.2"
"528","-346.9","-346.9","-346.9","-308.8","-308.8","-308.8","-324.3","-324.3","-324.3","-305.9","-305.9","-305.9"
"529","-287.6","-287.6","-287.6","-280.9","-280.9","-280.9","-297.4","-297.4","-297.4","-299","-299","-299"
"530","-295.8","-295.8","-295.8","-341.8","-341.8","-341.8","-291.1","-291.1","-291.1","-315.4","-315.4","-315.4"
"531","-277.6","-277.6","-277.6","-315.6","-315.6","-315.6","-314","-314","-314","-305.8","-305.8","-305.8"
"532","-326.1","-326.1","-326.1","-305.2","-305.2","-305.2","-345.2","-345.2","-345.2","-309.9","-309.9","-309.9"
"533","-287.3","-287.3","-287.3","-338.5","-338.5","-338.5","-331.3","-331.3","-331.3","-326.1","-326.1","-326.1"
"534","-299.2","-299.2","-299.2","-319.4","-319.4","-319.4","-307.1","-307.1","-307.1","-292.2","-292.2","-292.2"
"535","-317.3","-317.3","-317.3","-367.9","-367.9","-367.9","-326.4","-326.4","-326.4","-307.1","-307.1","-307.1"
"536","-304.3","-304.3","-304.3","-334.7","-334.7","-334.7","-271.9","-271.9","-271.9","-322.4","-322.4","-322.4"
"537","-318.3","-318.3","-318.3","-329","-329","-329","-354.4","-354.4","-354.4","-331.7","-331.7","-331.7"
"538","-301.5","-301.5","-301.5","-324.2","-324.2","-324.2","-350.1","-350.1","-350.1","-292.1","-292.1","-292.1"
"539","-304","-304","-304","-301.1","-301.1","-301.1","-357.7","-357.7","-357.7","-310.3","-310.3","-310.3"
"540","-285.2","-285.2","-285.2","-319.4","-319.4","-319.4","-313.2","-313.2","-313.2","-336","-336","-336"
"541","-336.2","-336.2","-336.2","-309.4","-309.4","-309.4","-332.2","-332.2","-332.2","-356.6","-356.6","-356.6"
"542","-338.2","-338.2","-338.2","-335.5","-335.5","-335.5","-307.3","-307.3","-307.3","-350.9","-350.9","-350.9"
"543","-318.2","-318.2","-318.2","-312.1","-312.1","-312.1","-322.3","-322.3","-322.3","-306.2","-306.2","-306.2"
"544","-284.9","-284.9","-284.9","-327.4","-327.4","-327.4","-309.7","-309.7","-309.7","-302.8","-302.8","-302.8"
"545","-300.9","-300.9","-300.9","-306.5","-306.5","-306.5","-329.2","-329.2","-329.2","-328.2","-328.2","-328.2"
"546","-320.8","-320.8","-320.8","-378.9","-378.9","-378.9","-348.6","-348.6","-348.6","-319.5","-319.5","-319.5"
"547","-299.2","-299.2","-299.2","-334.9","-334.9","-334.9","-377.4","-377.4","-377.4","-301.1","-301.1","-301.1"
"548","-290.7","-290.7","-290.7","-334.5","-334.5","-334.5","-310","-310","-310","-295.8","-295.8","-295.8"
"549","-332.9","-332.9","-332.9","-344.3","-344.3","-344.3","-297.1","-297.1","-297.1","-329.3","-329.3","-329.3"
"550","-306.1","-306.1","-306.1","-322.1","-322.1","-322.1","-314.1","-314.1","-314.1","-317.2","-317.2","-317.2"
"551","-301","-301","-301","-376","-376","-376","-343.4","-343.4","-343.4","-281.8","-281.8","-281.8"
"552","-290.9","-290.9","-290.9","-314.9","-314.9","-314.9","-333.9","-333.9","-333.9","-305.2","-305.2","-305.2"
"553","-333.9","-333.9","-333.9","-327.7","-327.7","-327.7","-345.1","-345.1","-345.1","-331.8","-331.8","-331.8"
"554","-375.8","-375.8","-375.8","-383.2","-383.2","-383.2","-361.3","-361.3","-361.3","-334.2","-334.2","-334.2"
"555","-360.3","-360.3","-360.3","-325.4","-325.4","-325.4","-358.3","-358.3","-358.3","-305.5","-305.5","-305.5"
"556","-366.2","-366.2","-366.2","-324.3","-324.3","-324.3","-294.9","-294.9","-294.9","-338.2","-338.2","-338.2"
"557","-316.9","-316.9","-316.9","-325","-325","-325","-311.1","-311.1","-311.1","-295.4","-295.4","-295.4"
"558","-302","-302","-302","-331.5","-331.5","-331.5","-357.6","-357.6","-357.6","-356.5","-356.5","-356.5"
"559","-271","-271","-271","-341.6","-341.6","-341.6","-335.6","-335.6","-335.6","-315.1","-315.1","-315.1"
"560","-288.8","-288.8","-288.8","-281.7","-281.7","-281.7","-338.9","-338.9","-338.9","-367.1","-367.1","-367.1"
"561","-287.6","-287.6","-287.6","-303.8","-303.8","-303.8","-288.4","-288.4","-288.4","-346.6","-346.6","-346.6"
"562","-340.3","-340.3","-340.3","-325.7","-325.7","-325.7","-390","-390","-390","-364.7","-364.7","-364.7"
"563","-261.5","-261.5","-261.5","-325.4","-325.4","-325.4","-320.4","-320.4","-320.4","-294.3","-294.3","-294.3"
"564","-309.9","-309.9","-309.9","-308.1","-308.1","-308.1","-306.3","-306.3","-306.3","-319.6","-319.6","-319.6"
"565","-304.8","-304.8","-304.8","-342.4","-342.4","-342.4","-342.8","-342.8","-342.8","-340.7","-340.7","-340.7"
"566","-355.2","-355.2","-355.2","-266.6","-266.6","-266.6","-344.3","-344.3","-344.3","-347.7","-347.7","-347.7"
"567","-377.9","-377.9","-377.9","-321.4","-321.4","-321.4","-324.9","-324.9","-324.9","-332.6","-332.6","-332.6"
"568","-308.7","-308.7","-308.7","-296.4","-296.4","-296.4","-353.9","-353.9","-353.9","-318.9","-318.9","-318.9"
"569","-316.4","-316.4","-316.4","-331.9","-331.9","-331.9","-301.1","-301.1","-301.1","-373.8","-373.8","-373.8"
"570","-300.8","-300.8","-300.8","-307.6","-307.6","-307.6","-329.2","-329.2","-329.2","-369.4","-369.4","-369.4"
"571","-301.9","-301.9","-301.9","-324.9","-324.9","-324.9","-321.9","-321.9","-321.9","-360.7","-360.7","-360.7"
"572","-299.9","-299.9","-299.9","-333.5","-333.5","-333.5","-387.2","-387.2","-387.2","-317.5","-317.5","-317.5"
"573","-293.5","-293.5","-293.5","-311.1","-311.1","-311.1","-354.8","-354.8","-354.8","-313.6","-313.6","-313.6"
"574","-310.8","-310.8","-310.8","-323.5","-323.5","-323.5","-295.2","-295.2","-295.2","-298.9","-298.9","-298.9"
"575","-300.6","-300.6","-300.6","-349.5","-349.5","-349.5","-357.7","-357.7","-357.7","-306.7","-306.7","-306.7"
"576","-291.2","-291.2","-291.2","-280.7","-280.7","-280.7","-382","-382","-382","-302.9","-302.9","-302.9"
"577","-315.4","-315.4","-315.4","-284.1","-284.1","-284.1","-334.3","-334.3","-334.3","-307.9","-307.9","-307.9"
"578","-313.6","-313.6","-313.6","-271.5","-271.5","-271.5","-325.1","-325.1","-325.1","-321.2","-321.2","-321.2"
"579","-334.7","-334.7","-334.7","-334.6","-334.6","-334.6","-322.1","-322.1","-322.1","-296.9","-296.9","-296.9"
"580","-283.8","-283.8","-283.8","-277.8","-277.8","-277.8","-324.1","-324.1","-324.1","-329.7","-329.7","-329.7"
"581","-322","-322","-322","-319","-319","-319","-275.1","-275.1","-275.1","-336.9","-336.9","-336.9"
"582","-311.2","-311.2","-311.2","-324.9","-324.9","-324.9","-314.7","-314.7","-314.7","-334.8","-334.8","-334.8"
"583","-275.4","-275.4","-275.4","-325.3","-325.3","-325.3","-342","-342","-342","-327","-327","-327"
"584","-345.2","-345.2","-345.2","-310.9","-310.9","-310.9","-316.6","-316.6","-316.6","-283.1","-283.1","-283.1"
"585","-278.4","-278.4","-278.4","-314.4","-314.4","-314.4","-353.7","-353.7","-353.7","-378.1","-378.1","-378.1"
"586","-285.1","-285.1","-285.1","-320.2","-320.2","-320.2","-264.7","-264.7","-264.7","-352.1","-352.1","-352.1"
"587","-291.6","-291.6","-291.6","-323.3","-323.3","-323.3","-343","-343","-343","-301.2","-301.2","-301.2"
"588","-302.4","-302.4","-302.4","-311","-311","-311","-321.4","-321.4","-321.4","-353.7","-353.7","-353.7"
"589","-297.3","-297.3","-297.3","-343.9","-343.9","-343.9","-306.7","-306.7","-306.7","-353.8","-353.8","-353.8"
"590","-331.7","-331.7","-331.7","-319.1","-319.1","-319.1","-354.6","-354.6","-354.6","-311.1","-311.1","-311.1"
"591","-326","-326","-326","-304.9","-304.9","-304.9","-323.3","-323.3","-323.3","-288","-288","-288"
"592","-326.8","-326.8","-326.8","-324.3","-324.3","-324.3","-320.9","-320.9","-320.9","-306.6","-306.6","-306.6"
"593","-286.8","-286.8","-286.8","-324.7","-324.7","-324.7","-319.8","-319.8","-319.8","-336.2","-336.2","-336.2"
"594","-360.9","-360.9","-360.9","-326.3","-326.3","-326.3","-297.2","-297.2","-297.2","-330","-330","-330"
"595","-335.4","-335.4","-335.4","-338.1","-338.1","-338.1","-321.8","-321.8","-321.8","-352.9","-352.9","-352.9"
"596","-315.6","-315.6","-315.6","-301.9","-301.9","-301.9","-314.4","-314.4","-314.4","-304.3","-304.3","-304.3"
"597","-279.5","-279.5","-279.5","-324.3","-324.3","-324.3","-353.2","-353.2","-353.2","-341.4","-341.4","-341.4"
"598","-333.1","-333.1","-333.1","-305.9","-305.9","-305.9","-305.3","-305.3","-305.3","-285.2","-285.2","-285.2"
"599","-272.1","-272.1","-272.1","-339.8","-339.8","-339.8","-347.5","-347.5","-347.5","-307.5","-307.5","-307.5"
"600","-279.4","-279.4","-279.4","-298.6","-298.6","-298.6","-330.3","-330.3","-330.3","-300.5","-300.5","-300.5"
"601","-309.4","-309.4","-309.4","-296","-296","-296","-288.5","-288.5","-288.5","-309.5","-309.5","-309.5"
"602","-307.7","-307.7","-307.7","-295.1","-295.1","-295.1","-314.3","-314.3","-314.3","-330.7","-330.7","-330.7"
"603","-296.1","-296.1","-296.1","-284.4","-284.4","-284.4","-329","-329","-329","-277.4","-277.4","-277.4"
"604","-276.8","-276.8","-276.8","-303.9","-303.9","-303.9","-301.5","-301.5","-301.5","-330","-330","-330"
"605","-318.8","-318.8","-318.8","-306","-306","-306","-311.7","-311.7","-311.7","-302","-302","-302"
"606","-334.9","-334.9","-334.9","-304.7","-304.7","-304.7","-322.7","-322.7","-322.7","-309.6","-309.6","-309.6"
"607","-304.9","-304.9","-304.9","-310.8","-310.8","-310.8","-310.5","-310.5","-310.5","-326.1","-326.1","-326.1"
"608","-292.6","-292.6","-292.6","-333.1","-333.1","-333.1","-355.5","-355.5","-355.5","-315.5","-315.5","-315.5"
"609","-340.8","-340.8","-340.8","-324.2","-324.2","-324.2","-310.8","-310.8","-310.8","-371.8","-371.8","-371.8"
"610","-340.5","-340.5","-340.5","-319.9","-319.9","-319.9","-301.8","-301.8","-301.8","-324.4","-324.4","-324.4"
"611","-307","-307","-307","-318.6","-318.6","-318.6","-263","-263","-263","-313.9","-313.9","-313.9"
"612","-319.5","-319.5","-319.5","-331","-331","-331","-324.3","-324.3","-324.3","-286","-286","-286"
"613","-318.9","-318.9","-318.9","-330.3","-330.3","-330.3","-318.7","-318.7","-318.7","-302.5","-302.5","-302.5"
"614","-281.4","-281.4","-281.4","-326.8","-326.8","-326.8","-274.2","-274.2","-274.2","-306.8","-306.8","-306.8"
"615","-302.3","-302.3","-302.3","-282.6","-282.6","-282.6","-291.9","-291.9","-291.9","-309.3","-309.3","-309.3"
"616","-328.8","-328.8","-328.8","-304.2","-304.2","-304.2","-295.7","-295.7","-295.7","-340.8","-340.8","-340.8"
"617","-293.6","-293.6","-293.6","-305.4","-305.4","-305.4","-308.9","-308.9","-308.9","-319","-319","-319"
"618","-301.5","-301.5","-301.5","-291.4","-291.4","-291.4","-359","-359","-359","-285.2","-285.2","-285.2"
"619","-275.2","-275.2","-275.2","-318.6","-318.6","-318.6","-319.2","-319.2","-319.2","-320.3","-320.3","-320.3"
"620","-296","-296","-296","-281","-281","-281","-337.7","-337.7","-337.7","-317.3","-317.3","-317.3"
"621","-337.3","-337.3","-337.3","-349","-349","-349","-319","-319","-319","-381","-381","-381"
"622","-313.7","-313.7","-313.7","-310.1","-310.1","-310.1","-326","-326","-326","-306.7","-306.7","-306.7"
"623","-346","-346","-346","-336.7","-336.7","-336.7","-374.9","-374.9","-374.9","-305.3","-305.3","-305.3"
"624","-305.1","-305.1","-305.1","-339.2","-339.2","-339.2","-344.8","-344.8","-344.8","-287.9","-287.9","-287.9"
"625","-297.6","-297.6","-297.6","-377.2","-377.2","-377.2","-319.7","-319.7","-319.7","-313","-313","-313"
"626","-337.8","-337.8","-337.8","-356.9","-356.9","-356.9","-347.2","-347.2","-347.2","-299.5","-299.5","-299.5"
"627","-318.1","-318.1","-318.1","-329.3","-329.3","-329.3","-324.2","-324.2","-324.2","-325.4","-325.4","-325.4"
"628","-312.4","-312.4","-312.4","-309.1","-309.1","-309.1","-336.5","-336.5","-336.5","-329.7","-329.7","-329.7"
"629","-347.8","-347.8","-347.8","-292.2","-292.2","-292.2","-346.1","-346.1","-346.1","-295.4","-295.4","-295.4"
"630","-309","-309","-309","-299","-299","-299","-309.3","-309.3","-309.3","-339.8","-339.8","-339.8"
"631","-279.6","-279.6","-279.6","-305.3","-305.3","-305.3","-288.6","-288.6","-288.6","-333.6","-333.6","-333.6"
"632","-354.6","-354.6","-354.6","-348","-348","-348","-317.2","-317.2","-317.2","-258.8","-258.8","-258.8"
"633","-296.6","-296.6","-296.6","-334.1","-334.1","-334.1","-315.2","-315.2","-315.2","-330.2","-330.2","-330.2"
"634","-321.6","-321.6","-321.6","-333.3","-333.3","-333.3","-279.8","-279.8","-279.8","-310.6","-310.6","-310.6"
"635","-282.3","-282.3","-282.3","-335.3","-335.3","-335.3","-333.6","-333.6","-333.6","-324.3","-324.3","-324.3"
"636","-296.7","-296.7","-296.7","-333.1","-333.1","-333.1","-377","-377","-377","-307.1","-307.1","-307.1"
"637","-329.2","-329.2","-329.2","-299.9","-299.9","-299.9","-341","-341","-341","-325.6","-325.6","-325.6"
"638","-335.3","-335.3","-335.3","-294","-294","-294","-343.3","-343.3","-343.3","-276.5","-276.5","-276.5"
"639","-308.2","-308.2","-308.2","-284.9","-284.9","-284.9","-354.1","-354.1","-354.1","-310.8","-310.8","-310.8"
"640","-299.1","-299.1","-299.1","-278.9","-278.9","-278.9","-322.6","-322.6","-322.6","-315.1","-315.1","-315.1"
"641","-330.9","-330.9","-330.9","-294.9","-294.9","-294.9","-349.8","-349.8","-349.8","-302.7","-302.7","-302.7"
"642","-344","-344","-344","-327.9","-327.9","-327.9","-342.2","-342.2","-342.2","-329.9","-329.9","-329.9"
"643","-353.1","-353.1","-353.1","-315.8","-315.8","-315.8","-333.7","-333.7","-333.7","-286","-286","-286"
