epoch,mpe-large-spread-v2_teamcomm_no_mTrue_vTrue_333 - episode_return,mpe-large-spread-v2_teamcomm_no_mTrue_vTrue_333 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mTrue_vTrue_333 - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mFalse_vTrue_333 - episode_return,mpe-large-spread-v2_teamcomm_no_mFalse_vTrue_333 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mFalse_vTrue_333 - episode_return__MAX
421,-337.3,-337.3,-337.3,-374.1,-374.1,-374.1
422,-392.8,-392.8,-392.8,-341.6,-341.6,-341.6
423,-333.4,-333.4,-333.4,-369.5,-369.5,-369.5
424,-365.6,-365.6,-365.6,-326.9,-326.9,-326.9
425,-397.4,-397.4,-397.4,-375.9,-375.9,-375.9
426,-373.8,-373.8,-373.8,-381.1,-381.1,-381.1
427,-328.3,-328.3,-328.3,-337.2,-337.2,-337.2
428,-352.1,-352.1,-352.1,-346.2,-346.2,-346.2
429,-327,-327,-327,-406.3,-406.3,-406.3
430,-311.5,-311.5,-311.5,-323,-323,-323
431,-343,-343,-343,-342.1,-342.1,-342.1
432,-383.2,-383.2,-383.2,-310.4,-310.4,-310.4
433,-371.6,-371.6,-371.6,-344.5,-344.5,-344.5
434,-354.2,-354.2,-354.2,-356.3,-356.3,-356.3
435,-420.5,-420.5,-420.5,-367.9,-367.9,-367.9
436,-369.6,-369.6,-369.6,-368.1,-368.1,-368.1
437,-328.5,-328.5,-328.5,-315.1,-315.1,-315.1
438,-370.8,-370.8,-370.8,-340.9,-340.9,-340.9
439,-340.8,-340.8,-340.8,-353.8,-353.8,-353.8
440,-355.2,-355.2,-355.2,-403.8,-403.8,-403.8
441,-334.2,-334.2,-334.2,-388.3,-388.3,-388.3
442,-294.2,-294.2,-294.2,-340.7,-340.7,-340.7
443,-348.3,-348.3,-348.3,-342.7,-342.7,-342.7
444,-391.3,-391.3,-391.3,-291.8,-291.8,-291.8
445,-366.6,-366.6,-366.6,-355,-355,-355
446,-375,-375,-375,-352,-352,-352
447,-370.3,-370.3,-370.3,-361.3,-361.3,-361.3
448,-377.9,-377.9,-377.9,-379.4,-379.4,-379.4
449,-450.8,-450.8,-450.8,-382.8,-382.8,-382.8
450,-371.3,-371.3,-371.3,-357.9,-357.9,-357.9
451,-403.7,-403.7,-403.7,-363.1,-363.1,-363.1
452,-353.2,-353.2,-353.2,-363.3,-363.3,-363.3
453,-305.7,-305.7,-305.7,-313.6,-313.6,-313.6
454,-374.4,-374.4,-374.4,-376.7,-376.7,-376.7
455,-375.9,-375.9,-375.9,-371.6,-371.6,-371.6
456,-360.5,-360.5,-360.5,-325.3,-325.3,-325.3
457,-335.4,-335.4,-335.4,-386.5,-386.5,-386.5
458,-396.7,-396.7,-396.7,-472.5,-472.5,-472.5
459,-349.5,-349.5,-349.5,-433.3,-433.3,-433.3
460,-378.6,-378.6,-378.6,-354.4,-354.4,-354.4
461,-350.9,-350.9,-350.9,-321.7,-321.7,-321.7
462,-327.5,-327.5,-327.5,-381.7,-381.7,-381.7
463,-334.8,-334.8,-334.8,-394.3,-394.3,-394.3
464,-380.3,-380.3,-380.3,-384.6,-384.6,-384.6
465,-348.2,-348.2,-348.2,-316.7,-316.7,-316.7
466,-376.9,-376.9,-376.9,-372.1,-372.1,-372.1
467,-340.8,-340.8,-340.8,-342.1,-342.1,-342.1
468,-378,-378,-378,-363.8,-363.8,-363.8
469,-361.2,-361.2,-361.2,-407,-407,-407
470,-350.4,-350.4,-350.4,-361.2,-361.2,-361.2
471,-392.1,-392.1,-392.1,-383.2,-383.2,-383.2
472,-366,-366,-366,-363.6,-363.6,-363.6
473,-364.3,-364.3,-364.3,-374.6,-374.6,-374.6
474,-345.1,-345.1,-345.1,-407.7,-407.7,-407.7
475,-356.1,-356.1,-356.1,-336.9,-336.9,-336.9
476,-355.2,-355.2,-355.2,-369.4,-369.4,-369.4
477,-389,-389,-389,-364.7,-364.7,-364.7
478,-401.3,-401.3,-401.3,-346.3,-346.3,-346.3
479,-362.6,-362.6,-362.6,-387.8,-387.8,-387.8
480,-447.5,-447.5,-447.5,-340.7,-340.7,-340.7
481,-395,-395,-395,-368.7,-368.7,-368.7
482,-368,-368,-368,-301.8,-301.8,-301.8
483,-390.2,-390.2,-390.2,-383.6,-383.6,-383.6
484,-401.8,-401.8,-401.8,-343,-343,-343
485,-356.1,-356.1,-356.1,-345.9,-345.9,-345.9
486,-355.8,-355.8,-355.8,-370.8,-370.8,-370.8
487,-413.8,-413.8,-413.8,-366.2,-366.2,-366.2
488,-352.3,-352.3,-352.3,-314.4,-314.4,-314.4
489,-378.1,-378.1,-378.1,-340.8,-340.8,-340.8
490,-331.2,-331.2,-331.2,-322.4,-322.4,-322.4
491,-414.4,-414.4,-414.4,-368.5,-368.5,-368.5
492,-370.8,-370.8,-370.8,-349.7,-349.7,-349.7
493,-376.6,-376.6,-376.6,-342.9,-342.9,-342.9
494,-405.9,-405.9,-405.9,-295.9,-295.9,-295.9
495,-328.9,-328.9,-328.9,-340.6,-340.6,-340.6
496,-319.9,-319.9,-319.9,-306.6,-306.6,-306.6
497,-384,-384,-384,-419,-419,-419
498,-353.5,-353.5,-353.5,-388.6,-388.6,-388.6
499,-366.9,-366.9,-366.9,-322.8,-322.8,-322.8
500,-418.1,-418.1,-418.1,-334.4,-334.4,-334.4
501,-386.2,-386.2,-386.2,-406.1,-406.1,-406.1
502,-350.2,-350.2,-350.2,-389.9,-389.9,-389.9
503,-357.5,-357.5,-357.5,-383.9,-383.9,-383.9
504,-376.1,-376.1,-376.1,-384.7,-384.7,-384.7
505,-308.6,-308.6,-308.6,-420.6,-420.6,-420.6
506,-385.5,-385.5,-385.5,-347.8,-347.8,-347.8
507,-385.6,-385.6,-385.6,-358.3,-358.3,-358.3
508,-336,-336,-336,-335.6,-335.6,-335.6
509,-339.3,-339.3,-339.3,-343.3,-343.3,-343.3
510,-372.8,-372.8,-372.8,-332.3,-332.3,-332.3
511,-344,-344,-344,-325.6,-325.6,-325.6
512,-381.2,-381.2,-381.2,-327.1,-327.1,-327.1
513,-346.6,-346.6,-346.6,-389.6,-389.6,-389.6
514,-366.2,-366.2,-366.2,-371.3,-371.3,-371.3
515,-309,-309,-309,-394.2,-394.2,-394.2
516,-330.9,-330.9,-330.9,-324.5,-324.5,-324.5
517,-356.9,-356.9,-356.9,-369.6,-369.6,-369.6
518,-352.1,-352.1,-352.1,-346.4,-346.4,-346.4
519,-339,-339,-339,-366.5,-366.5,-366.5
520,-371.6,-371.6,-371.6,-338.7,-338.7,-338.7
521,-387.7,-387.7,-387.7,-346.9,-346.9,-346.9
522,-382.2,-382.2,-382.2,-387.2,-387.2,-387.2
523,-408.6,-408.6,-408.6,-350.1,-350.1,-350.1
524,-333.2,-333.2,-333.2,-340.9,-340.9,-340.9
525,-321.3,-321.3,-321.3,-374.9,-374.9,-374.9
526,-327.2,-327.2,-327.2,-379.2,-379.2,-379.2
527,-380.6,-380.6,-380.6,-384.7,-384.7,-384.7
528,-355,-355,-355,-377.1,-377.1,-377.1
529,-332.5,-332.5,-332.5,-349.8,-349.8,-349.8
530,-395.9,-395.9,-395.9,-350.2,-350.2,-350.2
531,-327.4,-327.4,-327.4,-339,-339,-339
532,-335,-335,-335,-358.6,-358.6,-358.6
533,-389.3,-389.3,-389.3,-369.9,-369.9,-369.9
534,-368.3,-368.3,-368.3,-357.2,-357.2,-357.2
535,-355.1,-355.1,-355.1,-313,-313,-313
536,-364.9,-364.9,-364.9,-378,-378,-378
537,-286.2,-286.2,-286.2,-364.5,-364.5,-364.5
538,-352.5,-352.5,-352.5,-327.4,-327.4,-327.4
539,-307.9,-307.9,-307.9,-331.3,-331.3,-331.3
540,-337.1,-337.1,-337.1,-342.8,-342.8,-342.8
541,-346.8,-346.8,-346.8,-344.4,-344.4,-344.4
542,-326.3,-326.3,-326.3,-355.2,-355.2,-355.2
543,-327,-327,-327,-368.2,-368.2,-368.2
544,-326.1,-326.1,-326.1,-377.6,-377.6,-377.6
545,-365.2,-365.2,-365.2,-361.4,-361.4,-361.4
546,-303.7,-303.7,-303.7,-356.5,-356.5,-356.5
547,-330.4,-330.4,-330.4,-317.6,-317.6,-317.6
548,-343.9,-343.9,-343.9,-333.3,-333.3,-333.3
549,-349.3,-349.3,-349.3,-332.1,-332.1,-332.1
550,-347.2,-347.2,-347.2,-351.6,-351.6,-351.6
551,-310.5,-310.5,-310.5,-342.4,-342.4,-342.4
552,-323.8,-323.8,-323.8,-345.7,-345.7,-345.7
553,-289.5,-289.5,-289.5,-304.3,-304.3,-304.3
554,-335.1,-335.1,-335.1,-347,-347,-347
555,-348.1,-348.1,-348.1,-347.8,-347.8,-347.8
556,-308.2,-308.2,-308.2,-350.9,-350.9,-350.9
557,-313.4,-313.4,-313.4,-343.2,-343.2,-343.2
558,-313.7,-313.7,-313.7,-347.8,-347.8,-347.8
559,-324.3,-324.3,-324.3,-360.5,-360.5,-360.5
560,-325.9,-325.9,-325.9,-394.9,-394.9,-394.9
561,-352.6,-352.6,-352.6,-338.3,-338.3,-338.3
562,-347.4,-347.4,-347.4,-355.8,-355.8,-355.8
563,-293.9,-293.9,-293.9,-335.7,-335.7,-335.7
564,-373.3,-373.3,-373.3,-353,-353,-353
565,-287.6,-287.6,-287.6,-374,-374,-374
566,-334.9,-334.9,-334.9,-389.5,-389.5,-389.5
567,-328.1,-328.1,-328.1,-327.9,-327.9,-327.9
568,-345,-345,-345,-343.7,-343.7,-343.7
569,-339.8,-339.8,-339.8,-335.9,-335.9,-335.9
570,-308,-308,-308,-337,-337,-337
571,-326.7,-326.7,-326.7,-321.9,-321.9,-321.9
572,-348.2,-348.2,-348.2,-350,-350,-350
573,-364.7,-364.7,-364.7,-372.2,-372.2,-372.2
574,-367.3,-367.3,-367.3,-345,-345,-345
575,-344.4,-344.4,-344.4,-340,-340,-340
576,-318.7,-318.7,-318.7,-379.1,-379.1,-379.1
577,-313.7,-313.7,-313.7,-340.7,-340.7,-340.7
578,-311.1,-311.1,-311.1,-379.8,-379.8,-379.8
579,-312.1,-312.1,-312.1,-404.3,-404.3,-404.3
580,-318.8,-318.8,-318.8,-328,-328,-328
581,-368.6,-368.6,-368.6,-320.9,-320.9,-320.9
582,-363.2,-363.2,-363.2,-346.9,-346.9,-346.9
583,-390.7,-390.7,-390.7,-369.8,-369.8,-369.8
584,-312.8,-312.8,-312.8,-410.7,-410.7,-410.7
585,-359.9,-359.9,-359.9,-344,-344,-344
586,-349.2,-349.2,-349.2,-356.3,-356.3,-356.3
587,-315.2,-315.2,-315.2,-342.8,-342.8,-342.8
588,-332,-332,-332,-351.3,-351.3,-351.3
589,-333.7,-333.7,-333.7,-375,-375,-375
590,-362.4,-362.4,-362.4,-388.9,-388.9,-388.9
591,-417,-417,-417,-367.9,-367.9,-367.9
592,-357.4,-357.4,-357.4,-382.9,-382.9,-382.9
593,-352.1,-352.1,-352.1,-367.8,-367.8,-367.8
594,-338.7,-338.7,-338.7,-357.7,-357.7,-357.7
595,-325.4,-325.4,-325.4,-336.2,-336.2,-336.2
596,-387.7,-387.7,-387.7,-324.1,-324.1,-324.1
597,-305.6,-305.6,-305.6,-298,-298,-298
598,-342.5,-342.5,-342.5,-367,-367,-367
599,-348.4,-348.4,-348.4,-386,-386,-386
600,-334.7,-334.7,-334.7,-355.3,-355.3,-355.3
601,-344.3,-344.3,-344.3,-300.8,-300.8,-300.8
602,-353.3,-353.3,-353.3,-350.8,-350.8,-350.8
603,-344.4,-344.4,-344.4,-286.7,-286.7,-286.7
604,-339.6,-339.6,-339.6,-368.4,-368.4,-368.4
605,-325.2,-325.2,-325.2,-355.5,-355.5,-355.5
606,-375.6,-375.6,-375.6,-327.6,-327.6,-327.6
607,-435,-435,-435,-334.4,-334.4,-334.4
608,-339.8,-339.8,-339.8,-348,-348,-348
609,-330.4,-330.4,-330.4,-358.4,-358.4,-358.4
610,-302.2,-302.2,-302.2,-357.3,-357.3,-357.3
611,-344.6,-344.6,-344.6,-314.3,-314.3,-314.3
612,-329.6,-329.6,-329.6,-389.8,-389.8,-389.8
613,-300.3,-300.3,-300.3,-328.5,-328.5,-328.5
614,-276.2,-276.2,-276.2,-324.2,-324.2,-324.2
615,-334.3,-334.3,-334.3,-362.4,-362.4,-362.4
616,-333.6,-333.6,-333.6,-359,-359,-359
617,-342.1,-342.1,-342.1,-332.5,-332.5,-332.5
618,-300.2,-300.2,-300.2,-360.8,-360.8,-360.8
619,-358.4,-358.4,-358.4,-364.2,-364.2,-364.2
620,-312,-312,-312,-366.5,-366.5,-366.5
621,-290.6,-290.6,-290.6,-299.4,-299.4,-299.4
622,-343.5,-343.5,-343.5,-322.7,-322.7,-322.7
623,-342.4,-342.4,-342.4,-294.1,-294.1,-294.1
624,-337.8,-337.8,-337.8,-344.8,-344.8,-344.8
625,-352,-352,-352,-319.9,-319.9,-319.9
626,-363.1,-363.1,-363.1,-318.9,-318.9,-318.9
627,-345.2,-345.2,-345.2,-340.7,-340.7,-340.7
628,-306.3,-306.3,-306.3,-323.1,-323.1,-323.1
629,-368.1,-368.1,-368.1,-338.7,-338.7,-338.7
630,-347,-347,-347,-338,-338,-338
631,-354,-354,-354,-313.9,-313.9,-313.9
632,-324.8,-324.8,-324.8,-382.7,-382.7,-382.7
633,-380.5,-380.5,-380.5,-392.7,-392.7,-392.7
634,-371.1,-371.1,-371.1,-361.6,-361.6,-361.6
635,-404.3,-404.3,-404.3,-315.6,-315.6,-315.6
636,-372.3,-372.3,-372.3,-432.7,-432.7,-432.7
637,-332.4,-332.4,-332.4,-386.4,-386.4,-386.4
638,-335.6,-335.6,-335.6,-345.1,-345.1,-345.1
639,-359.5,-359.5,-359.5,-315.5,-315.5,-315.5
640,-344.8,-344.8,-344.8,-337.5,-337.5,-337.5
641,-377.7,-377.7,-377.7,-317.5,-317.5,-317.5
642,-347,-347,-347,-337.5,-337.5,-337.5
643,-327.4,-327.4,-327.4,-335.8,-335.8,-335.8
644,-356.8,-356.8,-356.8,-340.6,-340.6,-340.6
645,-352.6,-352.6,-352.6,-359.8,-359.8,-359.8
646,-394.5,-394.5,-394.5,-361.1,-361.1,-361.1
647,-345.2,-345.2,-345.2,-325.6,-325.6,-325.6
648,-282.5,-282.5,-282.5,-419,-419,-419
649,-349,-349,-349,-348.9,-348.9,-348.9
650,-351.9,-351.9,-351.9,-380.6,-380.6,-380.6
651,-336.1,-336.1,-336.1,-335.6,-335.6,-335.6
652,-336,-336,-336,-320.2,-320.2,-320.2
653,-336.3,-336.3,-336.3,-314.1,-314.1,-314.1
654,-333.2,-333.2,-333.2,-362.8,-362.8,-362.8
655,-300,-300,-300,-387.5,-387.5,-387.5
656,-362.9,-362.9,-362.9,-332.6,-332.6,-332.6
657,-383.7,-383.7,-383.7,-349.6,-349.6,-349.6
658,-288.8,-288.8,-288.8,-364.5,-364.5,-364.5
659,-311,-311,-311,-389.2,-389.2,-389.2
660,-349,-349,-349,-287.5,-287.5,-287.5
661,-326.2,-326.2,-326.2,-370.5,-370.5,-370.5
662,-347.7,-347.7,-347.7,-337.8,-337.8,-337.8
663,-399.5,-399.5,-399.5,-352.7,-352.7,-352.7
664,-310,-310,-310,-386.2,-386.2,-386.2
665,-381.8,-381.8,-381.8,-334.1,-334.1,-334.1
666,-327.4,-327.4,-327.4,-331.4,-331.4,-331.4
667,-353.9,-353.9,-353.9,-306.3,-306.3,-306.3
668,-320.7,-320.7,-320.7,-332.4,-332.4,-332.4
669,-317.6,-317.6,-317.6,-403.1,-403.1,-403.1
670,-330.5,-330.5,-330.5,-342.5,-342.5,-342.5
671,-352.5,-352.5,-352.5,-332.3,-332.3,-332.3
672,-322.6,-322.6,-322.6,-301.9,-301.9,-301.9
673,-338.1,-338.1,-338.1,-313.4,-313.4,-313.4
674,-312.9,-312.9,-312.9,-338.7,-338.7,-338.7
675,-343.9,-343.9,-343.9,-332.3,-332.3,-332.3
676,-301.9,-301.9,-301.9,-383.8,-383.8,-383.8
677,-386.1,-386.1,-386.1,-355.6,-355.6,-355.6
678,-347.6,-347.6,-347.6,-325.5,-325.5,-325.5
679,-363,-363,-363,-311.9,-311.9,-311.9
680,-313.1,-313.1,-313.1,-323,-323,-323
681,-311.9,-311.9,-311.9,-301.9,-301.9,-301.9
682,-306.7,-306.7,-306.7,-407.1,-407.1,-407.1
683,-308.7,-308.7,-308.7,-329.9,-329.9,-329.9
684,-267.3,-267.3,-267.3,-307.3,-307.3,-307.3
685,-318.8,-318.8,-318.8,-337.1,-337.1,-337.1
686,-380,-380,-380,-341.1,-341.1,-341.1
687,-379.9,-379.9,-379.9,-306.9,-306.9,-306.9
688,-318.8,-318.8,-318.8,-335,-335,-335
689,-359.7,-359.7,-359.7,-360.9,-360.9,-360.9
690,-390.7,-390.7,-390.7,-334.4,-334.4,-334.4
691,-332,-332,-332,-319.3,-319.3,-319.3
692,-360.7,-360.7,-360.7,-392.2,-392.2,-392.2
693,-313,-313,-313,-296.6,-296.6,-296.6
694,-344.3,-344.3,-344.3,-365.2,-365.2,-365.2
695,-347.7,-347.7,-347.7,-320.2,-320.2,-320.2
696,-301.5,-301.5,-301.5,-349.6,-349.6,-349.6
697,-344.8,-344.8,-344.8,-335.4,-335.4,-335.4
698,-283.1,-283.1,-283.1,-338.4,-338.4,-338.4
699,-335.8,-335.8,-335.8,-338.8,-338.8,-338.8
700,-416.3,-416.3,-416.3,-315.2,-315.2,-315.2
701,-336.1,-336.1,-336.1,-359.7,-359.7,-359.7
702,-298.1,-298.1,-298.1,-313.9,-313.9,-313.9
703,-358.5,-358.5,-358.5,-289,-289,-289
704,-360.3,-360.3,-360.3,-371.5,-371.5,-371.5
705,-350,-350,-350,-359.4,-359.4,-359.4
706,-320,-320,-320,-350.2,-350.2,-350.2
707,-389,-389,-389,-354.3,-354.3,-354.3
708,-338.1,-338.1,-338.1,-438.8,-438.8,-438.8
709,-318.1,-318.1,-318.1,-383.3,-383.3,-383.3
710,-303,-303,-303,-339.5,-339.5,-339.5
711,-297.1,-297.1,-297.1,-357.7,-357.7,-357.7
712,-348.9,-348.9,-348.9,-328.3,-328.3,-328.3
713,-370.2,-370.2,-370.2,-441.2,-441.2,-441.2
714,-291.3,-291.3,-291.3,-335.6,-335.6,-335.6
715,-328.4,-328.4,-328.4,-363,-363,-363
716,-305.4,-305.4,-305.4,-344.6,-344.6,-344.6
717,-322.3,-322.3,-322.3,-361.7,-361.7,-361.7
718,-316.2,-316.2,-316.2,-330.7,-330.7,-330.7
719,-350.7,-350.7,-350.7,-354.8,-354.8,-354.8
720,-349,-349,-349,-333.7,-333.7,-333.7
721,-291.2,-291.2,-291.2,-329.3,-329.3,-329.3
722,-315.2,-315.2,-315.2,-337.6,-337.6,-337.6
723,-331.5,-331.5,-331.5,-358.2,-358.2,-358.2
724,-381.8,-381.8,-381.8,-328.8,-328.8,-328.8
725,-341.2,-341.2,-341.2,-308,-308,-308
726,-346.8,-346.8,-346.8,-332.5,-332.5,-332.5
727,-307.6,-307.6,-307.6,-333.1,-333.1,-333.1
728,-351.6,-351.6,-351.6,-333.8,-333.8,-333.8
729,-289.9,-289.9,-289.9,-315.5,-315.5,-315.5
730,-347.3,-347.3,-347.3,-332.1,-332.1,-332.1
731,-321.5,-321.5,-321.5,-327.8,-327.8,-327.8
732,-318.9,-318.9,-318.9,-318.7,-318.7,-318.7
733,-338.6,-338.6,-338.6,-295.1,-295.1,-295.1
734,-336.1,-336.1,-336.1,-340,-340,-340
735,-349,-349,-349,-354.1,-354.1,-354.1
736,-348.3,-348.3,-348.3,-331.4,-331.4,-331.4
737,-349.3,-349.3,-349.3,-319,-319,-319
738,-312.9,-312.9,-312.9,-346,-346,-346
739,-301.8,-301.8,-301.8,-313.7,-313.7,-313.7
740,-308.9,-308.9,-308.9,-318.8,-318.8,-318.8
741,-331.6,-331.6,-331.6,-374.1,-374.1,-374.1
742,-311.4,-311.4,-311.4,-370.6,-370.6,-370.6
743,-318,-318,-318,-320.5,-320.5,-320.5
744,-328.8,-328.8,-328.8,-341.6,-341.6,-341.6
745,-356.9,-356.9,-356.9,-321.4,-321.4,-321.4
746,-378.4,-378.4,-378.4,-340.4,-340.4,-340.4
747,-331.7,-331.7,-331.7,-315,-315,-315
748,-296.8,-296.8,-296.8,-336.6,-336.6,-336.6
749,-340.9,-340.9,-340.9,-323.4,-323.4,-323.4
750,-360,-360,-360,-309.8,-309.8,-309.8
751,-324.5,-324.5,-324.5,-305.4,-305.4,-305.4
752,-346.5,-346.5,-346.5,-339.2,-339.2,-339.2
753,-337.3,-337.3,-337.3,-293.3,-293.3,-293.3
754,-322,-322,-322,-302.1,-302.1,-302.1
755,-349.1,-349.1,-349.1,-307.7,-307.7,-307.7
756,-389.3,-389.3,-389.3,-326.5,-326.5,-326.5
757,-355.5,-355.5,-355.5,-328.2,-328.2,-328.2
758,-327.7,-327.7,-327.7,-321.8,-321.8,-321.8
759,-347.1,-347.1,-347.1,-288.4,-288.4,-288.4
760,-346,-346,-346,-323.2,-323.2,-323.2
761,-329,-329,-329,-332.4,-332.4,-332.4
762,-329.4,-329.4,-329.4,-304.5,-304.5,-304.5
763,-388,-388,-388,-308.2,-308.2,-308.2
764,-351.2,-351.2,-351.2,-338.7,-338.7,-338.7
765,-311.5,-311.5,-311.5,-293,-293,-293
766,-367.5,-367.5,-367.5,-282.8,-282.8,-282.8
767,-348,-348,-348,-335.4,-335.4,-335.4
768,-358.5,-358.5,-358.5,-297.2,-297.2,-297.2
769,-325.7,-325.7,-325.7,-308.5,-308.5,-308.5
770,-340.6,-340.6,-340.6,-303.1,-303.1,-303.1
771,-339.1,-339.1,-339.1,-298.9,-298.9,-298.9
772,-317.9,-317.9,-317.9,-297.5,-297.5,-297.5
773,-307.2,-307.2,-307.2,-320,-320,-320
774,-321.5,-321.5,-321.5,-309.7,-309.7,-309.7
775,-331.4,-331.4,-331.4,-313.3,-313.3,-313.3
776,-333.5,-333.5,-333.5,-307.7,-307.7,-307.7
777,-416.2,-416.2,-416.2,-294.3,-294.3,-294.3
778,-306.9,-306.9,-306.9,-298.3,-298.3,-298.3
779,-365.4,-365.4,-365.4,-316.4,-316.4,-316.4
780,-388.8,-388.8,-388.8,-321.2,-321.2,-321.2
781,-348.4,-348.4,-348.4,-313.8,-313.8,-313.8
782,-394.9,-394.9,-394.9,-303.6,-303.6,-303.6
783,-317.6,-317.6,-317.6,-314.6,-314.6,-314.6
784,-331.7,-331.7,-331.7,-346.5,-346.5,-346.5
785,-343.8,-343.8,-343.8,-330.4,-330.4,-330.4
786,-339.4,-339.4,-339.4,-348.1,-348.1,-348.1
787,-332.1,-332.1,-332.1,-357.9,-357.9,-357.9
788,-304.1,-304.1,-304.1,-330.5,-330.5,-330.5
789,-312,-312,-312,-316.9,-316.9,-316.9
790,-307.2,-307.2,-307.2,-292.3,-292.3,-292.3
791,-369.4,-369.4,-369.4,-314.4,-314.4,-314.4
792,-355.9,-355.9,-355.9,-360.8,-360.8,-360.8
793,-337.3,-337.3,-337.3,-364.3,-364.3,-364.3
794,-312.5,-312.5,-312.5,-352.3,-352.3,-352.3
795,-395.4,-395.4,-395.4,-326.9,-326.9,-326.9
796,-342.8,-342.8,-342.8,-356.1,-356.1,-356.1
797,-289.6,-289.6,-289.6,-331.8,-331.8,-331.8
798,-312.6,-312.6,-312.6,-350.4,-350.4,-350.4
799,-358.4,-358.4,-358.4,-319.2,-319.2,-319.2
800,-294.4,-294.4,-294.4,-356.5,-356.5,-356.5
801,-316.9,-316.9,-316.9,-345.7,-345.7,-345.7
802,-403.6,-403.6,-403.6,-302.3,-302.3,-302.3
803,-370.4,-370.4,-370.4,-293.4,-293.4,-293.4
804,-374.8,-374.8,-374.8,-318,-318,-318
805,-379.2,-379.2,-379.2,-325.7,-325.7,-325.7
806,-344.6,-344.6,-344.6,-334.4,-334.4,-334.4
807,-375.1,-375.1,-375.1,-349.4,-349.4,-349.4
808,-315.9,-315.9,-315.9,-329.6,-329.6,-329.6
809,-403.2,-403.2,-403.2,-342.2,-342.2,-342.2
810,-346.9,-346.9,-346.9,-319,-319,-319
811,-413.5,-413.5,-413.5,-292.5,-292.5,-292.5
812,-288.4,-288.4,-288.4,-309.9,-309.9,-309.9
813,-360.8,-360.8,-360.8,-352.7,-352.7,-352.7
814,-306.3,-306.3,-306.3,-342.1,-342.1,-342.1
815,-331.7,-331.7,-331.7,-389.7,-389.7,-389.7
816,-344.9,-344.9,-344.9,-390.3,-390.3,-390.3
817,-327.2,-327.2,-327.2,-332.9,-332.9,-332.9
818,-321.1,-321.1,-321.1,-333.4,-333.4,-333.4
819,-344.3,-344.3,-344.3,-325.5,-325.5,-325.5
820,-302.3,-302.3,-302.3,-360.8,-360.8,-360.8
821,-329.8,-329.8,-329.8,-345.8,-345.8,-345.8
822,-335.1,-335.1,-335.1,-336.5,-336.5,-336.5
823,-323.2,-323.2,-323.2,-287,-287,-287
824,-329.9,-329.9,-329.9,-345.4,-345.4,-345.4
825,-357.8,-357.8,-357.8,-310.1,-310.1,-310.1
826,-317.1,-317.1,-317.1,-331.6,-331.6,-331.6
827,-362.8,-362.8,-362.8,-332,-332,-332
828,-288.8,-288.8,-288.8,-299.3,-299.3,-299.3
829,-334.2,-334.2,-334.2,-353,-353,-353
830,-325.7,-325.7,-325.7,-297.5,-297.5,-297.5
831,-315.8,-315.8,-315.8,-324.9,-324.9,-324.9
832,-347.4,-347.4,-347.4,-319.3,-319.3,-319.3
833,-397.5,-397.5,-397.5,-265.2,-265.2,-265.2
834,-340.3,-340.3,-340.3,-303.8,-303.8,-303.8
835,-342.5,-342.5,-342.5,-312.9,-312.9,-312.9
836,-357.1,-357.1,-357.1,-311.9,-311.9,-311.9
837,-336.7,-336.7,-336.7,-368.7,-368.7,-368.7
838,-285.3,-285.3,-285.3,-298.3,-298.3,-298.3
839,-343.5,-343.5,-343.5,-319.6,-319.6,-319.6
840,-335.9,-335.9,-335.9,-297.1,-297.1,-297.1
841,-306.3,-306.3,-306.3,-307.4,-307.4,-307.4
842,-316.7,-316.7,-316.7,-289.8,-289.8,-289.8
843,-275.4,-275.4,-275.4,-319.2,-319.2,-319.2
844,-360.8,-360.8,-360.8,-316,-316,-316
845,-373.2,-373.2,-373.2,-340,-340,-340
846,-354.6,-354.6,-354.6,-301.6,-301.6,-301.6
847,-340,-340,-340,-350.4,-350.4,-350.4
848,-314.2,-314.2,-314.2,-305,-305,-305
849,-353.2,-353.2,-353.2,-271.4,-271.4,-271.4
850,-323.4,-323.4,-323.4,-330.5,-330.5,-330.5
851,-348.1,-348.1,-348.1,-323.8,-323.8,-323.8
852,-358.7,-358.7,-358.7,-355.3,-355.3,-355.3
853,-347.6,-347.6,-347.6,-326.6,-326.6,-326.6
854,-331.5,-331.5,-331.5,-278.8,-278.8,-278.8
855,-327.7,-327.7,-327.7,-291.9,-291.9,-291.9
856,-311,-311,-311,-331.5,-331.5,-331.5
857,-327.5,-327.5,-327.5,-324.7,-324.7,-324.7
858,-293.6,-293.6,-293.6,-292.4,-292.4,-292.4
859,-322.4,-322.4,-322.4,-328.3,-328.3,-328.3
860,-289.5,-289.5,-289.5,-341.4,-341.4,-341.4
861,-320.4,-320.4,-320.4,-397.2,-397.2,-397.2
862,-346,-346,-346,-341.6,-341.6,-341.6
863,-318.3,-318.3,-318.3,-321.5,-321.5,-321.5
864,-360.2,-360.2,-360.2,-308.5,-308.5,-308.5
865,-306.9,-306.9,-306.9,-318.3,-318.3,-318.3
866,-325.6,-325.6,-325.6,-297,-297,-297
867,-334.4,-334.4,-334.4,-334.2,-334.2,-334.2
868,-279.8,-279.8,-279.8,-317.1,-317.1,-317.1
