epoch,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX
475,288.4736842,288.4736842,288.4736842,327.9473684,327.9473684,327.9473684,333.3684211,333.3684211,333.3684211,163.7894737,163.7894737,163.7894737,335.4736842,335.4736842,335.4736842,472,472,472
476,332.3157895,332.3157895,332.3157895,280,280,280,439.1052632,439.1052632,439.1052632,181,181,181,287.2631579,287.2631579,287.2631579,305.5789474,305.5789474,305.5789474
477,385.2105263,385.2105263,385.2105263,329.0526316,329.0526316,329.0526316,371.9473684,371.9473684,371.9473684,216.8421053,216.8421053,216.8421053,294.3157895,294.3157895,294.3157895,539.3684211,539.3684211,539.3684211
478,312.3157895,312.3157895,312.3157895,427.7894737,427.7894737,427.7894737,451.1578947,451.1578947,451.1578947,115.0526316,115.0526316,115.0526316,297.0526316,297.0526316,297.0526316,540.5263158,540.5263158,540.5263158
479,333.4736842,333.4736842,333.4736842,314,314,314,496.3684211,496.3684211,496.3684211,175.1052632,175.1052632,175.1052632,286.1052632,286.1052632,286.1052632,469.6842105,469.6842105,469.6842105
480,433.3157895,433.3157895,433.3157895,386.6842105,386.6842105,386.6842105,303.2631579,303.2631579,303.2631579,177.6842105,177.6842105,177.6842105,388.4736842,388.4736842,388.4736842,538.3684211,538.3684211,538.3684211
481,359.7894737,359.7894737,359.7894737,500.2631579,500.2631579,500.2631579,301.8421053,301.8421053,301.8421053,210.3157895,210.3157895,210.3157895,318.8421053,318.8421053,318.8421053,589,589,589
482,313.1578947,313.1578947,313.1578947,337.4210526,337.4210526,337.4210526,396.8947368,396.8947368,396.8947368,137.4736842,137.4736842,137.4736842,391.1052632,391.1052632,391.1052632,527.3684211,527.3684211,527.3684211
483,349.7894737,349.7894737,349.7894737,422,422,422,462.4736842,462.4736842,462.4736842,190.3684211,190.3684211,190.3684211,272.4210526,272.4210526,272.4210526,204.7368421,204.7368421,204.7368421
484,377.3157895,377.3157895,377.3157895,430.0526316,430.0526316,430.0526316,347.5263158,347.5263158,347.5263158,135,135,135,321.2105263,321.2105263,321.2105263,418.5263158,418.5263158,418.5263158
485,334.7368421,334.7368421,334.7368421,382.7368421,382.7368421,382.7368421,362.8421053,362.8421053,362.8421053,193.2105263,193.2105263,193.2105263,411.5789474,411.5789474,411.5789474,395.5263158,395.5263158,395.5263158
486,320.1578947,320.1578947,320.1578947,361.8421053,361.8421053,361.8421053,406.6842105,406.6842105,406.6842105,209.2105263,209.2105263,209.2105263,298.4736842,298.4736842,298.4736842,403,403,403
487,379,379,379,295.3684211,295.3684211,295.3684211,424.0526316,424.0526316,424.0526316,166.4736842,166.4736842,166.4736842,362,362,362,342.4210526,342.4210526,342.4210526
488,406.2105263,406.2105263,406.2105263,253.7894737,253.7894737,253.7894737,472.7368421,472.7368421,472.7368421,145.8947368,145.8947368,145.8947368,297.4210526,297.4210526,297.4210526,326.7894737,326.7894737,326.7894737
489,405.0526316,405.0526316,405.0526316,313,313,313,402.9473684,402.9473684,402.9473684,167.1052632,167.1052632,167.1052632,428,428,428,227.3157895,227.3157895,227.3157895
490,432.8421053,432.8421053,432.8421053,453.1052632,453.1052632,453.1052632,365.2105263,365.2105263,365.2105263,118.8421053,118.8421053,118.8421053,362.6842105,362.6842105,362.6842105,283.3157895,283.3157895,283.3157895
491,431.8947368,431.8947368,431.8947368,412.7894737,412.7894737,412.7894737,383.6842105,383.6842105,383.6842105,180.1052632,180.1052632,180.1052632,398.3157895,398.3157895,398.3157895,76.42105263,76.42105263,76.42105263
492,334.8947368,334.8947368,334.8947368,441.9473684,441.9473684,441.9473684,405.6842105,405.6842105,405.6842105,90.52631579,90.52631579,90.52631579,324.4736842,324.4736842,324.4736842,278.2105263,278.2105263,278.2105263
493,381.4736842,381.4736842,381.4736842,389.6842105,389.6842105,389.6842105,337.0526316,337.0526316,337.0526316,184.3157895,184.3157895,184.3157895,349.0526316,349.0526316,349.0526316,132.3684211,132.3684211,132.3684211
494,269.7368421,269.7368421,269.7368421,435.3157895,435.3157895,435.3157895,373.5789474,373.5789474,373.5789474,232.5789474,232.5789474,232.5789474,253.5263158,253.5263158,253.5263158,205.6842105,205.6842105,205.6842105
495,461.8421053,461.8421053,461.8421053,474.3157895,474.3157895,474.3157895,383.5263158,383.5263158,383.5263158,154.4210526,154.4210526,154.4210526,262.4210526,262.4210526,262.4210526,215.3684211,215.3684211,215.3684211
496,411.8421053,411.8421053,411.8421053,310.2631579,310.2631579,310.2631579,410.2105263,410.2105263,410.2105263,143.7368421,143.7368421,143.7368421,389.4736842,389.4736842,389.4736842,180.9473684,180.9473684,180.9473684
497,388.4736842,388.4736842,388.4736842,438.9473684,438.9473684,438.9473684,476.3157895,476.3157895,476.3157895,125.1578947,125.1578947,125.1578947,314.4210526,314.4210526,314.4210526,278.2105263,278.2105263,278.2105263
498,411.0526316,411.0526316,411.0526316,547.1578947,547.1578947,547.1578947,526.8421053,526.8421053,526.8421053,176.5789474,176.5789474,176.5789474,221.4210526,221.4210526,221.4210526,339.1578947,339.1578947,339.1578947
499,423,423,423,444.3684211,444.3684211,444.3684211,426.3684211,426.3684211,426.3684211,185.8947368,185.8947368,185.8947368,312.3684211,312.3684211,312.3684211,328.8947368,328.8947368,328.8947368
500,490.4210526,490.4210526,490.4210526,400.3157895,400.3157895,400.3157895,421.6842105,421.6842105,421.6842105,224.1578947,224.1578947,224.1578947,374.0526316,374.0526316,374.0526316,463.3157895,463.3157895,463.3157895
501,352.1578947,352.1578947,352.1578947,348.3157895,348.3157895,348.3157895,500.6315789,500.6315789,500.6315789,214.6842105,214.6842105,214.6842105,359.4736842,359.4736842,359.4736842,317.2105263,317.2105263,317.2105263
502,377.0526316,377.0526316,377.0526316,434.0526316,434.0526316,434.0526316,402.1578947,402.1578947,402.1578947,225.2105263,225.2105263,225.2105263,415.9473684,415.9473684,415.9473684,524.1052632,524.1052632,524.1052632
503,340.3684211,340.3684211,340.3684211,363.2631579,363.2631579,363.2631579,443.3157895,443.3157895,443.3157895,159.9473684,159.9473684,159.9473684,295.5789474,295.5789474,295.5789474,283.9473684,283.9473684,283.9473684
504,371.1052632,371.1052632,371.1052632,490.3684211,490.3684211,490.3684211,494.1578947,494.1578947,494.1578947,188.2631579,188.2631579,188.2631579,348.7894737,348.7894737,348.7894737,451.5263158,451.5263158,451.5263158
505,389.8947368,389.8947368,389.8947368,466.2105263,466.2105263,466.2105263,422.4736842,422.4736842,422.4736842,204.2631579,204.2631579,204.2631579,363.3684211,363.3684211,363.3684211,550.9473684,550.9473684,550.9473684
506,415.1578947,415.1578947,415.1578947,385.7894737,385.7894737,385.7894737,469.6315789,469.6315789,469.6315789,218.4736842,218.4736842,218.4736842,346.7368421,346.7368421,346.7368421,470.2631579,470.2631579,470.2631579
507,432.3157895,432.3157895,432.3157895,455.1052632,455.1052632,455.1052632,384.2631579,384.2631579,384.2631579,158.4210526,158.4210526,158.4210526,363.4736842,363.4736842,363.4736842,398,398,398
508,428.1578947,428.1578947,428.1578947,438.2631579,438.2631579,438.2631579,392.1052632,392.1052632,392.1052632,196.8421053,196.8421053,196.8421053,327.3684211,327.3684211,327.3684211,411.8421053,411.8421053,411.8421053
509,371.3157895,371.3157895,371.3157895,391.5789474,391.5789474,391.5789474,390.4736842,390.4736842,390.4736842,183.2105263,183.2105263,183.2105263,354.0526316,354.0526316,354.0526316,451.8421053,451.8421053,451.8421053
510,404.7894737,404.7894737,404.7894737,400.7894737,400.7894737,400.7894737,445.6315789,445.6315789,445.6315789,206.1578947,206.1578947,206.1578947,356.5263158,356.5263158,356.5263158,176.8947368,176.8947368,176.8947368
511,418.5789474,418.5789474,418.5789474,430.4210526,430.4210526,430.4210526,424.5263158,424.5263158,424.5263158,182.2631579,182.2631579,182.2631579,273,273,273,320,320,320
512,315.6842105,315.6842105,315.6842105,381.0526316,381.0526316,381.0526316,440.7894737,440.7894737,440.7894737,184.4736842,184.4736842,184.4736842,276.1578947,276.1578947,276.1578947,365.3684211,365.3684211,365.3684211
513,401.6315789,401.6315789,401.6315789,377.5263158,377.5263158,377.5263158,450.2631579,450.2631579,450.2631579,210.6842105,210.6842105,210.6842105,441.4736842,441.4736842,441.4736842,490.5789474,490.5789474,490.5789474
514,412.6842105,412.6842105,412.6842105,357.9473684,357.9473684,357.9473684,339.1578947,339.1578947,339.1578947,158.1578947,158.1578947,158.1578947,402.2631579,402.2631579,402.2631579,364.8947368,364.8947368,364.8947368
515,435.7894737,435.7894737,435.7894737,341.5263158,341.5263158,341.5263158,370.8421053,370.8421053,370.8421053,247.8421053,247.8421053,247.8421053,359.6315789,359.6315789,359.6315789,612.4210526,612.4210526,612.4210526
516,339.4210526,339.4210526,339.4210526,456.1052632,456.1052632,456.1052632,429.1578947,429.1578947,429.1578947,131.2631579,131.2631579,131.2631579,360.2105263,360.2105263,360.2105263,322,322,322
517,428.9473684,428.9473684,428.9473684,471.8421053,471.8421053,471.8421053,393.2631579,393.2631579,393.2631579,172.3157895,172.3157895,172.3157895,369.5263158,369.5263158,369.5263158,516.2105263,516.2105263,516.2105263
518,394.5789474,394.5789474,394.5789474,470.4736842,470.4736842,470.4736842,443.4736842,443.4736842,443.4736842,196.8947368,196.8947368,196.8947368,378.6315789,378.6315789,378.6315789,492.5263158,492.5263158,492.5263158
519,384.4736842,384.4736842,384.4736842,443.2631579,443.2631579,443.2631579,436.5789474,436.5789474,436.5789474,197.7894737,197.7894737,197.7894737,322.8947368,322.8947368,322.8947368,534,534,534
520,393.4210526,393.4210526,393.4210526,353.1052632,353.1052632,353.1052632,427.5263158,427.5263158,427.5263158,186.2105263,186.2105263,186.2105263,387.6315789,387.6315789,387.6315789,523.7894737,523.7894737,523.7894737
521,468.9473684,468.9473684,468.9473684,447.2105263,447.2105263,447.2105263,462.6315789,462.6315789,462.6315789,129.8947368,129.8947368,129.8947368,394.2631579,394.2631579,394.2631579,500.8421053,500.8421053,500.8421053
522,442.8421053,442.8421053,442.8421053,519.6842105,519.6842105,519.6842105,495.3684211,495.3684211,495.3684211,145.5789474,145.5789474,145.5789474,329.7368421,329.7368421,329.7368421,505.4210526,505.4210526,505.4210526
523,425.4736842,425.4736842,425.4736842,395.1578947,395.1578947,395.1578947,431,431,431,168.6315789,168.6315789,168.6315789,458.0526316,458.0526316,458.0526316,472.7894737,472.7894737,472.7894737
524,485.3157895,485.3157895,485.3157895,496.2105263,496.2105263,496.2105263,481.4210526,481.4210526,481.4210526,176.1578947,176.1578947,176.1578947,404.1052632,404.1052632,404.1052632,533.9473684,533.9473684,533.9473684
525,358.3684211,358.3684211,358.3684211,438.1052632,438.1052632,438.1052632,408.0526316,408.0526316,408.0526316,196.7368421,196.7368421,196.7368421,415.1578947,415.1578947,415.1578947,452.1052632,452.1052632,452.1052632
526,304.9473684,304.9473684,304.9473684,473.2631579,473.2631579,473.2631579,464.4736842,464.4736842,464.4736842,106.7368421,106.7368421,106.7368421,396.1052632,396.1052632,396.1052632,464.8947368,464.8947368,464.8947368
527,309.9473684,309.9473684,309.9473684,503.3157895,503.3157895,503.3157895,436.5263158,436.5263158,436.5263158,160.1578947,160.1578947,160.1578947,376.7894737,376.7894737,376.7894737,522.3157895,522.3157895,522.3157895
528,393.4210526,393.4210526,393.4210526,354.6842105,354.6842105,354.6842105,505.7368421,505.7368421,505.7368421,148.2105263,148.2105263,148.2105263,407.6315789,407.6315789,407.6315789,434.2105263,434.2105263,434.2105263
529,479.4736842,479.4736842,479.4736842,540.6842105,540.6842105,540.6842105,359.8421053,359.8421053,359.8421053,133.0526316,133.0526316,133.0526316,319.4210526,319.4210526,319.4210526,270.0526316,270.0526316,270.0526316
530,341.8421053,341.8421053,341.8421053,475.7894737,475.7894737,475.7894737,357.0526316,357.0526316,357.0526316,197.4736842,197.4736842,197.4736842,351,351,351,216.7894737,216.7894737,216.7894737
531,494.7368421,494.7368421,494.7368421,397.1578947,397.1578947,397.1578947,527.7894737,527.7894737,527.7894737,188.6315789,188.6315789,188.6315789,413.2105263,413.2105263,413.2105263,349.9473684,349.9473684,349.9473684
532,413.7368421,413.7368421,413.7368421,506.7894737,506.7894737,506.7894737,415.2105263,415.2105263,415.2105263,156.7368421,156.7368421,156.7368421,403.9473684,403.9473684,403.9473684,418.1052632,418.1052632,418.1052632
533,444.6315789,444.6315789,444.6315789,378.7894737,378.7894737,378.7894737,470.5789474,470.5789474,470.5789474,161.7368421,161.7368421,161.7368421,413.7368421,413.7368421,413.7368421,292.1578947,292.1578947,292.1578947
534,419.7368421,419.7368421,419.7368421,412.4210526,412.4210526,412.4210526,441.6842105,441.6842105,441.6842105,147.7368421,147.7368421,147.7368421,342.6842105,342.6842105,342.6842105,118.3157895,118.3157895,118.3157895
535,380.1578947,380.1578947,380.1578947,363.4210526,363.4210526,363.4210526,355.5263158,355.5263158,355.5263158,178.2105263,178.2105263,178.2105263,418,418,418,278.7368421,278.7368421,278.7368421
536,366.8947368,366.8947368,366.8947368,324.6842105,324.6842105,324.6842105,459.1578947,459.1578947,459.1578947,123.5789474,123.5789474,123.5789474,367.9473684,367.9473684,367.9473684,361.8947368,361.8947368,361.8947368
537,435.1578947,435.1578947,435.1578947,331.4210526,331.4210526,331.4210526,504.5263158,504.5263158,504.5263158,172.0526316,172.0526316,172.0526316,407.1052632,407.1052632,407.1052632,256.2105263,256.2105263,256.2105263
538,434.5789474,434.5789474,434.5789474,341.8947368,341.8947368,341.8947368,419.3157895,419.3157895,419.3157895,120.2105263,120.2105263,120.2105263,304.1052632,304.1052632,304.1052632,407.0526316,407.0526316,407.0526316
539,416.8421053,416.8421053,416.8421053,361.6315789,361.6315789,361.6315789,419.3157895,419.3157895,419.3157895,152.6315789,152.6315789,152.6315789,449.5263158,449.5263158,449.5263158,410.2631579,410.2631579,410.2631579
540,449.3684211,449.3684211,449.3684211,345.0526316,345.0526316,345.0526316,411.2631579,411.2631579,411.2631579,165.6842105,165.6842105,165.6842105,412.3684211,412.3684211,412.3684211,734.1052632,734.1052632,734.1052632
541,452.9473684,452.9473684,452.9473684,424.3157895,424.3157895,424.3157895,411.8947368,411.8947368,411.8947368,188,188,188,344.8421053,344.8421053,344.8421053,538.8947368,538.8947368,538.8947368
542,397.4210526,397.4210526,397.4210526,328,328,328,343.2631579,343.2631579,343.2631579,166.0526316,166.0526316,166.0526316,372.9473684,372.9473684,372.9473684,500.5263158,500.5263158,500.5263158
543,456.1052632,456.1052632,456.1052632,279.9473684,279.9473684,279.9473684,342.7894737,342.7894737,342.7894737,133.7894737,133.7894737,133.7894737,415.2631579,415.2631579,415.2631579,482.4210526,482.4210526,482.4210526
544,516.2105263,516.2105263,516.2105263,303.1578947,303.1578947,303.1578947,429.2105263,429.2105263,429.2105263,191.3157895,191.3157895,191.3157895,361.6315789,361.6315789,361.6315789,531.8421053,531.8421053,531.8421053
545,424.1052632,424.1052632,424.1052632,303.8947368,303.8947368,303.8947368,396.3157895,396.3157895,396.3157895,148.7894737,148.7894737,148.7894737,388.7894737,388.7894737,388.7894737,540.5789474,540.5789474,540.5789474
546,424.6842105,424.6842105,424.6842105,380.9473684,380.9473684,380.9473684,416.4210526,416.4210526,416.4210526,138.4210526,138.4210526,138.4210526,333.7368421,333.7368421,333.7368421,494.7894737,494.7894737,494.7894737
547,438.9473684,438.9473684,438.9473684,331,331,331,458.2105263,458.2105263,458.2105263,155.9473684,155.9473684,155.9473684,373.1578947,373.1578947,373.1578947,843.9473684,843.9473684,843.9473684
548,402.2105263,402.2105263,402.2105263,370.1052632,370.1052632,370.1052632,448.8947368,448.8947368,448.8947368,115.5789474,115.5789474,115.5789474,255.3157895,255.3157895,255.3157895,712.5263158,712.5263158,712.5263158
549,449.8421053,449.8421053,449.8421053,370.3157895,370.3157895,370.3157895,505.8947368,505.8947368,505.8947368,177.4210526,177.4210526,177.4210526,319.7368421,319.7368421,319.7368421,707.8947368,707.8947368,707.8947368
550,455.8421053,455.8421053,455.8421053,271.7368421,271.7368421,271.7368421,452.8421053,452.8421053,452.8421053,127.8421053,127.8421053,127.8421053,357.4210526,357.4210526,357.4210526,590.5263158,590.5263158,590.5263158
551,362.1578947,362.1578947,362.1578947,289.0526316,289.0526316,289.0526316,491.1578947,491.1578947,491.1578947,146.9473684,146.9473684,146.9473684,291,291,291,795,795,795
552,414.2631579,414.2631579,414.2631579,383.2631579,383.2631579,383.2631579,461.1052632,461.1052632,461.1052632,170.0526316,170.0526316,170.0526316,237.0526316,237.0526316,237.0526316,618.8421053,618.8421053,618.8421053
553,407,407,407,298.3157895,298.3157895,298.3157895,512.4736842,512.4736842,512.4736842,122.5263158,122.5263158,122.5263158,319.8421053,319.8421053,319.8421053,614.3684211,614.3684211,614.3684211
554,411.5789474,411.5789474,411.5789474,303.5263158,303.5263158,303.5263158,451.8947368,451.8947368,451.8947368,159.8947368,159.8947368,159.8947368,402.2631579,402.2631579,402.2631579,536.6315789,536.6315789,536.6315789
555,362.8421053,362.8421053,362.8421053,303.5789474,303.5789474,303.5789474,460,460,460,150.6315789,150.6315789,150.6315789,353,353,353,487.3684211,487.3684211,487.3684211
556,318.7368421,318.7368421,318.7368421,430.8421053,430.8421053,430.8421053,408.4736842,408.4736842,408.4736842,153.1052632,153.1052632,153.1052632,255.4210526,255.4210526,255.4210526,517.1052632,517.1052632,517.1052632
557,336.6842105,336.6842105,336.6842105,397.6842105,397.6842105,397.6842105,406.5789474,406.5789474,406.5789474,180.7368421,180.7368421,180.7368421,368.5263158,368.5263158,368.5263158,455.3684211,455.3684211,455.3684211
558,262.1578947,262.1578947,262.1578947,323.7368421,323.7368421,323.7368421,557.2105263,557.2105263,557.2105263,172.7894737,172.7894737,172.7894737,345.8947368,345.8947368,345.8947368,554.4736842,554.4736842,554.4736842
559,295.2105263,295.2105263,295.2105263,413.4210526,413.4210526,413.4210526,418,418,418,176.8947368,176.8947368,176.8947368,314.6842105,314.6842105,314.6842105,453.4736842,453.4736842,453.4736842
560,395.4736842,395.4736842,395.4736842,504.7894737,504.7894737,504.7894737,470.7894737,470.7894737,470.7894737,173.6842105,173.6842105,173.6842105,336.6315789,336.6315789,336.6315789,422.8421053,422.8421053,422.8421053
561,389.0526316,389.0526316,389.0526316,308.4210526,308.4210526,308.4210526,453.6842105,453.6842105,453.6842105,210.3684211,210.3684211,210.3684211,348.8947368,348.8947368,348.8947368,627.6315789,627.6315789,627.6315789
562,376.7368421,376.7368421,376.7368421,344,344,344,491,491,491,157.7894737,157.7894737,157.7894737,285.4210526,285.4210526,285.4210526,704.6315789,704.6315789,704.6315789
563,332.0526316,332.0526316,332.0526316,316.7368421,316.7368421,316.7368421,477.6842105,477.6842105,477.6842105,147.2631579,147.2631579,147.2631579,355.2631579,355.2631579,355.2631579,576.5789474,576.5789474,576.5789474
564,375.7368421,375.7368421,375.7368421,339.4210526,339.4210526,339.4210526,487.4736842,487.4736842,487.4736842,136,136,136,273.8421053,273.8421053,273.8421053,425.0526316,425.0526316,425.0526316
565,275.2631579,275.2631579,275.2631579,318.0526316,318.0526316,318.0526316,462.8421053,462.8421053,462.8421053,171.3157895,171.3157895,171.3157895,269.4736842,269.4736842,269.4736842,348.2105263,348.2105263,348.2105263
566,296,296,296,374.4210526,374.4210526,374.4210526,435.9473684,435.9473684,435.9473684,121.8421053,121.8421053,121.8421053,270.0526316,270.0526316,270.0526316,525.7368421,525.7368421,525.7368421
567,345.8947368,345.8947368,345.8947368,333.1052632,333.1052632,333.1052632,487.2631579,487.2631579,487.2631579,173.3157895,173.3157895,173.3157895,345,345,345,245,245,245
568,359.4736842,359.4736842,359.4736842,327.5789474,327.5789474,327.5789474,516.2105263,516.2105263,516.2105263,166.7894737,166.7894737,166.7894737,263.9473684,263.9473684,263.9473684,297.8947368,297.8947368,297.8947368
569,349.9473684,349.9473684,349.9473684,365.7368421,365.7368421,365.7368421,442.8421053,442.8421053,442.8421053,108.5789474,108.5789474,108.5789474,231.5789474,231.5789474,231.5789474,235.7368421,235.7368421,235.7368421
570,390.3684211,390.3684211,390.3684211,450,450,450,473.1052632,473.1052632,473.1052632,135.1578947,135.1578947,135.1578947,360.0526316,360.0526316,360.0526316,209.5789474,209.5789474,209.5789474
571,481.7368421,481.7368421,481.7368421,393.3684211,393.3684211,393.3684211,532.7368421,532.7368421,532.7368421,134.8947368,134.8947368,134.8947368,304.6842105,304.6842105,304.6842105,1.263157895,1.263157895,1.263157895
572,389.2631579,389.2631579,389.2631579,321.8421053,321.8421053,321.8421053,453.6315789,453.6315789,453.6315789,112.0526316,112.0526316,112.0526316,389,389,389,91.63157895,91.63157895,91.63157895
573,350.8947368,350.8947368,350.8947368,362.4210526,362.4210526,362.4210526,492.5263158,492.5263158,492.5263158,171.7894737,171.7894737,171.7894737,265.7894737,265.7894737,265.7894737,119.6315789,119.6315789,119.6315789
574,347.2105263,347.2105263,347.2105263,295.8421053,295.8421053,295.8421053,474,474,474,144.7894737,144.7894737,144.7894737,359.7894737,359.7894737,359.7894737,178.1052632,178.1052632,178.1052632
575,308.0526316,308.0526316,308.0526316,392.1578947,392.1578947,392.1578947,528.5789474,528.5789474,528.5789474,154.4210526,154.4210526,154.4210526,307.1578947,307.1578947,307.1578947,344.9473684,344.9473684,344.9473684
576,427.2105263,427.2105263,427.2105263,416.4210526,416.4210526,416.4210526,486.6842105,486.6842105,486.6842105,168.0526316,168.0526316,168.0526316,302.3684211,302.3684211,302.3684211,473.3157895,473.3157895,473.3157895
577,321.7368421,321.7368421,321.7368421,439.8421053,439.8421053,439.8421053,420.3684211,420.3684211,420.3684211,148.4736842,148.4736842,148.4736842,321,321,321,475.4210526,475.4210526,475.4210526
578,316.7368421,316.7368421,316.7368421,360.8947368,360.8947368,360.8947368,462.0526316,462.0526316,462.0526316,173.8421053,173.8421053,173.8421053,303.1578947,303.1578947,303.1578947,411.5263158,411.5263158,411.5263158
579,434.7894737,434.7894737,434.7894737,441.7368421,441.7368421,441.7368421,387,387,387,201.1578947,201.1578947,201.1578947,373.9473684,373.9473684,373.9473684,709.6842105,709.6842105,709.6842105
580,468.7368421,468.7368421,468.7368421,461.9473684,461.9473684,461.9473684,428.1052632,428.1052632,428.1052632,174.1052632,174.1052632,174.1052632,362.7368421,362.7368421,362.7368421,502.1578947,502.1578947,502.1578947
581,389.5789474,389.5789474,389.5789474,480,480,480,481.8947368,481.8947368,481.8947368,131.5263158,131.5263158,131.5263158,451.7368421,451.7368421,451.7368421,350.5789474,350.5789474,350.5789474
582,323.4210526,323.4210526,323.4210526,366.9473684,366.9473684,366.9473684,411.3157895,411.3157895,411.3157895,174.4736842,174.4736842,174.4736842,363.7894737,363.7894737,363.7894737,405.2105263,405.2105263,405.2105263
583,342.5263158,342.5263158,342.5263158,452.3157895,452.3157895,452.3157895,399.2631579,399.2631579,399.2631579,135.8421053,135.8421053,135.8421053,248.5789474,248.5789474,248.5789474,643.5263158,643.5263158,643.5263158
584,384.2631579,384.2631579,384.2631579,496.0526316,496.0526316,496.0526316,450.5263158,450.5263158,450.5263158,141.1052632,141.1052632,141.1052632,352.4736842,352.4736842,352.4736842,456,456,456
585,443.4210526,443.4210526,443.4210526,430.8421053,430.8421053,430.8421053,450,450,450,111.8421053,111.8421053,111.8421053,328,328,328,526.9473684,526.9473684,526.9473684
586,339.5263158,339.5263158,339.5263158,472.6842105,472.6842105,472.6842105,555.2105263,555.2105263,555.2105263,131.3157895,131.3157895,131.3157895,367.8421053,367.8421053,367.8421053,560.6315789,560.6315789,560.6315789
587,346.7368421,346.7368421,346.7368421,474.6315789,474.6315789,474.6315789,443.8421053,443.8421053,443.8421053,167.9473684,167.9473684,167.9473684,385.4210526,385.4210526,385.4210526,635.7894737,635.7894737,635.7894737
588,361.4210526,361.4210526,361.4210526,368.1052632,368.1052632,368.1052632,434.0526316,434.0526316,434.0526316,143.2631579,143.2631579,143.2631579,308.1052632,308.1052632,308.1052632,593.7368421,593.7368421,593.7368421
589,406.0526316,406.0526316,406.0526316,414.6315789,414.6315789,414.6315789,408.0526316,408.0526316,408.0526316,152.7368421,152.7368421,152.7368421,394.2631579,394.2631579,394.2631579,650.6315789,650.6315789,650.6315789
590,385.4736842,385.4736842,385.4736842,449.6842105,449.6842105,449.6842105,389.5263158,389.5263158,389.5263158,138.4736842,138.4736842,138.4736842,316.4736842,316.4736842,316.4736842,409.8947368,409.8947368,409.8947368
591,394.5263158,394.5263158,394.5263158,482.2631579,482.2631579,482.2631579,442.5263158,442.5263158,442.5263158,238.6315789,238.6315789,238.6315789,334.4210526,334.4210526,334.4210526,315.4210526,315.4210526,315.4210526
592,449.5263158,449.5263158,449.5263158,476.7894737,476.7894737,476.7894737,387.1578947,387.1578947,387.1578947,170.6315789,170.6315789,170.6315789,328.7894737,328.7894737,328.7894737,473.6315789,473.6315789,473.6315789
593,386.4736842,386.4736842,386.4736842,361.3157895,361.3157895,361.3157895,283.2105263,283.2105263,283.2105263,212.3684211,212.3684211,212.3684211,310.7894737,310.7894737,310.7894737,411.8421053,411.8421053,411.8421053
594,300.2631579,300.2631579,300.2631579,341,341,341,392.7368421,392.7368421,392.7368421,179.5263158,179.5263158,179.5263158,381,381,381,301.8421053,301.8421053,301.8421053
595,264.0526316,264.0526316,264.0526316,314.7894737,314.7894737,314.7894737,401.3684211,401.3684211,401.3684211,139.6842105,139.6842105,139.6842105,374,374,374,129.8421053,129.8421053,129.8421053
596,377.8421053,377.8421053,377.8421053,379.3684211,379.3684211,379.3684211,369.9473684,369.9473684,369.9473684,149.6315789,149.6315789,149.6315789,458.3157895,458.3157895,458.3157895,130.6315789,130.6315789,130.6315789
597,313.3684211,313.3684211,313.3684211,300.8947368,300.8947368,300.8947368,443.3684211,443.3684211,443.3684211,162.8421053,162.8421053,162.8421053,436.9473684,436.9473684,436.9473684,242.8947368,242.8947368,242.8947368
598,471.5789474,471.5789474,471.5789474,261.3157895,261.3157895,261.3157895,334.8421053,334.8421053,334.8421053,156.3157895,156.3157895,156.3157895,279.4210526,279.4210526,279.4210526,23.42105263,23.42105263,23.42105263
599,403.1578947,403.1578947,403.1578947,331.5263158,331.5263158,331.5263158,520.6842105,520.6842105,520.6842105,140.8947368,140.8947368,140.8947368,382.6315789,382.6315789,382.6315789,182.1578947,182.1578947,182.1578947
