epoch,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX
253,282.4736842,282.4736842,282.4736842,170.5263158,170.5263158,170.5263158,343.6315789,343.6315789,343.6315789,176.0526316,176.0526316,176.0526316,155.5789474,155.5789474,155.5789474,374.5263158,374.5263158,374.5263158
254,264.3684211,264.3684211,264.3684211,289.6315789,289.6315789,289.6315789,230.5263158,230.5263158,230.5263158,148.9473684,148.9473684,148.9473684,275.8421053,275.8421053,275.8421053,345.6315789,345.6315789,345.6315789
255,291.9473684,291.9473684,291.9473684,248.3157895,248.3157895,248.3157895,288.4210526,288.4210526,288.4210526,62.78947368,62.78947368,62.78947368,318.3157895,318.3157895,318.3157895,322.4210526,322.4210526,322.4210526
256,228.6315789,228.6315789,228.6315789,210.2105263,210.2105263,210.2105263,322.4210526,322.4210526,322.4210526,91.52631579,91.52631579,91.52631579,216.8947368,216.8947368,216.8947368,349.1052632,349.1052632,349.1052632
257,326.0526316,326.0526316,326.0526316,238.7368421,238.7368421,238.7368421,354.5789474,354.5789474,354.5789474,137,137,137,226,226,226,502,502,502
258,264.1578947,264.1578947,264.1578947,285.8421053,285.8421053,285.8421053,312.2631579,312.2631579,312.2631579,150.7368421,150.7368421,150.7368421,238.6842105,238.6842105,238.6842105,430.8947368,430.8947368,430.8947368
259,360.2631579,360.2631579,360.2631579,220.6842105,220.6842105,220.6842105,350.0526316,350.0526316,350.0526316,137.4736842,137.4736842,137.4736842,225.4210526,225.4210526,225.4210526,477.8947368,477.8947368,477.8947368
260,235.1052632,235.1052632,235.1052632,356.8947368,356.8947368,356.8947368,293.6315789,293.6315789,293.6315789,132.2631579,132.2631579,132.2631579,161.2631579,161.2631579,161.2631579,342.0526316,342.0526316,342.0526316
261,245.7368421,245.7368421,245.7368421,278.3157895,278.3157895,278.3157895,270.5263158,270.5263158,270.5263158,99.84210526,99.84210526,99.84210526,316.3684211,316.3684211,316.3684211,465.4736842,465.4736842,465.4736842
262,263.6842105,263.6842105,263.6842105,255.5263158,255.5263158,255.5263158,381.6315789,381.6315789,381.6315789,163.5263158,163.5263158,163.5263158,210.1578947,210.1578947,210.1578947,521.6842105,521.6842105,521.6842105
263,283.6315789,283.6315789,283.6315789,198.2105263,198.2105263,198.2105263,329.2105263,329.2105263,329.2105263,145.2105263,145.2105263,145.2105263,221.7368421,221.7368421,221.7368421,481.5263158,481.5263158,481.5263158
264,221.6315789,221.6315789,221.6315789,311,311,311,327.5789474,327.5789474,327.5789474,137.5789474,137.5789474,137.5789474,238.7894737,238.7894737,238.7894737,354.5263158,354.5263158,354.5263158
265,269.7368421,269.7368421,269.7368421,311.8947368,311.8947368,311.8947368,277.5263158,277.5263158,277.5263158,83.78947368,83.78947368,83.78947368,210.8947368,210.8947368,210.8947368,351.3157895,351.3157895,351.3157895
266,336.6842105,336.6842105,336.6842105,274,274,274,293.7894737,293.7894737,293.7894737,80.78947368,80.78947368,80.78947368,191.9473684,191.9473684,191.9473684,264.7368421,264.7368421,264.7368421
267,249.7894737,249.7894737,249.7894737,378.6315789,378.6315789,378.6315789,342.7894737,342.7894737,342.7894737,90.21052632,90.21052632,90.21052632,242.0526316,242.0526316,242.0526316,394.1578947,394.1578947,394.1578947
268,328.8421053,328.8421053,328.8421053,346.4210526,346.4210526,346.4210526,426.0526316,426.0526316,426.0526316,96.68421053,96.68421053,96.68421053,169.7368421,169.7368421,169.7368421,535.1578947,535.1578947,535.1578947
269,288,288,288,408.7894737,408.7894737,408.7894737,326.8421053,326.8421053,326.8421053,152.7894737,152.7894737,152.7894737,272.4736842,272.4736842,272.4736842,339.8421053,339.8421053,339.8421053
270,335.9473684,335.9473684,335.9473684,343.5789474,343.5789474,343.5789474,369.6842105,369.6842105,369.6842105,96.05263158,96.05263158,96.05263158,229.6315789,229.6315789,229.6315789,370.8421053,370.8421053,370.8421053
271,335.2105263,335.2105263,335.2105263,420.3684211,420.3684211,420.3684211,333.9473684,333.9473684,333.9473684,105.4736842,105.4736842,105.4736842,194.2631579,194.2631579,194.2631579,238.6842105,238.6842105,238.6842105
272,295.5263158,295.5263158,295.5263158,233.8947368,233.8947368,233.8947368,352.2631579,352.2631579,352.2631579,113.4736842,113.4736842,113.4736842,253.6842105,253.6842105,253.6842105,136.2105263,136.2105263,136.2105263
273,330.7894737,330.7894737,330.7894737,254.8421053,254.8421053,254.8421053,301.1578947,301.1578947,301.1578947,173.7894737,173.7894737,173.7894737,161.2631579,161.2631579,161.2631579,293.6315789,293.6315789,293.6315789
274,310.5789474,310.5789474,310.5789474,312.1578947,312.1578947,312.1578947,264.6315789,264.6315789,264.6315789,109.3157895,109.3157895,109.3157895,223.3684211,223.3684211,223.3684211,309.4736842,309.4736842,309.4736842
275,294,294,294,339.4210526,339.4210526,339.4210526,213.8947368,213.8947368,213.8947368,102.1578947,102.1578947,102.1578947,245.4736842,245.4736842,245.4736842,275.4736842,275.4736842,275.4736842
276,286.6842105,286.6842105,286.6842105,282.8421053,282.8421053,282.8421053,374.6842105,374.6842105,374.6842105,96.36842105,96.36842105,96.36842105,239,239,239,229.6842105,229.6842105,229.6842105
277,263.0526316,263.0526316,263.0526316,341.5263158,341.5263158,341.5263158,321.9473684,321.9473684,321.9473684,51.05263158,51.05263158,51.05263158,184.5263158,184.5263158,184.5263158,202.1578947,202.1578947,202.1578947
278,292.4736842,292.4736842,292.4736842,252.7368421,252.7368421,252.7368421,277.6315789,277.6315789,277.6315789,51.42105263,51.42105263,51.42105263,142.1052632,142.1052632,142.1052632,304,304,304
279,273.2631579,273.2631579,273.2631579,238.6315789,238.6315789,238.6315789,349.7368421,349.7368421,349.7368421,67.26315789,67.26315789,67.26315789,190.6315789,190.6315789,190.6315789,254.0526316,254.0526316,254.0526316
280,353.6315789,353.6315789,353.6315789,295.4210526,295.4210526,295.4210526,275.0526316,275.0526316,275.0526316,61,61,61,204.5263158,204.5263158,204.5263158,318.4210526,318.4210526,318.4210526
281,285.1578947,285.1578947,285.1578947,278.3684211,278.3684211,278.3684211,295.4736842,295.4736842,295.4736842,55.36842105,55.36842105,55.36842105,125.3157895,125.3157895,125.3157895,235.1052632,235.1052632,235.1052632
282,264.4210526,264.4210526,264.4210526,254.8421053,254.8421053,254.8421053,244.5263158,244.5263158,244.5263158,60.36842105,60.36842105,60.36842105,160.7368421,160.7368421,160.7368421,218.8947368,218.8947368,218.8947368
283,251.2105263,251.2105263,251.2105263,310.3684211,310.3684211,310.3684211,234.4210526,234.4210526,234.4210526,61.36842105,61.36842105,61.36842105,148.1578947,148.1578947,148.1578947,361.6842105,361.6842105,361.6842105
284,344.2105263,344.2105263,344.2105263,276.6315789,276.6315789,276.6315789,311.3157895,311.3157895,311.3157895,91.47368421,91.47368421,91.47368421,207.5263158,207.5263158,207.5263158,284.1578947,284.1578947,284.1578947
285,288.7368421,288.7368421,288.7368421,374.7368421,374.7368421,374.7368421,317.4736842,317.4736842,317.4736842,50.47368421,50.47368421,50.47368421,182.8947368,182.8947368,182.8947368,462.4736842,462.4736842,462.4736842
286,318.4736842,318.4736842,318.4736842,249.0526316,249.0526316,249.0526316,270.1578947,270.1578947,270.1578947,84.21052632,84.21052632,84.21052632,255.6842105,255.6842105,255.6842105,273.6315789,273.6315789,273.6315789
287,339.5263158,339.5263158,339.5263158,250.6842105,250.6842105,250.6842105,327.8421053,327.8421053,327.8421053,61.21052632,61.21052632,61.21052632,191.1578947,191.1578947,191.1578947,322.7368421,322.7368421,322.7368421
288,308.3157895,308.3157895,308.3157895,327.2631579,327.2631579,327.2631579,275.0526316,275.0526316,275.0526316,71.57894737,71.57894737,71.57894737,185.2105263,185.2105263,185.2105263,486.1578947,486.1578947,486.1578947
289,411.4736842,411.4736842,411.4736842,300.5789474,300.5789474,300.5789474,358.4736842,358.4736842,358.4736842,83.36842105,83.36842105,83.36842105,227.2631579,227.2631579,227.2631579,512.5789474,512.5789474,512.5789474
290,263.8947368,263.8947368,263.8947368,259.6842105,259.6842105,259.6842105,363.1578947,363.1578947,363.1578947,80.10526316,80.10526316,80.10526316,183.1578947,183.1578947,183.1578947,288.9473684,288.9473684,288.9473684
291,287.7368421,287.7368421,287.7368421,256.7368421,256.7368421,256.7368421,403.6842105,403.6842105,403.6842105,62,62,62,264.3684211,264.3684211,264.3684211,390.4736842,390.4736842,390.4736842
292,320.2105263,320.2105263,320.2105263,353.8421053,353.8421053,353.8421053,320.4210526,320.4210526,320.4210526,36.78947368,36.78947368,36.78947368,178.5789474,178.5789474,178.5789474,386.4210526,386.4210526,386.4210526
293,271.1052632,271.1052632,271.1052632,362,362,362,251.8947368,251.8947368,251.8947368,84.21052632,84.21052632,84.21052632,248.0526316,248.0526316,248.0526316,381.8947368,381.8947368,381.8947368
294,337.5263158,337.5263158,337.5263158,305.8421053,305.8421053,305.8421053,327.1052632,327.1052632,327.1052632,74.05263158,74.05263158,74.05263158,231.7894737,231.7894737,231.7894737,143.1052632,143.1052632,143.1052632
295,379.4210526,379.4210526,379.4210526,312.8947368,312.8947368,312.8947368,340.2631579,340.2631579,340.2631579,44.84210526,44.84210526,44.84210526,269.5263158,269.5263158,269.5263158,331.8421053,331.8421053,331.8421053
296,310.8947368,310.8947368,310.8947368,364.7368421,364.7368421,364.7368421,364.5263158,364.5263158,364.5263158,91.52631579,91.52631579,91.52631579,198.5263158,198.5263158,198.5263158,371.0526316,371.0526316,371.0526316
297,362.3684211,362.3684211,362.3684211,446.8421053,446.8421053,446.8421053,319.4736842,319.4736842,319.4736842,79.36842105,79.36842105,79.36842105,191.1578947,191.1578947,191.1578947,450.6842105,450.6842105,450.6842105
298,328.5789474,328.5789474,328.5789474,338.3684211,338.3684211,338.3684211,320.9473684,320.9473684,320.9473684,80.89473684,80.89473684,80.89473684,183.7368421,183.7368421,183.7368421,302.7368421,302.7368421,302.7368421
299,324.3157895,324.3157895,324.3157895,459.9473684,459.9473684,459.9473684,422.4210526,422.4210526,422.4210526,75.05263158,75.05263158,75.05263158,286.7894737,286.7894737,286.7894737,443.1578947,443.1578947,443.1578947
300,263.4210526,263.4210526,263.4210526,429.6315789,429.6315789,429.6315789,318.1052632,318.1052632,318.1052632,57,57,57,277.9473684,277.9473684,277.9473684,288.8421053,288.8421053,288.8421053
301,272.2631579,272.2631579,272.2631579,404.2631579,404.2631579,404.2631579,389.8421053,389.8421053,389.8421053,50.84210526,50.84210526,50.84210526,251.7894737,251.7894737,251.7894737,356.8421053,356.8421053,356.8421053
302,286.4736842,286.4736842,286.4736842,448.0526316,448.0526316,448.0526316,397.7894737,397.7894737,397.7894737,54.73684211,54.73684211,54.73684211,206.5263158,206.5263158,206.5263158,195,195,195
303,301.0526316,301.0526316,301.0526316,368.3684211,368.3684211,368.3684211,309.5263158,309.5263158,309.5263158,60.05263158,60.05263158,60.05263158,236.4736842,236.4736842,236.4736842,437.2631579,437.2631579,437.2631579
304,351.9473684,351.9473684,351.9473684,397.5263158,397.5263158,397.5263158,310.4210526,310.4210526,310.4210526,65.94736842,65.94736842,65.94736842,269.7894737,269.7894737,269.7894737,266.4736842,266.4736842,266.4736842
305,313.6315789,313.6315789,313.6315789,483.5789474,483.5789474,483.5789474,415.7894737,415.7894737,415.7894737,53,53,53,231.4736842,231.4736842,231.4736842,420.5789474,420.5789474,420.5789474
306,354.1052632,354.1052632,354.1052632,452,452,452,397.9473684,397.9473684,397.9473684,60.05263158,60.05263158,60.05263158,252.3684211,252.3684211,252.3684211,416,416,416
307,278.2105263,278.2105263,278.2105263,369,369,369,305.8421053,305.8421053,305.8421053,72,72,72,266.7368421,266.7368421,266.7368421,361.6315789,361.6315789,361.6315789
308,279.5789474,279.5789474,279.5789474,489.4210526,489.4210526,489.4210526,319.7368421,319.7368421,319.7368421,82.63157895,82.63157895,82.63157895,164.3157895,164.3157895,164.3157895,457.6842105,457.6842105,457.6842105
309,325.6842105,325.6842105,325.6842105,412.3684211,412.3684211,412.3684211,372.9473684,372.9473684,372.9473684,120,120,120,308,308,308,413.7894737,413.7894737,413.7894737
310,322.5789474,322.5789474,322.5789474,416.0526316,416.0526316,416.0526316,320.5263158,320.5263158,320.5263158,95.57894737,95.57894737,95.57894737,258.2631579,258.2631579,258.2631579,384.5263158,384.5263158,384.5263158
311,329.9473684,329.9473684,329.9473684,347.4210526,347.4210526,347.4210526,358.3684211,358.3684211,358.3684211,85.57894737,85.57894737,85.57894737,215.7894737,215.7894737,215.7894737,329.9473684,329.9473684,329.9473684
312,356.4736842,356.4736842,356.4736842,429.2631579,429.2631579,429.2631579,313.5263158,313.5263158,313.5263158,64,64,64,190.0526316,190.0526316,190.0526316,433.3684211,433.3684211,433.3684211
313,331,331,331,508.6842105,508.6842105,508.6842105,357.2631579,357.2631579,357.2631579,75.57894737,75.57894737,75.57894737,231.3157895,231.3157895,231.3157895,321.8947368,321.8947368,321.8947368
314,335.5263158,335.5263158,335.5263158,380.7894737,380.7894737,380.7894737,250.6842105,250.6842105,250.6842105,87.21052632,87.21052632,87.21052632,226.0526316,226.0526316,226.0526316,382.0526316,382.0526316,382.0526316
315,357.7894737,357.7894737,357.7894737,346.5263158,346.5263158,346.5263158,261.3157895,261.3157895,261.3157895,29.36842105,29.36842105,29.36842105,182.3157895,182.3157895,182.3157895,254.5789474,254.5789474,254.5789474
316,322.7894737,322.7894737,322.7894737,541.7368421,541.7368421,541.7368421,341.4736842,341.4736842,341.4736842,54.68421053,54.68421053,54.68421053,247.4736842,247.4736842,247.4736842,451.7894737,451.7894737,451.7894737
317,334.4736842,334.4736842,334.4736842,379.2105263,379.2105263,379.2105263,262.0526316,262.0526316,262.0526316,25.78947368,25.78947368,25.78947368,222.2105263,222.2105263,222.2105263,471.4210526,471.4210526,471.4210526
318,303.3157895,303.3157895,303.3157895,403.4210526,403.4210526,403.4210526,375.0526316,375.0526316,375.0526316,54.84210526,54.84210526,54.84210526,202.4736842,202.4736842,202.4736842,521.5789474,521.5789474,521.5789474
319,340.8947368,340.8947368,340.8947368,441.7368421,441.7368421,441.7368421,324.5789474,324.5789474,324.5789474,78.31578947,78.31578947,78.31578947,202.7894737,202.7894737,202.7894737,432.1052632,432.1052632,432.1052632
320,339.5789474,339.5789474,339.5789474,441.8421053,441.8421053,441.8421053,372.2631579,372.2631579,372.2631579,74.15789474,74.15789474,74.15789474,217.5789474,217.5789474,217.5789474,369.7894737,369.7894737,369.7894737
321,309.9473684,309.9473684,309.9473684,356.3157895,356.3157895,356.3157895,257.6315789,257.6315789,257.6315789,25.63157895,25.63157895,25.63157895,335.6842105,335.6842105,335.6842105,590.6315789,590.6315789,590.6315789
322,332.7894737,332.7894737,332.7894737,415.7894737,415.7894737,415.7894737,383.7894737,383.7894737,383.7894737,107.1578947,107.1578947,107.1578947,205.9473684,205.9473684,205.9473684,383.2631579,383.2631579,383.2631579
323,274.3684211,274.3684211,274.3684211,373.8947368,373.8947368,373.8947368,370.7368421,370.7368421,370.7368421,55.84210526,55.84210526,55.84210526,240.4736842,240.4736842,240.4736842,507.3684211,507.3684211,507.3684211
324,308.7368421,308.7368421,308.7368421,448.8421053,448.8421053,448.8421053,346.0526316,346.0526316,346.0526316,56.73684211,56.73684211,56.73684211,218.2631579,218.2631579,218.2631579,660.5789474,660.5789474,660.5789474
325,355.3157895,355.3157895,355.3157895,450.5263158,450.5263158,450.5263158,313.6842105,313.6842105,313.6842105,79.15789474,79.15789474,79.15789474,236.3684211,236.3684211,236.3684211,574.2105263,574.2105263,574.2105263
326,315.3684211,315.3684211,315.3684211,363.4736842,363.4736842,363.4736842,365.1052632,365.1052632,365.1052632,80.89473684,80.89473684,80.89473684,258.7368421,258.7368421,258.7368421,608.2105263,608.2105263,608.2105263
327,329.2631579,329.2631579,329.2631579,399.3684211,399.3684211,399.3684211,373.0526316,373.0526316,373.0526316,63.78947368,63.78947368,63.78947368,210.6842105,210.6842105,210.6842105,522.2631579,522.2631579,522.2631579
328,320.8947368,320.8947368,320.8947368,383.0526316,383.0526316,383.0526316,190.6842105,190.6842105,190.6842105,86.78947368,86.78947368,86.78947368,168.6315789,168.6315789,168.6315789,506.9473684,506.9473684,506.9473684
329,405.0526316,405.0526316,405.0526316,428.3684211,428.3684211,428.3684211,336.5263158,336.5263158,336.5263158,95.89473684,95.89473684,95.89473684,193.2631579,193.2631579,193.2631579,501.2631579,501.2631579,501.2631579
330,330.5263158,330.5263158,330.5263158,418,418,418,323.1578947,323.1578947,323.1578947,105.5789474,105.5789474,105.5789474,238.0526316,238.0526316,238.0526316,644.9473684,644.9473684,644.9473684
331,354.9473684,354.9473684,354.9473684,324.2631579,324.2631579,324.2631579,332.8421053,332.8421053,332.8421053,59.05263158,59.05263158,59.05263158,277.3684211,277.3684211,277.3684211,605.4210526,605.4210526,605.4210526
332,241.4210526,241.4210526,241.4210526,380.1578947,380.1578947,380.1578947,387.8421053,387.8421053,387.8421053,110.5263158,110.5263158,110.5263158,241.2631579,241.2631579,241.2631579,545.8421053,545.8421053,545.8421053
333,323.4736842,323.4736842,323.4736842,425.9473684,425.9473684,425.9473684,342.3684211,342.3684211,342.3684211,85.57894737,85.57894737,85.57894737,190.3157895,190.3157895,190.3157895,408.8421053,408.8421053,408.8421053
334,364.2105263,364.2105263,364.2105263,427.8947368,427.8947368,427.8947368,360.2631579,360.2631579,360.2631579,92.47368421,92.47368421,92.47368421,250.4736842,250.4736842,250.4736842,505,505,505
335,366.2105263,366.2105263,366.2105263,398.8947368,398.8947368,398.8947368,349.9473684,349.9473684,349.9473684,93.10526316,93.10526316,93.10526316,223.8947368,223.8947368,223.8947368,620.4210526,620.4210526,620.4210526
336,334.5263158,334.5263158,334.5263158,279.5789474,279.5789474,279.5789474,345.2105263,345.2105263,345.2105263,77.21052632,77.21052632,77.21052632,190.8421053,190.8421053,190.8421053,511.6315789,511.6315789,511.6315789
337,365.2105263,365.2105263,365.2105263,272.1052632,272.1052632,272.1052632,302.5789474,302.5789474,302.5789474,126.3157895,126.3157895,126.3157895,187.4736842,187.4736842,187.4736842,415.1578947,415.1578947,415.1578947
338,437.8421053,437.8421053,437.8421053,391.7368421,391.7368421,391.7368421,258.4736842,258.4736842,258.4736842,116.7368421,116.7368421,116.7368421,264.3157895,264.3157895,264.3157895,563.5789474,563.5789474,563.5789474
339,332.6842105,332.6842105,332.6842105,367.7368421,367.7368421,367.7368421,370.4210526,370.4210526,370.4210526,112.4736842,112.4736842,112.4736842,179.2105263,179.2105263,179.2105263,380.5263158,380.5263158,380.5263158
340,417.4736842,417.4736842,417.4736842,367.5789474,367.5789474,367.5789474,320.5263158,320.5263158,320.5263158,67.42105263,67.42105263,67.42105263,217.4210526,217.4210526,217.4210526,407,407,407
341,375.1578947,375.1578947,375.1578947,275.3157895,275.3157895,275.3157895,261.3157895,261.3157895,261.3157895,75.94736842,75.94736842,75.94736842,264.5789474,264.5789474,264.5789474,339.2631579,339.2631579,339.2631579
342,362.3684211,362.3684211,362.3684211,265.4210526,265.4210526,265.4210526,275.0526316,275.0526316,275.0526316,92.63157895,92.63157895,92.63157895,221,221,221,399.9473684,399.9473684,399.9473684
343,254.8421053,254.8421053,254.8421053,339.1052632,339.1052632,339.1052632,208.2631579,208.2631579,208.2631579,120.5789474,120.5789474,120.5789474,244.6315789,244.6315789,244.6315789,300.6315789,300.6315789,300.6315789
344,405.2105263,405.2105263,405.2105263,324.1578947,324.1578947,324.1578947,218.3684211,218.3684211,218.3684211,156.4210526,156.4210526,156.4210526,312.1052632,312.1052632,312.1052632,292.5263158,292.5263158,292.5263158
345,338.9473684,338.9473684,338.9473684,327.8421053,327.8421053,327.8421053,314.1578947,314.1578947,314.1578947,169.2105263,169.2105263,169.2105263,245.3684211,245.3684211,245.3684211,351.1578947,351.1578947,351.1578947
346,376.4736842,376.4736842,376.4736842,223.5789474,223.5789474,223.5789474,353.7368421,353.7368421,353.7368421,104.7894737,104.7894737,104.7894737,305.4210526,305.4210526,305.4210526,473.8421053,473.8421053,473.8421053
347,335.3157895,335.3157895,335.3157895,222.3684211,222.3684211,222.3684211,276.7368421,276.7368421,276.7368421,105.5789474,105.5789474,105.5789474,215,215,215,285.9473684,285.9473684,285.9473684
348,383.6315789,383.6315789,383.6315789,291.2105263,291.2105263,291.2105263,265.8421053,265.8421053,265.8421053,85.73684211,85.73684211,85.73684211,262.3684211,262.3684211,262.3684211,252.7894737,252.7894737,252.7894737
349,315.9473684,315.9473684,315.9473684,251.2105263,251.2105263,251.2105263,333.2105263,333.2105263,333.2105263,77.10526316,77.10526316,77.10526316,229.1052632,229.1052632,229.1052632,413.8947368,413.8947368,413.8947368
350,337.4736842,337.4736842,337.4736842,256.9473684,256.9473684,256.9473684,350.9473684,350.9473684,350.9473684,135.7894737,135.7894737,135.7894737,280.2631579,280.2631579,280.2631579,351.7368421,351.7368421,351.7368421
351,395.7894737,395.7894737,395.7894737,285.3684211,285.3684211,285.3684211,332.2105263,332.2105263,332.2105263,92.94736842,92.94736842,92.94736842,259.7894737,259.7894737,259.7894737,275.3684211,275.3684211,275.3684211
352,358.3684211,358.3684211,358.3684211,460,460,460,314.6315789,314.6315789,314.6315789,61.15789474,61.15789474,61.15789474,230.1578947,230.1578947,230.1578947,285.1052632,285.1052632,285.1052632
353,376.0526316,376.0526316,376.0526316,401.9473684,401.9473684,401.9473684,269,269,269,81.63157895,81.63157895,81.63157895,234.4736842,234.4736842,234.4736842,329,329,329
354,361.5789474,361.5789474,361.5789474,347.2631579,347.2631579,347.2631579,226.7368421,226.7368421,226.7368421,90.05263158,90.05263158,90.05263158,205,205,205,382.8947368,382.8947368,382.8947368
355,384.7894737,384.7894737,384.7894737,253.2105263,253.2105263,253.2105263,349.8947368,349.8947368,349.8947368,45.68421053,45.68421053,45.68421053,349.3684211,349.3684211,349.3684211,664.5789474,664.5789474,664.5789474
356,347.8421053,347.8421053,347.8421053,312,312,312,350.5263158,350.5263158,350.5263158,55.10526316,55.10526316,55.10526316,305.5263158,305.5263158,305.5263158,401.8421053,401.8421053,401.8421053
357,338.6842105,338.6842105,338.6842105,294.3684211,294.3684211,294.3684211,332.4736842,332.4736842,332.4736842,87.89473684,87.89473684,87.89473684,212.2631579,212.2631579,212.2631579,536,536,536
358,312,312,312,387.5263158,387.5263158,387.5263158,330.8947368,330.8947368,330.8947368,47.36842105,47.36842105,47.36842105,222.4736842,222.4736842,222.4736842,400.8421053,400.8421053,400.8421053
359,384.8421053,384.8421053,384.8421053,349.7894737,349.7894737,349.7894737,423.0526316,423.0526316,423.0526316,90.73684211,90.73684211,90.73684211,248.1578947,248.1578947,248.1578947,294.2631579,294.2631579,294.2631579
360,304.3684211,304.3684211,304.3684211,277.1578947,277.1578947,277.1578947,364.2631579,364.2631579,364.2631579,78.10526316,78.10526316,78.10526316,201.2631579,201.2631579,201.2631579,371.9473684,371.9473684,371.9473684
361,348.1578947,348.1578947,348.1578947,350.8421053,350.8421053,350.8421053,321,321,321,109.3684211,109.3684211,109.3684211,270.4736842,270.4736842,270.4736842,394.1578947,394.1578947,394.1578947
362,386.5263158,386.5263158,386.5263158,390.7894737,390.7894737,390.7894737,338.7368421,338.7368421,338.7368421,31.21052632,31.21052632,31.21052632,270.3157895,270.3157895,270.3157895,458.7894737,458.7894737,458.7894737
363,415.8947368,415.8947368,415.8947368,437.3684211,437.3684211,437.3684211,319.5263158,319.5263158,319.5263158,31.89473684,31.89473684,31.89473684,263.8421053,263.8421053,263.8421053,333.5789474,333.5789474,333.5789474
364,463.2105263,463.2105263,463.2105263,384.1052632,384.1052632,384.1052632,364.4210526,364.4210526,364.4210526,67.10526316,67.10526316,67.10526316,222.0526316,222.0526316,222.0526316,218,218,218
365,392.4736842,392.4736842,392.4736842,523.3684211,523.3684211,523.3684211,473.1578947,473.1578947,473.1578947,52.05263158,52.05263158,52.05263158,222.6842105,222.6842105,222.6842105,372.4210526,372.4210526,372.4210526
366,355.2105263,355.2105263,355.2105263,526.8947368,526.8947368,526.8947368,502.3157895,502.3157895,502.3157895,33.26315789,33.26315789,33.26315789,278.9473684,278.9473684,278.9473684,224.5789474,224.5789474,224.5789474
367,446.4736842,446.4736842,446.4736842,457.8421053,457.8421053,457.8421053,367.4736842,367.4736842,367.4736842,81.94736842,81.94736842,81.94736842,239.0526316,239.0526316,239.0526316,277.3157895,277.3157895,277.3157895
368,324.5789474,324.5789474,324.5789474,480.7894737,480.7894737,480.7894737,344.6842105,344.6842105,344.6842105,35.36842105,35.36842105,35.36842105,265.4736842,265.4736842,265.4736842,164.4210526,164.4210526,164.4210526
369,403.6315789,403.6315789,403.6315789,493.8421053,493.8421053,493.8421053,367.9473684,367.9473684,367.9473684,28.78947368,28.78947368,28.78947368,266.3157895,266.3157895,266.3157895,66,66,66
370,381.9473684,381.9473684,381.9473684,507.5263158,507.5263158,507.5263158,436.9473684,436.9473684,436.9473684,48.10526316,48.10526316,48.10526316,279.6315789,279.6315789,279.6315789,243.1052632,243.1052632,243.1052632
371,447.5263158,447.5263158,447.5263158,437.9473684,437.9473684,437.9473684,450.7368421,450.7368421,450.7368421,27.89473684,27.89473684,27.89473684,264.3684211,264.3684211,264.3684211,193.1578947,193.1578947,193.1578947
372,365.6842105,365.6842105,365.6842105,446.4736842,446.4736842,446.4736842,368.8947368,368.8947368,368.8947368,61.73684211,61.73684211,61.73684211,294.8947368,294.8947368,294.8947368,191.3684211,191.3684211,191.3684211
373,418.4210526,418.4210526,418.4210526,454.7368421,454.7368421,454.7368421,379.6315789,379.6315789,379.6315789,32.21052632,32.21052632,32.21052632,247.1578947,247.1578947,247.1578947,255.7368421,255.7368421,255.7368421
374,335.5263158,335.5263158,335.5263158,586.7894737,586.7894737,586.7894737,311,311,311,65.05263158,65.05263158,65.05263158,260.4736842,260.4736842,260.4736842,340.7894737,340.7894737,340.7894737
375,357.8947368,357.8947368,357.8947368,477.0526316,477.0526316,477.0526316,417.7368421,417.7368421,417.7368421,40.05263158,40.05263158,40.05263158,202.6315789,202.6315789,202.6315789,155.7368421,155.7368421,155.7368421
376,310.8421053,310.8421053,310.8421053,502.7894737,502.7894737,502.7894737,353.9473684,353.9473684,353.9473684,48.15789474,48.15789474,48.15789474,241.0526316,241.0526316,241.0526316,262,262,262
