"Step","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MAX"
"839","-579.7","-579.7","-579.7","-277.1","-277.1","-277.1","-396.6","-396.6","-396.6","-336.4","-336.4","-336.4","-215.7","-215.7","-215.7","-469.9","-469.9","-469.9"
"840","-647.5","-647.5","-647.5","-228.8","-228.8","-228.8","-391.1","-391.1","-391.1","-302.2","-302.2","-302.2","-198.1","-198.1","-198.1","-566","-566","-566"
"841","-616.2","-616.2","-616.2","-206.9","-206.9","-206.9","-359.9","-359.9","-359.9","-340.2","-340.2","-340.2","-168.3","-168.3","-168.3","-498.9","-498.9","-498.9"
"842","-600","-600","-600","-217.5","-217.5","-217.5","-366.9","-366.9","-366.9","-327.5","-327.5","-327.5","-214.9","-214.9","-214.9","-473.1","-473.1","-473.1"
"843","-565.6","-565.6","-565.6","-231.3","-231.3","-231.3","-426.3","-426.3","-426.3","-325.1","-325.1","-325.1","-220","-220","-220","-479.2","-479.2","-479.2"
"844","-538.1","-538.1","-538.1","-235.3","-235.3","-235.3","-409.2","-409.2","-409.2","-309.2","-309.2","-309.2","-188.9","-188.9","-188.9","-487.3","-487.3","-487.3"
"845","-542.5","-542.5","-542.5","-242.3","-242.3","-242.3","-445.4","-445.4","-445.4","-308.4","-308.4","-308.4","-209","-209","-209","-519.8","-519.8","-519.8"
"846","-613.6","-613.6","-613.6","-244.3","-244.3","-244.3","-422.2","-422.2","-422.2","-302.8","-302.8","-302.8","-164.3","-164.3","-164.3","-526.4","-526.4","-526.4"
"847","-609.9","-609.9","-609.9","-267.2","-267.2","-267.2","-427.2","-427.2","-427.2","-303.4","-303.4","-303.4","-184.1","-184.1","-184.1","-485.4","-485.4","-485.4"
"848","-498.8","-498.8","-498.8","-225.7","-225.7","-225.7","-374.1","-374.1","-374.1","-337.4","-337.4","-337.4","-210.2","-210.2","-210.2","-479.9","-479.9","-479.9"
"849","-578.5","-578.5","-578.5","-248.3","-248.3","-248.3","-342.1","-342.1","-342.1","-376.9","-376.9","-376.9","-212.4","-212.4","-212.4","-490.1","-490.1","-490.1"
"850","-543.5","-543.5","-543.5","-207.5","-207.5","-207.5","-401.1","-401.1","-401.1","-317.7","-317.7","-317.7","-205.7","-205.7","-205.7","-457.5","-457.5","-457.5"
"851","-604.2","-604.2","-604.2","-271","-271","-271","-414.6","-414.6","-414.6","-317.9","-317.9","-317.9","-221.8","-221.8","-221.8","-533.6","-533.6","-533.6"
"852","-516.4","-516.4","-516.4","-252.4","-252.4","-252.4","-338.6","-338.6","-338.6","-332","-332","-332","-200.7","-200.7","-200.7","-489.6","-489.6","-489.6"
"853","-623.2","-623.2","-623.2","-250.2","-250.2","-250.2","-392.2","-392.2","-392.2","-275.5","-275.5","-275.5","-195.8","-195.8","-195.8","-490.5","-490.5","-490.5"
"854","-563.3","-563.3","-563.3","-233.5","-233.5","-233.5","-416","-416","-416","-253","-253","-253","-193","-193","-193","-583.9","-583.9","-583.9"
"855","-620.5","-620.5","-620.5","-272.4","-272.4","-272.4","-386.2","-386.2","-386.2","-332.1","-332.1","-332.1","-177.7","-177.7","-177.7","-508.9","-508.9","-508.9"
"856","-567.5","-567.5","-567.5","-231.7","-231.7","-231.7","-393.7","-393.7","-393.7","-302.2","-302.2","-302.2","-193.3","-193.3","-193.3","-447.7","-447.7","-447.7"
"857","-525.4","-525.4","-525.4","-196","-196","-196","-362.7","-362.7","-362.7","-317","-317","-317","-171.4","-171.4","-171.4","-479.7","-479.7","-479.7"
"858","-623","-623","-623","-258.9","-258.9","-258.9","-353.5","-353.5","-353.5","-284.9","-284.9","-284.9","-190.1","-190.1","-190.1","-494","-494","-494"
"859","-510.1","-510.1","-510.1","-237","-237","-237","-337.2","-337.2","-337.2","-324.5","-324.5","-324.5","-219.7","-219.7","-219.7","-453.9","-453.9","-453.9"
"860","-539.3","-539.3","-539.3","-270.2","-270.2","-270.2","-329.1","-329.1","-329.1","-279.5","-279.5","-279.5","-185.4","-185.4","-185.4","-460.9","-460.9","-460.9"
"861","-537.5","-537.5","-537.5","-237.9","-237.9","-237.9","-430.8","-430.8","-430.8","-312.4","-312.4","-312.4","-215.4","-215.4","-215.4","-561.2","-561.2","-561.2"
"862","-477.7","-477.7","-477.7","-217.7","-217.7","-217.7","-366.7","-366.7","-366.7","-364.8","-364.8","-364.8","-227.8","-227.8","-227.8","-506","-506","-506"
"863","-549.1","-549.1","-549.1","-245.9","-245.9","-245.9","-341.3","-341.3","-341.3","-322.9","-322.9","-322.9","-189.1","-189.1","-189.1","-480.4","-480.4","-480.4"
"864","-517","-517","-517","-261.7","-261.7","-261.7","-409","-409","-409","-338.8","-338.8","-338.8","-224.2","-224.2","-224.2","-476.7","-476.7","-476.7"
"865","-528","-528","-528","-277","-277","-277","-418.3","-418.3","-418.3","-293.1","-293.1","-293.1","-219","-219","-219","-458.3","-458.3","-458.3"
"866","-538.3","-538.3","-538.3","-194.2","-194.2","-194.2","-354.7","-354.7","-354.7","-300.8","-300.8","-300.8","-186.1","-186.1","-186.1","-513.7","-513.7","-513.7"
"867","-533.7","-533.7","-533.7","-251","-251","-251","-370.2","-370.2","-370.2","-306","-306","-306","-191.6","-191.6","-191.6","-474.3","-474.3","-474.3"
"868","-594.3","-594.3","-594.3","-253.7","-253.7","-253.7","-412.6","-412.6","-412.6","-332.4","-332.4","-332.4","-213.3","-213.3","-213.3","-469","-469","-469"
"869","-504","-504","-504","-261.6","-261.6","-261.6","-335.9","-335.9","-335.9","-313.2","-313.2","-313.2","-205.3","-205.3","-205.3","-474.8","-474.8","-474.8"
"870","-558.1","-558.1","-558.1","-244.1","-244.1","-244.1","-361.8","-361.8","-361.8","-338.7","-338.7","-338.7","-189.9","-189.9","-189.9","-510","-510","-510"
"871","-519.1","-519.1","-519.1","-260.2","-260.2","-260.2","-380.6","-380.6","-380.6","-289.4","-289.4","-289.4","-186.9","-186.9","-186.9","-508.2","-508.2","-508.2"
"872","-565.6","-565.6","-565.6","-246.8","-246.8","-246.8","-361.7","-361.7","-361.7","-299.5","-299.5","-299.5","-172.9","-172.9","-172.9","-499.2","-499.2","-499.2"
"873","-477.6","-477.6","-477.6","-226.6","-226.6","-226.6","-328.4","-328.4","-328.4","-357.3","-357.3","-357.3","-241","-241","-241","-491.5","-491.5","-491.5"
"874","-541.3","-541.3","-541.3","-253.3","-253.3","-253.3","-350.9","-350.9","-350.9","-310.6","-310.6","-310.6","-204.9","-204.9","-204.9","-501","-501","-501"
"875","-541.1","-541.1","-541.1","-251.8","-251.8","-251.8","-344.9","-344.9","-344.9","-331.1","-331.1","-331.1","-203.5","-203.5","-203.5","-451.7","-451.7","-451.7"
"876","-550.3","-550.3","-550.3","-251.4","-251.4","-251.4","-375.2","-375.2","-375.2","-332.6","-332.6","-332.6","-209.5","-209.5","-209.5","-494","-494","-494"
"877","-548.8","-548.8","-548.8","-229.2","-229.2","-229.2","-364","-364","-364","-315.3","-315.3","-315.3","-168.5","-168.5","-168.5","-484.9","-484.9","-484.9"
"878","-563.8","-563.8","-563.8","-222.8","-222.8","-222.8","-455.3","-455.3","-455.3","-304.5","-304.5","-304.5","-205.1","-205.1","-205.1","-404.9","-404.9","-404.9"
"879","-565.9","-565.9","-565.9","-218","-218","-218","-373.8","-373.8","-373.8","-329.9","-329.9","-329.9","-188.1","-188.1","-188.1","-526.1","-526.1","-526.1"
"880","-615.1","-615.1","-615.1","-259.2","-259.2","-259.2","-391.4","-391.4","-391.4","-303.9","-303.9","-303.9","-218.6","-218.6","-218.6","-503.3","-503.3","-503.3"
"881","-495.2","-495.2","-495.2","-266.3","-266.3","-266.3","-350.6","-350.6","-350.6","-355.5","-355.5","-355.5","-178.4","-178.4","-178.4","-570.6","-570.6","-570.6"
"882","-564.9","-564.9","-564.9","-291.8","-291.8","-291.8","-352.7","-352.7","-352.7","-309.7","-309.7","-309.7","-209.1","-209.1","-209.1","-529.8","-529.8","-529.8"
"883","-584.7","-584.7","-584.7","-284.9","-284.9","-284.9","-349.4","-349.4","-349.4","-340","-340","-340","-194.9","-194.9","-194.9","-466.5","-466.5","-466.5"
"884","-580.6","-580.6","-580.6","-262.1","-262.1","-262.1","-346.3","-346.3","-346.3","-309.6","-309.6","-309.6","-194.4","-194.4","-194.4","-530.2","-530.2","-530.2"
"885","-661","-661","-661","-239.9","-239.9","-239.9","-397.8","-397.8","-397.8","-321.8","-321.8","-321.8","-197.1","-197.1","-197.1","-518.7","-518.7","-518.7"
"886","-572.5","-572.5","-572.5","-211.8","-211.8","-211.8","-342.8","-342.8","-342.8","-317.1","-317.1","-317.1","-214.4","-214.4","-214.4","-529.8","-529.8","-529.8"
"887","-469.9","-469.9","-469.9","-245.6","-245.6","-245.6","-382.3","-382.3","-382.3","-269.2","-269.2","-269.2","-191.7","-191.7","-191.7","-506.7","-506.7","-506.7"
"888","-553.1","-553.1","-553.1","-243.5","-243.5","-243.5","-381.4","-381.4","-381.4","-333","-333","-333","-192.1","-192.1","-192.1","-487.4","-487.4","-487.4"
"889","-674.6","-674.6","-674.6","-256.7","-256.7","-256.7","-341.6","-341.6","-341.6","-300.2","-300.2","-300.2","-212.3","-212.3","-212.3","-456.1","-456.1","-456.1"
"890","-562.7","-562.7","-562.7","-265.5","-265.5","-265.5","-374.7","-374.7","-374.7","-317.5","-317.5","-317.5","-195","-195","-195","-462.5","-462.5","-462.5"
"891","-559.6","-559.6","-559.6","-225","-225","-225","-421.8","-421.8","-421.8","-325.8","-325.8","-325.8","-195.4","-195.4","-195.4","-467.7","-467.7","-467.7"
"892","-583.3","-583.3","-583.3","-251","-251","-251","-411.2","-411.2","-411.2","-317.3","-317.3","-317.3","-184.8","-184.8","-184.8","-471.4","-471.4","-471.4"
"893","-592.1","-592.1","-592.1","-274.8","-274.8","-274.8","-409.1","-409.1","-409.1","-312.8","-312.8","-312.8","-226","-226","-226","-501.3","-501.3","-501.3"
"894","-479.7","-479.7","-479.7","-230.2","-230.2","-230.2","-334","-334","-334","-335.5","-335.5","-335.5","-183.3","-183.3","-183.3","-526","-526","-526"
"895","-538.3","-538.3","-538.3","-220.3","-220.3","-220.3","-370.6","-370.6","-370.6","-356.6","-356.6","-356.6","-201.3","-201.3","-201.3","-450.7","-450.7","-450.7"
"896","-628.6","-628.6","-628.6","-268.2","-268.2","-268.2","-375.1","-375.1","-375.1","-310.8","-310.8","-310.8","-233","-233","-233","-462.3","-462.3","-462.3"
"897","-515.4","-515.4","-515.4","-256.6","-256.6","-256.6","-310","-310","-310","-301.1","-301.1","-301.1","-221.3","-221.3","-221.3","-552.6","-552.6","-552.6"
"898","-581.5","-581.5","-581.5","-244.4","-244.4","-244.4","-335.4","-335.4","-335.4","-292","-292","-292","-179.3","-179.3","-179.3","-426.3","-426.3","-426.3"
"899","-561","-561","-561","-232.3","-232.3","-232.3","-376.2","-376.2","-376.2","-349.4","-349.4","-349.4","-189.5","-189.5","-189.5","-497.7","-497.7","-497.7"
"900","-522","-522","-522","-207.6","-207.6","-207.6","-418.7","-418.7","-418.7","-349.5","-349.5","-349.5","-213.2","-213.2","-213.2","-506.1","-506.1","-506.1"
"901","-563.6","-563.6","-563.6","-287.2","-287.2","-287.2","-347.9","-347.9","-347.9","-367.5","-367.5","-367.5","-184.2","-184.2","-184.2","-494.3","-494.3","-494.3"
"902","-648","-648","-648","-263.7","-263.7","-263.7","-412.3","-412.3","-412.3","-299.9","-299.9","-299.9","-244.5","-244.5","-244.5","-474.3","-474.3","-474.3"
"903","-643.6","-643.6","-643.6","-250.8","-250.8","-250.8","-389.7","-389.7","-389.7","-317.6","-317.6","-317.6","-216.2","-216.2","-216.2","-475.4","-475.4","-475.4"
"904","-611","-611","-611","-247.3","-247.3","-247.3","-321.4","-321.4","-321.4","-352.6","-352.6","-352.6","-191.1","-191.1","-191.1","-470.9","-470.9","-470.9"
"905","-564.9","-564.9","-564.9","-254.4","-254.4","-254.4","-313.1","-313.1","-313.1","-300.9","-300.9","-300.9","-178.4","-178.4","-178.4","-479.5","-479.5","-479.5"
"906","-586.7","-586.7","-586.7","-265.2","-265.2","-265.2","-390.7","-390.7","-390.7","-318.3","-318.3","-318.3","-227","-227","-227","-471.9","-471.9","-471.9"
"907","-530.6","-530.6","-530.6","-262.9","-262.9","-262.9","-365.4","-365.4","-365.4","-290.5","-290.5","-290.5","-196.7","-196.7","-196.7","-507","-507","-507"
"908","-488","-488","-488","-253.5","-253.5","-253.5","-370.3","-370.3","-370.3","-299.1","-299.1","-299.1","-206.8","-206.8","-206.8","-491.9","-491.9","-491.9"
"909","-570.3","-570.3","-570.3","-242.3","-242.3","-242.3","-389.2","-389.2","-389.2","-316.7","-316.7","-316.7","-189.3","-189.3","-189.3","-533.7","-533.7","-533.7"
"910","-571.8","-571.8","-571.8","-266.7","-266.7","-266.7","-354.6","-354.6","-354.6","-330.8","-330.8","-330.8","-196.6","-196.6","-196.6","-442.3","-442.3","-442.3"
"911","-531","-531","-531","-252.9","-252.9","-252.9","-321.4","-321.4","-321.4","-320.5","-320.5","-320.5","-223.5","-223.5","-223.5","-488.8","-488.8","-488.8"
"912","-536.8","-536.8","-536.8","-256.8","-256.8","-256.8","-374.3","-374.3","-374.3","-346.1","-346.1","-346.1","-213.2","-213.2","-213.2","-503.8","-503.8","-503.8"
"913","-530.8","-530.8","-530.8","-266.2","-266.2","-266.2","-359.6","-359.6","-359.6","-308.3","-308.3","-308.3","-229.5","-229.5","-229.5","-474.5","-474.5","-474.5"
"914","-573.2","-573.2","-573.2","-216.6","-216.6","-216.6","-341.6","-341.6","-341.6","-347.2","-347.2","-347.2","-198.8","-198.8","-198.8","-527","-527","-527"
"915","-568.4","-568.4","-568.4","-251.3","-251.3","-251.3","-355.1","-355.1","-355.1","-362.7","-362.7","-362.7","-184.6","-184.6","-184.6","-498.7","-498.7","-498.7"
"916","-576","-576","-576","-226.7","-226.7","-226.7","-357","-357","-357","-340.3","-340.3","-340.3","-171.8","-171.8","-171.8","-468.2","-468.2","-468.2"
"917","-619.2","-619.2","-619.2","-263.9","-263.9","-263.9","-335","-335","-335","-339.6","-339.6","-339.6","-193.8","-193.8","-193.8","-527.7","-527.7","-527.7"
"918","-578.4","-578.4","-578.4","-213.6","-213.6","-213.6","-316.3","-316.3","-316.3","-285.8","-285.8","-285.8","-192.9","-192.9","-192.9","-505","-505","-505"
"919","-479.8","-479.8","-479.8","-251.2","-251.2","-251.2","-353.8","-353.8","-353.8","-291.6","-291.6","-291.6","-225.9","-225.9","-225.9","-498.4","-498.4","-498.4"
"920","-581.7","-581.7","-581.7","-280.1","-280.1","-280.1","-383.7","-383.7","-383.7","-322.3","-322.3","-322.3","-225.8","-225.8","-225.8","-532.8","-532.8","-532.8"
"921","-554","-554","-554","-239.5","-239.5","-239.5","-365.3","-365.3","-365.3","-281.7","-281.7","-281.7","-174.9","-174.9","-174.9","-493.7","-493.7","-493.7"
"922","-597.7","-597.7","-597.7","-258.5","-258.5","-258.5","-344.5","-344.5","-344.5","-331","-331","-331","-204.7","-204.7","-204.7","-458.7","-458.7","-458.7"
"923","-463.1","-463.1","-463.1","-245.6","-245.6","-245.6","-426.2","-426.2","-426.2","-319.9","-319.9","-319.9","-190.9","-190.9","-190.9","-516.1","-516.1","-516.1"
"924","-477.9","-477.9","-477.9","-240.2","-240.2","-240.2","-417.7","-417.7","-417.7","-298.3","-298.3","-298.3","-227.5","-227.5","-227.5","-460","-460","-460"
"925","-536.4","-536.4","-536.4","-223.1","-223.1","-223.1","-372.2","-372.2","-372.2","-376.7","-376.7","-376.7","-184.9","-184.9","-184.9","-527.4","-527.4","-527.4"
"926","-644.2","-644.2","-644.2","-199.5","-199.5","-199.5","-399.1","-399.1","-399.1","-303.3","-303.3","-303.3","-172.3","-172.3","-172.3","-503.6","-503.6","-503.6"
"927","-619.5","-619.5","-619.5","-238.2","-238.2","-238.2","-357.4","-357.4","-357.4","-315.7","-315.7","-315.7","-232.1","-232.1","-232.1","-488.4","-488.4","-488.4"
"928","-545.4","-545.4","-545.4","-282.6","-282.6","-282.6","-358.1","-358.1","-358.1","-285.2","-285.2","-285.2","-191.6","-191.6","-191.6","-553.2","-553.2","-553.2"
"929","-560.6","-560.6","-560.6","-298","-298","-298","-384","-384","-384","-319.6","-319.6","-319.6","-174.8","-174.8","-174.8","-529.4","-529.4","-529.4"
"930","-520.4","-520.4","-520.4","-254.4","-254.4","-254.4","-402.8","-402.8","-402.8","-281","-281","-281","-216.1","-216.1","-216.1","-493.4","-493.4","-493.4"
"931","-544.8","-544.8","-544.8","-259.4","-259.4","-259.4","-362.8","-362.8","-362.8","-321.5","-321.5","-321.5","-236.8","-236.8","-236.8","-498.6","-498.6","-498.6"
"932","-482.3","-482.3","-482.3","-219","-219","-219","-376.9","-376.9","-376.9","-343.1","-343.1","-343.1","-193.5","-193.5","-193.5","-501.4","-501.4","-501.4"
"933","-615.7","-615.7","-615.7","-203.8","-203.8","-203.8","-383.3","-383.3","-383.3","-309.3","-309.3","-309.3","-192","-192","-192","-454.6","-454.6","-454.6"
"934","-537.8","-537.8","-537.8","-201.9","-201.9","-201.9","-358.4","-358.4","-358.4","-283.4","-283.4","-283.4","-207.7","-207.7","-207.7","-517","-517","-517"
"935","-566.5","-566.5","-566.5","-227.3","-227.3","-227.3","-418","-418","-418","-289.2","-289.2","-289.2","-216.4","-216.4","-216.4","-441","-441","-441"
"936","-430.8","-430.8","-430.8","-260","-260","-260","-350.9","-350.9","-350.9","-287.3","-287.3","-287.3","-187.3","-187.3","-187.3","-548.8","-548.8","-548.8"
"937","-587.4","-587.4","-587.4","-247.7","-247.7","-247.7","-396.4","-396.4","-396.4","-304.9","-304.9","-304.9","-204.9","-204.9","-204.9","-505.1","-505.1","-505.1"
"938","-558.1","-558.1","-558.1","-255.7","-255.7","-255.7","-350.2","-350.2","-350.2","-325.6","-325.6","-325.6","-236","-236","-236","-448","-448","-448"
"939","-550.4","-550.4","-550.4","-244.3","-244.3","-244.3","-346.2","-346.2","-346.2","-268.1","-268.1","-268.1","-211.8","-211.8","-211.8","-536.9","-536.9","-536.9"
"940","-598.8","-598.8","-598.8","-202.5","-202.5","-202.5","-368.9","-368.9","-368.9","-341.9","-341.9","-341.9","-207.9","-207.9","-207.9","-467.4","-467.4","-467.4"
"941","-552.7","-552.7","-552.7","-214.8","-214.8","-214.8","-376.2","-376.2","-376.2","-278.9","-278.9","-278.9","-183.8","-183.8","-183.8","-480.4","-480.4","-480.4"
"942","-495.6","-495.6","-495.6","-250.5","-250.5","-250.5","-411.3","-411.3","-411.3","-349.6","-349.6","-349.6","-245.1","-245.1","-245.1","-484","-484","-484"
"943","-519.8","-519.8","-519.8","-211.6","-211.6","-211.6","-415.9","-415.9","-415.9","-330","-330","-330","-230.4","-230.4","-230.4","-473.5","-473.5","-473.5"
"944","-553.7","-553.7","-553.7","-258.6","-258.6","-258.6","-361.4","-361.4","-361.4","-312.9","-312.9","-312.9","-194.9","-194.9","-194.9","-456.3","-456.3","-456.3"
"945","-553.9","-553.9","-553.9","-253.3","-253.3","-253.3","-410.9","-410.9","-410.9","-268.5","-268.5","-268.5","-180.9","-180.9","-180.9","-480.9","-480.9","-480.9"
"946","-541.8","-541.8","-541.8","-273.9","-273.9","-273.9","-383.4","-383.4","-383.4","-305","-305","-305","-236.2","-236.2","-236.2","-503.2","-503.2","-503.2"
"947","-538.3","-538.3","-538.3","-250.4","-250.4","-250.4","-385.2","-385.2","-385.2","-326.2","-326.2","-326.2","-164.6","-164.6","-164.6","-455.4","-455.4","-455.4"
"948","-488","-488","-488","-244.4","-244.4","-244.4","-373.2","-373.2","-373.2","-326.4","-326.4","-326.4","-182.1","-182.1","-182.1","-474.6","-474.6","-474.6"
"949","-538.5","-538.5","-538.5","-245.3","-245.3","-245.3","-387.6","-387.6","-387.6","-335.9","-335.9","-335.9","-165.1","-165.1","-165.1","-462.6","-462.6","-462.6"
"950","-482.5","-482.5","-482.5","-248.6","-248.6","-248.6","-363.8","-363.8","-363.8","-282","-282","-282","-202.3","-202.3","-202.3","-434.1","-434.1","-434.1"
"951","-610.9","-610.9","-610.9","-231.6","-231.6","-231.6","-312","-312","-312","-297.2","-297.2","-297.2","-198.6","-198.6","-198.6","-438.5","-438.5","-438.5"
"952","-602","-602","-602","-220.5","-220.5","-220.5","-416.6","-416.6","-416.6","-353","-353","-353","-196.5","-196.5","-196.5","-384.4","-384.4","-384.4"
"953","-542.8","-542.8","-542.8","-214","-214","-214","-454.7","-454.7","-454.7","-288.5","-288.5","-288.5","-216.8","-216.8","-216.8","-466.1","-466.1","-466.1"
"954","-584.1","-584.1","-584.1","-259.8","-259.8","-259.8","-301","-301","-301","-338.1","-338.1","-338.1","-180.7","-180.7","-180.7","-470.8","-470.8","-470.8"
"955","-550.6","-550.6","-550.6","-238","-238","-238","-396.3","-396.3","-396.3","-305.5","-305.5","-305.5","-222.5","-222.5","-222.5","-485","-485","-485"
"956","-562.7","-562.7","-562.7","-224.9","-224.9","-224.9","-363.2","-363.2","-363.2","-323.6","-323.6","-323.6","-156.2","-156.2","-156.2","-440.1","-440.1","-440.1"
"957","-528.2","-528.2","-528.2","-232.9","-232.9","-232.9","-407","-407","-407","-353","-353","-353","-186.6","-186.6","-186.6","-504.6","-504.6","-504.6"
"958","-596.2","-596.2","-596.2","-228.4","-228.4","-228.4","-354.6","-354.6","-354.6","-314.7","-314.7","-314.7","-219.8","-219.8","-219.8","-436.6","-436.6","-436.6"
"959","-497.4","-497.4","-497.4","-231.4","-231.4","-231.4","-398.3","-398.3","-398.3","-293.2","-293.2","-293.2","-238.6","-238.6","-238.6","-517.9","-517.9","-517.9"
"960","-550.6","-550.6","-550.6","-245","-245","-245","-359","-359","-359","-334.5","-334.5","-334.5","-203.3","-203.3","-203.3","-504.4","-504.4","-504.4"
"961","-498.6","-498.6","-498.6","-216.8","-216.8","-216.8","-398.3","-398.3","-398.3","-304.9","-304.9","-304.9","-214.9","-214.9","-214.9","-577.1","-577.1","-577.1"
"962","-587.1","-587.1","-587.1","-255.4","-255.4","-255.4","-355.7","-355.7","-355.7","-305.9","-305.9","-305.9","-193.5","-193.5","-193.5","-481.1","-481.1","-481.1"
"963","-549.8","-549.8","-549.8","-212","-212","-212","-374.3","-374.3","-374.3","-296.7","-296.7","-296.7","-198.6","-198.6","-198.6","-487.7","-487.7","-487.7"
"964","-508.7","-508.7","-508.7","-261.7","-261.7","-261.7","-374.1","-374.1","-374.1","-330.1","-330.1","-330.1","-196.4","-196.4","-196.4","-517.1","-517.1","-517.1"
"965","-601","-601","-601","-244.6","-244.6","-244.6","-415.5","-415.5","-415.5","-316.3","-316.3","-316.3","-210.7","-210.7","-210.7","-493","-493","-493"
"966","-525.1","-525.1","-525.1","-211.7","-211.7","-211.7","-334","-334","-334","-248.5","-248.5","-248.5","-212.1","-212.1","-212.1","-523.9","-523.9","-523.9"
"967","-685","-685","-685","-233.6","-233.6","-233.6","-375","-375","-375","-272.8","-272.8","-272.8","-220.6","-220.6","-220.6","-538.9","-538.9","-538.9"
"968","-520.1","-520.1","-520.1","-241","-241","-241","-341.1","-341.1","-341.1","-323","-323","-323","-172.3","-172.3","-172.3","-487.1","-487.1","-487.1"
"969","-570.7","-570.7","-570.7","-250","-250","-250","-401.3","-401.3","-401.3","-303.8","-303.8","-303.8","-211","-211","-211","-448.1","-448.1","-448.1"
"970","-568.7","-568.7","-568.7","-253.1","-253.1","-253.1","-443.6","-443.6","-443.6","-308.5","-308.5","-308.5","-171.8","-171.8","-171.8","-453.7","-453.7","-453.7"
"971","-570.8","-570.8","-570.8","-195.9","-195.9","-195.9","-360.7","-360.7","-360.7","-330.5","-330.5","-330.5","-196.9","-196.9","-196.9","-422.9","-422.9","-422.9"
"972","-533.7","-533.7","-533.7","-237.2","-237.2","-237.2","-356.2","-356.2","-356.2","-276.3","-276.3","-276.3","-186.4","-186.4","-186.4","-450.9","-450.9","-450.9"
"973","-523","-523","-523","-246.5","-246.5","-246.5","-352.7","-352.7","-352.7","-310","-310","-310","-225.5","-225.5","-225.5","-495.1","-495.1","-495.1"
"974","-596.9","-596.9","-596.9","-259.3","-259.3","-259.3","-355.3","-355.3","-355.3","-321.3","-321.3","-321.3","-194.3","-194.3","-194.3","-526.1","-526.1","-526.1"
"975","-587.6","-587.6","-587.6","-243.6","-243.6","-243.6","-343.3","-343.3","-343.3","-311.3","-311.3","-311.3","-175","-175","-175","-444.4","-444.4","-444.4"
"976","-567.8","-567.8","-567.8","-259.3","-259.3","-259.3","-371.6","-371.6","-371.6","-316.2","-316.2","-316.2","-197.7","-197.7","-197.7","-484.8","-484.8","-484.8"
"977","-594.1","-594.1","-594.1","-206.9","-206.9","-206.9","-321.7","-321.7","-321.7","-324.2","-324.2","-324.2","-185.5","-185.5","-185.5","-402.9","-402.9","-402.9"
"978","-505.3","-505.3","-505.3","-218.9","-218.9","-218.9","-364.4","-364.4","-364.4","-321.7","-321.7","-321.7","-200.1","-200.1","-200.1","-461.7","-461.7","-461.7"
"979","-572.7","-572.7","-572.7","-239.4","-239.4","-239.4","-311.4","-311.4","-311.4","-329.4","-329.4","-329.4","-184.2","-184.2","-184.2","-472.5","-472.5","-472.5"
"980","-585.6","-585.6","-585.6","-211.6","-211.6","-211.6","-313.5","-313.5","-313.5","-320.8","-320.8","-320.8","-224.3","-224.3","-224.3","-465.8","-465.8","-465.8"
"981","-463.7","-463.7","-463.7","-195","-195","-195","-355.9","-355.9","-355.9","-381.5","-381.5","-381.5","-194.6","-194.6","-194.6","-498.2","-498.2","-498.2"
"982","-594.5","-594.5","-594.5","-205","-205","-205","-327.7","-327.7","-327.7","-312.8","-312.8","-312.8","-181.6","-181.6","-181.6","-486.4","-486.4","-486.4"
"983","-576.9","-576.9","-576.9","-253.8","-253.8","-253.8","-315.2","-315.2","-315.2","-290.9","-290.9","-290.9","-189.6","-189.6","-189.6","-457.4","-457.4","-457.4"
"984","-599.6","-599.6","-599.6","-217.8","-217.8","-217.8","-316","-316","-316","-327.2","-327.2","-327.2","-212.9","-212.9","-212.9","-499.8","-499.8","-499.8"
