"Step","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_336figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_336figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_336figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return__MAX"
"68","-634.6","-634.6","-634.6","-675.7","-675.7","-675.7","-711.8","-711.8","-711.8","-610.2","-610.2","-610.2"
"69","-625.4","-625.4","-625.4","-701.9","-701.9","-701.9","-704.3","-704.3","-704.3","-725.6","-725.6","-725.6"
"70","-663.9","-663.9","-663.9","-737.8","-737.8","-737.8","-726.9","-726.9","-726.9","-810.3","-810.3","-810.3"
"71","-644.6","-644.6","-644.6","-684.3","-684.3","-684.3","-694.6","-694.6","-694.6","-706.5","-706.5","-706.5"
"72","-755.2","-755.2","-755.2","-745.7","-745.7","-745.7","-657.6","-657.6","-657.6","-706.5","-706.5","-706.5"
"73","-779","-779","-779","-713.8","-713.8","-713.8","-608.8","-608.8","-608.8","-759.7","-759.7","-759.7"
"74","-626.8","-626.8","-626.8","-623.9","-623.9","-623.9","-736.4","-736.4","-736.4","-680.5","-680.5","-680.5"
"75","-607.2","-607.2","-607.2","-739.6","-739.6","-739.6","-741.4","-741.4","-741.4","-700.8","-700.8","-700.8"
"76","-730.8","-730.8","-730.8","-721.4","-721.4","-721.4","-800.8","-800.8","-800.8","-663","-663","-663"
"77","-696.3","-696.3","-696.3","-780","-780","-780","-766.5","-766.5","-766.5","-741.9","-741.9","-741.9"
"78","-651.7","-651.7","-651.7","-730.7","-730.7","-730.7","-778.5","-778.5","-778.5","-723.3","-723.3","-723.3"
"79","-647","-647","-647","-721.4","-721.4","-721.4","-567.2","-567.2","-567.2","-712.8","-712.8","-712.8"
"80","-679.5","-679.5","-679.5","-671.1","-671.1","-671.1","-689","-689","-689","-664.5","-664.5","-664.5"
"81","-609.3","-609.3","-609.3","-751.3","-751.3","-751.3","-746.3","-746.3","-746.3","-740.2","-740.2","-740.2"
"82","-698.9","-698.9","-698.9","-738.4","-738.4","-738.4","-686","-686","-686","-675.5","-675.5","-675.5"
"83","-726.8","-726.8","-726.8","-734.8","-734.8","-734.8","-624.7","-624.7","-624.7","-704","-704","-704"
"84","-688.3","-688.3","-688.3","-695.8","-695.8","-695.8","-736.4","-736.4","-736.4","-677.1","-677.1","-677.1"
"85","-680.5","-680.5","-680.5","-714.6","-714.6","-714.6","-748.1","-748.1","-748.1","-671.8","-671.8","-671.8"
"86","-660.6","-660.6","-660.6","-703.3","-703.3","-703.3","-789.7","-789.7","-789.7","-710.7","-710.7","-710.7"
"87","-643.2","-643.2","-643.2","-622.2","-622.2","-622.2","-682.8","-682.8","-682.8","-747.7","-747.7","-747.7"
"88","-661.9","-661.9","-661.9","-705.4","-705.4","-705.4","-744.8","-744.8","-744.8","-737.5","-737.5","-737.5"
"89","-757.5","-757.5","-757.5","-634.1","-634.1","-634.1","-694.1","-694.1","-694.1","-700.8","-700.8","-700.8"
"90","-682.6","-682.6","-682.6","-702","-702","-702","-766.1","-766.1","-766.1","-757.8","-757.8","-757.8"
"91","-714","-714","-714","-687.9","-687.9","-687.9","-719.3","-719.3","-719.3","-685.8","-685.8","-685.8"
"92","-739.6","-739.6","-739.6","-667.2","-667.2","-667.2","-733.2","-733.2","-733.2","-662.5","-662.5","-662.5"
"93","-647.9","-647.9","-647.9","-651.8","-651.8","-651.8","-741.3","-741.3","-741.3","-715.1","-715.1","-715.1"
"94","-714.4","-714.4","-714.4","-702.6","-702.6","-702.6","-773.8","-773.8","-773.8","-710.6","-710.6","-710.6"
"95","-739.4","-739.4","-739.4","-684.2","-684.2","-684.2","-714.8","-714.8","-714.8","-771","-771","-771"
"96","-746.4","-746.4","-746.4","-677.9","-677.9","-677.9","-636.7","-636.7","-636.7","-678.7","-678.7","-678.7"
"97","-747.5","-747.5","-747.5","-675.5","-675.5","-675.5","-695.8","-695.8","-695.8","-672.7","-672.7","-672.7"
"98","-562.2","-562.2","-562.2","-653.3","-653.3","-653.3","-684.3","-684.3","-684.3","-658.6","-658.6","-658.6"
"99","-722.1","-722.1","-722.1","-729.9","-729.9","-729.9","-637","-637","-637","-744.1","-744.1","-744.1"
"100","-674","-674","-674","-696.3","-696.3","-696.3","-619.9","-619.9","-619.9","-747.1","-747.1","-747.1"
"101","-686.3","-686.3","-686.3","-733.2","-733.2","-733.2","-704.4","-704.4","-704.4","-604.6","-604.6","-604.6"
"102","-758.6","-758.6","-758.6","-739.8","-739.8","-739.8","-681","-681","-681","-586.3","-586.3","-586.3"
"103","-620.4","-620.4","-620.4","-737.6","-737.6","-737.6","-664.5","-664.5","-664.5","-810.1","-810.1","-810.1"
"104","-679.2","-679.2","-679.2","-662.1","-662.1","-662.1","-683.8","-683.8","-683.8","-675.1","-675.1","-675.1"
"105","-678.5","-678.5","-678.5","-633.5","-633.5","-633.5","-646.2","-646.2","-646.2","-603","-603","-603"
"106","-587.2","-587.2","-587.2","-705.9","-705.9","-705.9","-711.3","-711.3","-711.3","-701.1","-701.1","-701.1"
"107","-738.6","-738.6","-738.6","-787.9","-787.9","-787.9","-694.2","-694.2","-694.2","-699.6","-699.6","-699.6"
"108","-665.2","-665.2","-665.2","-676.1","-676.1","-676.1","-730.1","-730.1","-730.1","-726.6","-726.6","-726.6"
"109","-727.4","-727.4","-727.4","-709.2","-709.2","-709.2","-729.8","-729.8","-729.8","-741.1","-741.1","-741.1"
"110","-779.4","-779.4","-779.4","-655","-655","-655","-716.5","-716.5","-716.5","-708.2","-708.2","-708.2"
"111","-643.4","-643.4","-643.4","-666.6","-666.6","-666.6","-756.3","-756.3","-756.3","-752.4","-752.4","-752.4"
"112","-759.1","-759.1","-759.1","-692","-692","-692","-832","-832","-832","-780.3","-780.3","-780.3"
"113","-711.7","-711.7","-711.7","-715.4","-715.4","-715.4","-612.3","-612.3","-612.3","-706.5","-706.5","-706.5"
"114","-763.5","-763.5","-763.5","-674.5","-674.5","-674.5","-727.3","-727.3","-727.3","-707.4","-707.4","-707.4"
"115","-672.9","-672.9","-672.9","-656","-656","-656","-695.8","-695.8","-695.8","-676.5","-676.5","-676.5"
"116","-703.6","-703.6","-703.6","-796.9","-796.9","-796.9","-713.9","-713.9","-713.9","-732","-732","-732"
"117","-673.3","-673.3","-673.3","-722.8","-722.8","-722.8","-648.2","-648.2","-648.2","-692.1","-692.1","-692.1"
"118","-646","-646","-646","-745.6","-745.6","-745.6","-688.2","-688.2","-688.2","-726","-726","-726"
"119","-763.8","-763.8","-763.8","-679.9","-679.9","-679.9","-714.3","-714.3","-714.3","-576.9","-576.9","-576.9"
"120","-684.8","-684.8","-684.8","-727.5","-727.5","-727.5","-626.9","-626.9","-626.9","-623.4","-623.4","-623.4"
"121","-652.9","-652.9","-652.9","-697.5","-697.5","-697.5","-750.5","-750.5","-750.5","-678.9","-678.9","-678.9"
"122","-758.4","-758.4","-758.4","-697.3","-697.3","-697.3","-746.2","-746.2","-746.2","-666.7","-666.7","-666.7"
"123","-731.2","-731.2","-731.2","-724.1","-724.1","-724.1","-690.3","-690.3","-690.3","-646.2","-646.2","-646.2"
"124","-696.5","-696.5","-696.5","-680.4","-680.4","-680.4","-729.3","-729.3","-729.3","-758.4","-758.4","-758.4"
"125","-755.2","-755.2","-755.2","-714.2","-714.2","-714.2","-716.2","-716.2","-716.2","-703.1","-703.1","-703.1"
"126","-577.2","-577.2","-577.2","-693","-693","-693","-736.3","-736.3","-736.3","-674.7","-674.7","-674.7"
"127","-698.3","-698.3","-698.3","-772.8","-772.8","-772.8","-721.8","-721.8","-721.8","-730.6","-730.6","-730.6"
"128","-666","-666","-666","-720.3","-720.3","-720.3","-652.7","-652.7","-652.7","-718.7","-718.7","-718.7"
"129","-711.5","-711.5","-711.5","-758.9","-758.9","-758.9","-750.4","-750.4","-750.4","-633.4","-633.4","-633.4"
"130","-605.8","-605.8","-605.8","-781.1","-781.1","-781.1","-659.6","-659.6","-659.6","-679.7","-679.7","-679.7"
"131","-691.7","-691.7","-691.7","-790.4","-790.4","-790.4","-765.5","-765.5","-765.5","-697.7","-697.7","-697.7"
"132","-630.3","-630.3","-630.3","-687.9","-687.9","-687.9","-746.8","-746.8","-746.8","-740.2","-740.2","-740.2"
"133","-735.1","-735.1","-735.1","-640.7","-640.7","-640.7","-685.2","-685.2","-685.2","-691","-691","-691"
"134","-657.5","-657.5","-657.5","-695.4","-695.4","-695.4","-736","-736","-736","-727.3","-727.3","-727.3"
"135","-710.5","-710.5","-710.5","-703.8","-703.8","-703.8","-567.4","-567.4","-567.4","-700.4","-700.4","-700.4"
"136","-623.1","-623.1","-623.1","-715.8","-715.8","-715.8","-729","-729","-729","-746.3","-746.3","-746.3"
"137","-666.5","-666.5","-666.5","-744.6","-744.6","-744.6","-733.8","-733.8","-733.8","-604.5","-604.5","-604.5"
"138","-643.4","-643.4","-643.4","-699.5","-699.5","-699.5","-648.7","-648.7","-648.7","-671.2","-671.2","-671.2"
"139","-657.4","-657.4","-657.4","-683.1","-683.1","-683.1","-737.4","-737.4","-737.4","-744.1","-744.1","-744.1"
"140","-650.6","-650.6","-650.6","-753.3","-753.3","-753.3","-717.7","-717.7","-717.7","-713.9","-713.9","-713.9"
"141","-714.5","-714.5","-714.5","-655.3","-655.3","-655.3","-705.3","-705.3","-705.3","-667","-667","-667"
"142","-607.5","-607.5","-607.5","-761.8","-761.8","-761.8","-704.1","-704.1","-704.1","-635.4","-635.4","-635.4"
"143","-681.9","-681.9","-681.9","-677.5","-677.5","-677.5","-723.5","-723.5","-723.5","-711.8","-711.8","-711.8"
"144","-600.6","-600.6","-600.6","-690.8","-690.8","-690.8","-668.9","-668.9","-668.9","-728","-728","-728"
"145","-724.4","-724.4","-724.4","-696.1","-696.1","-696.1","-700.4","-700.4","-700.4","-624.5","-624.5","-624.5"
"146","-660.7","-660.7","-660.7","-698.3","-698.3","-698.3","-740.4","-740.4","-740.4","-727.7","-727.7","-727.7"
"147","-757.8","-757.8","-757.8","-627.2","-627.2","-627.2","-700.3","-700.3","-700.3","-654.8","-654.8","-654.8"
"148","-702.3","-702.3","-702.3","-735.7","-735.7","-735.7","-627.5","-627.5","-627.5","-626.8","-626.8","-626.8"
"149","-668.2","-668.2","-668.2","-744.1","-744.1","-744.1","-706.6","-706.6","-706.6","-678.9","-678.9","-678.9"
"150","-665.2","-665.2","-665.2","-686.5","-686.5","-686.5","-703.2","-703.2","-703.2","-667.4","-667.4","-667.4"
"151","-645.7","-645.7","-645.7","-699.3","-699.3","-699.3","-699.5","-699.5","-699.5","-721.2","-721.2","-721.2"
"152","-639.7","-639.7","-639.7","-738.5","-738.5","-738.5","-780.3","-780.3","-780.3","-643.8","-643.8","-643.8"
"153","-755.7","-755.7","-755.7","-723.1","-723.1","-723.1","-694.5","-694.5","-694.5","-726.7","-726.7","-726.7"
"154","-704.8","-704.8","-704.8","-752.9","-752.9","-752.9","-730.9","-730.9","-730.9","-629.5","-629.5","-629.5"
"155","-721.7","-721.7","-721.7","-703.1","-703.1","-703.1","-671.5","-671.5","-671.5","-599.4","-599.4","-599.4"
"156","-631.7","-631.7","-631.7","-796.5","-796.5","-796.5","-794","-794","-794","-701.3","-701.3","-701.3"
"157","-710","-710","-710","-660.9","-660.9","-660.9","-724.1","-724.1","-724.1","-742.8","-742.8","-742.8"
"158","-765","-765","-765","-704.9","-704.9","-704.9","-712.7","-712.7","-712.7","-686.8","-686.8","-686.8"
"159","-721","-721","-721","-762.8","-762.8","-762.8","-728.4","-728.4","-728.4","-738.7","-738.7","-738.7"
"160","-701.1","-701.1","-701.1","-677.6","-677.6","-677.6","-670.6","-670.6","-670.6","-656","-656","-656"
"161","-692.2","-692.2","-692.2","-639.5","-639.5","-639.5","-632","-632","-632","-696.6","-696.6","-696.6"
"162","-629.8","-629.8","-629.8","-697.7","-697.7","-697.7","-764","-764","-764","-639.7","-639.7","-639.7"
"163","-681.2","-681.2","-681.2","-635.2","-635.2","-635.2","-693.5","-693.5","-693.5","-695.9","-695.9","-695.9"
"164","-698.7","-698.7","-698.7","-653.9","-653.9","-653.9","-703.5","-703.5","-703.5","-675.2","-675.2","-675.2"
"165","-694.9","-694.9","-694.9","-794.5","-794.5","-794.5","-659.9","-659.9","-659.9","-763.6","-763.6","-763.6"
"166","-670.8","-670.8","-670.8","-702.8","-702.8","-702.8","-760.4","-760.4","-760.4","-638.1","-638.1","-638.1"
"167","-670","-670","-670","-635.3","-635.3","-635.3","-805.9","-805.9","-805.9","-756.8","-756.8","-756.8"
"168","-656.3","-656.3","-656.3","-747.5","-747.5","-747.5","-726.5","-726.5","-726.5","-649.4","-649.4","-649.4"
"169","-722.5","-722.5","-722.5","-755.8","-755.8","-755.8","-704.6","-704.6","-704.6","-672.8","-672.8","-672.8"
"170","-628.9","-628.9","-628.9","-663.8","-663.8","-663.8","-739.6","-739.6","-739.6","-605.5","-605.5","-605.5"
"171","-637.1","-637.1","-637.1","-626.7","-626.7","-626.7","-684.3","-684.3","-684.3","-791.3","-791.3","-791.3"
"172","-722.2","-722.2","-722.2","-654.7","-654.7","-654.7","-737.4","-737.4","-737.4","-766.9","-766.9","-766.9"
"173","-712.5","-712.5","-712.5","-727.3","-727.3","-727.3","-721.1","-721.1","-721.1","-739.8","-739.8","-739.8"
"174","-675.2","-675.2","-675.2","-631.9","-631.9","-631.9","-695.3","-695.3","-695.3","-723.9","-723.9","-723.9"
"175","-679.4","-679.4","-679.4","-660.9","-660.9","-660.9","-707.1","-707.1","-707.1","-611.9","-611.9","-611.9"
"176","-709.9","-709.9","-709.9","-664.4","-664.4","-664.4","-660.4","-660.4","-660.4","-743.7","-743.7","-743.7"
"177","-739.3","-739.3","-739.3","-670.8","-670.8","-670.8","-685.9","-685.9","-685.9","-734.3","-734.3","-734.3"
"178","-709.7","-709.7","-709.7","-644.7","-644.7","-644.7","-718.7","-718.7","-718.7","-725.5","-725.5","-725.5"
"179","-669","-669","-669","-783.3","-783.3","-783.3","-695.8","-695.8","-695.8","-706.4","-706.4","-706.4"
"180","-654.3","-654.3","-654.3","-633.2","-633.2","-633.2","-679.5","-679.5","-679.5","-635.7","-635.7","-635.7"
"181","-766.8","-766.8","-766.8","-669.8","-669.8","-669.8","-660.2","-660.2","-660.2","-784.1","-784.1","-784.1"
"182","-671.3","-671.3","-671.3","-778.3","-778.3","-778.3","-701.6","-701.6","-701.6","-749.9","-749.9","-749.9"
"183","-627.1","-627.1","-627.1","-745.7","-745.7","-745.7","-662.5","-662.5","-662.5","-635.6","-635.6","-635.6"
"184","-664.5","-664.5","-664.5","-759.3","-759.3","-759.3","-678.7","-678.7","-678.7","-695.6","-695.6","-695.6"
"185","-639.1","-639.1","-639.1","-709.1","-709.1","-709.1","-672.4","-672.4","-672.4","-786.8","-786.8","-786.8"
"186","-781.1","-781.1","-781.1","-664.7","-664.7","-664.7","-681","-681","-681","-636.5","-636.5","-636.5"
"187","-778.5","-778.5","-778.5","-698.7","-698.7","-698.7","-712.2","-712.2","-712.2","-578.1","-578.1","-578.1"
"188","-767.2","-767.2","-767.2","-629.1","-629.1","-629.1","-675.3","-675.3","-675.3","-690.1","-690.1","-690.1"
"189","-728.3","-728.3","-728.3","-779.7","-779.7","-779.7","-721.3","-721.3","-721.3","-722.1","-722.1","-722.1"
"190","-709.6","-709.6","-709.6","-644.2","-644.2","-644.2","-714.8","-714.8","-714.8","-644.2","-644.2","-644.2"
"191","-650","-650","-650","-704.7","-704.7","-704.7","-745.2","-745.2","-745.2","-774.4","-774.4","-774.4"
"192","-627.9","-627.9","-627.9","-683","-683","-683","-681.3","-681.3","-681.3","-645.1","-645.1","-645.1"
"193","-643.8","-643.8","-643.8","-625.8","-625.8","-625.8","-684.6","-684.6","-684.6","-722.9","-722.9","-722.9"
"194","-662.5","-662.5","-662.5","-721.3","-721.3","-721.3","-668.2","-668.2","-668.2","-644.4","-644.4","-644.4"
"195","-697.4","-697.4","-697.4","-770.8","-770.8","-770.8","-712.7","-712.7","-712.7","-666.1","-666.1","-666.1"
"196","-665","-665","-665","-696.5","-696.5","-696.5","-672.5","-672.5","-672.5","-571.8","-571.8","-571.8"
"197","-744.5","-744.5","-744.5","-622.2","-622.2","-622.2","-667.6","-667.6","-667.6","-720.7","-720.7","-720.7"
"198","-654.5","-654.5","-654.5","-697.4","-697.4","-697.4","-728.7","-728.7","-728.7","-643.8","-643.8","-643.8"
"199","-652.3","-652.3","-652.3","-635.3","-635.3","-635.3","-719.7","-719.7","-719.7","-660.2","-660.2","-660.2"
"200","-678.3","-678.3","-678.3","-743.1","-743.1","-743.1","-648.2","-648.2","-648.2","-778.7","-778.7","-778.7"
"201","-684.3","-684.3","-684.3","-632","-632","-632","-751.8","-751.8","-751.8","-585.3","-585.3","-585.3"
"202","-658.3","-658.3","-658.3","-706.1","-706.1","-706.1","-681.4","-681.4","-681.4","-704.5","-704.5","-704.5"
"203","-713.2","-713.2","-713.2","-712.4","-712.4","-712.4","-723.9","-723.9","-723.9","-724.1","-724.1","-724.1"
"204","-791.2","-791.2","-791.2","-654.4","-654.4","-654.4","-726.9","-726.9","-726.9","-702.9","-702.9","-702.9"
"205","-775.6","-775.6","-775.6","-682.3","-682.3","-682.3","-646.2","-646.2","-646.2","-645.2","-645.2","-645.2"
"206","-617","-617","-617","-676.9","-676.9","-676.9","-632.9","-632.9","-632.9","-579","-579","-579"
