"Step","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_336figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_336figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_336figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return__MAX"
"207","-620.7","-620.7","-620.7","-646.3","-646.3","-646.3","-689.1","-689.1","-689.1","-604.3","-604.3","-604.3"
"208","-745.1","-745.1","-745.1","-790.5","-790.5","-790.5","-616.3","-616.3","-616.3","-625.8","-625.8","-625.8"
"209","-713.9","-713.9","-713.9","-653.7","-653.7","-653.7","-667","-667","-667","-674.9","-674.9","-674.9"
"210","-634.9","-634.9","-634.9","-601.5","-601.5","-601.5","-742.9","-742.9","-742.9","-684","-684","-684"
"211","-736.4","-736.4","-736.4","-714.8","-714.8","-714.8","-700.5","-700.5","-700.5","-761.3","-761.3","-761.3"
"212","-767.1","-767.1","-767.1","-710.3","-710.3","-710.3","-699.5","-699.5","-699.5","-672.9","-672.9","-672.9"
"213","-701.1","-701.1","-701.1","-629.1","-629.1","-629.1","-723.5","-723.5","-723.5","-733.2","-733.2","-733.2"
"214","-718.6","-718.6","-718.6","-729","-729","-729","-714.1","-714.1","-714.1","-680.6","-680.6","-680.6"
"215","-697.6","-697.6","-697.6","-669.4","-669.4","-669.4","-634.1","-634.1","-634.1","-698.4","-698.4","-698.4"
"216","-701.3","-701.3","-701.3","-611.2","-611.2","-611.2","-744.1","-744.1","-744.1","-687.6","-687.6","-687.6"
"217","-637.9","-637.9","-637.9","-711.2","-711.2","-711.2","-719.9","-719.9","-719.9","-698.3","-698.3","-698.3"
"218","-704.9","-704.9","-704.9","-641.3","-641.3","-641.3","-648.3","-648.3","-648.3","-652.2","-652.2","-652.2"
"219","-713","-713","-713","-696.9","-696.9","-696.9","-719.7","-719.7","-719.7","-707.6","-707.6","-707.6"
"220","-703.2","-703.2","-703.2","-648.8","-648.8","-648.8","-667.8","-667.8","-667.8","-709.3","-709.3","-709.3"
"221","-636.3","-636.3","-636.3","-713","-713","-713","-785.5","-785.5","-785.5","-650","-650","-650"
"222","-693.2","-693.2","-693.2","-701.2","-701.2","-701.2","-724.3","-724.3","-724.3","-608","-608","-608"
"223","-733.9","-733.9","-733.9","-672.4","-672.4","-672.4","-685","-685","-685","-684.3","-684.3","-684.3"
"224","-784.8","-784.8","-784.8","-678.3","-678.3","-678.3","-682.1","-682.1","-682.1","-703","-703","-703"
"225","-673.9","-673.9","-673.9","-661.9","-661.9","-661.9","-792.9","-792.9","-792.9","-678.3","-678.3","-678.3"
"226","-625.5","-625.5","-625.5","-713.2","-713.2","-713.2","-636.1","-636.1","-636.1","-701.1","-701.1","-701.1"
"227","-667.7","-667.7","-667.7","-598.6","-598.6","-598.6","-580.5","-580.5","-580.5","-749","-749","-749"
"228","-731.2","-731.2","-731.2","-833.2","-833.2","-833.2","-657.8","-657.8","-657.8","-673","-673","-673"
"229","-680.4","-680.4","-680.4","-619.4","-619.4","-619.4","-739.3","-739.3","-739.3","-762.6","-762.6","-762.6"
"230","-704.9","-704.9","-704.9","-711","-711","-711","-708.9","-708.9","-708.9","-522.9","-522.9","-522.9"
"231","-743.6","-743.6","-743.6","-672.8","-672.8","-672.8","-703","-703","-703","-674.2","-674.2","-674.2"
"232","-688.4","-688.4","-688.4","-605.9","-605.9","-605.9","-680.5","-680.5","-680.5","-711.4","-711.4","-711.4"
"233","-767.6","-767.6","-767.6","-657.1","-657.1","-657.1","-624.7","-624.7","-624.7","-771.1","-771.1","-771.1"
"234","-752.3","-752.3","-752.3","-623.2","-623.2","-623.2","-696.7","-696.7","-696.7","-717.6","-717.6","-717.6"
"235","-671.4","-671.4","-671.4","-641.4","-641.4","-641.4","-665.9","-665.9","-665.9","-766.2","-766.2","-766.2"
"236","-775.7","-775.7","-775.7","-646.9","-646.9","-646.9","-635.7","-635.7","-635.7","-706.8","-706.8","-706.8"
"237","-731.4","-731.4","-731.4","-601.2","-601.2","-601.2","-620.5","-620.5","-620.5","-644.7","-644.7","-644.7"
"238","-623.6","-623.6","-623.6","-680.1","-680.1","-680.1","-722.4","-722.4","-722.4","-670.2","-670.2","-670.2"
"239","-762","-762","-762","-609.5","-609.5","-609.5","-698.6","-698.6","-698.6","-667.2","-667.2","-667.2"
"240","-732.8","-732.8","-732.8","-680.1","-680.1","-680.1","-680.3","-680.3","-680.3","-717.4","-717.4","-717.4"
"241","-774.7","-774.7","-774.7","-681.3","-681.3","-681.3","-640.4","-640.4","-640.4","-820.9","-820.9","-820.9"
"242","-697.6","-697.6","-697.6","-685.3","-685.3","-685.3","-678.6","-678.6","-678.6","-655.4","-655.4","-655.4"
"243","-645.4","-645.4","-645.4","-665.9","-665.9","-665.9","-711.1","-711.1","-711.1","-731","-731","-731"
"244","-637.7","-637.7","-637.7","-750.8","-750.8","-750.8","-715.3","-715.3","-715.3","-764.8","-764.8","-764.8"
"245","-682.4","-682.4","-682.4","-570.7","-570.7","-570.7","-690.1","-690.1","-690.1","-660.4","-660.4","-660.4"
"246","-634.4","-634.4","-634.4","-729.5","-729.5","-729.5","-674.7","-674.7","-674.7","-799.8","-799.8","-799.8"
"247","-764.6","-764.6","-764.6","-730.1","-730.1","-730.1","-619.7","-619.7","-619.7","-668.9","-668.9","-668.9"
"248","-740.5","-740.5","-740.5","-651","-651","-651","-699","-699","-699","-746.5","-746.5","-746.5"
"249","-622.6","-622.6","-622.6","-619.8","-619.8","-619.8","-712.7","-712.7","-712.7","-734.2","-734.2","-734.2"
"250","-749.7","-749.7","-749.7","-625.8","-625.8","-625.8","-754.8","-754.8","-754.8","-749.3","-749.3","-749.3"
"251","-739.9","-739.9","-739.9","-638.8","-638.8","-638.8","-680.2","-680.2","-680.2","-748.2","-748.2","-748.2"
"252","-751.2","-751.2","-751.2","-690.5","-690.5","-690.5","-674.8","-674.8","-674.8","-526.3","-526.3","-526.3"
"253","-719.8","-719.8","-719.8","-768","-768","-768","-756","-756","-756","-611.3","-611.3","-611.3"
"254","-629.5","-629.5","-629.5","-681.8","-681.8","-681.8","-673.9","-673.9","-673.9","-663.5","-663.5","-663.5"
"255","-658.4","-658.4","-658.4","-683.4","-683.4","-683.4","-606.6","-606.6","-606.6","-639.7","-639.7","-639.7"
"256","-682.3","-682.3","-682.3","-639.4","-639.4","-639.4","-684.3","-684.3","-684.3","-690.9","-690.9","-690.9"
"257","-688.1","-688.1","-688.1","-680","-680","-680","-702.2","-702.2","-702.2","-724.6","-724.6","-724.6"
"258","-667.4","-667.4","-667.4","-680.5","-680.5","-680.5","-777.3","-777.3","-777.3","-720.3","-720.3","-720.3"
"259","-676.1","-676.1","-676.1","-715.6","-715.6","-715.6","-719.9","-719.9","-719.9","-640.5","-640.5","-640.5"
"260","-633.8","-633.8","-633.8","-691.4","-691.4","-691.4","-721.5","-721.5","-721.5","-696.2","-696.2","-696.2"
"261","-668.5","-668.5","-668.5","-693.6","-693.6","-693.6","-794.8","-794.8","-794.8","-656.8","-656.8","-656.8"
"262","-743.1","-743.1","-743.1","-597.6","-597.6","-597.6","-623.5","-623.5","-623.5","-686.6","-686.6","-686.6"
"263","-688.3","-688.3","-688.3","-709.6","-709.6","-709.6","-715.7","-715.7","-715.7","-744.3","-744.3","-744.3"
"264","-708","-708","-708","-680.3","-680.3","-680.3","-700.4","-700.4","-700.4","-765.5","-765.5","-765.5"
"265","-791.6","-791.6","-791.6","-712.5","-712.5","-712.5","-637.2","-637.2","-637.2","-756.2","-756.2","-756.2"
"266","-710.3","-710.3","-710.3","-670","-670","-670","-664.7","-664.7","-664.7","-711.2","-711.2","-711.2"
"267","-732.4","-732.4","-732.4","-709.8","-709.8","-709.8","-654.1","-654.1","-654.1","-716.9","-716.9","-716.9"
"268","-764.6","-764.6","-764.6","-670.3","-670.3","-670.3","-619.8","-619.8","-619.8","-643","-643","-643"
"269","-642","-642","-642","-677.7","-677.7","-677.7","-655.5","-655.5","-655.5","-710.7","-710.7","-710.7"
"270","-647.4","-647.4","-647.4","-578.3","-578.3","-578.3","-695.4","-695.4","-695.4","-704.6","-704.6","-704.6"
"271","-759.1","-759.1","-759.1","-670.9","-670.9","-670.9","-709.7","-709.7","-709.7","-763.6","-763.6","-763.6"
"272","-695.2","-695.2","-695.2","-648.6","-648.6","-648.6","-666.1","-666.1","-666.1","-659.3","-659.3","-659.3"
"273","-642","-642","-642","-651.5","-651.5","-651.5","-666.6","-666.6","-666.6","-672","-672","-672"
"274","-642.4","-642.4","-642.4","-603.1","-603.1","-603.1","-744.8","-744.8","-744.8","-762.2","-762.2","-762.2"
"275","-646.2","-646.2","-646.2","-593","-593","-593","-702.6","-702.6","-702.6","-659.1","-659.1","-659.1"
"276","-664.6","-664.6","-664.6","-665.9","-665.9","-665.9","-778.2","-778.2","-778.2","-733.9","-733.9","-733.9"
"277","-752.3","-752.3","-752.3","-723.9","-723.9","-723.9","-739.7","-739.7","-739.7","-635.2","-635.2","-635.2"
"278","-747.6","-747.6","-747.6","-647.8","-647.8","-647.8","-732.9","-732.9","-732.9","-691.3","-691.3","-691.3"
"279","-744.3","-744.3","-744.3","-696.1","-696.1","-696.1","-651.8","-651.8","-651.8","-716.4","-716.4","-716.4"
"280","-725.6","-725.6","-725.6","-641.3","-641.3","-641.3","-643.2","-643.2","-643.2","-654.8","-654.8","-654.8"
"281","-700.3","-700.3","-700.3","-678.8","-678.8","-678.8","-764.7","-764.7","-764.7","-648.1","-648.1","-648.1"
"282","-553.5","-553.5","-553.5","-606.1","-606.1","-606.1","-670.7","-670.7","-670.7","-794.6","-794.6","-794.6"
"283","-692.7","-692.7","-692.7","-671.9","-671.9","-671.9","-691.6","-691.6","-691.6","-641","-641","-641"
"284","-595","-595","-595","-643.9","-643.9","-643.9","-618.1","-618.1","-618.1","-704.8","-704.8","-704.8"
"285","-704.8","-704.8","-704.8","-615.4","-615.4","-615.4","-791.1","-791.1","-791.1","-696.1","-696.1","-696.1"
"286","-787","-787","-787","-564.5","-564.5","-564.5","-656.1","-656.1","-656.1","-657.2","-657.2","-657.2"
"287","-735.9","-735.9","-735.9","-663.8","-663.8","-663.8","-731.4","-731.4","-731.4","-662","-662","-662"
"288","-679.6","-679.6","-679.6","-643","-643","-643","-697.4","-697.4","-697.4","-689.2","-689.2","-689.2"
"289","-694.2","-694.2","-694.2","-716.8","-716.8","-716.8","-690.6","-690.6","-690.6","-665","-665","-665"
"290","-770.3","-770.3","-770.3","-620.4","-620.4","-620.4","-760.3","-760.3","-760.3","-632.8","-632.8","-632.8"
"291","-635.6","-635.6","-635.6","-593.9","-593.9","-593.9","-710.2","-710.2","-710.2","-776.1","-776.1","-776.1"
"292","-734.3","-734.3","-734.3","-659.6","-659.6","-659.6","-727.4","-727.4","-727.4","-715.7","-715.7","-715.7"
"293","-604.5","-604.5","-604.5","-720.2","-720.2","-720.2","-771.6","-771.6","-771.6","-671.4","-671.4","-671.4"
"294","-663.4","-663.4","-663.4","-687.2","-687.2","-687.2","-596","-596","-596","-711.9","-711.9","-711.9"
"295","-658.7","-658.7","-658.7","-579.1","-579.1","-579.1","-692.6","-692.6","-692.6","-630.1","-630.1","-630.1"
"296","-764.8","-764.8","-764.8","-614.3","-614.3","-614.3","-728.9","-728.9","-728.9","-600.9","-600.9","-600.9"
"297","-646.9","-646.9","-646.9","-664.5","-664.5","-664.5","-672.1","-672.1","-672.1","-738.6","-738.6","-738.6"
"298","-725.8","-725.8","-725.8","-665.1","-665.1","-665.1","-737.5","-737.5","-737.5","-709","-709","-709"
"299","-782.2","-782.2","-782.2","-628.7","-628.7","-628.7","-683.4","-683.4","-683.4","-692.2","-692.2","-692.2"
"300","-718.3","-718.3","-718.3","-681.5","-681.5","-681.5","-756.9","-756.9","-756.9","-712","-712","-712"
"301","-676.3","-676.3","-676.3","-519.5","-519.5","-519.5","-730.1","-730.1","-730.1","-722.9","-722.9","-722.9"
"302","-761.3","-761.3","-761.3","-609.2","-609.2","-609.2","-687.1","-687.1","-687.1","-619.8","-619.8","-619.8"
"303","-640.1","-640.1","-640.1","-596.1","-596.1","-596.1","-692.4","-692.4","-692.4","-656.1","-656.1","-656.1"
"304","-735.9","-735.9","-735.9","-606.6","-606.6","-606.6","-720.6","-720.6","-720.6","-681.5","-681.5","-681.5"
"305","-603.7","-603.7","-603.7","-567.7","-567.7","-567.7","-662.7","-662.7","-662.7","-647.8","-647.8","-647.8"
"306","-621.1","-621.1","-621.1","-642.7","-642.7","-642.7","-688.7","-688.7","-688.7","-732.9","-732.9","-732.9"
"307","-651.6","-651.6","-651.6","-644.7","-644.7","-644.7","-733","-733","-733","-624.8","-624.8","-624.8"
"308","-660.1","-660.1","-660.1","-648","-648","-648","-666.4","-666.4","-666.4","-709.6","-709.6","-709.6"
"309","-636.1","-636.1","-636.1","-542.1","-542.1","-542.1","-614.2","-614.2","-614.2","-619.3","-619.3","-619.3"
"310","-769.7","-769.7","-769.7","-559.6","-559.6","-559.6","-708.6","-708.6","-708.6","-693.7","-693.7","-693.7"
"311","-722.4","-722.4","-722.4","-664.5","-664.5","-664.5","-693.8","-693.8","-693.8","-637.9","-637.9","-637.9"
"312","-669.4","-669.4","-669.4","-620.3","-620.3","-620.3","-690.1","-690.1","-690.1","-696.3","-696.3","-696.3"
"313","-761.2","-761.2","-761.2","-568.8","-568.8","-568.8","-763.7","-763.7","-763.7","-725.8","-725.8","-725.8"
"314","-676.3","-676.3","-676.3","-581.9","-581.9","-581.9","-747.4","-747.4","-747.4","-693","-693","-693"
"315","-697.8","-697.8","-697.8","-583.6","-583.6","-583.6","-617.9","-617.9","-617.9","-686.3","-686.3","-686.3"
"316","-710.1","-710.1","-710.1","-614","-614","-614","-690.4","-690.4","-690.4","-664.5","-664.5","-664.5"
"317","-656.9","-656.9","-656.9","-614.9","-614.9","-614.9","-669.9","-669.9","-669.9","-740.2","-740.2","-740.2"
"318","-696.7","-696.7","-696.7","-568","-568","-568","-755.3","-755.3","-755.3","-716","-716","-716"
"319","-724.1","-724.1","-724.1","-554","-554","-554","-654.4","-654.4","-654.4","-704.8","-704.8","-704.8"
"320","-634.2","-634.2","-634.2","-569.6","-569.6","-569.6","-703.8","-703.8","-703.8","-661.8","-661.8","-661.8"
"321","-633.6","-633.6","-633.6","-624.4","-624.4","-624.4","-657.6","-657.6","-657.6","-727.6","-727.6","-727.6"
"322","-646.6","-646.6","-646.6","-569.7","-569.7","-569.7","-708.8","-708.8","-708.8","-842.1","-842.1","-842.1"
"323","-699.5","-699.5","-699.5","-581.8","-581.8","-581.8","-694.3","-694.3","-694.3","-666.1","-666.1","-666.1"
"324","-661.4","-661.4","-661.4","-534.4","-534.4","-534.4","-730.4","-730.4","-730.4","-638.8","-638.8","-638.8"
"325","-652.6","-652.6","-652.6","-645.8","-645.8","-645.8","-663.7","-663.7","-663.7","-732.1","-732.1","-732.1"
"326","-614.6","-614.6","-614.6","-594.2","-594.2","-594.2","-687.6","-687.6","-687.6","-684.2","-684.2","-684.2"
"327","-689.3","-689.3","-689.3","-586.2","-586.2","-586.2","-716.1","-716.1","-716.1","-779.1","-779.1","-779.1"
"328","-623.7","-623.7","-623.7","-544.1","-544.1","-544.1","-592.8","-592.8","-592.8","-708","-708","-708"
"329","-741.7","-741.7","-741.7","-581.5","-581.5","-581.5","-678.4","-678.4","-678.4","-666.2","-666.2","-666.2"
"330","-710.1","-710.1","-710.1","-573.4","-573.4","-573.4","-680.7","-680.7","-680.7","-719","-719","-719"
"331","-670.8","-670.8","-670.8","-622.8","-622.8","-622.8","-726.5","-726.5","-726.5","-666.9","-666.9","-666.9"
"332","-752.1","-752.1","-752.1","-545.3","-545.3","-545.3","-707","-707","-707","-752.4","-752.4","-752.4"
"333","-663.1","-663.1","-663.1","-596.5","-596.5","-596.5","-665.7","-665.7","-665.7","-599.2","-599.2","-599.2"
"334","-733.4","-733.4","-733.4","-545.8","-545.8","-545.8","-656.2","-656.2","-656.2","-599.4","-599.4","-599.4"
"335","-702.2","-702.2","-702.2","-587","-587","-587","-674.4","-674.4","-674.4","-715","-715","-715"
"336","-719.2","-719.2","-719.2","-602.2","-602.2","-602.2","-730.1","-730.1","-730.1","-720.7","-720.7","-720.7"
"337","-635.7","-635.7","-635.7","-612.1","-612.1","-612.1","-615.2","-615.2","-615.2","-746.4","-746.4","-746.4"
"338","-678.4","-678.4","-678.4","-574","-574","-574","-630.5","-630.5","-630.5","-728.8","-728.8","-728.8"
"339","-706.8","-706.8","-706.8","-595.3","-595.3","-595.3","-746.2","-746.2","-746.2","-692.9","-692.9","-692.9"
"340","-664.3","-664.3","-664.3","-608","-608","-608","-701.3","-701.3","-701.3","-684.3","-684.3","-684.3"
"341","-724.4","-724.4","-724.4","-588.9","-588.9","-588.9","-681.8","-681.8","-681.8","-677.1","-677.1","-677.1"
"342","-747.3","-747.3","-747.3","-662","-662","-662","-627.3","-627.3","-627.3","-710.9","-710.9","-710.9"
"343","-696.3","-696.3","-696.3","-571.6","-571.6","-571.6","-672","-672","-672","-669.7","-669.7","-669.7"
"344","-692.2","-692.2","-692.2","-615.4","-615.4","-615.4","-686.9","-686.9","-686.9","-637.6","-637.6","-637.6"
"345","-697.4","-697.4","-697.4","-553.1","-553.1","-553.1","-672.1","-672.1","-672.1","-698.2","-698.2","-698.2"
"346","-690","-690","-690","-573.6","-573.6","-573.6","-786.4","-786.4","-786.4","-599.4","-599.4","-599.4"
"347","-690.6","-690.6","-690.6","-476.7","-476.7","-476.7","-631.2","-631.2","-631.2","-750.2","-750.2","-750.2"
"348","-689.3","-689.3","-689.3","-617.9","-617.9","-617.9","-634.5","-634.5","-634.5","-644.7","-644.7","-644.7"
"349","-701.6","-701.6","-701.6","-660","-660","-660","-651.4","-651.4","-651.4","-670","-670","-670"
"350","-691.4","-691.4","-691.4","-555.9","-555.9","-555.9","-708","-708","-708","-739.4","-739.4","-739.4"
"351","-814.3","-814.3","-814.3","-556.5","-556.5","-556.5","-715.4","-715.4","-715.4","-672","-672","-672"
"352","-561.2","-561.2","-561.2","-553","-553","-553","-669.8","-669.8","-669.8","-671.9","-671.9","-671.9"
"353","-715.5","-715.5","-715.5","-585.4","-585.4","-585.4","-703.1","-703.1","-703.1","-722","-722","-722"
"354","-663.6","-663.6","-663.6","-566.7","-566.7","-566.7","-765","-765","-765","-722.4","-722.4","-722.4"
"355","-747.4","-747.4","-747.4","-552.4","-552.4","-552.4","-648.8","-648.8","-648.8","-632.9","-632.9","-632.9"
"356","-643.1","-643.1","-643.1","-611.1","-611.1","-611.1","-729.5","-729.5","-729.5","-738.2","-738.2","-738.2"
"357","-618.1","-618.1","-618.1","-581.9","-581.9","-581.9","-650.2","-650.2","-650.2","-740.7","-740.7","-740.7"
"358","-752.7","-752.7","-752.7","-613.8","-613.8","-613.8","-669.1","-669.1","-669.1","-688.8","-688.8","-688.8"
"359","-689.1","-689.1","-689.1","-569.1","-569.1","-569.1","-643.8","-643.8","-643.8","-715.8","-715.8","-715.8"
"360","-713.6","-713.6","-713.6","-608.5","-608.5","-608.5","-552.6","-552.6","-552.6","-786.4","-786.4","-786.4"
"361","-694.4","-694.4","-694.4","-632.5","-632.5","-632.5","-627.9","-627.9","-627.9","-710.4","-710.4","-710.4"
"362","-747.2","-747.2","-747.2","-600.7","-600.7","-600.7","-694","-694","-694","-667.7","-667.7","-667.7"
"363","-725.9","-725.9","-725.9","-545.6","-545.6","-545.6","-646.9","-646.9","-646.9","-638.5","-638.5","-638.5"
"364","-710.7","-710.7","-710.7","-588.6","-588.6","-588.6","-678.7","-678.7","-678.7","-623.6","-623.6","-623.6"
"365","-731.1","-731.1","-731.1","-538.1","-538.1","-538.1","-768.5","-768.5","-768.5","-721.9","-721.9","-721.9"
"366","-696.5","-696.5","-696.5","-552.8","-552.8","-552.8","-751.4","-751.4","-751.4","-685.2","-685.2","-685.2"
"367","-645.9","-645.9","-645.9","-582.3","-582.3","-582.3","-627.4","-627.4","-627.4","-686.7","-686.7","-686.7"
"368","-646.1","-646.1","-646.1","-578","-578","-578","-649","-649","-649","-613.4","-613.4","-613.4"
"369","-681.4","-681.4","-681.4","-516.4","-516.4","-516.4","-611.5","-611.5","-611.5","-671.6","-671.6","-671.6"
"370","-768.3","-768.3","-768.3","-585.9","-585.9","-585.9","-637.1","-637.1","-637.1","-735.8","-735.8","-735.8"
"371","-672.8","-672.8","-672.8","-627.3","-627.3","-627.3","-629.7","-629.7","-629.7","-704.5","-704.5","-704.5"
"372","-649.3","-649.3","-649.3","-513.7","-513.7","-513.7","-677.7","-677.7","-677.7","-676.8","-676.8","-676.8"
"373","-690.5","-690.5","-690.5","-592.7","-592.7","-592.7","-663","-663","-663","-734","-734","-734"
"374","-779.9","-779.9","-779.9","-651.2","-651.2","-651.2","-664.5","-664.5","-664.5","-779.8","-779.8","-779.8"
"375","-622.5","-622.5","-622.5","-572.2","-572.2","-572.2","-654.3","-654.3","-654.3","-743.2","-743.2","-743.2"
"376","-728","-728","-728","-517.6","-517.6","-517.6","-678.2","-678.2","-678.2","-713.6","-713.6","-713.6"
"377","-733.1","-733.1","-733.1","-610.7","-610.7","-610.7","-753.8","-753.8","-753.8","-627.5","-627.5","-627.5"
"378","-688.2","-688.2","-688.2","-614.3","-614.3","-614.3","-764.7","-764.7","-764.7","-740.1","-740.1","-740.1"
"379","-753.9","-753.9","-753.9","-562.7","-562.7","-562.7","-729.8","-729.8","-729.8","-722.9","-722.9","-722.9"
"380","-642.3","-642.3","-642.3","-600.9","-600.9","-600.9","-698.8","-698.8","-698.8","-634.8","-634.8","-634.8"
"381","-732.4","-732.4","-732.4","-537.8","-537.8","-537.8","-719.4","-719.4","-719.4","-660.4","-660.4","-660.4"
"382","-683.1","-683.1","-683.1","-572.1","-572.1","-572.1","-625.8","-625.8","-625.8","-623.6","-623.6","-623.6"
"383","-702.2","-702.2","-702.2","-431","-431","-431","-659.5","-659.5","-659.5","-667.5","-667.5","-667.5"
"384","-805.5","-805.5","-805.5","-599.7","-599.7","-599.7","-715.1","-715.1","-715.1","-659.8","-659.8","-659.8"
"385","-770.1","-770.1","-770.1","-579.9","-579.9","-579.9","-652.8","-652.8","-652.8","-684.3","-684.3","-684.3"
"386","-684.1","-684.1","-684.1","-486.5","-486.5","-486.5","-670.5","-670.5","-670.5","-658.8","-658.8","-658.8"
"387","-608.6","-608.6","-608.6","-590.4","-590.4","-590.4","-661.4","-661.4","-661.4","-696.3","-696.3","-696.3"
"388","-710.8","-710.8","-710.8","-504.4","-504.4","-504.4","-629","-629","-629","-709.8","-709.8","-709.8"
"389","-788.8","-788.8","-788.8","-626.6","-626.6","-626.6","-634.2","-634.2","-634.2","-841","-841","-841"
"390","-749.4","-749.4","-749.4","-550.8","-550.8","-550.8","-751.8","-751.8","-751.8","-695.7","-695.7","-695.7"
"391","-764.8","-764.8","-764.8","-491.2","-491.2","-491.2","-622.9","-622.9","-622.9","-624.8","-624.8","-624.8"
"392","-622.2","-622.2","-622.2","-624.7","-624.7","-624.7","-686.5","-686.5","-686.5","-636.7","-636.7","-636.7"
"393","-679.9","-679.9","-679.9","-563","-563","-563","-595.1","-595.1","-595.1","-751.8","-751.8","-751.8"
"394","-669.6","-669.6","-669.6","-534.6","-534.6","-534.6","-698.4","-698.4","-698.4","-784.6","-784.6","-784.6"
"395","-728.3","-728.3","-728.3","-563.5","-563.5","-563.5","-675.1","-675.1","-675.1","-648.3","-648.3","-648.3"
"396","-725.8","-725.8","-725.8","-592.6","-592.6","-592.6","-703.6","-703.6","-703.6","-712.7","-712.7","-712.7"
"397","-651.4","-651.4","-651.4","-532.9","-532.9","-532.9","-616.1","-616.1","-616.1","-754.5","-754.5","-754.5"
"398","-666.5","-666.5","-666.5","-504.8","-504.8","-504.8","-645.2","-645.2","-645.2","-698","-698","-698"
"399","-726.5","-726.5","-726.5","-611.9","-611.9","-611.9","-666.9","-666.9","-666.9","-680.3","-680.3","-680.3"
"400","-571.1","-571.1","-571.1","-605.7","-605.7","-605.7","-670.8","-670.8","-670.8","-695.3","-695.3","-695.3"
"401","-657.2","-657.2","-657.2","-585.3","-585.3","-585.3","-714.7","-714.7","-714.7","-674.2","-674.2","-674.2"
"402","-679","-679","-679","-571","-571","-571","-600.4","-600.4","-600.4","-736.2","-736.2","-736.2"
"403","-710.8","-710.8","-710.8","-539.9","-539.9","-539.9","-591.1","-591.1","-591.1","-657.7","-657.7","-657.7"
"404","-691.3","-691.3","-691.3","-510","-510","-510","-745.1","-745.1","-745.1","-744.7","-744.7","-744.7"
"405","-703.9","-703.9","-703.9","-504.3","-504.3","-504.3","-598.9","-598.9","-598.9","-673.7","-673.7","-673.7"
"406","-718","-718","-718","-660.2","-660.2","-660.2","-562.2","-562.2","-562.2","-662.5","-662.5","-662.5"
"407","-724","-724","-724","-511.1","-511.1","-511.1","-671.2","-671.2","-671.2","-655.5","-655.5","-655.5"
"408","-715.6","-715.6","-715.6","-547.3","-547.3","-547.3","-683.1","-683.1","-683.1","-646","-646","-646"
"409","-746.2","-746.2","-746.2","-537.7","-537.7","-537.7","-723.6","-723.6","-723.6","-636.1","-636.1","-636.1"
"410","-535.9","-535.9","-535.9","-502.9","-502.9","-502.9","-665.9","-665.9","-665.9","-687","-687","-687"
"411","-722.4","-722.4","-722.4","-504.5","-504.5","-504.5","-711.9","-711.9","-711.9","-711.6","-711.6","-711.6"
"412","-713.4","-713.4","-713.4","-543.6","-543.6","-543.6","-712.9","-712.9","-712.9","-736.2","-736.2","-736.2"
"413","-674.8","-674.8","-674.8","-601.9","-601.9","-601.9","-608.7","-608.7","-608.7","-692.5","-692.5","-692.5"
"414","-681.2","-681.2","-681.2","-514.5","-514.5","-514.5","-645","-645","-645","-662.1","-662.1","-662.1"
"415","-638.5","-638.5","-638.5","-552.7","-552.7","-552.7","-540","-540","-540","-741.1","-741.1","-741.1"
"416","-594.5","-594.5","-594.5","-518.5","-518.5","-518.5","-615.7","-615.7","-615.7","-621.8","-621.8","-621.8"
"417","-638.4","-638.4","-638.4","-574.8","-574.8","-574.8","-670.8","-670.8","-670.8","-650","-650","-650"
"418","-616","-616","-616","-519.3","-519.3","-519.3","-712.9","-712.9","-712.9","-719.1","-719.1","-719.1"
"419","-596.7","-596.7","-596.7","-547.3","-547.3","-547.3","-665.3","-665.3","-665.3","-702","-702","-702"
"420","-711.8","-711.8","-711.8","-620","-620","-620","-639.9","-639.9","-639.9","-712.3","-712.3","-712.3"
"421","-760.3","-760.3","-760.3","-521.9","-521.9","-521.9","-618.5","-618.5","-618.5","-729.9","-729.9","-729.9"
"422","-648.8","-648.8","-648.8","-568.3","-568.3","-568.3","-655.7","-655.7","-655.7","-596.4","-596.4","-596.4"
"423","-654.2","-654.2","-654.2","-584.5","-584.5","-584.5","-710.2","-710.2","-710.2","-655.6","-655.6","-655.6"
