epoch,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return__MAX
233,115.6315789,115.6315789,115.6315789,78.05263158,78.05263158,78.05263158,170.3157895,170.3157895,170.3157895,104.5263158,104.5263158,104.5263158,264.5263158,264.5263158,264.5263158,73.68421053,73.68421053,73.68421053
234,90.68421053,90.68421053,90.68421053,54.21052632,54.21052632,54.21052632,111.3684211,111.3684211,111.3684211,80.15789474,80.15789474,80.15789474,184.7368421,184.7368421,184.7368421,80.78947368,80.78947368,80.78947368
235,83.05263158,83.05263158,83.05263158,73.52631579,73.52631579,73.52631579,195.2105263,195.2105263,195.2105263,101.1578947,101.1578947,101.1578947,203.3684211,203.3684211,203.3684211,115.4210526,115.4210526,115.4210526
236,124.2631579,124.2631579,124.2631579,57.73684211,57.73684211,57.73684211,171.0526316,171.0526316,171.0526316,105.5789474,105.5789474,105.5789474,169.1052632,169.1052632,169.1052632,102.4210526,102.4210526,102.4210526
237,111.0526316,111.0526316,111.0526316,92.73684211,92.73684211,92.73684211,102.3684211,102.3684211,102.3684211,85.94736842,85.94736842,85.94736842,199.1052632,199.1052632,199.1052632,71.68421053,71.68421053,71.68421053
238,126.2631579,126.2631579,126.2631579,61.31578947,61.31578947,61.31578947,158.8421053,158.8421053,158.8421053,70.73684211,70.73684211,70.73684211,185,185,185,74.84210526,74.84210526,74.84210526
239,107.4210526,107.4210526,107.4210526,100.1052632,100.1052632,100.1052632,168.7368421,168.7368421,168.7368421,106.3684211,106.3684211,106.3684211,237.5263158,237.5263158,237.5263158,96.47368421,96.47368421,96.47368421
240,145.4210526,145.4210526,145.4210526,163.9473684,163.9473684,163.9473684,184.2631579,184.2631579,184.2631579,101.0526316,101.0526316,101.0526316,229.4736842,229.4736842,229.4736842,97.84210526,97.84210526,97.84210526
241,154.6842105,154.6842105,154.6842105,86.36842105,86.36842105,86.36842105,171.1052632,171.1052632,171.1052632,109.8947368,109.8947368,109.8947368,236.5263158,236.5263158,236.5263158,88.36842105,88.36842105,88.36842105
242,96.26315789,96.26315789,96.26315789,100.2105263,100.2105263,100.2105263,199.3157895,199.3157895,199.3157895,96.36842105,96.36842105,96.36842105,184.4736842,184.4736842,184.4736842,83.73684211,83.73684211,83.73684211
243,82.89473684,82.89473684,82.89473684,75.26315789,75.26315789,75.26315789,215.4210526,215.4210526,215.4210526,88.73684211,88.73684211,88.73684211,228.2105263,228.2105263,228.2105263,82.89473684,82.89473684,82.89473684
244,96.57894737,96.57894737,96.57894737,111.7368421,111.7368421,111.7368421,222.7368421,222.7368421,222.7368421,71.73684211,71.73684211,71.73684211,201.2631579,201.2631579,201.2631579,126.2631579,126.2631579,126.2631579
245,98.52631579,98.52631579,98.52631579,105.3684211,105.3684211,105.3684211,225.4210526,225.4210526,225.4210526,85.68421053,85.68421053,85.68421053,137.0526316,137.0526316,137.0526316,96.94736842,96.94736842,96.94736842
246,119.5263158,119.5263158,119.5263158,68,68,68,192.6315789,192.6315789,192.6315789,130.3157895,130.3157895,130.3157895,191.7368421,191.7368421,191.7368421,105.3684211,105.3684211,105.3684211
247,77.15789474,77.15789474,77.15789474,105,105,105,165.2105263,165.2105263,165.2105263,88.05263158,88.05263158,88.05263158,218.6315789,218.6315789,218.6315789,122.6315789,122.6315789,122.6315789
248,133.7368421,133.7368421,133.7368421,90.26315789,90.26315789,90.26315789,167.5263158,167.5263158,167.5263158,92.57894737,92.57894737,92.57894737,179.5263158,179.5263158,179.5263158,122.0526316,122.0526316,122.0526316
249,105.9473684,105.9473684,105.9473684,61.94736842,61.94736842,61.94736842,179.3157895,179.3157895,179.3157895,99.63157895,99.63157895,99.63157895,152,152,152,101.2631579,101.2631579,101.2631579
250,112.9473684,112.9473684,112.9473684,76.26315789,76.26315789,76.26315789,177.6315789,177.6315789,177.6315789,91.21052632,91.21052632,91.21052632,185.8947368,185.8947368,185.8947368,139.6842105,139.6842105,139.6842105
251,76.89473684,76.89473684,76.89473684,96.36842105,96.36842105,96.36842105,200.2105263,200.2105263,200.2105263,102.0526316,102.0526316,102.0526316,174.1052632,174.1052632,174.1052632,125.3684211,125.3684211,125.3684211
252,107.6315789,107.6315789,107.6315789,111.3157895,111.3157895,111.3157895,172.9473684,172.9473684,172.9473684,104.6842105,104.6842105,104.6842105,143.4210526,143.4210526,143.4210526,94.36842105,94.36842105,94.36842105
253,85.26315789,85.26315789,85.26315789,64.63157895,64.63157895,64.63157895,162.4736842,162.4736842,162.4736842,136.0526316,136.0526316,136.0526316,199.0526316,199.0526316,199.0526316,133.5789474,133.5789474,133.5789474
254,141.3684211,141.3684211,141.3684211,94.47368421,94.47368421,94.47368421,200,200,200,129.2631579,129.2631579,129.2631579,191.6315789,191.6315789,191.6315789,85.84210526,85.84210526,85.84210526
255,112.3684211,112.3684211,112.3684211,80.52631579,80.52631579,80.52631579,175.5263158,175.5263158,175.5263158,88.78947368,88.78947368,88.78947368,244.3157895,244.3157895,244.3157895,98,98,98
256,112.2631579,112.2631579,112.2631579,83.57894737,83.57894737,83.57894737,193.1578947,193.1578947,193.1578947,106.6315789,106.6315789,106.6315789,219.7894737,219.7894737,219.7894737,51.21052632,51.21052632,51.21052632
257,117.4210526,117.4210526,117.4210526,98.63157895,98.63157895,98.63157895,214.6315789,214.6315789,214.6315789,111.2631579,111.2631579,111.2631579,197.4210526,197.4210526,197.4210526,71.31578947,71.31578947,71.31578947
258,130.2631579,130.2631579,130.2631579,90.68421053,90.68421053,90.68421053,218.1052632,218.1052632,218.1052632,118.2631579,118.2631579,118.2631579,191.2631579,191.2631579,191.2631579,85.36842105,85.36842105,85.36842105
259,121,121,121,128.5263158,128.5263158,128.5263158,156.8947368,156.8947368,156.8947368,125.5789474,125.5789474,125.5789474,243.7368421,243.7368421,243.7368421,81.94736842,81.94736842,81.94736842
260,130.1578947,130.1578947,130.1578947,96.26315789,96.26315789,96.26315789,145,145,145,101.3157895,101.3157895,101.3157895,250.6315789,250.6315789,250.6315789,114,114,114
261,124.2631579,124.2631579,124.2631579,60.36842105,60.36842105,60.36842105,139.6315789,139.6315789,139.6315789,117.8421053,117.8421053,117.8421053,183.7894737,183.7894737,183.7894737,97.63157895,97.63157895,97.63157895
262,127.8947368,127.8947368,127.8947368,65.63157895,65.63157895,65.63157895,240.8421053,240.8421053,240.8421053,115.0526316,115.0526316,115.0526316,179.5263158,179.5263158,179.5263158,91.10526316,91.10526316,91.10526316
263,121.2631579,121.2631579,121.2631579,105.3157895,105.3157895,105.3157895,235.5263158,235.5263158,235.5263158,144.3157895,144.3157895,144.3157895,191.1052632,191.1052632,191.1052632,63.57894737,63.57894737,63.57894737
264,106.5263158,106.5263158,106.5263158,86.36842105,86.36842105,86.36842105,226.4736842,226.4736842,226.4736842,136.1052632,136.1052632,136.1052632,167.0526316,167.0526316,167.0526316,111.9473684,111.9473684,111.9473684
265,106.1052632,106.1052632,106.1052632,79.42105263,79.42105263,79.42105263,187.3157895,187.3157895,187.3157895,82,82,82,180,180,180,80.84210526,80.84210526,80.84210526
266,119.9473684,119.9473684,119.9473684,79,79,79,154.3157895,154.3157895,154.3157895,98.78947368,98.78947368,98.78947368,198.6315789,198.6315789,198.6315789,77.05263158,77.05263158,77.05263158
267,111.5263158,111.5263158,111.5263158,120.7894737,120.7894737,120.7894737,249.8947368,249.8947368,249.8947368,148.2631579,148.2631579,148.2631579,154.5263158,154.5263158,154.5263158,66.47368421,66.47368421,66.47368421
268,130.4736842,130.4736842,130.4736842,69.15789474,69.15789474,69.15789474,238.5263158,238.5263158,238.5263158,101.3157895,101.3157895,101.3157895,206.0526316,206.0526316,206.0526316,84.73684211,84.73684211,84.73684211
269,119.4210526,119.4210526,119.4210526,75.15789474,75.15789474,75.15789474,214.3684211,214.3684211,214.3684211,77.78947368,77.78947368,77.78947368,179.3684211,179.3684211,179.3684211,88.47368421,88.47368421,88.47368421
270,101.9473684,101.9473684,101.9473684,84.42105263,84.42105263,84.42105263,239.4736842,239.4736842,239.4736842,67.89473684,67.89473684,67.89473684,201.6842105,201.6842105,201.6842105,73.42105263,73.42105263,73.42105263
271,132.1578947,132.1578947,132.1578947,86.31578947,86.31578947,86.31578947,169.7894737,169.7894737,169.7894737,87.47368421,87.47368421,87.47368421,176.0526316,176.0526316,176.0526316,113.7368421,113.7368421,113.7368421
272,141.8947368,141.8947368,141.8947368,74.15789474,74.15789474,74.15789474,142.8421053,142.8421053,142.8421053,107.2105263,107.2105263,107.2105263,257.8947368,257.8947368,257.8947368,73.05263158,73.05263158,73.05263158
273,130.7894737,130.7894737,130.7894737,134,134,134,132.4736842,132.4736842,132.4736842,97.21052632,97.21052632,97.21052632,120.2631579,120.2631579,120.2631579,99.21052632,99.21052632,99.21052632
274,111.7368421,111.7368421,111.7368421,57.63157895,57.63157895,57.63157895,227.2631579,227.2631579,227.2631579,70.78947368,70.78947368,70.78947368,198.2631579,198.2631579,198.2631579,99.52631579,99.52631579,99.52631579
275,96.26315789,96.26315789,96.26315789,100.6315789,100.6315789,100.6315789,214.2631579,214.2631579,214.2631579,100.0526316,100.0526316,100.0526316,153.7894737,153.7894737,153.7894737,105.8421053,105.8421053,105.8421053
276,123.5789474,123.5789474,123.5789474,111.2631579,111.2631579,111.2631579,236.9473684,236.9473684,236.9473684,59,59,59,147.7894737,147.7894737,147.7894737,104.7368421,104.7368421,104.7368421
277,80.31578947,80.31578947,80.31578947,65.84210526,65.84210526,65.84210526,216.4736842,216.4736842,216.4736842,111.6842105,111.6842105,111.6842105,173.0526316,173.0526316,173.0526316,124.3684211,124.3684211,124.3684211
278,162.3157895,162.3157895,162.3157895,141,141,141,305.7368421,305.7368421,305.7368421,123.8421053,123.8421053,123.8421053,185.5263158,185.5263158,185.5263158,131.5789474,131.5789474,131.5789474
279,118.2105263,118.2105263,118.2105263,110.4210526,110.4210526,110.4210526,192.9473684,192.9473684,192.9473684,112.7894737,112.7894737,112.7894737,142.2631579,142.2631579,142.2631579,110.3684211,110.3684211,110.3684211
280,99,99,99,118.1052632,118.1052632,118.1052632,136.7368421,136.7368421,136.7368421,115.9473684,115.9473684,115.9473684,119.5789474,119.5789474,119.5789474,146.2105263,146.2105263,146.2105263
281,146.4736842,146.4736842,146.4736842,117.4210526,117.4210526,117.4210526,230.7894737,230.7894737,230.7894737,109.4736842,109.4736842,109.4736842,165.6842105,165.6842105,165.6842105,90.57894737,90.57894737,90.57894737
282,165.8421053,165.8421053,165.8421053,89.21052632,89.21052632,89.21052632,156.4736842,156.4736842,156.4736842,115.8947368,115.8947368,115.8947368,107.4736842,107.4736842,107.4736842,112.8947368,112.8947368,112.8947368
283,134.5263158,134.5263158,134.5263158,69.78947368,69.78947368,69.78947368,228.5789474,228.5789474,228.5789474,131.8947368,131.8947368,131.8947368,120.6842105,120.6842105,120.6842105,119.2631579,119.2631579,119.2631579
284,90.52631579,90.52631579,90.52631579,94.52631579,94.52631579,94.52631579,156.1052632,156.1052632,156.1052632,113.1052632,113.1052632,113.1052632,109.5263158,109.5263158,109.5263158,124.4210526,124.4210526,124.4210526
285,115.4736842,115.4736842,115.4736842,77.36842105,77.36842105,77.36842105,161.5789474,161.5789474,161.5789474,96.31578947,96.31578947,96.31578947,144.2105263,144.2105263,144.2105263,105.6842105,105.6842105,105.6842105
286,124.3684211,124.3684211,124.3684211,81.94736842,81.94736842,81.94736842,156.2631579,156.2631579,156.2631579,101.2631579,101.2631579,101.2631579,176.7894737,176.7894737,176.7894737,87.47368421,87.47368421,87.47368421
287,115.9473684,115.9473684,115.9473684,68.15789474,68.15789474,68.15789474,176.2105263,176.2105263,176.2105263,170.4210526,170.4210526,170.4210526,86.31578947,86.31578947,86.31578947,99.94736842,99.94736842,99.94736842
288,109.9473684,109.9473684,109.9473684,84.68421053,84.68421053,84.68421053,116.6842105,116.6842105,116.6842105,119.6842105,119.6842105,119.6842105,135.5789474,135.5789474,135.5789474,139.5263158,139.5263158,139.5263158
289,129.3684211,129.3684211,129.3684211,60.63157895,60.63157895,60.63157895,118.3157895,118.3157895,118.3157895,105.2631579,105.2631579,105.2631579,136.7368421,136.7368421,136.7368421,136.7894737,136.7894737,136.7894737
290,108.4736842,108.4736842,108.4736842,89.57894737,89.57894737,89.57894737,139.8421053,139.8421053,139.8421053,173.0526316,173.0526316,173.0526316,198.2105263,198.2105263,198.2105263,101.7368421,101.7368421,101.7368421
291,94.78947368,94.78947368,94.78947368,67,67,67,101.0526316,101.0526316,101.0526316,96.47368421,96.47368421,96.47368421,246.4736842,246.4736842,246.4736842,119.1578947,119.1578947,119.1578947
292,162.1052632,162.1052632,162.1052632,78,78,78,187.6315789,187.6315789,187.6315789,119.5263158,119.5263158,119.5263158,226.5263158,226.5263158,226.5263158,118.0526316,118.0526316,118.0526316
293,123.4736842,123.4736842,123.4736842,61.94736842,61.94736842,61.94736842,87.57894737,87.57894737,87.57894737,92.31578947,92.31578947,92.31578947,188.8947368,188.8947368,188.8947368,127.7894737,127.7894737,127.7894737
294,109.4210526,109.4210526,109.4210526,79.36842105,79.36842105,79.36842105,108.8421053,108.8421053,108.8421053,91.52631579,91.52631579,91.52631579,207.5789474,207.5789474,207.5789474,109,109,109
295,110.2105263,110.2105263,110.2105263,72.57894737,72.57894737,72.57894737,170.7894737,170.7894737,170.7894737,77.63157895,77.63157895,77.63157895,127.2105263,127.2105263,127.2105263,121.2105263,121.2105263,121.2105263
296,95.73684211,95.73684211,95.73684211,67.10526316,67.10526316,67.10526316,143.5789474,143.5789474,143.5789474,119.9473684,119.9473684,119.9473684,184.2105263,184.2105263,184.2105263,130.2631579,130.2631579,130.2631579
297,114.0526316,114.0526316,114.0526316,69.68421053,69.68421053,69.68421053,160.3157895,160.3157895,160.3157895,75.73684211,75.73684211,75.73684211,205,205,205,134.7894737,134.7894737,134.7894737
298,132.2631579,132.2631579,132.2631579,65.05263158,65.05263158,65.05263158,179.3157895,179.3157895,179.3157895,119.9473684,119.9473684,119.9473684,193,193,193,81.42105263,81.42105263,81.42105263
299,167.6315789,167.6315789,167.6315789,59.73684211,59.73684211,59.73684211,164.6842105,164.6842105,164.6842105,96.78947368,96.78947368,96.78947368,139.9473684,139.9473684,139.9473684,95.10526316,95.10526316,95.10526316
300,94.63157895,94.63157895,94.63157895,105.2105263,105.2105263,105.2105263,185.6315789,185.6315789,185.6315789,71.63157895,71.63157895,71.63157895,230.6842105,230.6842105,230.6842105,134.7368421,134.7368421,134.7368421
301,156.8947368,156.8947368,156.8947368,85.10526316,85.10526316,85.10526316,183.6315789,183.6315789,183.6315789,102.4736842,102.4736842,102.4736842,187.9473684,187.9473684,187.9473684,141.0526316,141.0526316,141.0526316
302,100.9473684,100.9473684,100.9473684,88.36842105,88.36842105,88.36842105,210.3157895,210.3157895,210.3157895,101.7894737,101.7894737,101.7894737,137.8947368,137.8947368,137.8947368,135.2631579,135.2631579,135.2631579
303,120.3684211,120.3684211,120.3684211,98.89473684,98.89473684,98.89473684,134.4210526,134.4210526,134.4210526,100,100,100,159.7368421,159.7368421,159.7368421,136.9473684,136.9473684,136.9473684
304,118.0526316,118.0526316,118.0526316,110.5263158,110.5263158,110.5263158,179.3684211,179.3684211,179.3684211,120.7894737,120.7894737,120.7894737,146.4736842,146.4736842,146.4736842,120.4736842,120.4736842,120.4736842
305,110,110,110,68.26315789,68.26315789,68.26315789,167.5263158,167.5263158,167.5263158,120.5263158,120.5263158,120.5263158,108.5263158,108.5263158,108.5263158,130.2105263,130.2105263,130.2105263
306,106.3684211,106.3684211,106.3684211,68.42105263,68.42105263,68.42105263,195.0526316,195.0526316,195.0526316,168.4736842,168.4736842,168.4736842,130.4736842,130.4736842,130.4736842,110.3684211,110.3684211,110.3684211
307,166.6315789,166.6315789,166.6315789,130.5789474,130.5789474,130.5789474,195.8421053,195.8421053,195.8421053,129.3684211,129.3684211,129.3684211,149.9473684,149.9473684,149.9473684,115.5789474,115.5789474,115.5789474
308,130.2105263,130.2105263,130.2105263,86.73684211,86.73684211,86.73684211,212.3157895,212.3157895,212.3157895,161.2105263,161.2105263,161.2105263,142.5789474,142.5789474,142.5789474,113,113,113
309,83.10526316,83.10526316,83.10526316,63.78947368,63.78947368,63.78947368,249.1052632,249.1052632,249.1052632,117.5789474,117.5789474,117.5789474,118.6315789,118.6315789,118.6315789,137.6315789,137.6315789,137.6315789
310,90.68421053,90.68421053,90.68421053,72,72,72,211.7368421,211.7368421,211.7368421,123.4210526,123.4210526,123.4210526,137.2105263,137.2105263,137.2105263,123.8947368,123.8947368,123.8947368
311,180.3157895,180.3157895,180.3157895,62.21052632,62.21052632,62.21052632,211.7368421,211.7368421,211.7368421,127.2631579,127.2631579,127.2631579,170.8421053,170.8421053,170.8421053,150.4736842,150.4736842,150.4736842
312,153.7894737,153.7894737,153.7894737,100.7894737,100.7894737,100.7894737,138.6842105,138.6842105,138.6842105,138.4210526,138.4210526,138.4210526,144,144,144,146.6842105,146.6842105,146.6842105
313,176.4736842,176.4736842,176.4736842,55.89473684,55.89473684,55.89473684,199,199,199,116.5263158,116.5263158,116.5263158,186.3684211,186.3684211,186.3684211,121.7894737,121.7894737,121.7894737
314,146.9473684,146.9473684,146.9473684,34.78947368,34.78947368,34.78947368,201.8421053,201.8421053,201.8421053,157.0526316,157.0526316,157.0526316,136.6842105,136.6842105,136.6842105,107.5789474,107.5789474,107.5789474
315,132.1052632,132.1052632,132.1052632,64.78947368,64.78947368,64.78947368,147.2631579,147.2631579,147.2631579,84.94736842,84.94736842,84.94736842,173.3684211,173.3684211,173.3684211,118.6315789,118.6315789,118.6315789
316,108.8421053,108.8421053,108.8421053,46.84210526,46.84210526,46.84210526,126.3157895,126.3157895,126.3157895,99.52631579,99.52631579,99.52631579,164.4736842,164.4736842,164.4736842,124.5263158,124.5263158,124.5263158
317,129.7894737,129.7894737,129.7894737,48.42105263,48.42105263,48.42105263,158.2631579,158.2631579,158.2631579,126.1052632,126.1052632,126.1052632,212.5789474,212.5789474,212.5789474,111.2631579,111.2631579,111.2631579
318,118.5789474,118.5789474,118.5789474,38.21052632,38.21052632,38.21052632,209.6315789,209.6315789,209.6315789,133.3684211,133.3684211,133.3684211,116.0526316,116.0526316,116.0526316,154,154,154
319,128.8947368,128.8947368,128.8947368,76.78947368,76.78947368,76.78947368,211.9473684,211.9473684,211.9473684,91.21052632,91.21052632,91.21052632,225.2631579,225.2631579,225.2631579,127.3684211,127.3684211,127.3684211
320,135.8947368,135.8947368,135.8947368,69.42105263,69.42105263,69.42105263,124.0526316,124.0526316,124.0526316,117.4736842,117.4736842,117.4736842,190.8947368,190.8947368,190.8947368,162.3684211,162.3684211,162.3684211
321,110.5789474,110.5789474,110.5789474,46.57894737,46.57894737,46.57894737,177.7894737,177.7894737,177.7894737,109.2105263,109.2105263,109.2105263,186.1578947,186.1578947,186.1578947,120.0526316,120.0526316,120.0526316
322,179.3157895,179.3157895,179.3157895,39.78947368,39.78947368,39.78947368,170.9473684,170.9473684,170.9473684,141.8947368,141.8947368,141.8947368,172.7368421,172.7368421,172.7368421,121.1052632,121.1052632,121.1052632
323,143.8421053,143.8421053,143.8421053,57.21052632,57.21052632,57.21052632,238.8947368,238.8947368,238.8947368,99.10526316,99.10526316,99.10526316,251.3157895,251.3157895,251.3157895,129.0526316,129.0526316,129.0526316
324,127.3157895,127.3157895,127.3157895,84.78947368,84.78947368,84.78947368,243.6842105,243.6842105,243.6842105,106.1052632,106.1052632,106.1052632,115.8421053,115.8421053,115.8421053,142.4210526,142.4210526,142.4210526
325,99.26315789,99.26315789,99.26315789,94.36842105,94.36842105,94.36842105,128.6842105,128.6842105,128.6842105,84.26315789,84.26315789,84.26315789,249.4210526,249.4210526,249.4210526,135.3684211,135.3684211,135.3684211
326,159.9473684,159.9473684,159.9473684,81.47368421,81.47368421,81.47368421,172.7894737,172.7894737,172.7894737,124,124,124,193.7368421,193.7368421,193.7368421,124.2631579,124.2631579,124.2631579
327,120,120,120,79.52631579,79.52631579,79.52631579,187.7894737,187.7894737,187.7894737,107.1578947,107.1578947,107.1578947,243.8421053,243.8421053,243.8421053,124.3684211,124.3684211,124.3684211
328,155.3157895,155.3157895,155.3157895,55.31578947,55.31578947,55.31578947,221.1052632,221.1052632,221.1052632,144.1052632,144.1052632,144.1052632,164.7894737,164.7894737,164.7894737,66.78947368,66.78947368,66.78947368
329,122.8947368,122.8947368,122.8947368,75.21052632,75.21052632,75.21052632,205.2105263,205.2105263,205.2105263,109.1052632,109.1052632,109.1052632,121.5789474,121.5789474,121.5789474,106.3684211,106.3684211,106.3684211
330,133.3157895,133.3157895,133.3157895,43.68421053,43.68421053,43.68421053,198.6842105,198.6842105,198.6842105,112.0526316,112.0526316,112.0526316,176.2105263,176.2105263,176.2105263,101.4736842,101.4736842,101.4736842
331,106.3684211,106.3684211,106.3684211,36.21052632,36.21052632,36.21052632,187.5263158,187.5263158,187.5263158,147.7894737,147.7894737,147.7894737,186.2631579,186.2631579,186.2631579,117.2631579,117.2631579,117.2631579
332,137.8947368,137.8947368,137.8947368,137.9473684,137.9473684,137.9473684,223.2105263,223.2105263,223.2105263,121.3684211,121.3684211,121.3684211,201.9473684,201.9473684,201.9473684,76.42105263,76.42105263,76.42105263
333,111.6842105,111.6842105,111.6842105,45.57894737,45.57894737,45.57894737,213.3684211,213.3684211,213.3684211,108.3157895,108.3157895,108.3157895,224.6842105,224.6842105,224.6842105,113.2105263,113.2105263,113.2105263
334,118.9473684,118.9473684,118.9473684,82.36842105,82.36842105,82.36842105,174.4736842,174.4736842,174.4736842,97.63157895,97.63157895,97.63157895,156.6842105,156.6842105,156.6842105,130.4736842,130.4736842,130.4736842
335,99.42105263,99.42105263,99.42105263,90.47368421,90.47368421,90.47368421,219.6315789,219.6315789,219.6315789,112.5263158,112.5263158,112.5263158,99.42105263,99.42105263,99.42105263,106.1578947,106.1578947,106.1578947
336,137.3157895,137.3157895,137.3157895,67.36842105,67.36842105,67.36842105,156.2105263,156.2105263,156.2105263,129.7368421,129.7368421,129.7368421,124.7368421,124.7368421,124.7368421,123.3157895,123.3157895,123.3157895
337,125.2631579,125.2631579,125.2631579,83,83,83,217.8947368,217.8947368,217.8947368,116.0526316,116.0526316,116.0526316,73.42105263,73.42105263,73.42105263,107,107,107
338,87.63157895,87.63157895,87.63157895,73.10526316,73.10526316,73.10526316,259.5789474,259.5789474,259.5789474,118.4210526,118.4210526,118.4210526,130.7894737,130.7894737,130.7894737,118.4736842,118.4736842,118.4736842
339,96.84210526,96.84210526,96.84210526,64.36842105,64.36842105,64.36842105,238.6842105,238.6842105,238.6842105,118.5789474,118.5789474,118.5789474,135.2631579,135.2631579,135.2631579,104.2105263,104.2105263,104.2105263
340,140.2105263,140.2105263,140.2105263,74.31578947,74.31578947,74.31578947,198.5789474,198.5789474,198.5789474,116.1578947,116.1578947,116.1578947,207.6842105,207.6842105,207.6842105,138.1578947,138.1578947,138.1578947
341,144.0526316,144.0526316,144.0526316,67.57894737,67.57894737,67.57894737,241.9473684,241.9473684,241.9473684,101.1578947,101.1578947,101.1578947,104.3684211,104.3684211,104.3684211,149.4736842,149.4736842,149.4736842
342,91.68421053,91.68421053,91.68421053,47.47368421,47.47368421,47.47368421,148.6315789,148.6315789,148.6315789,99,99,99,112.5789474,112.5789474,112.5789474,113.8947368,113.8947368,113.8947368
343,152.6842105,152.6842105,152.6842105,110.0526316,110.0526316,110.0526316,188.4210526,188.4210526,188.4210526,139.1578947,139.1578947,139.1578947,176.9473684,176.9473684,176.9473684,162.8421053,162.8421053,162.8421053
344,111.1578947,111.1578947,111.1578947,102.2105263,102.2105263,102.2105263,142.7894737,142.7894737,142.7894737,123.7368421,123.7368421,123.7368421,126.4210526,126.4210526,126.4210526,105.4736842,105.4736842,105.4736842
345,190.8421053,190.8421053,190.8421053,67.57894737,67.57894737,67.57894737,175.7894737,175.7894737,175.7894737,135.4736842,135.4736842,135.4736842,131.4210526,131.4210526,131.4210526,148.8421053,148.8421053,148.8421053
346,160.1052632,160.1052632,160.1052632,67.42105263,67.42105263,67.42105263,226.1052632,226.1052632,226.1052632,135.1578947,135.1578947,135.1578947,114.7894737,114.7894737,114.7894737,86.31578947,86.31578947,86.31578947
347,184.2105263,184.2105263,184.2105263,85.42105263,85.42105263,85.42105263,144.5263158,144.5263158,144.5263158,109.9473684,109.9473684,109.9473684,138.0526316,138.0526316,138.0526316,112.6842105,112.6842105,112.6842105
348,147.3157895,147.3157895,147.3157895,124.6315789,124.6315789,124.6315789,184.0526316,184.0526316,184.0526316,105.3684211,105.3684211,105.3684211,122.3684211,122.3684211,122.3684211,126.7368421,126.7368421,126.7368421
349,158,158,158,97.89473684,97.89473684,97.89473684,278.1578947,278.1578947,278.1578947,120.1578947,120.1578947,120.1578947,208.0526316,208.0526316,208.0526316,110.4736842,110.4736842,110.4736842
350,132.6842105,132.6842105,132.6842105,125.3157895,125.3157895,125.3157895,168.0526316,168.0526316,168.0526316,141.2631579,141.2631579,141.2631579,91.68421053,91.68421053,91.68421053,89.94736842,89.94736842,89.94736842
351,152,152,152,107.5789474,107.5789474,107.5789474,149.0526316,149.0526316,149.0526316,121.8947368,121.8947368,121.8947368,131.3684211,131.3684211,131.3684211,102.5263158,102.5263158,102.5263158
352,154.4736842,154.4736842,154.4736842,71.89473684,71.89473684,71.89473684,208.4736842,208.4736842,208.4736842,157.7894737,157.7894737,157.7894737,187.8421053,187.8421053,187.8421053,16.05263158,16.05263158,16.05263158
353,116.8947368,116.8947368,116.8947368,116.1052632,116.1052632,116.1052632,149.4736842,149.4736842,149.4736842,107.2631579,107.2631579,107.2631579,97.57894737,97.57894737,97.57894737,-71.94736842,-71.94736842,-71.94736842
354,157.4210526,157.4210526,157.4210526,105.1578947,105.1578947,105.1578947,180.3157895,180.3157895,180.3157895,128.9473684,128.9473684,128.9473684,121.6315789,121.6315789,121.6315789,-30.52631579,-30.52631579,-30.52631579
355,98.63157895,98.63157895,98.63157895,90.73684211,90.73684211,90.73684211,150.4210526,150.4210526,150.4210526,121.4210526,121.4210526,121.4210526,155.9473684,155.9473684,155.9473684,50,50,50
356,78.52631579,78.52631579,78.52631579,139.7368421,139.7368421,139.7368421,178,178,178,124.4736842,124.4736842,124.4736842,212.2105263,212.2105263,212.2105263,70,70,70
