epoch,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_magic_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_ic3net_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_commnet_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return__MIN,mpe-simple-tag-v1_tarmac_no_mFalse_vTrue_ming - episode_return__MAX
473,87.84210526,87.84210526,87.84210526,113.0526316,113.0526316,113.0526316,135.2631579,135.2631579,135.2631579,155.1578947,155.1578947,155.1578947,140.0526316,140.0526316,140.0526316,163.1052632,163.1052632,163.1052632
474,114.4210526,114.4210526,114.4210526,108.6842105,108.6842105,108.6842105,309.7368421,309.7368421,309.7368421,182.5263158,182.5263158,182.5263158,176.8947368,176.8947368,176.8947368,166.5263158,166.5263158,166.5263158
475,29.26315789,29.26315789,29.26315789,95.42105263,95.42105263,95.42105263,188.7894737,188.7894737,188.7894737,201.6842105,201.6842105,201.6842105,120.9473684,120.9473684,120.9473684,147.3157895,147.3157895,147.3157895
476,153.5789474,153.5789474,153.5789474,112,112,112,199.7368421,199.7368421,199.7368421,182.8421053,182.8421053,182.8421053,117.4736842,117.4736842,117.4736842,160.9473684,160.9473684,160.9473684
477,130.8947368,130.8947368,130.8947368,142.7894737,142.7894737,142.7894737,209.3684211,209.3684211,209.3684211,147.6842105,147.6842105,147.6842105,156.0526316,156.0526316,156.0526316,148.6842105,148.6842105,148.6842105
478,147.4210526,147.4210526,147.4210526,124.1052632,124.1052632,124.1052632,101.2631579,101.2631579,101.2631579,190.0526316,190.0526316,190.0526316,104.2105263,104.2105263,104.2105263,185.3684211,185.3684211,185.3684211
479,131.1052632,131.1052632,131.1052632,111.5263158,111.5263158,111.5263158,223.6315789,223.6315789,223.6315789,119.1578947,119.1578947,119.1578947,136.4210526,136.4210526,136.4210526,187.7368421,187.7368421,187.7368421
480,134.4736842,134.4736842,134.4736842,114.8421053,114.8421053,114.8421053,246,246,246,119,119,119,98.84210526,98.84210526,98.84210526,159.2105263,159.2105263,159.2105263
481,98.84210526,98.84210526,98.84210526,142.2631579,142.2631579,142.2631579,340.8421053,340.8421053,340.8421053,178.7368421,178.7368421,178.7368421,152.0526316,152.0526316,152.0526316,131.2631579,131.2631579,131.2631579
482,202.6842105,202.6842105,202.6842105,143.4210526,143.4210526,143.4210526,330.3157895,330.3157895,330.3157895,175.3157895,175.3157895,175.3157895,142.2631579,142.2631579,142.2631579,192.1578947,192.1578947,192.1578947
483,142.1052632,142.1052632,142.1052632,143.2105263,143.2105263,143.2105263,317.5263158,317.5263158,317.5263158,167.8947368,167.8947368,167.8947368,190.0526316,190.0526316,190.0526316,128.6842105,128.6842105,128.6842105
484,202.0526316,202.0526316,202.0526316,136.6315789,136.6315789,136.6315789,349.2105263,349.2105263,349.2105263,127.4736842,127.4736842,127.4736842,172.6315789,172.6315789,172.6315789,136.0526316,136.0526316,136.0526316
485,155,155,155,71.15789474,71.15789474,71.15789474,217.3684211,217.3684211,217.3684211,134,134,134,93.31578947,93.31578947,93.31578947,133.3684211,133.3684211,133.3684211
486,120.3684211,120.3684211,120.3684211,140.8947368,140.8947368,140.8947368,349.7368421,349.7368421,349.7368421,160.3157895,160.3157895,160.3157895,108.6315789,108.6315789,108.6315789,135.0526316,135.0526316,135.0526316
487,136.3157895,136.3157895,136.3157895,120.9473684,120.9473684,120.9473684,320.3157895,320.3157895,320.3157895,122.2631579,122.2631579,122.2631579,236.1052632,236.1052632,236.1052632,206.6842105,206.6842105,206.6842105
488,161.1052632,161.1052632,161.1052632,128.4736842,128.4736842,128.4736842,331.7368421,331.7368421,331.7368421,169.1052632,169.1052632,169.1052632,114.1578947,114.1578947,114.1578947,186.2631579,186.2631579,186.2631579
489,91.10526316,91.10526316,91.10526316,112.6315789,112.6315789,112.6315789,301.2631579,301.2631579,301.2631579,164.2105263,164.2105263,164.2105263,150.0526316,150.0526316,150.0526316,175.3684211,175.3684211,175.3684211
490,138.6315789,138.6315789,138.6315789,112.6842105,112.6842105,112.6842105,315.8421053,315.8421053,315.8421053,157.6842105,157.6842105,157.6842105,130.2105263,130.2105263,130.2105263,232.2105263,232.2105263,232.2105263
491,151.0526316,151.0526316,151.0526316,135.5789474,135.5789474,135.5789474,245.4210526,245.4210526,245.4210526,168.4736842,168.4736842,168.4736842,173.2105263,173.2105263,173.2105263,181.9473684,181.9473684,181.9473684
492,194.8421053,194.8421053,194.8421053,124.9473684,124.9473684,124.9473684,273.9473684,273.9473684,273.9473684,130.7894737,130.7894737,130.7894737,134.6842105,134.6842105,134.6842105,135.4736842,135.4736842,135.4736842
493,155.8421053,155.8421053,155.8421053,130.9473684,130.9473684,130.9473684,272.0526316,272.0526316,272.0526316,152.1052632,152.1052632,152.1052632,96.94736842,96.94736842,96.94736842,228.5263158,228.5263158,228.5263158
494,199.8421053,199.8421053,199.8421053,128.6315789,128.6315789,128.6315789,341.4736842,341.4736842,341.4736842,152.1052632,152.1052632,152.1052632,149.7894737,149.7894737,149.7894737,186.1052632,186.1052632,186.1052632
495,161.0526316,161.0526316,161.0526316,116.4736842,116.4736842,116.4736842,332.4210526,332.4210526,332.4210526,158.9473684,158.9473684,158.9473684,168.8421053,168.8421053,168.8421053,201.2631579,201.2631579,201.2631579
496,123.6842105,123.6842105,123.6842105,87.05263158,87.05263158,87.05263158,308.5263158,308.5263158,308.5263158,162.9473684,162.9473684,162.9473684,134.5789474,134.5789474,134.5789474,176.2631579,176.2631579,176.2631579
497,171,171,171,144.4736842,144.4736842,144.4736842,334.7368421,334.7368421,334.7368421,141.1578947,141.1578947,141.1578947,162.6842105,162.6842105,162.6842105,175.5789474,175.5789474,175.5789474
498,167.3684211,167.3684211,167.3684211,88.89473684,88.89473684,88.89473684,280.3157895,280.3157895,280.3157895,136.4210526,136.4210526,136.4210526,114.5263158,114.5263158,114.5263158,172.4736842,172.4736842,172.4736842
499,123.5263158,123.5263158,123.5263158,99.05263158,99.05263158,99.05263158,293.1578947,293.1578947,293.1578947,159.6842105,159.6842105,159.6842105,158.5263158,158.5263158,158.5263158,206.1052632,206.1052632,206.1052632
500,176.7368421,176.7368421,176.7368421,127.3684211,127.3684211,127.3684211,193.5789474,193.5789474,193.5789474,162.5263158,162.5263158,162.5263158,183,183,183,164.3157895,164.3157895,164.3157895
501,126.8421053,126.8421053,126.8421053,93.15789474,93.15789474,93.15789474,298.8947368,298.8947368,298.8947368,127.0526316,127.0526316,127.0526316,192.0526316,192.0526316,192.0526316,153.8421053,153.8421053,153.8421053
502,149.3684211,149.3684211,149.3684211,131.2105263,131.2105263,131.2105263,236.8947368,236.8947368,236.8947368,180.5789474,180.5789474,180.5789474,181.3684211,181.3684211,181.3684211,198.1578947,198.1578947,198.1578947
503,112.9473684,112.9473684,112.9473684,143,143,143,263.8947368,263.8947368,263.8947368,182,182,182,152.6842105,152.6842105,152.6842105,154.5263158,154.5263158,154.5263158
504,185.6842105,185.6842105,185.6842105,120.9473684,120.9473684,120.9473684,176.7368421,176.7368421,176.7368421,117.4210526,117.4210526,117.4210526,145.3157895,145.3157895,145.3157895,104.4736842,104.4736842,104.4736842
505,196.7368421,196.7368421,196.7368421,133.2105263,133.2105263,133.2105263,195.8947368,195.8947368,195.8947368,122.2631579,122.2631579,122.2631579,121.2631579,121.2631579,121.2631579,192.1578947,192.1578947,192.1578947
506,202.9473684,202.9473684,202.9473684,127.2631579,127.2631579,127.2631579,158.6315789,158.6315789,158.6315789,176.4736842,176.4736842,176.4736842,93.31578947,93.31578947,93.31578947,166.6315789,166.6315789,166.6315789
507,134.7368421,134.7368421,134.7368421,120.1578947,120.1578947,120.1578947,266.2631579,266.2631579,266.2631579,158.8947368,158.8947368,158.8947368,139.1052632,139.1052632,139.1052632,148.0526316,148.0526316,148.0526316
508,87,87,87,117.3157895,117.3157895,117.3157895,167.3157895,167.3157895,167.3157895,150.1052632,150.1052632,150.1052632,67.05263158,67.05263158,67.05263158,144.5789474,144.5789474,144.5789474
509,147.1578947,147.1578947,147.1578947,73.31578947,73.31578947,73.31578947,168.7894737,168.7894737,168.7894737,140.6842105,140.6842105,140.6842105,147.1578947,147.1578947,147.1578947,183.3157895,183.3157895,183.3157895
510,178.5263158,178.5263158,178.5263158,135.2105263,135.2105263,135.2105263,196.3157895,196.3157895,196.3157895,162.8947368,162.8947368,162.8947368,77.21052632,77.21052632,77.21052632,176.1052632,176.1052632,176.1052632
511,170.9473684,170.9473684,170.9473684,123.2105263,123.2105263,123.2105263,243.6842105,243.6842105,243.6842105,160.1052632,160.1052632,160.1052632,181.2105263,181.2105263,181.2105263,235.1578947,235.1578947,235.1578947
512,144.1052632,144.1052632,144.1052632,114.6315789,114.6315789,114.6315789,205.8947368,205.8947368,205.8947368,173.6842105,173.6842105,173.6842105,163.7894737,163.7894737,163.7894737,231.9473684,231.9473684,231.9473684
513,119.5789474,119.5789474,119.5789474,143.5263158,143.5263158,143.5263158,133.8947368,133.8947368,133.8947368,151.3157895,151.3157895,151.3157895,122.6842105,122.6842105,122.6842105,177.4736842,177.4736842,177.4736842
514,167.2105263,167.2105263,167.2105263,106.6842105,106.6842105,106.6842105,287.6315789,287.6315789,287.6315789,193.6842105,193.6842105,193.6842105,105.6315789,105.6315789,105.6315789,251.4736842,251.4736842,251.4736842
515,116.6315789,116.6315789,116.6315789,94.63157895,94.63157895,94.63157895,242.9473684,242.9473684,242.9473684,202.1578947,202.1578947,202.1578947,177.0526316,177.0526316,177.0526316,183.0526316,183.0526316,183.0526316
516,117.1052632,117.1052632,117.1052632,136.4736842,136.4736842,136.4736842,193.8421053,193.8421053,193.8421053,115.0526316,115.0526316,115.0526316,177.5789474,177.5789474,177.5789474,202.4736842,202.4736842,202.4736842
517,145.3684211,145.3684211,145.3684211,74.47368421,74.47368421,74.47368421,193.1052632,193.1052632,193.1052632,135.4210526,135.4210526,135.4210526,200.5789474,200.5789474,200.5789474,187,187,187
518,189.1052632,189.1052632,189.1052632,66.26315789,66.26315789,66.26315789,164.1578947,164.1578947,164.1578947,153.7894737,153.7894737,153.7894737,166.3684211,166.3684211,166.3684211,208.0526316,208.0526316,208.0526316
519,205.6315789,205.6315789,205.6315789,86.94736842,86.94736842,86.94736842,191.7894737,191.7894737,191.7894737,131.6842105,131.6842105,131.6842105,173.3157895,173.3157895,173.3157895,143.3684211,143.3684211,143.3684211
520,213.6842105,213.6842105,213.6842105,88.94736842,88.94736842,88.94736842,217.8947368,217.8947368,217.8947368,137.2105263,137.2105263,137.2105263,170.5263158,170.5263158,170.5263158,190.1578947,190.1578947,190.1578947
521,120.3157895,120.3157895,120.3157895,83.21052632,83.21052632,83.21052632,235.7368421,235.7368421,235.7368421,132.3684211,132.3684211,132.3684211,137.1578947,137.1578947,137.1578947,176.8947368,176.8947368,176.8947368
522,157.7368421,157.7368421,157.7368421,87.26315789,87.26315789,87.26315789,246.6842105,246.6842105,246.6842105,124.6315789,124.6315789,124.6315789,221.2105263,221.2105263,221.2105263,163.4210526,163.4210526,163.4210526
523,162.7894737,162.7894737,162.7894737,125.1578947,125.1578947,125.1578947,208.3157895,208.3157895,208.3157895,155.8421053,155.8421053,155.8421053,131.3684211,131.3684211,131.3684211,188.6842105,188.6842105,188.6842105
524,219.3684211,219.3684211,219.3684211,103.5789474,103.5789474,103.5789474,333.3684211,333.3684211,333.3684211,146.7894737,146.7894737,146.7894737,161.2631579,161.2631579,161.2631579,177.8421053,177.8421053,177.8421053
525,170.4210526,170.4210526,170.4210526,111.5789474,111.5789474,111.5789474,166.7894737,166.7894737,166.7894737,143.5263158,143.5263158,143.5263158,178.2105263,178.2105263,178.2105263,191.3157895,191.3157895,191.3157895
526,111.3157895,111.3157895,111.3157895,76.89473684,76.89473684,76.89473684,167.3684211,167.3684211,167.3684211,165.3157895,165.3157895,165.3157895,231.1578947,231.1578947,231.1578947,186.5789474,186.5789474,186.5789474
527,180.3157895,180.3157895,180.3157895,104.2105263,104.2105263,104.2105263,180.4210526,180.4210526,180.4210526,146.7894737,146.7894737,146.7894737,140.6842105,140.6842105,140.6842105,198.8421053,198.8421053,198.8421053
528,137.7368421,137.7368421,137.7368421,92.68421053,92.68421053,92.68421053,127.0526316,127.0526316,127.0526316,135.2105263,135.2105263,135.2105263,129.3684211,129.3684211,129.3684211,184.4736842,184.4736842,184.4736842
529,160.7368421,160.7368421,160.7368421,43.21052632,43.21052632,43.21052632,242.5789474,242.5789474,242.5789474,138.9473684,138.9473684,138.9473684,211.7894737,211.7894737,211.7894737,211.4210526,211.4210526,211.4210526
530,147.8947368,147.8947368,147.8947368,117.9473684,117.9473684,117.9473684,189.7894737,189.7894737,189.7894737,187.3684211,187.3684211,187.3684211,226.5263158,226.5263158,226.5263158,197.5263158,197.5263158,197.5263158
531,160.3157895,160.3157895,160.3157895,144.6842105,144.6842105,144.6842105,275,275,275,167.6842105,167.6842105,167.6842105,203.4736842,203.4736842,203.4736842,183.2631579,183.2631579,183.2631579
532,105,105,105,88.31578947,88.31578947,88.31578947,268.1578947,268.1578947,268.1578947,137.6842105,137.6842105,137.6842105,244.7894737,244.7894737,244.7894737,190.4210526,190.4210526,190.4210526
533,164.2631579,164.2631579,164.2631579,97.21052632,97.21052632,97.21052632,221.6315789,221.6315789,221.6315789,162.2631579,162.2631579,162.2631579,92.94736842,92.94736842,92.94736842,163.2631579,163.2631579,163.2631579
534,209.1578947,209.1578947,209.1578947,113.2631579,113.2631579,113.2631579,254.5263158,254.5263158,254.5263158,168.2631579,168.2631579,168.2631579,157.4210526,157.4210526,157.4210526,189.5789474,189.5789474,189.5789474
535,172.5789474,172.5789474,172.5789474,79.26315789,79.26315789,79.26315789,177.5789474,177.5789474,177.5789474,147.3684211,147.3684211,147.3684211,317.3684211,317.3684211,317.3684211,163.7368421,163.7368421,163.7368421
536,170.3684211,170.3684211,170.3684211,118.7368421,118.7368421,118.7368421,234.1052632,234.1052632,234.1052632,115.2631579,115.2631579,115.2631579,195.4210526,195.4210526,195.4210526,127.7368421,127.7368421,127.7368421
537,199.7894737,199.7894737,199.7894737,89.42105263,89.42105263,89.42105263,265.7894737,265.7894737,265.7894737,175.0526316,175.0526316,175.0526316,171,171,171,204.1052632,204.1052632,204.1052632
538,170.7894737,170.7894737,170.7894737,100.6842105,100.6842105,100.6842105,163.9473684,163.9473684,163.9473684,199.2105263,199.2105263,199.2105263,194.8947368,194.8947368,194.8947368,217.8947368,217.8947368,217.8947368
539,139.5263158,139.5263158,139.5263158,88.31578947,88.31578947,88.31578947,190.1578947,190.1578947,190.1578947,197.3157895,197.3157895,197.3157895,234.3157895,234.3157895,234.3157895,200.3157895,200.3157895,200.3157895
540,180.0526316,180.0526316,180.0526316,105.7894737,105.7894737,105.7894737,259,259,259,158.4210526,158.4210526,158.4210526,229.5789474,229.5789474,229.5789474,239.0526316,239.0526316,239.0526316
541,177.6842105,177.6842105,177.6842105,99.47368421,99.47368421,99.47368421,135.3157895,135.3157895,135.3157895,212.4736842,212.4736842,212.4736842,217.1578947,217.1578947,217.1578947,200.5263158,200.5263158,200.5263158
542,144.2105263,144.2105263,144.2105263,82.52631579,82.52631579,82.52631579,166.5263158,166.5263158,166.5263158,147.4210526,147.4210526,147.4210526,196.3684211,196.3684211,196.3684211,188.5789474,188.5789474,188.5789474
543,182.2105263,182.2105263,182.2105263,86.26315789,86.26315789,86.26315789,240.8421053,240.8421053,240.8421053,178.1052632,178.1052632,178.1052632,300.5789474,300.5789474,300.5789474,215.6842105,215.6842105,215.6842105
544,200.5789474,200.5789474,200.5789474,68.15789474,68.15789474,68.15789474,163.1578947,163.1578947,163.1578947,118,118,118,344.5789474,344.5789474,344.5789474,193.7368421,193.7368421,193.7368421
545,173.1578947,173.1578947,173.1578947,109.3157895,109.3157895,109.3157895,283.9473684,283.9473684,283.9473684,135.1052632,135.1052632,135.1052632,224.7368421,224.7368421,224.7368421,291.4210526,291.4210526,291.4210526
546,131.6842105,131.6842105,131.6842105,82.47368421,82.47368421,82.47368421,142.7894737,142.7894737,142.7894737,164.2631579,164.2631579,164.2631579,279.0526316,279.0526316,279.0526316,200.3157895,200.3157895,200.3157895
547,187,187,187,91.05263158,91.05263158,91.05263158,274.9473684,274.9473684,274.9473684,111.2631579,111.2631579,111.2631579,195.3157895,195.3157895,195.3157895,184.4210526,184.4210526,184.4210526
548,150.3157895,150.3157895,150.3157895,135.6842105,135.6842105,135.6842105,298.2105263,298.2105263,298.2105263,151.0526316,151.0526316,151.0526316,191.6842105,191.6842105,191.6842105,241.4210526,241.4210526,241.4210526
549,119.6315789,119.6315789,119.6315789,90.21052632,90.21052632,90.21052632,274.8947368,274.8947368,274.8947368,165.1578947,165.1578947,165.1578947,220.2105263,220.2105263,220.2105263,174.1052632,174.1052632,174.1052632
550,150.2631579,150.2631579,150.2631579,116.8947368,116.8947368,116.8947368,296.2105263,296.2105263,296.2105263,194.3684211,194.3684211,194.3684211,242.1052632,242.1052632,242.1052632,191.5263158,191.5263158,191.5263158
551,174.6315789,174.6315789,174.6315789,76.36842105,76.36842105,76.36842105,311.0526316,311.0526316,311.0526316,175.7368421,175.7368421,175.7368421,216.6842105,216.6842105,216.6842105,217.5789474,217.5789474,217.5789474
552,201.2105263,201.2105263,201.2105263,93.36842105,93.36842105,93.36842105,317.5789474,317.5789474,317.5789474,208,208,208,226.3684211,226.3684211,226.3684211,203.5789474,203.5789474,203.5789474
553,137.5263158,137.5263158,137.5263158,110.7894737,110.7894737,110.7894737,178.6315789,178.6315789,178.6315789,137.9473684,137.9473684,137.9473684,280.1578947,280.1578947,280.1578947,182.7368421,182.7368421,182.7368421
554,188.4210526,188.4210526,188.4210526,109.9473684,109.9473684,109.9473684,225.8421053,225.8421053,225.8421053,185.6842105,185.6842105,185.6842105,146.1052632,146.1052632,146.1052632,257.9473684,257.9473684,257.9473684
555,182.2631579,182.2631579,182.2631579,134.9473684,134.9473684,134.9473684,180.5263158,180.5263158,180.5263158,183.4210526,183.4210526,183.4210526,293.8421053,293.8421053,293.8421053,177.3157895,177.3157895,177.3157895
556,200.2631579,200.2631579,200.2631579,73.78947368,73.78947368,73.78947368,187.9473684,187.9473684,187.9473684,173.4736842,173.4736842,173.4736842,236.4210526,236.4210526,236.4210526,164.2105263,164.2105263,164.2105263
557,159.9473684,159.9473684,159.9473684,76.52631579,76.52631579,76.52631579,264.0526316,264.0526316,264.0526316,146.8947368,146.8947368,146.8947368,224.4736842,224.4736842,224.4736842,161.5789474,161.5789474,161.5789474
558,191.7894737,191.7894737,191.7894737,199.4736842,199.4736842,199.4736842,160.3157895,160.3157895,160.3157895,116.2631579,116.2631579,116.2631579,226.2105263,226.2105263,226.2105263,196.3684211,196.3684211,196.3684211
559,143.4736842,143.4736842,143.4736842,90.42105263,90.42105263,90.42105263,248,248,248,174.8421053,174.8421053,174.8421053,191.6315789,191.6315789,191.6315789,185.6315789,185.6315789,185.6315789
560,182.7368421,182.7368421,182.7368421,80.78947368,80.78947368,80.78947368,259.6842105,259.6842105,259.6842105,186.6842105,186.6842105,186.6842105,335.4210526,335.4210526,335.4210526,233.4210526,233.4210526,233.4210526
561,221.8421053,221.8421053,221.8421053,76.21052632,76.21052632,76.21052632,203.8421053,203.8421053,203.8421053,166.2631579,166.2631579,166.2631579,241.3157895,241.3157895,241.3157895,199.2631579,199.2631579,199.2631579
562,134.5789474,134.5789474,134.5789474,109,109,109,279.1052632,279.1052632,279.1052632,134.2631579,134.2631579,134.2631579,250.1578947,250.1578947,250.1578947,179.9473684,179.9473684,179.9473684
563,187.8947368,187.8947368,187.8947368,118.2105263,118.2105263,118.2105263,205,205,205,165.2631579,165.2631579,165.2631579,263.6315789,263.6315789,263.6315789,221.0526316,221.0526316,221.0526316
564,179.6842105,179.6842105,179.6842105,141.7894737,141.7894737,141.7894737,296.6842105,296.6842105,296.6842105,167.7894737,167.7894737,167.7894737,266.4736842,266.4736842,266.4736842,176.4736842,176.4736842,176.4736842
565,171.5263158,171.5263158,171.5263158,107.4736842,107.4736842,107.4736842,314.4210526,314.4210526,314.4210526,175.6842105,175.6842105,175.6842105,251.5789474,251.5789474,251.5789474,214.3684211,214.3684211,214.3684211
566,222.7894737,222.7894737,222.7894737,117.1052632,117.1052632,117.1052632,199.3157895,199.3157895,199.3157895,169.4736842,169.4736842,169.4736842,282,282,282,229.2631579,229.2631579,229.2631579
567,194.7368421,194.7368421,194.7368421,83.73684211,83.73684211,83.73684211,214.4210526,214.4210526,214.4210526,151.9473684,151.9473684,151.9473684,319.1578947,319.1578947,319.1578947,214.7894737,214.7894737,214.7894737
568,118.7368421,118.7368421,118.7368421,103.4210526,103.4210526,103.4210526,228.7368421,228.7368421,228.7368421,170.1578947,170.1578947,170.1578947,247.0526316,247.0526316,247.0526316,189,189,189
569,131.4736842,131.4736842,131.4736842,82.47368421,82.47368421,82.47368421,238.5263158,238.5263158,238.5263158,124.7894737,124.7894737,124.7894737,229.5263158,229.5263158,229.5263158,188.2631579,188.2631579,188.2631579
570,133.6315789,133.6315789,133.6315789,81.15789474,81.15789474,81.15789474,297.7894737,297.7894737,297.7894737,248.3684211,248.3684211,248.3684211,246.8947368,246.8947368,246.8947368,154.0526316,154.0526316,154.0526316
571,123.8421053,123.8421053,123.8421053,97.89473684,97.89473684,97.89473684,237.5263158,237.5263158,237.5263158,193.3157895,193.3157895,193.3157895,298.2105263,298.2105263,298.2105263,172.5789474,172.5789474,172.5789474
572,90.42105263,90.42105263,90.42105263,82.73684211,82.73684211,82.73684211,235.3157895,235.3157895,235.3157895,156.4210526,156.4210526,156.4210526,303.3684211,303.3684211,303.3684211,184.6315789,184.6315789,184.6315789
573,100,100,100,89.21052632,89.21052632,89.21052632,280.4210526,280.4210526,280.4210526,122.1578947,122.1578947,122.1578947,265.7368421,265.7368421,265.7368421,205.7894737,205.7894737,205.7894737
574,159.2105263,159.2105263,159.2105263,94.68421053,94.68421053,94.68421053,183.9473684,183.9473684,183.9473684,139,139,139,224.5789474,224.5789474,224.5789474,212.6842105,212.6842105,212.6842105
575,128.1052632,128.1052632,128.1052632,108.8947368,108.8947368,108.8947368,260.4210526,260.4210526,260.4210526,205.7894737,205.7894737,205.7894737,250.4736842,250.4736842,250.4736842,161.9473684,161.9473684,161.9473684
576,131.9473684,131.9473684,131.9473684,110.7894737,110.7894737,110.7894737,260.9473684,260.9473684,260.9473684,159.7894737,159.7894737,159.7894737,274.6842105,274.6842105,274.6842105,187.1052632,187.1052632,187.1052632
577,145.9473684,145.9473684,145.9473684,66.89473684,66.89473684,66.89473684,312.0526316,312.0526316,312.0526316,230,230,230,286.1578947,286.1578947,286.1578947,194.2105263,194.2105263,194.2105263
578,112.4210526,112.4210526,112.4210526,88.78947368,88.78947368,88.78947368,323.1578947,323.1578947,323.1578947,200.7368421,200.7368421,200.7368421,296.8421053,296.8421053,296.8421053,202.1052632,202.1052632,202.1052632
579,186.7894737,186.7894737,186.7894737,127.5789474,127.5789474,127.5789474,294.2105263,294.2105263,294.2105263,127.5789474,127.5789474,127.5789474,287.2631579,287.2631579,287.2631579,202.4736842,202.4736842,202.4736842
580,126.7368421,126.7368421,126.7368421,133.1052632,133.1052632,133.1052632,200.5789474,200.5789474,200.5789474,226.2631579,226.2631579,226.2631579,313.8947368,313.8947368,313.8947368,210.2631579,210.2631579,210.2631579
581,200.6842105,200.6842105,200.6842105,111.8947368,111.8947368,111.8947368,213.3157895,213.3157895,213.3157895,179.8947368,179.8947368,179.8947368,148.5263158,148.5263158,148.5263158,157.1052632,157.1052632,157.1052632
582,178.0526316,178.0526316,178.0526316,88.10526316,88.10526316,88.10526316,254.7368421,254.7368421,254.7368421,216.8947368,216.8947368,216.8947368,232.6842105,232.6842105,232.6842105,184.7368421,184.7368421,184.7368421
583,195.5789474,195.5789474,195.5789474,70.78947368,70.78947368,70.78947368,150.5789474,150.5789474,150.5789474,233.8421053,233.8421053,233.8421053,276.3157895,276.3157895,276.3157895,209.5263158,209.5263158,209.5263158
584,152.7368421,152.7368421,152.7368421,80.84210526,80.84210526,80.84210526,304.6315789,304.6315789,304.6315789,230.2631579,230.2631579,230.2631579,305.1052632,305.1052632,305.1052632,152.7368421,152.7368421,152.7368421
585,216.1578947,216.1578947,216.1578947,133.5263158,133.5263158,133.5263158,283.9473684,283.9473684,283.9473684,210.6842105,210.6842105,210.6842105,246.9473684,246.9473684,246.9473684,174.0526316,174.0526316,174.0526316
586,177.3684211,177.3684211,177.3684211,118.7894737,118.7894737,118.7894737,233.5789474,233.5789474,233.5789474,162.8947368,162.8947368,162.8947368,248.7894737,248.7894737,248.7894737,202.9473684,202.9473684,202.9473684
587,157.2105263,157.2105263,157.2105263,100.8947368,100.8947368,100.8947368,300.0526316,300.0526316,300.0526316,201.8947368,201.8947368,201.8947368,234.0526316,234.0526316,234.0526316,228.7894737,228.7894737,228.7894737
588,87.52631579,87.52631579,87.52631579,78,78,78,278.9473684,278.9473684,278.9473684,166.9473684,166.9473684,166.9473684,173.3157895,173.3157895,173.3157895,209,209,209
589,165.9473684,165.9473684,165.9473684,124.6315789,124.6315789,124.6315789,263.6842105,263.6842105,263.6842105,137.1052632,137.1052632,137.1052632,147.1578947,147.1578947,147.1578947,200.8421053,200.8421053,200.8421053
590,206.5789474,206.5789474,206.5789474,139.5789474,139.5789474,139.5789474,379.1578947,379.1578947,379.1578947,140.8421053,140.8421053,140.8421053,109.1052632,109.1052632,109.1052632,140.4736842,140.4736842,140.4736842
591,138.1052632,138.1052632,138.1052632,70.10526316,70.10526316,70.10526316,327.3684211,327.3684211,327.3684211,155,155,155,276.7894737,276.7894737,276.7894737,193.9473684,193.9473684,193.9473684
592,133.5789474,133.5789474,133.5789474,104.0526316,104.0526316,104.0526316,299,299,299,176.9473684,176.9473684,176.9473684,215.9473684,215.9473684,215.9473684,208.5263158,208.5263158,208.5263158
593,180.1052632,180.1052632,180.1052632,82.26315789,82.26315789,82.26315789,271,271,271,175,175,175,239.5263158,239.5263158,239.5263158,187.4736842,187.4736842,187.4736842
594,139.6315789,139.6315789,139.6315789,36.42105263,36.42105263,36.42105263,316.8421053,316.8421053,316.8421053,182.2631579,182.2631579,182.2631579,213.4736842,213.4736842,213.4736842,161.4210526,161.4210526,161.4210526
595,194,194,194,95.84210526,95.84210526,95.84210526,359.5263158,359.5263158,359.5263158,208.2631579,208.2631579,208.2631579,218.6842105,218.6842105,218.6842105,216.2105263,216.2105263,216.2105263
596,153.1578947,153.1578947,153.1578947,157.6315789,157.6315789,157.6315789,293.4210526,293.4210526,293.4210526,168.2631579,168.2631579,168.2631579,208.0526316,208.0526316,208.0526316,173.9473684,173.9473684,173.9473684
