epoch,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MAX
863,-312.1,-312.1,-312.1,-507.8,-507.8,-507.8,-409.5,-409.5,-409.5,-475.4,-475.4,-475.4,-552,-552,-552,-317.4,-317.4,-317.4
864,-386.6,-386.6,-386.6,-509.2,-509.2,-509.2,-502.9,-502.9,-502.9,-382.7,-382.7,-382.7,-502.5,-502.5,-502.5,-296.2,-296.2,-296.2
865,-402.2,-402.2,-402.2,-515.5,-515.5,-515.5,-469.4,-469.4,-469.4,-436.6,-436.6,-436.6,-486.1,-486.1,-486.1,-326.2,-326.2,-326.2
866,-433.7,-433.7,-433.7,-588,-588,-588,-530.6,-530.6,-530.6,-390.5,-390.5,-390.5,-525.5,-525.5,-525.5,-247.7,-247.7,-247.7
867,-394.7,-394.7,-394.7,-516.6,-516.6,-516.6,-378.9,-378.9,-378.9,-398.6,-398.6,-398.6,-529.3,-529.3,-529.3,-313.7,-313.7,-313.7
868,-377.7,-377.7,-377.7,-504.1,-504.1,-504.1,-480,-480,-480,-484.7,-484.7,-484.7,-435,-435,-435,-296.7,-296.7,-296.7
869,-448.3,-448.3,-448.3,-604.5,-604.5,-604.5,-415.1,-415.1,-415.1,-421.2,-421.2,-421.2,-442.7,-442.7,-442.7,-285.5,-285.5,-285.5
870,-371.8,-371.8,-371.8,-537.8,-537.8,-537.8,-494.3,-494.3,-494.3,-473.9,-473.9,-473.9,-489.8,-489.8,-489.8,-325.8,-325.8,-325.8
871,-335.7,-335.7,-335.7,-510.9,-510.9,-510.9,-530.7,-530.7,-530.7,-416.2,-416.2,-416.2,-512.8,-512.8,-512.8,-313.3,-313.3,-313.3
872,-346.6,-346.6,-346.6,-463.5,-463.5,-463.5,-452,-452,-452,-529.5,-529.5,-529.5,-486.3,-486.3,-486.3,-295.8,-295.8,-295.8
873,-426.2,-426.2,-426.2,-532.4,-532.4,-532.4,-427.3,-427.3,-427.3,-367,-367,-367,-476.2,-476.2,-476.2,-275,-275,-275
874,-381.7,-381.7,-381.7,-530.6,-530.6,-530.6,-445.2,-445.2,-445.2,-426.4,-426.4,-426.4,-557.5,-557.5,-557.5,-338.2,-338.2,-338.2
875,-485,-485,-485,-535,-535,-535,-461.3,-461.3,-461.3,-416.2,-416.2,-416.2,-557.9,-557.9,-557.9,-292.9,-292.9,-292.9
876,-484.5,-484.5,-484.5,-467.9,-467.9,-467.9,-414.3,-414.3,-414.3,-428.4,-428.4,-428.4,-465.7,-465.7,-465.7,-311.3,-311.3,-311.3
877,-336.7,-336.7,-336.7,-527.2,-527.2,-527.2,-389.1,-389.1,-389.1,-442.8,-442.8,-442.8,-466.1,-466.1,-466.1,-324.4,-324.4,-324.4
878,-462.9,-462.9,-462.9,-490.5,-490.5,-490.5,-492.3,-492.3,-492.3,-477.9,-477.9,-477.9,-553.6,-553.6,-553.6,-270.6,-270.6,-270.6
879,-395.5,-395.5,-395.5,-556.6,-556.6,-556.6,-464.8,-464.8,-464.8,-415.8,-415.8,-415.8,-421.7,-421.7,-421.7,-290.2,-290.2,-290.2
880,-387.4,-387.4,-387.4,-514.9,-514.9,-514.9,-419.3,-419.3,-419.3,-409.1,-409.1,-409.1,-477.5,-477.5,-477.5,-293.1,-293.1,-293.1
881,-395.4,-395.4,-395.4,-556.1,-556.1,-556.1,-453.4,-453.4,-453.4,-347.4,-347.4,-347.4,-407.9,-407.9,-407.9,-311,-311,-311
882,-365.6,-365.6,-365.6,-569.1,-569.1,-569.1,-464.6,-464.6,-464.6,-473.8,-473.8,-473.8,-478.8,-478.8,-478.8,-323.9,-323.9,-323.9
883,-341,-341,-341,-469.3,-469.3,-469.3,-406.6,-406.6,-406.6,-412.8,-412.8,-412.8,-452.5,-452.5,-452.5,-290,-290,-290
884,-397.9,-397.9,-397.9,-534.4,-534.4,-534.4,-453.7,-453.7,-453.7,-393,-393,-393,-447.7,-447.7,-447.7,-295.8,-295.8,-295.8
885,-370,-370,-370,-445.1,-445.1,-445.1,-447.1,-447.1,-447.1,-410.1,-410.1,-410.1,-409.6,-409.6,-409.6,-273.1,-273.1,-273.1
886,-390.6,-390.6,-390.6,-532.5,-532.5,-532.5,-462.3,-462.3,-462.3,-449.7,-449.7,-449.7,-422.8,-422.8,-422.8,-299.7,-299.7,-299.7
887,-333.9,-333.9,-333.9,-557.2,-557.2,-557.2,-467.1,-467.1,-467.1,-443.7,-443.7,-443.7,-467.2,-467.2,-467.2,-294.4,-294.4,-294.4
888,-359.3,-359.3,-359.3,-441.8,-441.8,-441.8,-451.9,-451.9,-451.9,-396.8,-396.8,-396.8,-457.1,-457.1,-457.1,-322.3,-322.3,-322.3
889,-429.1,-429.1,-429.1,-519.8,-519.8,-519.8,-439.9,-439.9,-439.9,-385,-385,-385,-458.4,-458.4,-458.4,-333.8,-333.8,-333.8
890,-290.6,-290.6,-290.6,-550,-550,-550,-449,-449,-449,-476.1,-476.1,-476.1,-509.3,-509.3,-509.3,-354.2,-354.2,-354.2
891,-423.9,-423.9,-423.9,-441.1,-441.1,-441.1,-434.8,-434.8,-434.8,-447.1,-447.1,-447.1,-429.5,-429.5,-429.5,-321.7,-321.7,-321.7
892,-430.8,-430.8,-430.8,-452.5,-452.5,-452.5,-393.2,-393.2,-393.2,-444.5,-444.5,-444.5,-497.4,-497.4,-497.4,-278.3,-278.3,-278.3
893,-433.2,-433.2,-433.2,-497.1,-497.1,-497.1,-450.1,-450.1,-450.1,-423.2,-423.2,-423.2,-429.1,-429.1,-429.1,-335.5,-335.5,-335.5
894,-402.8,-402.8,-402.8,-521.1,-521.1,-521.1,-412.1,-412.1,-412.1,-428.4,-428.4,-428.4,-494.3,-494.3,-494.3,-276.2,-276.2,-276.2
895,-364.5,-364.5,-364.5,-512.2,-512.2,-512.2,-424.7,-424.7,-424.7,-412.4,-412.4,-412.4,-461.5,-461.5,-461.5,-317.1,-317.1,-317.1
896,-364,-364,-364,-555.3,-555.3,-555.3,-417,-417,-417,-404,-404,-404,-511.5,-511.5,-511.5,-312,-312,-312
897,-368.5,-368.5,-368.5,-471,-471,-471,-418.1,-418.1,-418.1,-352.8,-352.8,-352.8,-410.8,-410.8,-410.8,-253.4,-253.4,-253.4
898,-412.8,-412.8,-412.8,-481.9,-481.9,-481.9,-430.9,-430.9,-430.9,-460.5,-460.5,-460.5,-446.3,-446.3,-446.3,-316.7,-316.7,-316.7
899,-387.4,-387.4,-387.4,-530.1,-530.1,-530.1,-450.9,-450.9,-450.9,-415.9,-415.9,-415.9,-366.3,-366.3,-366.3,-282.5,-282.5,-282.5
900,-459.8,-459.8,-459.8,-535,-535,-535,-454.4,-454.4,-454.4,-429.3,-429.3,-429.3,-449.6,-449.6,-449.6,-272.8,-272.8,-272.8
901,-378.5,-378.5,-378.5,-527.6,-527.6,-527.6,-427.3,-427.3,-427.3,-434.5,-434.5,-434.5,-415.3,-415.3,-415.3,-285.2,-285.2,-285.2
902,-445.1,-445.1,-445.1,-546,-546,-546,-368.5,-368.5,-368.5,-396.2,-396.2,-396.2,-423.6,-423.6,-423.6,-285.2,-285.2,-285.2
903,-428.1,-428.1,-428.1,-529.1,-529.1,-529.1,-466.8,-466.8,-466.8,-435.6,-435.6,-435.6,-421.8,-421.8,-421.8,-290.1,-290.1,-290.1
904,-389.1,-389.1,-389.1,-529.9,-529.9,-529.9,-499.4,-499.4,-499.4,-360,-360,-360,-385.4,-385.4,-385.4,-330.5,-330.5,-330.5
905,-280.9,-280.9,-280.9,-517.9,-517.9,-517.9,-545.7,-545.7,-545.7,-438.3,-438.3,-438.3,-458,-458,-458,-310.9,-310.9,-310.9
906,-454.6,-454.6,-454.6,-511.9,-511.9,-511.9,-366.3,-366.3,-366.3,-400.8,-400.8,-400.8,-459.2,-459.2,-459.2,-326.9,-326.9,-326.9
907,-329,-329,-329,-480.3,-480.3,-480.3,-407.7,-407.7,-407.7,-420.7,-420.7,-420.7,-458.5,-458.5,-458.5,-313.6,-313.6,-313.6
908,-432.9,-432.9,-432.9,-552.4,-552.4,-552.4,-487.6,-487.6,-487.6,-410.3,-410.3,-410.3,-495.7,-495.7,-495.7,-303.1,-303.1,-303.1
909,-452.6,-452.6,-452.6,-554.9,-554.9,-554.9,-475.9,-475.9,-475.9,-425.5,-425.5,-425.5,-467.1,-467.1,-467.1,-301.4,-301.4,-301.4
910,-339.3,-339.3,-339.3,-504,-504,-504,-452.5,-452.5,-452.5,-440.6,-440.6,-440.6,-378.6,-378.6,-378.6,-332.5,-332.5,-332.5
911,-388.8,-388.8,-388.8,-530,-530,-530,-431.9,-431.9,-431.9,-461.3,-461.3,-461.3,-461,-461,-461,-316.4,-316.4,-316.4
912,-374.1,-374.1,-374.1,-518.3,-518.3,-518.3,-478.1,-478.1,-478.1,-461.3,-461.3,-461.3,-570.4,-570.4,-570.4,-328,-328,-328
913,-321.1,-321.1,-321.1,-468.4,-468.4,-468.4,-503.8,-503.8,-503.8,-389.1,-389.1,-389.1,-499.5,-499.5,-499.5,-321,-321,-321
914,-401.3,-401.3,-401.3,-490.1,-490.1,-490.1,-504.8,-504.8,-504.8,-363.1,-363.1,-363.1,-507.9,-507.9,-507.9,-273.4,-273.4,-273.4
915,-409.3,-409.3,-409.3,-553.7,-553.7,-553.7,-511.7,-511.7,-511.7,-469.6,-469.6,-469.6,-402.4,-402.4,-402.4,-311.3,-311.3,-311.3
916,-410.2,-410.2,-410.2,-562.2,-562.2,-562.2,-397.1,-397.1,-397.1,-364.7,-364.7,-364.7,-419.3,-419.3,-419.3,-336.8,-336.8,-336.8
917,-379.9,-379.9,-379.9,-457,-457,-457,-441.2,-441.2,-441.2,-467.8,-467.8,-467.8,-416,-416,-416,-318.1,-318.1,-318.1
918,-502,-502,-502,-499.3,-499.3,-499.3,-458.4,-458.4,-458.4,-448.2,-448.2,-448.2,-436.2,-436.2,-436.2,-306.2,-306.2,-306.2
919,-446.6,-446.6,-446.6,-522.5,-522.5,-522.5,-524.5,-524.5,-524.5,-442,-442,-442,-422.5,-422.5,-422.5,-281.5,-281.5,-281.5
920,-350.8,-350.8,-350.8,-534.7,-534.7,-534.7,-477.6,-477.6,-477.6,-425.3,-425.3,-425.3,-516.8,-516.8,-516.8,-258,-258,-258
921,-374.3,-374.3,-374.3,-498.5,-498.5,-498.5,-495.5,-495.5,-495.5,-444.6,-444.6,-444.6,-494.3,-494.3,-494.3,-267.9,-267.9,-267.9
922,-377.6,-377.6,-377.6,-529.2,-529.2,-529.2,-481.5,-481.5,-481.5,-432.3,-432.3,-432.3,-514.8,-514.8,-514.8,-253,-253,-253
923,-383.9,-383.9,-383.9,-400.3,-400.3,-400.3,-510.7,-510.7,-510.7,-466.2,-466.2,-466.2,-467.3,-467.3,-467.3,-306.5,-306.5,-306.5
924,-366.1,-366.1,-366.1,-529.8,-529.8,-529.8,-413.9,-413.9,-413.9,-448.4,-448.4,-448.4,-423.8,-423.8,-423.8,-283.4,-283.4,-283.4
925,-469.4,-469.4,-469.4,-495,-495,-495,-382.6,-382.6,-382.6,-429.7,-429.7,-429.7,-450.9,-450.9,-450.9,-312.6,-312.6,-312.6
926,-403.6,-403.6,-403.6,-502,-502,-502,-477,-477,-477,-406.8,-406.8,-406.8,-471.2,-471.2,-471.2,-270,-270,-270
927,-388.3,-388.3,-388.3,-501.5,-501.5,-501.5,-494.2,-494.2,-494.2,-401.4,-401.4,-401.4,-432,-432,-432,-269.1,-269.1,-269.1
928,-462.9,-462.9,-462.9,-471.6,-471.6,-471.6,-471.2,-471.2,-471.2,-430.9,-430.9,-430.9,-499.2,-499.2,-499.2,-303.3,-303.3,-303.3
929,-372.2,-372.2,-372.2,-538.7,-538.7,-538.7,-481.2,-481.2,-481.2,-433,-433,-433,-427,-427,-427,-324.8,-324.8,-324.8
930,-434.3,-434.3,-434.3,-520.9,-520.9,-520.9,-517,-517,-517,-440,-440,-440,-384.5,-384.5,-384.5,-300,-300,-300
931,-406.9,-406.9,-406.9,-539.1,-539.1,-539.1,-380.7,-380.7,-380.7,-427.7,-427.7,-427.7,-543.8,-543.8,-543.8,-307.9,-307.9,-307.9
932,-436.7,-436.7,-436.7,-509,-509,-509,-393.8,-393.8,-393.8,-426.5,-426.5,-426.5,-453,-453,-453,-287.9,-287.9,-287.9
933,-396.3,-396.3,-396.3,-538.1,-538.1,-538.1,-454.5,-454.5,-454.5,-438.3,-438.3,-438.3,-451.7,-451.7,-451.7,-317,-317,-317
934,-316.8,-316.8,-316.8,-490.3,-490.3,-490.3,-528.8,-528.8,-528.8,-427.2,-427.2,-427.2,-464.5,-464.5,-464.5,-325.1,-325.1,-325.1
935,-440.3,-440.3,-440.3,-484.1,-484.1,-484.1,-373.8,-373.8,-373.8,-467,-467,-467,-477.9,-477.9,-477.9,-338.7,-338.7,-338.7
936,-359.7,-359.7,-359.7,-544.1,-544.1,-544.1,-476.9,-476.9,-476.9,-423.8,-423.8,-423.8,-470,-470,-470,-282.3,-282.3,-282.3
937,-420.1,-420.1,-420.1,-452.7,-452.7,-452.7,-502.6,-502.6,-502.6,-468.2,-468.2,-468.2,-426.4,-426.4,-426.4,-307.4,-307.4,-307.4
938,-367.9,-367.9,-367.9,-547.9,-547.9,-547.9,-445.5,-445.5,-445.5,-411.4,-411.4,-411.4,-414.3,-414.3,-414.3,-307.6,-307.6,-307.6
939,-354,-354,-354,-514.6,-514.6,-514.6,-473.1,-473.1,-473.1,-391.1,-391.1,-391.1,-422.4,-422.4,-422.4,-283.2,-283.2,-283.2
940,-354.2,-354.2,-354.2,-494.3,-494.3,-494.3,-404.7,-404.7,-404.7,-445.9,-445.9,-445.9,-527.4,-527.4,-527.4,-328.7,-328.7,-328.7
941,-376.8,-376.8,-376.8,-449.6,-449.6,-449.6,-475.7,-475.7,-475.7,-511,-511,-511,-457.5,-457.5,-457.5,-313.2,-313.2,-313.2
942,-365.1,-365.1,-365.1,-506.8,-506.8,-506.8,-432.5,-432.5,-432.5,-443.3,-443.3,-443.3,-474.6,-474.6,-474.6,-266.7,-266.7,-266.7
943,-359.6,-359.6,-359.6,-465.9,-465.9,-465.9,-483.9,-483.9,-483.9,-415.9,-415.9,-415.9,-506.4,-506.4,-506.4,-286.7,-286.7,-286.7
944,-372.5,-372.5,-372.5,-524.4,-524.4,-524.4,-443.3,-443.3,-443.3,-356.9,-356.9,-356.9,-468.6,-468.6,-468.6,-299,-299,-299
945,-390.8,-390.8,-390.8,-561.4,-561.4,-561.4,-463.6,-463.6,-463.6,-408.8,-408.8,-408.8,-470.2,-470.2,-470.2,-296.7,-296.7,-296.7
946,-423.8,-423.8,-423.8,-467.4,-467.4,-467.4,-424.3,-424.3,-424.3,-418.8,-418.8,-418.8,-458.1,-458.1,-458.1,-283.1,-283.1,-283.1
947,-399.9,-399.9,-399.9,-474,-474,-474,-417,-417,-417,-509.1,-509.1,-509.1,-401,-401,-401,-308,-308,-308
948,-439.9,-439.9,-439.9,-506.6,-506.6,-506.6,-463.9,-463.9,-463.9,-439.1,-439.1,-439.1,-522.5,-522.5,-522.5,-305.1,-305.1,-305.1
949,-423.1,-423.1,-423.1,-533.9,-533.9,-533.9,-468.6,-468.6,-468.6,-399.1,-399.1,-399.1,-452.1,-452.1,-452.1,-266.6,-266.6,-266.6
950,-406.2,-406.2,-406.2,-464,-464,-464,-463.3,-463.3,-463.3,-420.7,-420.7,-420.7,-410.2,-410.2,-410.2,-273.8,-273.8,-273.8
951,-420.4,-420.4,-420.4,-550.5,-550.5,-550.5,-388.3,-388.3,-388.3,-364.6,-364.6,-364.6,-485.5,-485.5,-485.5,-231.9,-231.9,-231.9
952,-406.8,-406.8,-406.8,-471.7,-471.7,-471.7,-439.3,-439.3,-439.3,-408.2,-408.2,-408.2,-415.1,-415.1,-415.1,-263.4,-263.4,-263.4
953,-358.1,-358.1,-358.1,-501.2,-501.2,-501.2,-472.1,-472.1,-472.1,-395.1,-395.1,-395.1,-483.8,-483.8,-483.8,-274.6,-274.6,-274.6
954,-390.9,-390.9,-390.9,-503.7,-503.7,-503.7,-458.3,-458.3,-458.3,-384.1,-384.1,-384.1,-454.2,-454.2,-454.2,-274.7,-274.7,-274.7
955,-428,-428,-428,-554.1,-554.1,-554.1,-431.7,-431.7,-431.7,-440.8,-440.8,-440.8,-434.7,-434.7,-434.7,-243.3,-243.3,-243.3
956,-354.8,-354.8,-354.8,-495,-495,-495,-484.6,-484.6,-484.6,-424.6,-424.6,-424.6,-373.5,-373.5,-373.5,-261.7,-261.7,-261.7
957,-449,-449,-449,-531.1,-531.1,-531.1,-442.9,-442.9,-442.9,-398.9,-398.9,-398.9,-466,-466,-466,-269.5,-269.5,-269.5
958,-437.3,-437.3,-437.3,-491.3,-491.3,-491.3,-428.1,-428.1,-428.1,-407.1,-407.1,-407.1,-481.1,-481.1,-481.1,-294.4,-294.4,-294.4
959,-331.4,-331.4,-331.4,-456.5,-456.5,-456.5,-492.5,-492.5,-492.5,-421.9,-421.9,-421.9,-413,-413,-413,-286.9,-286.9,-286.9
960,-440.3,-440.3,-440.3,-513.6,-513.6,-513.6,-326.7,-326.7,-326.7,-457.3,-457.3,-457.3,-426.1,-426.1,-426.1,-277.9,-277.9,-277.9
961,-322.5,-322.5,-322.5,-490.1,-490.1,-490.1,-384,-384,-384,-395,-395,-395,-475.9,-475.9,-475.9,-303.3,-303.3,-303.3
962,-473.4,-473.4,-473.4,-516.2,-516.2,-516.2,-411.5,-411.5,-411.5,-444.4,-444.4,-444.4,-486.6,-486.6,-486.6,-274.9,-274.9,-274.9
963,-297.5,-297.5,-297.5,-537.8,-537.8,-537.8,-379.1,-379.1,-379.1,-443.9,-443.9,-443.9,-454.7,-454.7,-454.7,-269.5,-269.5,-269.5
964,-456.7,-456.7,-456.7,-553.6,-553.6,-553.6,-430.6,-430.6,-430.6,-464.3,-464.3,-464.3,-454.6,-454.6,-454.6,-269.6,-269.6,-269.6
965,-394.7,-394.7,-394.7,-497.4,-497.4,-497.4,-557.4,-557.4,-557.4,-400,-400,-400,-448.8,-448.8,-448.8,-273.7,-273.7,-273.7
966,-358.1,-358.1,-358.1,-553.8,-553.8,-553.8,-436.7,-436.7,-436.7,-424.5,-424.5,-424.5,-463.8,-463.8,-463.8,-273.4,-273.4,-273.4
967,-378.5,-378.5,-378.5,-466.9,-466.9,-466.9,-393.7,-393.7,-393.7,-426.6,-426.6,-426.6,-494.2,-494.2,-494.2,-258.1,-258.1,-258.1
968,-410.7,-410.7,-410.7,-550.5,-550.5,-550.5,-499.6,-499.6,-499.6,-401.1,-401.1,-401.1,-457.2,-457.2,-457.2,-287.8,-287.8,-287.8
969,-402.6,-402.6,-402.6,-577.2,-577.2,-577.2,-483.1,-483.1,-483.1,-482.4,-482.4,-482.4,-442.8,-442.8,-442.8,-274.6,-274.6,-274.6
970,-365.7,-365.7,-365.7,-453.5,-453.5,-453.5,-372.8,-372.8,-372.8,-391.6,-391.6,-391.6,-432.9,-432.9,-432.9,-324.2,-324.2,-324.2
971,-357.4,-357.4,-357.4,-493.5,-493.5,-493.5,-470.8,-470.8,-470.8,-421.7,-421.7,-421.7,-464.3,-464.3,-464.3,-284.3,-284.3,-284.3
972,-398.1,-398.1,-398.1,-520.1,-520.1,-520.1,-454.1,-454.1,-454.1,-373,-373,-373,-418.8,-418.8,-418.8,-273.7,-273.7,-273.7
973,-426.2,-426.2,-426.2,-511.5,-511.5,-511.5,-526.9,-526.9,-526.9,-397.7,-397.7,-397.7,-409.5,-409.5,-409.5,-269.4,-269.4,-269.4
974,-421.7,-421.7,-421.7,-515,-515,-515,-467.5,-467.5,-467.5,-429.3,-429.3,-429.3,-550.5,-550.5,-550.5,-304.6,-304.6,-304.6
975,-435.9,-435.9,-435.9,-524.9,-524.9,-524.9,-443,-443,-443,-459.6,-459.6,-459.6,-503.4,-503.4,-503.4,-312.6,-312.6,-312.6
976,-341,-341,-341,-539.5,-539.5,-539.5,-452.5,-452.5,-452.5,-460.9,-460.9,-460.9,-493.6,-493.6,-493.6,-307.5,-307.5,-307.5
977,-333.5,-333.5,-333.5,-481.4,-481.4,-481.4,-410.6,-410.6,-410.6,-411.4,-411.4,-411.4,-393,-393,-393,-260.4,-260.4,-260.4
978,-302.3,-302.3,-302.3,-487.2,-487.2,-487.2,-503.5,-503.5,-503.5,-453,-453,-453,-383.3,-383.3,-383.3,-365.7,-365.7,-365.7
979,-382.1,-382.1,-382.1,-477.7,-477.7,-477.7,-459.7,-459.7,-459.7,-443.4,-443.4,-443.4,-353.8,-353.8,-353.8,-250.3,-250.3,-250.3
980,-358.2,-358.2,-358.2,-538.5,-538.5,-538.5,-484.6,-484.6,-484.6,-461.4,-461.4,-461.4,-436.2,-436.2,-436.2,-301.5,-301.5,-301.5
981,-397.5,-397.5,-397.5,-514.8,-514.8,-514.8,-444.7,-444.7,-444.7,-395.3,-395.3,-395.3,-429.6,-429.6,-429.6,-292.7,-292.7,-292.7
982,-373.6,-373.6,-373.6,-536.2,-536.2,-536.2,-433.3,-433.3,-433.3,-335.9,-335.9,-335.9,-428.4,-428.4,-428.4,-345.3,-345.3,-345.3
983,-432.1,-432.1,-432.1,-463.5,-463.5,-463.5,-418.3,-418.3,-418.3,-445.5,-445.5,-445.5,-441.9,-441.9,-441.9,-346.3,-346.3,-346.3
984,-406.5,-406.5,-406.5,-493.1,-493.1,-493.1,-373.6,-373.6,-373.6,-460.2,-460.2,-460.2,-423.4,-423.4,-423.4,-312.4,-312.4,-312.4
985,-392.5,-392.5,-392.5,-525.5,-525.5,-525.5,-460.2,-460.2,-460.2,-368,-368,-368,-420.6,-420.6,-420.6,-304.1,-304.1,-304.1
986,-423.9,-423.9,-423.9,-497.2,-497.2,-497.2,-401.5,-401.5,-401.5,-441.4,-441.4,-441.4,-485.1,-485.1,-485.1,-350.2,-350.2,-350.2
987,-377.7,-377.7,-377.7,-519.7,-519.7,-519.7,-499.8,-499.8,-499.8,-411.2,-411.2,-411.2,-415.8,-415.8,-415.8,-318,-318,-318
988,-427.1,-427.1,-427.1,-499,-499,-499,-454.6,-454.6,-454.6,-372.5,-372.5,-372.5,-413.1,-413.1,-413.1,-271.5,-271.5,-271.5
989,-362.1,-362.1,-362.1,-538.1,-538.1,-538.1,-455.7,-455.7,-455.7,-420.4,-420.4,-420.4,-436.1,-436.1,-436.1,-340.5,-340.5,-340.5
990,-369,-369,-369,-532.6,-532.6,-532.6,-447.1,-447.1,-447.1,-430.4,-430.4,-430.4,-403.8,-403.8,-403.8,-328,-328,-328
991,-359.9,-359.9,-359.9,-469.1,-469.1,-469.1,-567.5,-567.5,-567.5,-447.9,-447.9,-447.9,-448.9,-448.9,-448.9,-293.2,-293.2,-293.2
992,-354.2,-354.2,-354.2,-567.5,-567.5,-567.5,-491.2,-491.2,-491.2,-483.9,-483.9,-483.9,-454,-454,-454,-300.7,-300.7,-300.7
993,-405.6,-405.6,-405.6,-544.1,-544.1,-544.1,-383.2,-383.2,-383.2,-426.1,-426.1,-426.1,-400.4,-400.4,-400.4,-264.2,-264.2,-264.2
994,-411.6,-411.6,-411.6,-583.5,-583.5,-583.5,-476.4,-476.4,-476.4,-417.5,-417.5,-417.5,-494,-494,-494,-310.5,-310.5,-310.5
995,-310.8,-310.8,-310.8,-488.2,-488.2,-488.2,-410.2,-410.2,-410.2,-371.5,-371.5,-371.5,-481,-481,-481,-292.1,-292.1,-292.1
996,-354.2,-354.2,-354.2,-579.7,-579.7,-579.7,-497.2,-497.2,-497.2,-472.1,-472.1,-472.1,-456.8,-456.8,-456.8,-343.7,-343.7,-343.7
997,-354.9,-354.9,-354.9,-508.5,-508.5,-508.5,-383.4,-383.4,-383.4,-404.7,-404.7,-404.7,-458.6,-458.6,-458.6,-300.1,-300.1,-300.1
998,-330.1,-330.1,-330.1,-566.6,-566.6,-566.6,-449.7,-449.7,-449.7,-413.8,-413.8,-413.8,-363.4,-363.4,-363.4,-274.4,-274.4,-274.4
999,-336.1,-336.1,-336.1,-496.1,-496.1,-496.1,-448.6,-448.6,-448.6,-450.9,-450.9,-450.9,-509.4,-509.4,-509.4,-250.4,-250.4,-250.4
1000,-449.9,-449.9,-449.9,-525.5,-525.5,-525.5,-445.2,-445.2,-445.2,-443.3,-443.3,-443.3,-486.6,-486.6,-486.6,-310.4,-310.4,-310.4
